Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
b4,1-0,2,12-,"3,(0-2) CCX",RR,BOS,Bobby Dalbec,Dylan Bundy,17%,84%,Double to SS (Fly Ball to Deep LF); Bogaerts Scores; Devers Scores
b1,0-0,1,---,"7,(1-2) CCFFBFX",R,BOS,Alex Verdugo,Dylan Bundy,9%,62%,Home Run (Fly Ball to Deep CF-RF)
t4,0-1,1,1--,"7,(2-2) BBFCFFX",OO,LAA,Justin Upton,Martin Perez,7%,68%,Ground Ball Double Play: SS-2B-1B
b4,1-0,0,---,"2,(0-1) CX",,BOS,Xander Bogaerts,Dylan Bundy,6%,74%,Double to LF (Line Drive to Short LF Line)
b4,3-0,2,-2-,"2,(0-1) *SX",R,BOS,Franchy Cordero,Dylan Bundy,6%,90%,Double to 1B (Line Drive to Deep 1B); Dalbec Scores
