Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"5,(2-2) FBFBX",O,PIT,Adam Frazier,Rick Porcello,2%,52%,Flyball: LF (Short LF)
t1,0-0,1,---,"4,(1-2) CTBX",O,PIT,Starling Marte,Rick Porcello,2%,54%,Groundout: 2B-1B
t1,0-0,2,---,"2,(0-1) FX",O,PIT,Andrew McCutchen,Rick Porcello,1%,55%,Flyball: CF (LF-CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Pirates' Gerrit Cole facing 1-2-3"
b1,0-0,0,---,"1,(0-0) X",O,BOS,Dustin Pedroia,Gerrit Cole,-2%,53%,Groundout: SS-1B
b1,0-0,1,---,"7,(3-2) BCFBBFT",O,BOS,Andrew Benintendi,Gerrit Cole,-2%,51%,Strikeout Swinging
b1,0-0,2,---,"2,(1-0) BX",O,BOS,Mookie Betts,Gerrit Cole,-1%,50%,Lineout: LF (LF-CF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Pirates 0, Red Sox 0."
"Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6","Top of the 2nd, Pirates Batting, Tied 0-0, Red Sox' Rick Porcello facing 4-5-6"
t2,0-0,0,---,"2,(0-1) SX",,PIT,Gregory Polanco,Rick Porcello,-4%,46%,Single to CF (Ground Ball)
