Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Shin-Soo Choo LF,4.0,0.0,1.0,0.0,1.0,1.0,5.0,0.288,0.378,0.515,0.893,21.0,11.0,0.007,0.94,0.079,-0.072%,0.00%,0.99,0.1,0.0,0.0,
Delino DeShields CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.35,0.308,0.658,,,,,,,,,,0.0,0.0,
Danny Santana CF-LF,3.0,1.0,0.0,1.0,1.0,2.0,5.0,0.299,0.338,0.49,0.827,19.0,11.0,-0.037,0.83,0.028,-0.065%,-0.02%,0.87,-0.9,4.0,0.0,SF
Elvis Andrus SS,4.0,2.0,1.0,0.0,1.0,2.0,5.0,0.302,0.341,0.46,0.801,24.0,15.0,0.002,0.83,0.062,-0.060%,0.00%,0.87,-0.1,2.0,2.0,2B
Nomar Mazara RF,5.0,1.0,1.0,1.0,0.0,4.0,5.0,0.266,0.317,0.44,0.757,23.0,15.0,-0.067,1.09,0.055,-0.122%,-0.04%,1.15,-0.5,1.0,0.0,
Hunter Pence DH,2.0,3.0,1.0,2.0,3.0,1.0,5.0,0.284,0.345,0.585,0.93,25.0,12.0,0.147,0.79,0.148,-0.001%,0.09%,0.83,2.5,,,HR
Asdrubal Cabrera 3B,4.0,0.0,2.0,2.0,1.0,1.0,5.0,0.261,0.345,0.458,0.803,21.0,11.0,0.169,1.16,0.209,-0.040%,0.11%,1.22,1.3,0.0,2.0,
Rougned Odor 2B,4.0,1.0,1.0,1.0,1.0,1.0,5.0,0.176,0.25,0.332,0.582,23.0,13.0,0.126,0.96,0.171,-0.045%,0.08%,1.01,1.0,1.0,1.0,2B
Ronald Guzman 1B,5.0,1.0,1.0,2.0,0.0,2.0,5.0,0.228,0.294,0.472,0.766,22.0,13.0,0.135,0.9,0.207,-0.073%,0.08%,0.95,0.9,7.0,0.0,2B
Tim Federowicz C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.273,0.333,0.545,0.879,17.0,11.0,-0.017,1.07,0.062,-0.080%,-0.01%,1.12,-0.6,12.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ariel Jurado P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Jose Leclerc P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Pete Fairbanks P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chris Martin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,9.0,9.0,9.0,8.0,15.0,44.0,0.257,0.386,0.429,0.815,195.0,112.0,0.465,0.95,1.021,-0.558%,0.29%,1.0,3.7,27.0,6.0,
