Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 1-2-3"
t1,0-0,0,---,"6,(3-2) CFBBBX",O,NYY,DJ LeMahieu,Martin Perez,-2%,48%,Groundout: 3B-1B (SS-3B Hole)
t1,0-0,1,---,"4,(1-2) SBCC",O,NYY,Aaron Judge,Martin Perez,-2%,46%,Strikeout Looking
t1,0-0,2,---,"6,(3-2) BCBSBC",O,NYY,Giancarlo Stanton,Martin Perez,-1%,45%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' Jordan Montgomery facing 1-2-3"
b1,0-0,0,---,"5,(2-2) BCCBS",O,BOS,Alex Verdugo,Jordan Montgomery,2%,47%,Strikeout Swinging
b1,0-0,1,---,"8,(3-2) BSSFBBFX",,BOS,Rafael Devers,Jordan Montgomery,-2%,45%,Reached on E1 (Ground Ball to Weak 2B-1B); Devers to 1B
b1,0-0,1,1--,"3,(1-1) BCX",,BOS,Xander Bogaerts,Jordan Montgomery,-3%,41%,Single to 3B (Ground Ball); Devers to 2B
b1,0-0,1,12-,"3,(0-2) CSS",O,BOS,J.D. Martinez,Jordan Montgomery,4%,46%,Strikeout Swinging
b1,0-0,2,12-,"9,(2-2) BFFFBFFF*S",O,BOS,Christian Vazquez,Jordan Montgomery,4%,50%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 1 error, 2 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 1 error, 2 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 1 error, 2 LOB. Yankees 0, Red Sox 0."
"Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6","Top of the 2nd, Yankees Batting, Tied 0-0, Red Sox' Martin Perez facing 4-5-6"
t2,0-0,0,---,"6,(3-2) SBFBBC",O,NYY,Luke Voit,Martin Perez,-2%,48%,Strikeout Looking
