Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Julio Teheran, L (4-2)",6.0,4,3,3,3,4,2,4.2,24,109,61,26,14,21,8,9,3,0,53.0,,,-0.063,1.02,-0.05%,1.35,0.2
Jesse Biddle,0.2,1,1,1,0,1,0,3.21,3,7,6,2,1,3,1,1,1,0,,0.0,0.0,0.024,0.99,0.02%,1.31,0.3
Matt Wisler,1.1,2,2,2,0,0,2,4.34,6,24,14,8,3,3,2,4,0,0,,1.0,1.0,-0.176,0.33,-0.14%,0.44,-2.2
Team Totals,8.0,7,6,6,3,5,4,6.75,33,140,81,36,18,27,11,14,4,0,53.0,1.0,1.0,-0.215,0.88,-0.17%,1.17,-1.7
