Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3","Top of the 1st, Yankees Batting, Tied 0-0, Red Sox' Andrew Cashner facing 1-2-3"
t1,0-0,0,---,"4,(2-1) BBFX",,NYY,DJ LeMahieu,Andrew Cashner,-3%,47%,Single to 3B (Ground Ball)
t1,0-0,0,1--,"5,(2-2) BBCCS",O,NYY,Aaron Judge,Andrew Cashner,3%,50%,Strikeout Swinging
t1,0-0,1,1--,"7,(3-2) FBFFB*BS",OO,NYY,Edwin Encarnacion,Andrew Cashner,5%,55%,"Double Play: Strikeout Swinging, LeMahieu Caught Stealing 2B (C-2B)"
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Yankees 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Yankees 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Yankees' James Paxton facing 1-2-3"
b1,0-0,0,---,"8,(3-2) CSBBFBFX",R,BOS,Mookie Betts,James Paxton,9%,64%,Home Run (Fly Ball to Deep LF Line)
b1,1-0,0,---,"2,(0-1) SX",,BOS,Rafael Devers,James Paxton,3%,67%,Single to RF (Ground Ball)
b1,1-0,0,1--,"7,(2-2) BBCFFFC",O,BOS,Xander Bogaerts,James Paxton,-3%,64%,Strikeout Looking
b1,1-0,1,1--,"5,(3-1) BBS*BX",RR,BOS,J.D. Martinez,James Paxton,14%,78%,Home Run (Fly Ball to Deep LF-CF); Devers Scores
b1,3-0,1,---,"7,(2-2) CFFBFBS",O,BOS,Christian Vazquez,James Paxton,-1%,77%,Strikeout Swinging
b1,3-0,2,---,"5,(2-2) BFFBS",O,BOS,Andrew Benintendi,James Paxton,-1%,76%,Strikeout Swinging
,,,,,,,,,"3 runs, 3 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","3 runs, 3 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","3 runs, 3 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3."
"Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6","Top of the 2nd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 4-5-6"
t2,0-3,0,---,"3,(0-2) CSX",O,NYY,Didi Gregorius,Andrew Cashner,2%,78%,Groundout: 2B-1B
t2,0-3,1,---,"3,(1-1) BSX",O,NYY,Luke Voit,Andrew Cashner,2%,80%,Groundout: 3B-1B
t2,0-3,2,---,"1,(0-0) X",O,NYY,Gleyber Torres,Andrew Cashner,1%,81%,Groundout: 2B-1B (Deep SS-2B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3."
"Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9","Bottom of the 2nd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 7-8-9"
b2,3-0,0,---,"6,(2-2) CBBFFS",O,BOS,Sam Travis,James Paxton,-1%,79%,Strikeout Swinging
b2,3-0,1,---,"4,(1-2) CCBS",O,BOS,Michael Chavis,James Paxton,-1%,78%,Strikeout Swinging
b2,3-0,2,---,"3,(0-2) FCS",O,BOS,Jackie Bradley Jr.,James Paxton,-1%,78%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Yankees 0, Red Sox 3."
"Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9","Top of the 3rd, Yankees Batting, Behind 0-3, Red Sox' Andrew Cashner facing 7-8-9"
t3,0-3,0,---,"6,(2-2) SBSBFX",O,NYY,Cameron Maybin,Andrew Cashner,2%,80%,Flyball: RF (Deep CF-RF)
t3,0-3,1,---,"3,(2-0) BBX",O,NYY,Mike Tauchman,Andrew Cashner,2%,82%,Flyball: CF (Deep CF-RF)
t3,0-3,2,---,"1,(0-0) X",,NYY,Austin Romine,Andrew Cashner,-1%,80%,Single to 1B (Ground Ball to 2B-1B)
t3,0-3,2,1--,"4,(2-1) BFBX",O,NYY,DJ LeMahieu,Andrew Cashner,2%,83%,Groundout: 3B-2B/Forceout at 2B (SS-3B Hole)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 3.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 3.","0 runs, 1 hit, 0 errors, 1 LOB. Yankees 0, Red Sox 3."
"Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3","Bottom of the 3rd, Red Sox Batting, Ahead 3-0, Yankees' James Paxton facing 1-2-3"
b3,3-0,0,---,"6,(2-2) BBSSFX",R,BOS,Mookie Betts,James Paxton,6%,88%,Home Run (Fly Ball to Deep LF)
b3,4-0,0,---,"4,(1-2) SCBS",O,BOS,Rafael Devers,James Paxton,-1%,87%,Strikeout Swinging
b3,4-0,1,---,"3,(2-0) BBX",,BOS,Xander Bogaerts,James Paxton,2%,89%,Double to LF (Ground Ball)
b3,4-0,1,-2-,"4,(2-1) BBSX",R,BOS,J.D. Martinez,James Paxton,5%,93%,Triple to RF (Line Drive to Deep RF Line); Bogaerts Scores
b3,5-0,1,--3,"5,(0-2) CFFFX",O,BOS,Christian Vazquez,James Paxton,-2%,92%,Flyball: RF (Short CF-RF)
b3,5-0,2,--3,"3,(0-2) SFX",O,BOS,Andrew Benintendi,James Paxton,-1%,91%,Lineout: RF (Deep CF-RF)
