Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,5.0,1.0,2.0,3.0,0.0,2.0,5.0,0.27,0.344,0.462,0.806,15.0,10.0,0.192,0.73,0.218,-0.026%,0.20%,1.29,2.5,5.0,0.0,
Brock Holt LF,3.0,0.0,1.0,0.0,2.0,0.0,5.0,0.204,0.302,0.204,0.505,23.0,11.0,0.023,0.34,0.04,-0.017%,0.02%,0.6,0.1,1.0,1.0,
Eduardo Nunez 2B,5.0,1.0,3.0,2.0,0.0,0.0,5.0,0.317,0.345,0.445,0.79,15.0,11.0,0.045,0.53,0.074,-0.029%,0.05%,0.92,1.6,4.0,3.0,"2·2B,SB"
Hanley Ramirez DH,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.253,0.339,0.438,0.777,16.0,11.0,-0.025,0.37,0.019,-0.044%,-0.03%,0.66,-2.1,,,GDP
Jackie Bradley Jr. CF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.264,0.336,0.439,0.775,14.0,11.0,-0.06,0.57,0.0,-0.060%,-0.06%,1.0,-1.5,1.0,0.0,
Rafael Devers 3B,4.0,0.0,4.0,1.0,0.0,0.0,4.0,0.417,0.481,0.75,1.231,13.0,9.0,0.061,0.36,0.061,0.000%,0.06%,0.64,1.8,0.0,3.0,2B
Xander Bogaerts SS,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.282,0.338,0.409,0.747,14.0,11.0,-0.058,0.58,0.001,-0.059%,-0.06%,1.02,-0.8,2.0,2.0,
Mitch Moreland 1B,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.238,0.33,0.402,0.732,14.0,6.0,-0.017,0.46,0.018,-0.034%,-0.02%,0.81,0.2,6.0,2.0,
Christian Vazquez C,4.0,2.0,2.0,0.0,0.0,0.0,4.0,0.271,0.307,0.365,0.672,14.0,7.0,0.056,0.43,0.061,-0.005%,0.06%,0.76,-0.1,6.0,1.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Doug Fister P,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,6.0,13.0,6.0,5.0,6.0,40.0,0.371,0.45,0.486,0.936,138.0,87.0,0.217,0.49,0.492,-0.274%,0.23%,0.86,1.6,27.0,14.0,
