Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3"
t1,0-0,0,---,"3,(1-1) BFX",O,CLE,Bradley Zimmer,Doug Fister,2%,52%,Groundout: 2B-1B (Deep 2B)
t1,0-0,1,---,"3,(2-0) BBX",O,CLE,Francisco Lindor,Doug Fister,2%,54%,Groundout: 1B-P (2B-1B)
t1,0-0,2,---,"2,(0-1) CX",O,CLE,Michael Brantley,Doug Fister,1%,55%,Groundout: 2B-1B (Deep 2B-1B)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Indians 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Indians 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Indians 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Mike Clevinger facing 1-2-3"
b1,0-0,0,---,"5,(2-2) CBFBS",O,BOS,Mookie Betts,Mike Clevinger,-2%,53%,Strikeout Swinging
b1,0-0,1,---,"6,(3-2) CCBBBB",,BOS,Brock Holt,Mike Clevinger,2%,55%,Walk
b1,0-0,1,1--,"3,(1-1) BFX",O,BOS,Eduardo Nunez,Mike Clevinger,-3%,52%,Foul Popfly: C (Behind Home)
b1,0-0,2,1--,"5,(3-1) BFB1BB",,BOS,Hanley Ramirez,Mike Clevinger,2%,54%,Walk; Holt to 2B
