Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi CF,5.0,1.0,2.0,1.0,0.0,0.0,5.0,0.299,0.378,0.554,0.932,16.0,10.0,-0.119,0.8,0.058,-0.177%,-0.06%,0.69,-1.2,1.0,0.0,"HR,GDP"
Xander Bogaerts SS,5.0,0.0,0.0,1.0,0.0,1.0,5.0,0.284,0.34,0.525,0.865,19.0,11.0,-0.049,0.5,0.0,-0.049%,-0.03%,0.43,-0.9,0.0,5.0,
J.D. Martinez RF,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.314,0.374,0.646,1.02,8.0,4.0,0.009,0.45,0.027,-0.018%,0.00%,0.39,0.1,1.0,0.0,
Brock Holt RF,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.316,0.389,0.463,0.852,1.0,1.0,0.01,0.23,0.01,0.000%,0.01%,0.2,0.3,0.0,0.0,
Mitch Moreland 1B,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.303,0.367,0.612,0.979,20.0,10.0,-0.015,0.6,0.029,-0.044%,-0.01%,0.52,0.1,9.0,0.0,2B
Eduardo Nunez 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.258,0.276,0.376,0.652,14.0,10.0,-0.018,0.71,0.037,-0.055%,-0.01%,0.61,-0.2,2.0,0.0,
Sam Travis LF,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.25,0.333,0.25,0.583,23.0,13.0,0.008,1.02,0.07,-0.062%,0.00%,0.88,-0.3,2.0,0.0,
Rafael Devers 3B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.228,0.282,0.399,0.681,16.0,12.0,-0.009,0.88,0.052,-0.060%,-0.00%,0.76,-0.6,1.0,3.0,
Christian Vazquez DH,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.199,0.248,0.278,0.527,13.0,8.0,-0.039,0.68,0.021,-0.060%,-0.02%,0.59,-0.7,,,
Blake Swihart C,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.167,0.25,0.204,0.454,11.0,4.0,0.04,0.75,0.063,-0.022%,0.02%,0.65,0.7,11.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Jalen Beeks P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Johnson P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Hector Velazquez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,2.0,7.0,2.0,5.0,8.0,38.0,0.212,0.316,0.364,0.679,141.0,83.0,-0.182,0.71,0.367,-0.547%,-0.10%,0.61,-2.8,27.0,9.0,
