Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3","Top of the 1st, Tigers Batting, Tied 0-0, Red Sox' Jalen Beeks facing 1-2-3"
t1,0-0,0,---,"5,(2-2) CBBFT",O,DET,JaCoby Jones,Jalen Beeks,-2%,48%,Strikeout Swinging
t1,0-0,1,---,"6,(2-2) BSBFFX",,DET,Nick Castellanos,Jalen Beeks,4%,52%,Double to CF (Fly Ball to Deep LF)
t1,0-0,1,-2-,"6,(3-2) BFBBFB",,DET,Miguel Cabrera,Jalen Beeks,2%,54%,Walk
t1,0-0,1,12-,"3,(0-2) CFX",O,DET,Victor Martinez,Jalen Beeks,-4%,50%,Flyball: RF (Deep RF); Castellanos to 3B
t1,0-0,2,1-3,"3,(1-1) *BCX",R,DET,Jeimer Candelario,Jalen Beeks,10%,60%,Double to LF (Line Drive to Deep LF Line); Castellanos Scores; Cabrera to 3B
t1,1-0,2,-23,"3,(2-0) BBX",RR,DET,John Hicks,Jalen Beeks,14%,74%,Single to RF (Ground Ball thru 2B-1B); Cabrera Scores; Candelario Scores
t1,3-0,2,1--,"3,(1-1) B1TX",RR,DET,Leonys Martín,Jalen Beeks,12%,86%,Home Run (Fly Ball to Deep LF); Hicks Scores
t1,5-0,2,---,"4,(2-1) BBCX",O,DET,José Iglesias,Jalen Beeks,0%,86%,Popfly: 1B
,,,,,,,,,"5 runs, 4 hits, 0 errors, 0 LOB. Tigers 5, Red Sox 0.","5 runs, 4 hits, 0 errors, 0 LOB. Tigers 5, Red Sox 0.","5 runs, 4 hits, 0 errors, 0 LOB. Tigers 5, Red Sox 0."
