Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
JaCoby Jones LF,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.219,0.267,0.378,0.645,22.0,16.0,-0.058,0.45,0.0,-0.058%,-0.03%,0.4,-1.6,2.0,0.0,
Nick Castellanos RF,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.331,0.371,0.512,0.883,18.0,15.0,0.013,0.34,0.039,-0.027%,0.01%,0.31,-0.6,1.0,0.0,2B
Miguel Cabrera 1B,3.0,1.0,0.0,0.0,2.0,1.0,5.0,0.306,0.397,0.471,0.868,25.0,11.0,0.019,0.39,0.029,-0.010%,0.01%,0.35,-0.1,9.0,0.0,
Victor Martinez DH,4.0,0.0,0.0,0.0,1.0,2.0,5.0,0.242,0.31,0.353,0.662,21.0,17.0,-0.032,0.59,0.013,-0.044%,-0.02%,0.53,-0.4,,,
Jeimer Candelario 3B,4.0,2.0,2.0,1.0,0.0,1.0,4.0,0.272,0.363,0.518,0.881,16.0,12.0,0.069,0.84,0.109,-0.039%,0.04%,0.76,0.5,1.0,1.0,2B
John Hicks C,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.278,0.318,0.438,0.756,12.0,7.0,0.134,0.63,0.148,-0.015%,0.07%,0.57,1.8,7.0,1.0,
Leonys Martín CF,4.0,2.0,2.0,2.0,0.0,2.0,4.0,0.259,0.327,0.467,0.794,14.0,11.0,0.139,0.29,0.15,-0.011%,0.08%,0.27,1.8,4.0,0.0,"HR,3B"
José Iglesias SS,4.0,0.0,2.0,2.0,0.0,0.0,4.0,0.261,0.308,0.379,0.688,15.0,11.0,0.036,0.35,0.048,-0.012%,0.02%,0.31,1.4,2.0,3.0,2B
Dixon Machado 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.215,0.265,0.301,0.566,14.0,9.0,-0.003,0.28,0.016,-0.019%,-0.00%,0.26,-0.6,1.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Matthew Boyd P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Alex Wilson P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Jimenez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Shane Greene P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,37.0,7.0,10.0,7.0,3.0,11.0,40.0,0.27,0.325,0.486,0.811,157.0,109.0,0.317,0.46,0.552,-0.235%,0.17%,0.42,2.2,27.0,9.0,
