Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3","Top of the 1st, Braves Batting, Tied 0-0, Red Sox' Colten Brewer facing 1-2-3"
t1,0-0,0,---,"2,(1-0) BX",,ATL,Dansby Swanson,Colten Brewer,3%,53%,Single to CF (Line Drive)
t1,0-0,0,1--,"1,(0-0) 1X",O,ATL,Freddie Freeman,Colten Brewer,-3%,50%,Lineout: RF (Deep RF)
t1,0-0,1,1--,"3,(0-2) C1>FS",O,ATL,Marcell Ozuna,Colten Brewer,-3%,47%,Strikeout Swinging
t1,0-0,2,1--,"2,(0-1) 11CX",R,ATL,Nick Markakis,Colten Brewer,10%,57%,Double to LF (Line Drive to Deep LF Line); Swanson Scores
t1,1-0,2,-2-,"1,(0-0) X",,ATL,Austin Riley,Colten Brewer,2%,59%,Single to LF (Line Drive to Short LF); Markakis to 3B
t1,1-0,2,1-3,"4,(1-2) FCBX",O,ATL,Adam Duvall,Colten Brewer,-5%,54%,Groundout: 2B-1B (SS-2B)
,,,,,,,,,"1 run, 3 hits, 0 errors, 2 LOB. Braves 1, Red Sox 0.","1 run, 3 hits, 0 errors, 2 LOB. Braves 1, Red Sox 0.","1 run, 3 hits, 0 errors, 2 LOB. Braves 1, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-1, Braves' Max Fried facing 1-2-3"
b1,0-1,0,---,"3,(1-1) BCX",,BOS,Alex Verdugo,Max Fried,-6%,48%,Double to LF (Line Drive to LF Line)
