Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3","Top of the 1st, Rays Batting, Tied 0-0, Red Sox' Drew Pomeranz facing 1-2-3"
t1,0-0,0,---,"6,(3-2) FBBBFX",O,TBR,Kevin Kiermaier,Drew Pomeranz,2%,52%,Flyball: LF (Deep LF-CF)
t1,0-0,1,---,"1,(0-0) X",O,TBR,Lucas Duda,Drew Pomeranz,2%,54%,Lineout: RF (Deep RF Line)
t1,0-0,2,---,"5,(3-1) BCBBB",,TBR,Evan Longoria,Drew Pomeranz,-1%,53%,Walk
t1,0-0,2,1--,"6,(3-2) *BCF*BB>C",O,TBR,Logan Morrison,Drew Pomeranz,2%,55%,Strikeout Looking
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Rays 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Rays' Chris Archer facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",,BOS,Dustin Pedroia,Chris Archer,3%,58%,Single to LF (Ground Ball thru SS-2B)
b1,0-0,0,1--,"3,(0-2) CSX",,BOS,Andrew Benintendi,Chris Archer,10%,68%,Double to LF (Line Drive to Short LF Line); Pedroia to 3B
b1,0-0,0,-23,"4,(2-1) BCBX",RRR,BOS,Mookie Betts,Chris Archer,12%,80%,Home Run (Line Drive to Deep RF Line); Pedroia Scores; Benintendi Scores
b1,3-0,0,---,"6,(1-2) CCFBFS",O,BOS,Hanley Ramirez,Chris Archer,-1%,78%,Strikeout Swinging
b1,3-0,1,---,"6,(3-2) CBFBBX",,BOS,Mitch Moreland,Chris Archer,1%,80%,Single to RF (Ground Ball)
b1,3-0,1,1--,"4,(1-2) CSBX",O,BOS,Xander Bogaerts,Chris Archer,-2%,78%,Flyball: CF (Short CF)
b1,3-0,2,1--,"4,(1-2) *BFFX",,BOS,Rafael Devers,Chris Archer,1%,79%,Single to RF (Ground Ball thru 2B-1B); Moreland to 2B
b1,3-0,2,12-,"4,(1-2) BFSC",O,BOS,Christian Vazquez,Chris Archer,-2%,77%,Strikeout Looking
,,,,,,,,,"3 runs, 5 hits, 0 errors, 2 LOB. Rays 0, Red Sox 3.","3 runs, 5 hits, 0 errors, 2 LOB. Rays 0, Red Sox 3.","3 runs, 5 hits, 0 errors, 2 LOB. Rays 0, Red Sox 3."
"Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7","Top of the 2nd, Rays Batting, Behind 0-3, Red Sox' Drew Pomeranz facing 5-6-7"
t2,0-3,0,---,"3,(0-2) CFS",O,TBR,Steven Souza Jr.,Drew Pomeranz,2%,79%,Strikeout Swinging
t2,0-3,1,---,"3,(0-2) CSX",O,TBR,Corey Dickerson,Drew Pomeranz,1%,80%,Lineout: LF
t2,0-3,2,---,"1,(0-0) X",O,TBR,Adeiny Hechavarria,Drew Pomeranz,1%,81%,Groundout: 2B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 3.","0 runs, 0 hits, 0 errors, 0 LOB. Rays 0, Red Sox 3."
