Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Brent Abernathy,27,MIN,24,79,67,5,16,1,0,1,6,2,0,7,9,.239,.316,.299,.614,64,20,2,1,3,1,0,4/7HD
2,Russ Adams*,24,TOR,139,545,481,68,123,27,5,8,63,11,2,50,57,.256,.325,.383,.707,87,184,5,3,3,8,1,*6H
3,Jeremy Affeldt*,26,KCR,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
4,Chad Allen,30,TEX,21,56,53,5,15,1,1,0,5,0,1,2,13,.283,.309,.340,.649,69,18,2,0,1,0,0,D/H79
5,Sandy Alomar,39,TEX,46,137,128,11,35,7,0,0,14,0,0,5,12,.273,.306,.328,.634,66,42,3,1,3,0,0,2/H
6,Chip Ambres,25,KCR,53,167,145,25,35,8,0,4,9,3,2,16,32,.241,.323,.379,.702,88,55,5,2,3,1,1,87H/D
7,Brian Anderson,23,CHW,13,35,34,3,6,1,0,2,3,1,0,0,12,.176,.176,.382,.559,41,13,2,0,1,0,0,/78H9
8,Garret Anderson*,33,LAA,142,603,575,68,163,34,1,17,96,1,1,23,84,.283,.308,.435,.743,97,250,13,0,0,5,8,7D
9,Bronson Arroyo,28,BOS,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
10,Pedro Astacio,36,TEX,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
11,Danys Báez,27,TBD,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
12,James Baldwin,33,TOT,5,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
13,James Baldwin,33,BAL,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
14,Rod Barajas,29,TEX,120,450,410,53,104,24,0,21,60,0,0,26,70,.254,.306,.466,.771,97,191,6,6,4,3,0,*2/3
15,Josh Bard#,27,CLE,34,95,83,6,16,4,0,1,9,0,0,9,11,.193,.266,.277,.543,48,23,2,0,1,2,0,2/H
16,Jason Bartlett,25,MIN,74,252,224,33,54,10,1,3,16,4,0,21,37,.241,.316,.335,.651,73,75,6,4,2,1,0,6/HD
17,Miguel Batista,34,TOR,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
