Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
49,Mauricio Cabrera,22,ATL,5,1,.833,2.82,41,0,10,0,0,6,38.1,31,14,12,0,19,1,32,1,0,2,162,148,3.04,1.304,7.3,0.0,4.5,7.5,1.68
50,Trevor Cahill,28,CHC,4,4,.500,2.74,50,1,16,0,0,0,65.2,49,22,20,7,35,3,66,5,0,3,284,153,4.35,1.279,6.7,1.0,4.8,9.0,1.89
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
51,Matt Cain,31,SFG,4,8,.333,5.64,21,17,2,0,0,0,89.1,103,58,56,16,32,1,72,6,0,5,397,71,5.14,1.511,10.4,1.6,3.2,7.3,2.25
52,Arquimedes Caminero,29,PIT,1,2,.333,3.51,39,0,9,0,0,1,41.0,46,17,16,4,22,0,32,4,0,1,187,119,4.76,1.659,10.1,0.9,4.8,7.0,1.45
53,Leonel Campos,28,SDP,1,0,1.000,5.73,18,0,10,0,0,0,22.0,18,16,14,3,14,2,24,1,0,1,98,70,4.78,1.455,7.4,1.2,5.7,9.8,1.71
54,Vicente Campos,23,ARI,0,0,,3.18,1,0,0,0,0,0,5.2,4,3,2,2,2,0,4,0,0,0,24,149,7.38,1.059,6.4,3.2,3.2,6.4,2.00
55,Chris Capuano*,37,MIL,1,1,.500,4.13,16,0,3,0,0,0,24.0,23,11,11,7,15,2,27,1,0,1,106,105,6.69,1.583,8.6,2.6,5.6,10.1,1.80
56,Matt Carasiti,24,COL,1,0,1.000,9.19,19,0,7,0,0,0,15.2,25,17,16,1,11,0,17,3,0,2,83,54,4.49,2.298,14.4,0.6,6.3,9.8,1.55
57,Andrew Cashner,29,TOT,5,11,.313,5.25,28,27,1,0,0,0,132.0,142,83,77,19,60,3,112,7,0,3,588,76,4.84,1.530,9.7,1.3,4.1,7.6,1.87
58,Andrew Cashner,29,SDP,4,7,.364,4.76,16,16,0,0,0,0,79.1,80,47,42,13,30,0,67,6,0,1,347,84,4.95,1.387,9.1,1.5,3.4,7.6,2.23
59,Andrew Cashner,29,MIA,1,4,.200,5.98,12,11,1,0,0,0,52.2,62,36,35,6,30,3,45,1,0,2,241,66,4.68,1.747,10.6,1.0,5.1,7.7,1.50
60,Santiago Casilla,35,SFG,2,5,.286,3.57,62,0,44,0,0,31,58.0,50,23,23,8,19,2,65,5,2,4,241,113,3.94,1.190,7.8,1.2,2.9,10.1,3.42
61,Miguel Castro,21,COL,0,0,,6.14,19,0,4,0,0,0,14.2,18,10,10,3,5,0,12,1,0,0,67,81,5.40,1.568,11.0,1.8,3.1,7.4,2.40
62,Hunter Cervenka*,26,TOT,1,0,1.000,3.53,68,0,11,0,0,0,43.1,31,19,17,3,28,5,42,1,0,6,182,118,4.12,1.362,6.4,0.6,5.8,8.7,1.50
63,Hunter Cervenka*,26,ATL,1,0,1.000,3.18,50,0,8,0,0,0,34.0,20,14,12,2,23,5,35,1,0,6,139,131,3.97,1.265,5.3,0.5,6.1,9.3,1.52
64,Hunter Cervenka*,26,MIA,0,0,,4.82,18,0,3,0,0,0,9.1,11,5,5,1,5,0,7,0,0,0,43,85,4.65,1.714,10.6,1.0,4.8,6.8,1.40
65,Jhoulys Chacín,28,ATL,1,2,.333,5.40,5,5,0,0,0,0,26.2,29,17,16,4,8,0,27,0,0,0,117,78,3.97,1.388,9.8,1.4,2.7,9.1,3.38
66,Andrew Chafin*,26,ARI,0,1,.000,6.75,32,0,1,0,0,0,22.2,22,18,17,1,11,1,28,1,0,2,98,67,2.84,1.456,8.7,0.4,4.4,11.1,2.55
67,Aroldis Chapman*,28,CHC,1,1,.500,1.01,28,0,23,0,0,16,26.2,12,4,3,0,10,0,46,0,0,6,102,418,0.82,0.825,4.1,0.0,3.4,15.5,4.60
68,Tyler Chatwood,26,COL,12,9,.571,3.87,27,27,0,0,0,0,158.0,147,75,68,15,70,2,117,5,0,7,669,125,4.32,1.373,8.4,0.9,4.0,6.7,1.67
69,Jesse Chavez,32,LAD,1,0,1.000,4.21,23,0,3,0,0,0,25.2,28,14,12,3,8,3,21,0,0,0,109,97,3.96,1.403,9.8,1.1,2.8,7.4,2.63
70,Wei-Yin Chen*,30,MIA,5,5,.500,4.96,22,22,0,0,0,0,123.1,134,69,68,22,24,0,100,3,0,1,520,79,4.50,1.281,9.8,1.6,1.8,7.3,4.17
71,Tony Cingrani*,26,CIN,2,5,.286,4.14,65,0,34,0,0,17,63.0,54,30,29,5,37,1,49,3,1,3,271,103,4.53,1.444,7.7,0.7,5.3,7.0,1.32
72,Paul Clemens,28,TOT,4,5,.444,4.04,18,14,2,0,0,0,71.1,72,39,32,14,31,0,53,4,1,4,314,99,5.68,1.444,9.1,1.8,3.9,6.7,1.71
73,Paul Clemens,28,MIA,1,0,1.000,6.30,2,2,0,0,0,0,10.0,11,7,7,5,8,0,6,1,0,0,47,65,11.15,1.900,9.9,4.5,7.2,5.4,0.75
74,Paul Clemens,28,SDP,3,5,.375,3.67,16,12,2,0,0,0,61.1,61,32,25,9,23,0,47,3,1,4,267,109,4.79,1.370,9.0,1.3,3.4,6.9,2.04
75,Tyler Clippard,31,ARI,2,3,.400,4.30,40,0,10,0,0,1,37.2,34,18,18,7,15,0,46,0,3,1,155,105,4.31,1.301,8.1,1.7,3.6,11.0,3.07
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
76,Phil Coke*,33,PIT,0,0,,0.00,3,0,1,0,0,0,4.0,3,0,0,0,3,1,3,0,0,0,16,,3.90,1.500,6.8,0.0,6.8,6.8,1.00
77,A.J. Cole,24,WSN,1,2,.333,5.17,8,8,0,0,0,0,38.1,37,24,22,7,14,1,39,2,0,1,168,83,4.74,1.330,8.7,1.6,3.3,9.2,2.79
78,Gerrit Cole,25,PIT,7,10,.412,3.88,21,21,0,1,0,0,116.0,131,57,50,7,36,3,98,6,1,5,506,107,3.33,1.440,10.2,0.5,2.8,7.6,2.72
79,Louis Coleman,30,LAD,2,1,.667,4.69,61,0,11,0,0,0,48.0,45,27,25,5,24,2,45,3,0,3,211,86,4.31,1.438,8.4,0.9,4.5,8.4,1.88
80,Josh Collmenter,30,TOT,3,0,1.000,3.70,18,3,10,0,0,0,41.1,36,17,17,7,16,1,33,3,0,0,173,118,5.13,1.258,7.8,1.5,3.5,7.2,2.06
81,Josh Collmenter,30,ARI,1,0,1.000,4.84,15,0,10,0,0,0,22.1,21,12,12,4,11,1,17,2,0,0,97,94,5.70,1.433,8.5,1.6,4.4,6.9,1.55
82,Josh Collmenter,30,ATL,2,0,1.000,2.37,3,3,0,0,0,0,19.0,15,5,5,3,5,0,16,1,0,0,76,178,4.46,1.053,7.1,1.4,2.4,7.6,3.20
83,Bartolo Colón,43,NYM,15,8,.652,3.43,34,33,0,0,0,0,191.2,200,81,73,24,32,2,128,3,0,0,791,117,3.99,1.210,9.4,1.1,1.5,6.0,4.00
84,Gerardo Concepción*,24,CHC,0,0,,3.86,3,0,1,0,0,0,2.1,2,1,1,0,1,0,2,0,0,0,10,125,2.72,1.286,7.7,0.0,3.9,7.7,2.00
85,Adam Conley*,26,MIA,8,6,.571,3.85,25,25,0,0,0,0,133.1,125,59,57,13,62,7,124,11,0,9,584,102,4.20,1.403,8.4,0.9,4.2,8.4,2.00
86,Patrick Corbin*,26,ARI,5,13,.278,5.15,36,24,6,0,0,1,155.2,177,109,89,24,66,2,131,5,0,9,701,87,4.84,1.561,10.2,1.4,3.8,7.6,1.98
87,Jarred Cosart,26,TOT,0,4,.000,6.00,13,13,0,0,0,0,57.0,61,41,38,4,39,2,38,2,0,3,268,67,4.88,1.754,9.6,0.6,6.2,6.0,0.97
88,Jarred Cosart,26,MIA,0,1,.000,5.95,4,4,0,0,0,0,19.2,19,14,13,0,16,2,11,0,0,2,92,67,4.47,1.780,8.7,0.0,7.3,5.0,0.69
89,Jarred Cosart,26,SDP,0,3,.000,6.03,9,9,0,0,0,0,37.1,42,27,25,4,23,0,27,2,0,1,176,66,5.10,1.741,10.1,1.0,5.5,6.5,1.17
90,Caleb Cotham,28,CIN,0,3,.000,7.40,23,0,3,0,0,0,24.1,32,21,20,3,12,2,21,3,0,1,117,58,4.87,1.808,11.8,1.1,4.4,7.8,1.75
91,Tyler Cravy,26,MIL,0,1,.000,2.86,20,2,4,0,0,0,28.1,21,9,9,3,12,1,22,1,0,0,116,151,4.35,1.165,6.7,1.0,3.8,7.0,1.83
92,Johnny Cueto,30,SFG,18,5,.783,2.79,32,32,0,5,2,0,219.2,195,71,68,15,45,1,198,8,1,3,881,144,2.95,1.093,8.0,0.6,1.8,8.1,4.40
93,Brandon Cunniff,27,ATL,2,0,1.000,4.24,15,0,3,0,0,0,17.0,14,9,8,2,9,1,16,2,0,1,74,100,4.73,1.353,7.4,1.1,4.8,8.5,1.78
94,Zac Curtis*,23,ARI,0,1,.000,6.75,21,0,2,0,0,0,13.1,13,10,10,2,13,1,10,3,0,0,67,68,7.20,1.950,8.8,1.4,8.8,6.8,0.77
95,Zach Davies,23,MIL,11,7,.611,3.97,28,28,0,0,0,0,163.1,166,79,72,20,38,0,135,6,0,3,682,107,3.89,1.249,9.1,1.1,2.1,7.4,3.55
96,Grant Dayton*,28,LAD,0,1,.000,2.05,25,0,0,0,0,0,26.1,14,7,6,4,6,0,39,1,0,0,101,198,2.96,0.759,4.8,1.4,2.1,13.3,6.50
97,Joel De La Cruz,27,ATL,0,7,.000,4.88,22,9,2,0,0,0,62.2,65,40,34,10,22,0,37,2,0,0,276,85,5.19,1.388,9.3,1.4,3.2,5.3,1.68
98,Jorge De La Rosa*,35,COL,8,9,.471,5.51,27,24,0,0,0,0,134.0,157,93,82,23,63,3,108,8,1,7,614,88,5.35,1.642,10.5,1.5,4.2,7.3,1.71
99,Rubby De La Rosa,27,ARI,4,5,.444,4.26,13,10,1,0,0,0,50.2,43,26,24,8,20,1,54,4,1,2,222,105,4.49,1.243,7.6,1.4,3.6,9.6,2.70
100,José De León,23,LAD,2,0,1.000,6.35,4,4,0,0,0,0,17.0,19,17,12,5,7,1,15,3,0,0,80,64,6.97,1.529,10.1,2.6,3.7,7.9,2.14
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
101,Abel De Los Santos,23,CIN,0,0,,11.12,5,0,1,0,0,0,5.2,7,7,7,1,4,0,2,1,0,1,28,41,7.38,1.941,11.1,1.6,6.4,3.2,0.50
102,Jacob deGrom,28,NYM,7,8,.467,3.04,24,24,0,1,1,0,148.0,142,53,50,15,36,0,143,3,0,4,604,132,3.32,1.203,8.6,0.9,2.2,8.7,3.97
103,Steve Delabar,32,CIN,0,0,,6.75,7,0,0,0,0,0,8.0,5,6,6,1,10,0,10,1,0,1,40,66,6.40,1.875,5.6,1.1,11.3,11.3,1.00
104,Randall Delgado,26,ARI,5,2,.714,4.44,79,0,14,0,0,0,75.0,77,39,37,8,36,3,68,2,0,7,337,101,4.24,1.507,9.2,1.0,4.3,8.2,1.89
105,Anthony DeSclafani,26,CIN,9,5,.643,3.28,20,20,0,1,1,0,123.1,120,51,45,16,30,2,105,4,1,6,507,130,3.96,1.216,8.8,1.2,2.2,7.7,3.50
106,Odrisamer Despaigne,29,MIA,0,0,,9.00,3,0,3,0,0,0,3.0,4,3,3,0,1,0,0,0,0,0,13,49,4.15,1.667,12.0,0.0,3.0,0.0,0.00
107,Dayán Díaz,27,CIN,0,0,,9.45,6,0,0,0,0,0,6.2,10,9,7,2,7,0,3,0,0,0,36,47,9.30,2.550,13.5,2.7,9.5,4.1,0.43
108,Jumbo Díaz,32,CIN,1,1,.500,3.14,45,0,11,0,0,0,43.0,36,20,15,8,19,1,37,1,0,5,182,137,5.24,1.279,7.5,1.7,4.0,7.7,1.95
109,José Domínguez,25,SDP,1,0,1.000,5.05,34,0,6,0,0,0,35.2,34,23,20,5,17,1,20,4,0,2,155,79,5.61,1.430,8.6,1.3,4.3,5.0,1.18
110,Kyle Drabek,28,ARI,0,0,,4.50,1,0,0,0,0,0,2.0,1,1,1,0,4,0,2,0,0,0,11,116,7.15,2.500,4.5,0.0,18.0,9.0,0.50
111,Zach Duke*,33,STL,0,1,.000,1.93,28,0,4,0,0,1,23.1,17,5,5,0,13,0,26,2,0,2,99,213,2.85,1.286,6.6,0.0,5.0,10.0,2.00
112,Mike Dunn*,31,MIA,6,1,.857,3.40,51,0,5,0,0,0,42.1,43,16,16,5,11,0,38,3,0,2,176,116,3.88,1.276,9.1,1.1,2.3,8.1,3.45
113,Josh Edgin*,29,NYM,1,0,1.000,5.23,16,0,4,0,0,0,10.1,10,6,6,1,6,0,11,0,0,1,45,79,4.02,1.548,8.7,0.9,5.2,9.6,1.83
114,Carl Edwards Jr.,24,CHC,0,1,.000,3.75,36,0,10,0,0,2,36.0,15,15,15,4,14,1,52,0,0,5,138,112,2.87,0.806,3.8,1.0,3.5,13.0,3.71
115,Zach Eflin,22,PHI,3,5,.375,5.54,11,11,0,2,1,0,63.1,67,42,39,12,17,1,31,1,0,1,272,76,5.48,1.326,9.5,1.7,2.4,4.4,1.82
116,Cody Ege*,25,MIA,0,0,,12.00,5,0,1,0,0,0,3.0,8,4,4,1,2,0,2,1,0,0,19,37,9.15,3.333,24.0,3.0,6.0,6.0,1.00
117,Jerad Eickhoff,25,PHI,11,14,.440,3.65,33,33,0,0,0,0,197.1,187,88,80,30,42,2,167,8,2,6,811,115,4.19,1.160,8.5,1.4,1.9,7.6,3.98
118,Brian Ellington,25,MIA,4,2,.667,2.45,32,0,7,0,0,0,33.0,27,10,9,2,16,2,32,2,1,3,142,162,3.63,1.303,7.4,0.5,4.4,8.7,2.00
119,Robbie Erlin*,25,SDP,1,2,.333,4.02,3,2,0,0,0,0,15.2,12,7,7,3,3,0,13,0,0,2,58,101,4.55,0.957,6.9,1.7,1.7,7.5,4.33
120,Jake Esch,26,MIA,0,1,.000,5.54,3,3,0,0,0,0,13.0,17,8,8,4,6,1,10,1,0,0,59,73,7.22,1.769,11.8,2.8,4.2,6.9,1.67
121,Edwin Escobar*,24,ARI,1,2,.333,7.23,25,2,3,0,0,0,23.2,33,21,19,4,12,3,17,4,0,0,116,63,5.93,1.901,12.5,1.5,4.6,6.5,1.42
122,Carlos Estévez,23,COL,3,7,.300,5.24,63,0,26,0,0,11,55.0,50,32,32,6,28,4,59,5,0,3,246,93,4.22,1.418,8.2,1.0,4.6,9.7,2.11
123,Jeurys Familia,26,NYM,3,4,.429,2.55,78,0,67,0,0,51,77.2,63,25,22,1,31,6,84,1,0,3,321,158,2.39,1.210,7.3,0.1,3.6,9.7,2.71
124,Neftalí Feliz,28,PIT,4,2,.667,3.52,62,0,6,0,0,2,53.2,40,21,21,10,21,1,61,1,0,3,218,118,4.52,1.137,6.7,1.7,3.5,10.2,2.90
125,José Fernández,23,MIA,16,8,.667,2.86,29,29,0,0,0,0,182.1,149,63,58,13,55,6,253,6,1,9,737,137,2.30,1.119,7.4,0.6,2.7,12.5,4.60
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
126,Josh Fields,30,LAD,1,0,1.000,2.79,22,0,5,0,0,0,19.1,20,8,6,2,8,2,22,1,0,0,87,146,3.61,1.448,9.3,0.9,3.7,10.2,2.75
127,Casey Fien,32,LAD,0,1,.000,4.21,25,0,5,0,0,0,25.2,24,12,12,8,7,3,23,0,0,0,106,97,6.22,1.208,8.4,2.8,2.5,8.1,3.29
128,Brandon Finnegan*,23,CIN,10,11,.476,3.98,31,31,0,1,0,0,172.0,150,86,76,29,84,2,145,4,2,6,734,107,5.19,1.360,7.8,1.5,4.4,7.6,1.73
129,Yohan Flande*,30,COL,0,0,,12.27,2,0,0,0,0,0,3.2,8,6,5,0,3,1,0,0,0,0,20,43,5.60,3.000,19.6,0.0,7.4,0.0,0.00
130,Kendry Flores,24,MIA,0,0,,0.00,1,1,0,0,0,0,3.0,1,0,0,0,3,0,1,0,0,0,13,,5.48,1.333,3.0,0.0,9.0,3.0,0.33
131,Mike Foltynewicz,24,ATL,9,5,.643,4.31,22,22,0,0,0,0,123.1,125,61,59,18,35,2,111,6,1,13,525,96,4.24,1.297,9.1,1.3,2.6,8.1,3.17
132,Sam Freeman*,29,MIL,0,0,,12.91,7,0,4,0,0,0,7.2,13,11,11,2,9,0,8,0,0,1,44,35,7.97,2.870,15.3,2.3,10.6,9.4,0.89
133,Carlos Frías,26,LAD,0,0,,0.00,1,0,1,0,0,0,4.0,2,0,0,0,1,0,3,0,0,0,15,,2.40,0.750,4.5,0.0,2.3,6.8,3.00
134,Christian Friedrich*,28,SDP,5,12,.294,4.80,24,23,0,0,0,0,129.1,131,74,69,13,52,2,100,2,0,7,567,83,4.16,1.415,9.1,0.9,3.6,7.0,1.92
135,John Gant,23,ATL,1,4,.200,4.86,20,7,6,0,0,0,50.0,54,32,27,7,21,3,49,2,0,4,222,86,4.39,1.500,9.7,1.3,3.8,8.8,2.33
136,Jaime García*,29,STL,10,13,.435,4.67,32,30,0,1,1,0,171.2,179,94,89,26,57,3,150,7,0,8,741,87,4.49,1.375,9.4,1.4,3.0,7.9,2.63
137,Luis García,29,PHI,1,1,.500,6.46,17,0,7,0,0,0,15.1,21,11,11,2,8,1,14,1,0,2,76,66,4.78,1.891,12.3,1.2,4.7,8.2,1.75
