Tm,#P,PAge,RA/G,W,L,W-L%,ERA,G,GS,GF,CG,tSho,cSho,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB
Baltimore Orioles,31,28.4,4.19,101,61,0.623,3.89,162,162,162,0,12,0,49,1453.2,1334,678,629,177,473,16,1431,63,7,64,6098,106,3.98,1.243,8.3,1.1,2.9,8.9,3.03,1080
Boston Red Sox,33,30.0,4.79,78,84,0.481,4.52,162,162,162,0,5,0,43,1430.0,1416,776,718,208,497,21,1423,83,4,49,6168,101,4.37,1.338,8.9,1.3,3.1,9.0,2.86,1117
Chicago White Sox,32,29.2,5.19,61,101,0.377,4.87,162,162,160,2,7,0,28,1431.2,1372,841,774,214,654,14,1470,91,9,65,6301,92,4.71,1.415,8.6,1.3,4.1,9.2,2.25,1189
Cleveland Guardians,29,26.1,4.3,76,86,0.469,3.96,162,162,161,1,13,0,47,1444.0,1352,697,635,173,534,9,1311,51,10,61,6144,105,4.21,1.306,8.4,1.1,3.3,8.2,2.46,1143
Detroit Tigers,32,27.7,4.57,78,84,0.481,4.24,162,162,162,0,15,0,41,1442.1,1320,740,680,187,476,8,1374,50,5,51,6073,105,4.13,1.245,8.2,1.2,3.0,8.6,2.89,1027
Houston Astros,24,29.2,4.31,90,72,0.556,3.94,162,162,160,2,7,2,42,1445.1,1312,698,632,201,537,6,1460,75,5,37,6110,107,4.31,1.279,8.2,1.3,3.3,9.1,2.72,1091
Kansas City Royals,36,29.1,5.3,56,106,0.346,5.17,162,162,159,3,6,0,28,1409.0,1429,859,809,207,553,8,1270,73,6,67,6139,86,4.7,1.407,9.1,1.3,3.5,8.1,2.3,1060
Los Angeles Angels,39,28.0,5.12,73,89,0.451,4.64,162,162,161,1,9,1,43,1431.2,1394,829,738,209,636,41,1445,88,8,70,6305,97,4.65,1.418,8.8,1.3,4.0,9.1,2.27,1199
Minnesota Twins,29,29.0,4.07,87,75,0.537,3.87,162,162,160,2,12,2,38,1451.1,1294,659,624,194,443,16,1560,63,1,51,6028,111,3.89,1.197,8.0,1.2,2.7,9.7,3.52,1046
New York Yankees,32,29.1,4.31,82,80,0.506,3.97,162,162,159,3,8,3,44,1439.2,1272,698,635,195,508,6,1439,85,15,60,6078,110,4.25,1.236,8.0,1.2,3.2,9.0,2.83,1080
Oakland Athletics,41,28.0,5.7,50,112,0.309,5.48,162,162,162,0,5,0,29,1419.2,1464,924,865,213,694,33,1300,100,4,76,6384,75,5.05,1.52,9.3,1.4,4.4,8.2,1.87,1219
Seattle Mariners,35,27.4,4.07,88,74,0.543,3.74,162,162,160,2,18,1,44,1449.1,1300,659,602,184,421,22,1459,57,4,41,6006,109,3.88,1.187,8.1,1.1,2.6,9.1,3.47,1026
Tampa Bay Rays,40,28.5,4.1,99,63,0.611,3.86,162,162,162,0,14,0,45,1442.0,1258,665,618,177,439,10,1507,63,1,65,5994,108,3.8,1.177,7.9,1.1,2.7,9.4,3.43,1019
Texas Rangers,31,30.4,4.42,90,72,0.556,4.28,162,162,159,3,13,1,30,1436.1,1330,716,683,198,491,19,1351,59,4,46,6025,105,4.31,1.268,8.3,1.2,3.1,8.5,2.75,1016
Toronto Blue Jays,26,30.6,4.14,89,73,0.549,3.78,162,162,161,1,15,1,51,1451.2,1326,671,610,198,488,29,1528,62,12,42,6100,113,4.06,1.25,8.2,1.2,3.0,9.5,3.13,1100
League Average,31,28.7,4.57,80,82,0.493,4.28,162,162,161,1,11,1,40,1439.0,1345,741,683,196,523,17,1422,71,6,56,6130,101,4.28,1.298,8.4,1.2,3.3,8.9,2.72,1094
,460,28.7,4.57,1198,1232,0.493,4.28,2430,2430,2410,20,159,11,602,21577.2,20173,11110,10252,2935,7844,258,21328,1063,95,845,91953,101,4.28,1.298,8.4,1.2,3.3,8.9,2.72,16412
