Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Brent Abernathy,27,MIN,22,17,6,155.1,68,29,37,2,9,.971,-2,-19,0,0,0,3.82,3.00,2B-OF
2,Russ Adams,24,TOR,132,122,113,1100.0,546,194,326,26,68,.952,-15,-16,-13,-14,0,4.25,3.94,SS
3,Jon Adkins,27,CHW,5,0,0,8.1,2,0,2,0,0,1.000,,,0,0,0,2.16,0.40,P
4,Jeremy Affeldt,26,KCR,49,0,0,49.2,8,1,6,1,0,.875,,,1,4,0,1.27,0.14,P
5,Chad Allen,30,TEX,2,1,0,9.0,1,1,0,0,0,1.000,-1,-120,0,0,0,1.00,0.50,OF
6,Carlos Almánzar,31,TEX,6,0,0,5.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
7,Sandy Alomar,39,TEX,46,34,32,315.2,239,231,6,2,0,.992,-5,-19,-3,-12,1,6.76,5.15,C
8,Abe Alvarez,22,BOS,2,0,0,2.1,1,0,1,0,0,1.000,,,0,0,0,3.86,0.50,P
9,Chip Ambres,25,KCR,47,34,29,327.0,86,83,2,1,0,.988,-6,-21,-12,-44,0,2.34,1.81,OF
10,Brian Anderson,33,KCR,6,6,0,30.2,6,2,4,0,1,1.000,,,-1,-6,0,1.76,1.00,P
11,Brian Anderson,23,CHW,12,7,3,85.0,20,19,1,0,1,1.000,-1,-18,6,84,0,2.12,1.67,OF
12,Garret Anderson,33,LAA,106,106,90,920.0,210,201,4,5,1,.976,1,1,-14,-18,-2,2.01,1.93,OF
13,Jason Anderson,26,NYY,3,0,0,5.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
14,Bronson Arroyo,28,BOS,35,32,0,205.1,44,21,21,2,1,.955,,,-1,-1,0,1.84,1.20,P
15,Pedro Astacio,36,TEX,12,12,0,67.0,15,2,13,0,0,1.000,,,0,0,0,2.01,1.25,P
16,Scott Atchison,29,SEA,6,0,0,6.2,1,1,0,0,0,1.000,,,0,0,0,1.35,0.17,P
17,Danys Báez,27,TBD,67,0,0,72.1,22,11,11,0,1,1.000,,,0,0,0,2.74,0.33,P
18,Jeff Bajenaru,27,CHW,4,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
19,Scott Baker,23,MIN,10,9,0,53.2,11,8,3,0,1,1.000,,,0,0,0,1.84,1.10,P
20,James Baldwin,33,TOT,28,0,0,56.2,8,4,4,0,1,1.000,,,0,0,0,1.27,0.29,P
21,Rod Barajas,29,TEX,120,117,105,1026.1,740,690,41,9,5,.988,0,0,-5,-6,-3,6.41,6.09,C-1B
22,Josh Bard,27,CLE,31,23,20,219.2,177,164,10,3,2,.983,0,0,-1,-6,-1,7.13,5.61,C
23,Jason Bartlett,25,MIN,68,65,60,585.2,329,95,227,7,45,.979,8,16,13,27,0,4.95,4.74,SS
