Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Russ Adams*,23,TOR,22,78,72,10,22,2,1,4,10,1,0,5,5,.306,.359,.528,.887,124,38,3,1,0,0,0,6/H
2,Terry Adams,31,TOT,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
3,Terry Adams,31,TOR,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
4,Jon Adkins*,26,CHW,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
5,Jeremy Affeldt*,25,KCR,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
6,Manny Alexander,33,TEX,21,22,21,3,5,2,0,0,3,0,0,1,7,.238,.273,.333,.606,52,7,0,0,0,0,0,4/6H5
7,Chad Allen,29,TEX,20,63,58,4,14,4,1,0,6,0,1,2,13,.241,.262,.345,.607,52,20,1,0,2,1,0,7/DH9
8,Carlos Almánzar,30,TEX,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
9,Roberto Alomar#,36,CHW,18,65,61,4,11,1,0,1,8,0,0,2,13,.180,.203,.246,.449,16,15,2,0,1,1,0,4/DH
10,Sandy Alomar,38,CHW,50,164,146,15,35,4,0,2,14,0,0,11,13,.240,.298,.308,.606,58,45,4,2,3,2,2,2/DH
11,Alfredo Amézaga#,26,ANA,73,105,93,12,15,2,0,2,11,3,2,3,24,.161,.212,.247,.459,21,23,2,3,6,0,0,654H/D
12,Brian Anderson#,32,KCR,2,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
13,Garret Anderson*,32,ANA,112,475,442,57,133,20,1,14,75,2,1,29,75,.301,.343,.446,.789,107,197,3,1,0,3,6,8D/H
14,Jimmy Anderson*,28,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
15,Danny Ardoin,29,TEX,6,11,8,1,1,0,0,0,1,0,0,3,2,.125,.364,.125,.489,32,1,0,0,0,0,0,/2
16,Bronson Arroyo,27,BOS,3,7,6,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
17,Rich Aurilia,32,SEA,73,292,261,27,63,13,0,4,28,1,0,22,43,.241,.304,.337,.641,70,88,10,2,6,1,1,6/H
18,Danys Báez,26,TBD,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
19,Rocco Baldelli,22,TBD,136,565,518,79,145,27,3,16,74,17,4,30,88,.280,.326,.436,.762,100,226,12,8,3,6,2,*8D/H
20,Grant Balfour,26,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
21,Rod Barajas,28,TEX,108,389,358,50,89,26,1,15,58,0,1,13,63,.249,.276,.453,.728,80,162,3,3,8,7,0,2/H3
22,Josh Bard#,26,CLE,7,23,19,5,8,2,0,1,4,0,0,3,0,.421,.478,.684,1.162,207,13,0,0,0,1,0,/2
23,Jason Bartlett,24,MIN,8,14,12,2,1,0,0,0,1,2,0,1,1,.083,.154,.083,.237,-36,1,0,0,1,0,0,/H64D
24,Cliff Bartosh*,24,CLE,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
25,Miguel Batista,33,TOR,2,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
