Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,David Aardsma,25,CHW,25,0,0,32.1,7,2,4,1,0,.857,,,-2,-12,0,1.67,0.24,P
2,Bobby Abreu,33,NYY,157,150,139,1333.0,323,313,6,4,1,.988,-10,-9,-22,-19,-2,2.15,2.03,OF
3,Jeremy Accardo,25,TOR,64,0,0,67.1,9,6,3,0,0,1.000,,,-2,-6,0,1.20,0.14,P
4,Russ Adams,26,TOR,18,16,10,140.0,27,10,14,3,0,.889,-3,-29,-5,-41,0,1.54,1.33,3B-2B
5,Brian Anderson,25,CHW,8,3,2,35.1,10,9,0,1,0,.900,-3,-112,-6,-205,-2,2.29,1.13,OF
6,Garret Anderson,35,LAA,85,85,73,724.1,152,143,7,2,0,.987,7,12,0,0,2,1.86,1.76,OF
7,Erick Aybar,23,LAA,66,47,39,440.1,218,79,132,7,27,.968,0,1,3,8,1,4.31,2.93,2B-SS-OF-3B
8,Cha-Seung Baek,27,SEA,14,12,1,73.1,12,4,8,0,0,1.000,,,1,3,0,1.47,0.86,P
9,Danys Báez,29,BAL,53,0,0,50.1,15,6,9,0,0,1.000,,,1,4,0,2.68,0.28,P
10,Jeff Bailey,28,BOS,3,2,1,17.2,18,16,2,0,1,1.000,0,14,0,0,0,9.17,6.00,1B
11,Scott Baker,25,MIN,24,23,2,143.2,21,9,10,2,1,.905,,,1,2,0,1.19,0.79,P
12,Paul Bako,35,BAL,57,47,38,421.0,352,324,24,4,5,.989,-2,-6,0,0,1,7.44,6.11,C
13,Rocco Baldelli,25,TBD,20,20,18,162.0,65,62,3,0,1,1.000,-2,-14,4,29,2,3.61,3.25,OF
14,John Bale,33,KCR,26,0,0,40.0,9,1,8,0,1,1.000,,,1,6,0,2.03,0.35,P
15,Wladimir Balentien,22,SEA,3,0,0,5.0,0,0,0,0,0,,-1,-144,-2,-480,0,0.00,0.00,OF
16,Grant Balfour,29,TBD,22,0,0,22.0,6,1,5,0,0,1.000,,,-1,-7,0,2.45,0.27,P
17,Josh Banks,24,TOR,3,1,0,7.1,3,1,2,0,0,1.000,,,0,0,0,3.68,1.00,P
18,Brian Bannister,26,KCR,27,27,1,165.0,33,12,21,0,1,1.000,,,3,4,0,1.80,1.22,P
19,Josh Barfield,24,CLE,120,115,104,1032.0,595,242,338,15,73,.975,-7,-8,2,2,0,5.06,4.83,2B
20,Jason Bartlett,27,MIN,138,135,131,1194.0,646,205,415,26,97,.960,4,4,15,15,0,4.67,4.49,SS
