Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Denny Bautista,25,KCR,8,7,0,35.0,12,6,6,0,0,1.000,,,0,0,0,3.09,1.50,P
27,T.J. Beam,25,NYY,20,0,0,18.0,2,1,1,0,0,1.000,,,0,0,0,1.00,0.10,P
28,Colter Bean,29,NYY,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
29,Josh Beckett,26,BOS,33,33,0,204.2,38,14,24,0,3,1.000,,,-4,-4,0,1.67,1.15,P
30,Érik Bédard,27,BAL,33,33,0,196.1,34,7,26,1,0,.971,,,2,2,0,1.51,1.00,P
31,Ronnie Belliard,31,CLE,92,89,85,777.2,431,170,253,8,54,.981,-1,-1,-3,-4,1,4.90,4.60,2B-3B
32,Adrián Beltré,27,SEA,155,155,143,1359.0,474,136,323,15,32,.968,16,14,19,17,0,3.04,2.94,3B-2B
33,Joaquín Benoit,28,TEX,56,0,0,79.2,8,4,4,0,0,1.000,,,-1,-3,0,0.90,0.14,P
34,Kris Benson,31,BAL,30,30,3,183.0,42,15,25,2,2,.952,,,-1,-1,-1,1.97,1.33,P
35,Adam Bernero,29,KCR,3,2,0,13.0,1,0,1,0,0,1.000,,,-1,-15,0,0.69,0.33,P
36,Ángel Berroa,28,KCR,131,129,121,1117.1,572,188,366,18,95,.969,-11,-11,-6,-6,-2,4.46,4.23,SS
37,Rafael Betancourt,31,CLE,50,0,0,56.2,3,2,1,0,0,1.000,,,-2,-7,0,0.48,0.06,P
38,Yuniesky Betancourt,24,SEA,157,156,143,1374.1,701,251,430,20,95,.971,3,3,-1,-1,-1,4.46,4.34,SS
39,Kurt Birkins,25,BAL,35,0,0,31.0,7,0,7,0,1,1.000,,,1,6,0,2.03,0.20,P
40,Casey Blake,32,CLE,101,100,95,876.1,283,272,7,4,6,.986,-7,-9,1,1,2,2.87,2.74,OF-1B
41,Hank Blalock,25,TEX,122,120,119,1062.2,321,72,237,12,20,.963,-10,-11,-5,-5,-2,2.62,2.53,3B
42,Andrés Blanco,22,KCR,31,24,22,227.0,126,36,85,5,28,.960,0,2,3,15,1,4.80,3.78,SS-2B
43,Joe Blanton,25,OAK,32,31,1,194.1,31,13,14,4,0,.871,,,-2,-2,0,1.25,0.84,P
44,Willie Bloomquist,28,SEA,97,67,50,647.0,217,144,71,2,13,.991,1,2,6,11,0,2.99,2.01,OF-2B-3B-SS-1B
45,Hiram Bocachica,30,OAK,8,2,2,37.0,5,5,0,0,0,1.000,-4,-120,-2,-64,0,1.22,0.63,OF
46,T.J. Bohn,26,SEA,18,2,2,47.0,8,7,0,1,0,.875,2,43,0,0,0,1.34,0.39,OF
47,Jeremy Bonderman,23,DET,34,34,0,214.0,31,13,17,1,0,.968,,,-4,-4,0,1.26,0.88,P
48,Boof Bonser,24,MIN,18,18,0,100.1,13,4,9,0,0,1.000,,,1,2,0,1.17,0.72,P
49,Chris Booker,29,KCR,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
50,Aaron Boone,33,CLE,101,97,90,845.0,260,57,187,16,16,.938,-10,-14,-11,-15,0,2.60,2.39,3B-2B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
51,Chris Bootcheck,27,LAA,7,0,0,10.1,2,0,2,0,1,1.000,,,1,19,0,1.74,0.29,P
52,Joe Borchard,27,SEA,3,2,1,16.0,5,4,1,0,0,1.000,2,120,0,0,0,2.81,1.67,OF
53,Jason Botts,25,TEX,1,0,0,1.0,1,1,0,0,0,1.000,0,240,0,0,0,9.00,1.00,OF
54,Milton Bradley,28,OAK,94,94,86,802.2,199,191,4,4,0,.980,6,9,-8,-11,2,2.19,2.07,OF
55,Russell Branyan,30,TBD,60,49,26,406.2,115,98,11,6,1,.948,4,10,11,32,0,2.41,1.76,OF-3B-1B
56,Ryan Braun,25,KCR,9,0,0,10.2,1,0,0,1,0,.000,,,-2,-38,0,0.00,0.00,P
57,Craig Breslow,25,BOS,13,0,0,12.0,1,0,1,0,0,1.000,,,0,0,0,0.75,0.08,P
58,Chris Britton,23,BAL,52,0,0,53.2,4,0,4,0,0,1.000,,,-2,-7,0,0.67,0.08,P
59,Ben Broussard,29,TOT,90,69,63,641.2,720,652,59,9,70,.988,-12,-22,-3,-5,1,9.97,7.90,1B
60,Jim Brower,33,BAL,12,0,0,12.1,2,1,1,0,0,1.000,,,0,0,0,1.46,0.17,P
61,Adrian Brown,32,TEX,24,8,7,93.2,35,31,3,1,1,.971,1,6,6,76,0,3.27,1.42,OF
62,Andrew Brown,25,CLE,9,0,0,10.0,2,0,2,0,0,1.000,,,0,0,0,1.80,0.22,P
63,Emil Brown,31,KCR,134,130,114,1133.1,286,273,10,3,2,.990,3,3,0,0,0,2.25,2.11,OF
64,Jeremy Brown,26,OAK,1,0,0,1.0,2,2,0,0,0,1.000,0,0,0,0,0,18.00,2.00,C
65,Brian Bruney,24,NYY,19,0,0,20.2,3,1,2,0,1,1.000,,,0,0,0,1.31,0.16,P
66,John Buck,25,KCR,112,107,96,930.1,658,615,37,6,7,.991,-2,-3,-1,-1,-1,6.31,5.82,C
67,Mark Buehrle,27,CHW,32,32,1,204.0,45,9,35,1,3,.978,,,8,8,0,1.94,1.38,P
68,Jason Bulger,27,LAA,2,0,0,1.2,0,0,0,0,0,,,,-1,-120,0,0.00,0.00,P
69,Ambiorix Burgos,22,KCR,68,1,0,73.1,8,0,8,0,1,1.000,,,0,0,0,0.98,0.12,P
70,A.J. Burnett,29,TOR,21,21,2,135.2,23,6,16,1,2,.957,,,-3,-4,0,1.46,1.05,P
71,Mike Burns,27,BOS,7,0,0,7.2,1,1,0,0,1,1.000,,,0,0,0,1.17,0.14,P
72,Brian Burres,25,BAL,11,0,0,8.0,1,1,0,0,0,1.000,,,0,0,0,1.13,0.09,P
73,Sean Burroughs,25,TBD,7,6,6,57.0,27,6,20,1,4,.963,2,34,0,0,0,4.11,3.71,3B
74,Paul Byrd,35,CLE,31,31,1,179.0,31,10,16,5,4,.839,,,-5,-6,0,1.31,0.84,P
75,Tim Byrdak,32,BAL,16,0,0,7.0,2,0,1,1,0,.500,,,-1,-29,0,1.29,0.06,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
76,Daniel Cabrera,25,BAL,26,26,2,148.0,17,4,13,0,2,1.000,,,-2,-3,-1,1.03,0.65,P
77,Fernando Cabrera,24,CLE,51,0,0,60.2,9,2,7,0,0,1.000,,,-1,-3,0,1.34,0.18,P
78,Melky Cabrera,21,NYY,127,121,116,1091.1,259,245,12,2,1,.992,-10,-10,20,21,6,2.12,2.02,OF
79,Orlando Cabrera,31,LAA,152,152,133,1320.2,645,252,377,16,100,.975,-2,-2,-10,-9,-2,4.29,4.14,SS
80,Miguel Cairo,32,NYY,78,57,45,546.2,323,163,157,3,41,.991,8,18,9,19,2,5.27,3.81,2B-SS-1B-3B-OF
81,Kiko Calero,31,OAK,70,0,0,58.0,7,1,5,1,0,.857,,,0,0,0,0.93,0.09,P
82,Shawn Camp,30,TBD,75,0,0,75.0,20,6,13,1,2,.950,,,0,0,0,2.28,0.25,P
83,Jorge Campillo,27,SEA,1,0,0,2.1,1,1,0,0,0,1.000,,,0,0,0,3.86,1.00,P
84,Andy Cannizaro,27,NYY,13,1,0,32.0,11,5,5,1,0,.909,-1,-26,-1,-38,0,2.81,0.71,SS-3B-2B
85,Robinson Canó,23,NYY,118,115,107,1009.0,572,230,333,9,73,.984,10,12,-4,-5,-1,5.02,4.77,2B
86,Jorge Cantú,24,TBD,103,103,102,898.2,474,209,252,13,65,.973,-23,-31,-19,-26,-2,4.62,4.48,2B
87,Héctor Carrasco,36,LAA,56,3,0,100.1,27,6,19,2,2,.926,,,2,4,0,2.24,0.45,P
88,Sean Casey,31,DET,51,47,37,413.0,483,467,14,2,40,.996,1,4,-1,-3,0,10.48,9.43,1B
89,Alexi Casilla,21,MIN,5,1,0,15.0,16,6,10,0,6,1.000,0,16,1,72,0,9.60,2.67,2B-SS
90,Santiago Casilla,25,OAK,2,0,0,2.1,2,0,1,1,0,.500,,,0,0,0,3.86,0.50,P
91,Luis Castillo,30,MIN,142,142,132,1239.1,651,267,378,6,78,.991,-6,-6,0,0,4,4.68,4.54,2B
92,Fabio Castro,21,TEX,4,0,0,8.1,2,0,2,0,0,1.000,,,1,24,0,2.16,0.50,P
93,Juan Castro,34,MIN,50,48,36,408.0,221,67,147,7,28,.968,-5,-15,0,0,1,4.72,4.28,SS
94,Frank Catalanotto,32,TOR,102,95,59,768.0,154,143,10,1,3,.994,-1,-2,-2,-3,0,1.79,1.50,OF
95,Gustavo Chacín,25,TOR,17,17,0,87.1,12,4,8,0,0,1.000,,,-2,-5,-1,1.24,0.71,P
96,Shawn Chacón,28,NYY,17,11,0,63.0,13,2,11,0,1,1.000,,,2,6,0,1.86,0.76,P
97,Eric Chavez,28,OAK,134,133,122,1165.2,391,105,281,5,43,.987,10,11,3,3,0,2.98,2.88,3B
98,Raúl Chávez,33,BAL,15,8,7,75.0,66,60,5,1,1,.985,1,16,2,37,1,7.80,4.33,C
99,Bruce Chen,29,BAL,40,12,0,98.2,18,6,12,0,0,1.000,,,1,2,0,1.64,0.45,P
100,Travis Chick,22,SEA,3,0,0,5.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
101,Jason Childers,31,TBD,5,0,0,7.2,3,1,1,1,0,.667,,,0,0,0,2.35,0.40,P
102,Shin-Soo Choo,23,TOT,43,42,41,370.1,103,97,3,3,1,.971,10,32,12,38,2,2.43,2.33,OF
103,Vinnie Chulk,27,TOR,20,0,0,24.0,4,1,3,0,0,1.000,,,-2,-17,0,1.50,0.20,P
104,Alex Cintrón,27,CHW,73,64,54,585.2,282,101,173,8,29,.972,1,2,-14,-28,-1,4.21,3.51,SS-2B-3B
105,Doug Clark,30,OAK,1,0,0,0.1,0,0,0,0,0,,0,0,0,0,,0.00,0.00,OF
106,Howie Clark,32,BAL,1,0,0,2.0,0,0,0,0,0,,0,0,0,0,,0.00,0.00,3B
107,Matt Clement,31,BOS,12,12,0,65.1,10,6,4,0,0,1.000,,,-2,-6,0,1.38,0.83,P
108,Brent Clevlen,22,DET,29,9,3,110.0,32,29,3,0,1,1.000,1,5,0,0,0,2.62,1.10,OF
109,Jesús Colomé,28,TBD,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
110,Bartolo Colón,33,LAA,10,10,1,56.1,12,4,7,1,0,.917,,,1,4,0,1.76,1.10,P
111,Román Colón,26,DET,20,1,0,38.2,6,2,4,0,0,1.000,,,2,10,0,1.40,0.30,P
112,Jeff Conine,40,BAL,110,100,73,881.0,545,507,35,3,48,.994,-3,-4,-4,-5,0,5.54,4.14,1B-OF-3B
113,José Contreras,34,CHW,30,30,1,196.0,31,8,21,2,1,.935,,,-2,-2,0,1.33,0.97,P
114,Alex Cora,30,BOS,91,61,56,580.0,292,87,198,7,55,.976,-6,-12,2,5,0,4.42,3.10,SS-2B-3B
115,Tim Corcoran,28,TBD,21,16,0,90.1,17,7,10,0,1,1.000,,,0,0,0,1.69,0.81,P
116,Francisco Cordero,31,TEX,49,0,0,48.2,9,5,4,0,1,1.000,,,1,4,0,1.66,0.18,P
117,Bryan Corey,32,TOT,32,0,0,39.0,7,1,5,1,0,.857,,,1,30,0,1.38,0.19,P
118,Shane Costa,24,KCR,65,57,50,508.0,148,142,0,6,0,.959,-1,-2,-2,-4,-2,2.52,2.18,OF
119,Neal Cotts,26,CHW,70,0,0,54.0,13,4,9,0,1,1.000,,,1,4,-1,2.17,0.19,P
120,Jesse Crain,24,MIN,68,0,0,76.2,17,8,8,1,0,.941,,,0,0,0,1.88,0.24,P
121,Carl Crawford,24,TBD,148,145,138,1261.1,317,304,10,3,0,.991,4,4,8,7,0,2.24,2.12,OF
122,Joe Crede,28,CHW,149,146,128,1260.0,463,114,339,10,34,.978,14,13,23,22,0,3.24,3.04,3B
123,Coco Crisp,26,BOS,103,100,97,900.2,250,246,3,1,3,.996,0,0,-12,-15,0,2.49,2.42,OF
124,Bobby Crosby,26,OAK,95,95,88,828.0,425,145,268,12,59,.972,-4,-6,-5,-7,1,4.49,4.35,SS
125,Bubba Crosby,29,NYY,62,19,14,253.1,65,64,1,0,0,1.000,3,13,-2,-9,0,2.31,1.05,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
126,Francisco Cruceta,24,SEA,4,1,0,6.2,2,1,1,0,0,1.000,,,0,0,0,2.70,0.50,P
127,Nelson Cruz,25,TEX,39,35,31,313.1,73,69,4,0,1,1.000,-2,-7,8,30,0,2.10,1.87,OF
128,Michael Cuddyer,27,MIN,147,143,138,1281.1,311,292,14,5,6,.984,-8,-7,-21,-19,4,2.15,2.05,OF-1B
129,Johnny Damon,32,NYY,131,129,107,1088.2,315,309,3,3,1,.990,2,2,-12,-13,2,2.58,2.36,OF-1B
130,Jason Davis,26,CLE,39,0,0,55.1,11,4,6,1,0,.909,,,-3,-11,0,1.63,0.26,P
131,Jorge De La Rosa,25,KCR,10,10,0,48.2,4,2,2,0,0,1.000,,,-1,-4,0,0.74,0.40,P
132,David DeJesus,26,KCR,119,118,96,1024.1,302,287,12,3,1,.990,15,17,10,11,4,2.63,2.51,OF
133,Manny Delcarmen,24,BOS,50,0,0,53.1,9,4,5,0,0,1.000,,,-2,-8,0,1.52,0.18,P
134,Mark DeRosa,31,TEX,133,133,124,1165.1,412,214,193,5,29,.988,2,2,14,14,1,3.14,2.95,OF-3B-2B-SS-1B
135,Elmer Dessens,35,KCR,43,0,0,54.0,14,3,11,0,0,1.000,,,2,7,0,2.33,0.33,P
136,Jose Díaz,26,KCR,4,0,0,6.2,1,1,0,0,1,1.000,,,-1,-30,0,1.35,0.25,P
137,R.A. Dickey,31,TEX,1,1,0,3.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P
138,Lenny DiNardo,26,BOS,13,6,0,39.0,8,0,6,2,1,.750,,,-2,-10,0,1.38,0.46,P
139,Greg Dobbs,27,SEA,8,0,0,14.1,12,12,0,0,3,1.000,-1,-67,0,0,0,7.53,1.50,1B-OF-3B
140,Scott Dohmann,28,KCR,21,0,0,23.2,2,1,1,0,0,1.000,,,-2,-17,0,0.76,0.10,P
141,Brendan Donnelly,34,LAA,62,0,0,64.0,7,3,3,1,0,.857,,,-2,-6,-1,0.84,0.10,P
142,Octavio Dotel,32,NYY,14,0,0,10.0,2,0,2,0,0,1.000,,,0,0,0,1.80,0.14,P
143,Scott Downs,30,TOR,59,5,0,77.0,21,6,15,0,1,1.000,,,2,5,0,2.45,0.36,P
144,Eric DuBose,30,BAL,2,0,0,4.2,1,0,1,0,1,1.000,,,0,0,0,1.93,0.50,P
145,Justin Duchscherer,28,OAK,53,0,0,55.2,16,4,12,0,0,1.000,,,2,7,0,2.59,0.30,P
146,Brandon Duckworth,30,KCR,10,8,0,45.2,8,5,3,0,0,1.000,,,0,0,0,1.58,0.80,P
147,Scott Dunn,28,TBD,7,0,0,7.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P
148,Chad Durbin,28,DET,3,0,0,6.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
149,Jermaine Dye,32,CHW,146,145,125,1245.0,316,305,5,6,2,.981,-2,-2,-16,-15,6,2.24,2.12,OF
150,Adam Eaton,28,TEX,13,13,0,65.0,9,4,5,0,1,1.000,,,1,3,0,1.25,0.69,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
151,Scott Elarton,30,KCR,20,20,0,114.2,16,3,13,0,1,1.000,,,3,5,0,1.26,0.80,P
152,Mark Ellis,29,OAK,123,121,117,1073.0,633,274,357,2,91,.997,1,1,15,17,1,5.29,5.09,2B-1B
153,Scott Erickson,38,NYY,9,0,0,11.1,2,0,2,0,1,1.000,,,0,0,0,1.59,0.22,P
154,Darin Erstad,32,LAA,40,25,24,247.2,104,102,2,0,1,1.000,-3,-13,3,14,2,3.78,2.60,OF-1B
155,Kelvim Escobar,30,LAA,30,30,1,189.1,25,7,18,0,2,1.000,,,0,0,0,1.19,0.83,P
156,Seth Etherton,29,KCR,2,2,0,7.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
157,Carl Everett,35,SEA,2,2,2,18.0,3,3,0,0,0,1.000,0,13,2,133,0,1.50,1.50,OF
158,Willie Eyre,27,MIN,42,0,0,59.1,8,3,5,0,0,1.000,,,2,7,0,1.21,0.19,P
159,Brandon Fahey,25,BAL,83,66,51,586.0,219,142,69,8,23,.963,5,11,4,8,-1,3.24,2.48,OF-2B-SS-3B
160,Kyle Farnsworth,30,NYY,72,0,0,66.0,10,3,7,0,0,1.000,,,-1,-3,0,1.36,0.14,P
161,Sal Fasano,34,NYY,27,16,11,152.2,114,104,9,1,0,.991,1,8,0,0,1,6.66,4.19,C
162,Ryan Feierabend,20,SEA,4,2,0,17.0,5,3,2,0,0,1.000,,,0,0,0,2.65,1.25,P
163,Scott Feldman,23,TEX,36,0,0,41.1,15,1,11,3,1,.800,,,0,0,0,2.61,0.33,P
164,Josh Fields,23,CHW,7,4,4,37.0,17,5,12,0,0,1.000,2,68,3,97,0,4.14,2.43,3B-OF
165,Chone Figgins,28,LAA,149,145,130,1302.2,391,296,79,16,14,.959,-11,-10,-11,-10,1,2.59,2.39,OF-3B-2B-SS
166,Luis Figueroa,32,TOR,7,2,2,27.0,14,6,7,1,2,.929,-3,-116,-2,-93,0,4.33,1.86,2B-SS
167,Jeff Fiorentino,23,BAL,17,11,9,107.0,31,28,3,0,1,1.000,1,16,0,0,0,2.61,1.82,OF
168,Ron Flores,26,OAK,25,0,0,29.2,3,1,2,0,0,1.000,,,1,7,0,0.91,0.12,P
169,Lew Ford,29,MIN,92,52,43,531.1,138,132,4,2,2,.986,-1,-1,18,40,2,2.30,1.48,OF
170,Casey Fossum,28,TBD,25,25,0,130.0,28,6,21,1,0,.964,,,4,6,0,1.87,1.08,P
171,Keith Foulke,33,BOS,44,0,0,49.2,7,1,5,1,0,.857,,,2,8,0,1.09,0.14,P
172,Frank Francisco,26,TEX,8,0,0,7.1,2,2,0,0,0,1.000,,,0,0,0,2.45,0.25,P
173,Jason Frasor,28,TOR,51,0,0,50.0,13,4,8,1,0,.923,,,-1,-4,0,2.16,0.24,P
174,Emiliano Fruto,22,SEA,23,0,0,36.0,7,2,5,0,1,1.000,,,0,0,0,1.75,0.30,P
175,Kason Gabbard,24,BOS,7,4,0,25.2,4,3,1,0,0,1.000,,,0,0,0,1.40,0.57,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
176,Freddy García,29,CHW,33,33,1,216.1,32,12,18,2,2,.938,,,-6,-6,0,1.25,0.91,P
177,Ryan Garko,25,CLE,45,45,43,396.0,434,398,30,6,50,.986,-2,-6,0,0,0,9.73,9.51,1B
178,Jon Garland,26,CHW,33,32,1,211.1,49,12,34,3,10,.939,,,2,2,0,1.96,1.39,P
179,Matt Garza,22,MIN,10,9,0,50.0,6,5,1,0,0,1.000,,,-2,-8,0,1.08,0.60,P
180,Joey Gathright,25,TOT,130,112,104,1016.2,349,341,5,3,4,.991,0,0,-2,-2,-4,3.06,2.66,OF
181,Chad Gaudin,23,OAK,55,0,0,64.0,8,4,3,1,1,.875,,,-2,-6,0,0.98,0.13,P
182,Esteban Germán,28,KCR,71,54,43,505.2,183,89,86,8,20,.956,-8,-19,-19,-45,-3,3.11,2.27,3B-2B-OF-1B-SS
183,Jason Giambi,35,NYY,68,64,19,480.0,477,459,11,7,43,.985,-6,-16,-13,-32,0,8.81,6.91,1B
184,Jay Gibbons,29,BAL,44,44,22,348.2,100,97,1,2,0,.980,-2,-6,-8,-27,-4,2.53,2.23,OF
185,Troy Glaus,29,TOR,148,143,127,1230.1,403,100,289,14,39,.965,12,11,6,6,-1,2.85,2.54,3B-SS
186,Ross Gload,30,CHW,68,28,25,332.1,299,282,13,4,24,.987,-7,-26,-13,-46,1,7.99,4.34,1B-OF
187,Jimmy Gobble,24,KCR,60,6,0,84.0,14,4,10,0,1,1.000,,,-3,-7,0,1.50,0.23,P
188,Jonny Gomes,25,TBD,8,8,3,60.0,19,19,0,0,0,1.000,-1,-26,-4,-80,0,2.85,2.38,OF
189,Alexis Gómez,27,DET,52,15,14,216.0,46,44,2,0,0,1.000,-2,-9,6,33,0,1.92,0.88,OF
190,Chris Gomez,35,BAL,52,33,31,320.2,221,161,57,3,27,.986,-1,-4,-1,-4,0,6.12,4.11,1B-2B-3B-SS
191,Álex González,29,BOS,111,110,95,966.1,475,163,305,7,68,.985,1,1,4,5,1,4.36,4.22,SS
192,Tony Graffanino,34,KCR,59,57,41,467.2,254,140,109,5,26,.980,1,3,3,8,-2,4.79,4.02,3B-1B-2B-SS
193,Curtis Granderson,25,DET,157,143,138,1312.0,389,385,3,1,0,.997,1,1,6,5,-2,2.66,2.47,OF
194,Danny Graves,32,CLE,13,0,0,14.0,5,1,3,1,1,.800,,,0,0,0,2.57,0.31,P
195,Nick Green,27,TOT,58,34,18,324.0,166,73,88,5,23,.970,-7,-27,4,14,0,4.47,2.60,2B-SS-3B-OF-1B
196,Sean Green,27,SEA,24,0,0,32.0,4,1,3,0,0,1.000,,,0,0,0,1.13,0.17,P
197,Kevin Gregg,28,LAA,32,3,0,78.1,8,2,4,2,0,.750,,,-5,-13,0,0.69,0.19,P
198,Zack Greinke,22,KCR,3,0,0,6.1,1,0,1,0,0,1.000,,,0,0,0,1.42,0.33,P
199,Jason Grilli,29,DET,51,0,0,62.0,8,2,6,0,0,1.000,,,0,0,0,1.16,0.16,P
200,Mark Grudzielanek,36,KCR,134,131,117,1122.2,638,261,373,4,111,.994,8,8,15,16,2,5.08,4.66,2B-SS
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
201,Eddie Guardado,35,SEA,28,0,0,23.0,4,1,3,0,0,1.000,,,0,0,0,1.57,0.14,P
202,Vladimir Guerrero,31,LAA,126,126,106,1090.0,269,251,7,11,2,.959,5,6,-10,-11,-6,2.13,2.05,OF
203,Matt Guerrier,27,MIN,39,1,0,69.2,19,7,11,1,0,.947,,,1,3,0,2.33,0.46,P
204,Aaron Guiel,33,TOT,54,34,22,313.2,134,131,3,0,2,1.000,1,2,-1,-3,0,3.84,2.39,OF-1B
205,Carlos Guillén,30,DET,148,148,121,1274.0,668,208,432,28,92,.958,6,6,-2,-2,-2,4.52,4.18,SS-1B
206,Jeremy Guthrie,27,CLE,9,1,0,19.1,5,0,5,0,1,1.000,,,2,21,0,2.33,0.56,P
207,Franklin Gutiérrez,23,CLE,42,36,32,322.0,89,85,1,3,0,.966,0,1,14,52,0,2.40,2.05,OF
208,Freddy Guzmán,25,TEX,4,2,2,20.0,5,5,0,0,0,1.000,0,12,0,0,0,2.25,1.25,OF
209,Charlie Haeger,22,CHW,7,1,0,18.1,6,1,5,0,0,1.000,,,1,11,0,2.95,0.86,P
210,Travis Hafner,29,CLE,4,4,3,33.1,22,18,4,0,2,1.000,1,32,1,40,0,5.94,5.50,1B
211,Jerry Hairston,30,TEX,56,24,22,253.0,78,60,17,1,6,.987,3,14,7,33,4,2.74,1.35,OF-SS-2B-3B
212,John Halama,34,BAL,17,1,0,29.1,10,0,9,1,0,.900,,,2,14,0,2.76,0.53,P
