Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Albert Abreu,27,NYY,45,0,0,59.0,12,6,4,2,0,.833,,,-1,-3,0,1.53,0.22,P
2,Bryan Abreu,26,HOU,72,0,0,72.0,11,5,6,0,0,1.000,,,1,3,0,1.38,0.15,P
3,José Abreu,36,HOU,134,134,128,1184.0,1089,1017,67,5,106,.995,-2,-2,-1,-1,0,8.24,8.09,1B
4,Wilyer Abreu,24,BOS,25,19,13,168.2,43,40,2,1,1,.977,1,5,2,14,0,2.24,1.68,OF
5,Domingo Acevedo,29,OAK,9,0,0,9.1,1,0,0,1,0,.000,,,0,0,0,0.00,0.00,P
6,Garrett Acton,25,OAK,6,0,0,5.2,1,0,1,0,0,1.000,,,0,0,0,1.59,0.17,P
7,Jason Adam,31,TBR,56,0,0,54.1,9,4,5,0,1,1.000,,,1,4,1,1.49,0.16,P
8,Jordyn Adams,23,LAA,14,10,9,94.0,29,27,0,2,0,.931,-2,-31,-1,-12,0,2.59,1.93,OF
9,Ty Adcock,26,SEA,12,0,0,15.2,4,1,3,0,0,1.000,,,0,0,0,2.30,0.33,P
10,Jo Adell,24,LAA,16,15,12,129.2,40,40,0,0,0,1.000,0,3,3,27,2,2.78,2.67,OF
11,Jesús Aguilar,33,OAK,24,20,11,163.0,124,112,10,2,13,.984,-2,-16,-3,-22,-1,6.74,5.08,1B
12,Keegan Akin,28,BAL,24,1,0,23.2,7,3,2,2,0,.714,,,1,8,0,1.90,0.21,P
13,Hanser Alberto,30,CHW,30,20,14,194.0,85,39,42,4,9,.953,0,-1,1,6,0,3.76,2.38,3B-2B-1B-P
14,Jorge Alcalá,27,MIN,11,0,0,17.1,3,1,2,0,0,1.000,,,1,12,0,1.56,0.27,P
15,Tyler Alexander,28,DET,25,1,0,44.0,2,1,1,0,0,1.000,,,0,0,0,0.41,0.08,P
16,Jorge Alfaro,30,BOS,6,4,2,36.0,46,39,5,2,0,.957,0,2,1,33,0,11.00,7.33,C
17,Greg Allen,30,NYY,19,6,5,83.0,18,18,0,0,0,1.000,-2,-24,-2,-28,0,1.95,0.95,OF
