Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Reggie Abercrombie,27,HOU,34,60,55,10,17,5,0,2,5,5,2,1,23,.309,.339,.509,.848,122,28,0,2,1,1,0,H78
2,Manny Acosta,27,ATL,43,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
3,Mike Adams,29,SDP,51,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
4,Jon Adkins*,30,CIN,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
5,Jeremy Affeldt*,29,CIN,68,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
6,Chris Aguila,29,NYM,8,15,12,0,2,0,0,0,0,0,0,2,4,.167,.286,.167,.452,24,2,1,0,1,0,0,/7H
7,Eliézer Alfonzo,29,SFG,5,11,11,0,1,0,0,0,1,0,0,0,4,.091,.091,.091,.182,-52,1,2,0,0,0,0,/H2
8,Moisés Alou,41,NYM,15,54,49,4,17,2,0,0,9,1,1,2,4,.347,.389,.388,.777,107,19,1,2,0,1,0,7/DH
9,Chip Ambres,28,SDP,24,48,41,3,8,1,0,0,0,1,0,7,15,.195,.313,.220,.532,52,9,0,0,0,0,0,H/98
10,Alfredo Amézaga#,30,FLA,125,337,311,41,82,13,5,3,32,8,2,19,47,.264,.312,.367,.679,77,114,6,3,4,0,1,8H654
11,Josh Anderson*,25,ATL,40,146,136,21,40,7,1,3,12,10,1,8,33,.294,.338,.426,.764,101,58,1,1,1,0,2,8/H79
12,Marlon Anderson*,34,NYM,87,151,138,16,29,6,0,1,10,2,1,9,27,.210,.255,.275,.530,41,38,2,0,2,2,0,H7/34D
13,Robert Andino,24,FLA,44,68,63,7,13,2,0,2,9,0,0,4,23,.206,.254,.333,.587,52,21,1,0,1,0,0,H4/658
14,Rick Ankiel*,28,STL,120,463,413,65,109,21,2,25,71,2,1,42,100,.264,.337,.506,.843,120,209,8,5,0,3,3,8H7/9
15,Matt Antonelli,23,SDP,21,65,57,6,11,2,0,1,3,0,0,5,11,.193,.292,.281,.573,61,16,1,3,0,0,1,4/H
16,Danny Ardoin,33,LAD,24,54,51,3,12,1,0,1,4,1,0,2,10,.235,.278,.314,.592,57,16,2,1,0,0,0,2/H
17,Alberto Árias,24,TOT,15,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
18,Alberto Árias,24,COL,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
19,Alberto Árias,24,HOU,3,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
20,Tony Armas,30,NYM,3,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
21,Bronson Arroyo,31,CIN,38,74,61,4,12,3,0,1,6,1,0,4,21,.197,.246,.295,.541,41,18,1,0,9,0,0,1/H
22,José Ascanio,23,CHC,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
23,Garrett Atkins,28,COL,155,664,611,86,175,32,3,21,99,1,1,40,100,.286,.328,.452,.780,96,276,20,3,0,10,0,53/H4
24,Rich Aurilia,36,SFG,140,440,407,33,115,21,1,10,52,1,1,30,56,.283,.332,.413,.745,93,168,11,1,0,2,4,35H/D4
25,Brad Ausmus,39,HOU,81,250,216,15,47,8,0,3,24,0,2,25,41,.218,.303,.296,.600,61,64,4,2,6,1,3,2/H345
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Luis Ayala,30,TOT,79,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
27,Luis Ayala,30,WSN,60,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
28,Luis Ayala,30,NYM,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
29,Brandon Backe,30,HOU,29,56,47,8,13,2,0,2,3,0,0,3,18,.277,.333,.447,.780,106,21,0,1,5,0,0,1/H
30,Burke Badenhop,25,FLA,12,14,12,0,1,0,0,0,0,0,0,0,7,.083,.083,.083,.167,-56,1,0,0,2,0,0,1
31,Cha-Seung Baek,28,SDP,23,38,29,2,5,1,0,1,2,0,0,1,7,.172,.200,.310,.510,40,9,0,0,8,0,0,1/H
32,Homer Bailey,22,CIN,8,12,10,0,1,1,0,0,0,0,0,0,5,.100,.100,.200,.300,-24,2,1,0,2,0,0,/1
33,Jeff Baker,27,COL,104,333,299,55,80,22,1,12,48,4,0,26,85,.268,.322,.468,.791,98,140,5,1,1,6,2,4H3/5D9
34,John Baker*,27,FLA,61,233,197,32,59,14,0,5,32,0,0,30,48,.299,.392,.447,.839,119,88,6,2,1,3,4,2/H
35,Paul Bako*,36,CIN,99,338,299,30,65,11,2,6,35,0,2,34,90,.217,.299,.328,.626,64,98,9,1,3,1,5,2/H
36,Collin Balester,22,WSN,15,25,15,1,3,0,0,0,1,0,0,1,8,.200,.294,.200,.494,35,3,0,1,8,0,0,1
37,Josh Banks,25,SDP,18,27,23,3,3,0,0,0,0,0,0,2,6,.130,.200,.130,.330,-5,3,0,0,2,0,0,1/H
38,Josh Bard#,30,SDP,57,198,178,11,36,9,0,1,16,0,0,18,25,.202,.279,.270,.549,54,48,5,1,1,0,2,2/H
39,Brian Barden,27,STL,9,10,9,0,2,0,0,0,1,0,0,0,4,.222,.222,.222,.444,19,2,0,0,1,0,0,/H534
40,Clint Barmes,29,COL,107,417,393,47,114,25,6,11,44,13,4,17,69,.290,.322,.468,.790,98,184,9,2,4,1,0,465H/9
41,Michael Barrett,31,SDP,30,107,94,9,19,3,0,2,9,0,0,9,16,.202,.274,.298,.571,60,28,4,1,1,2,0,2
42,Jimmy Barthmaier,24,PIT,3,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
43,Brian Barton,26,STL,82,179,153,23,41,9,2,2,13,3,1,19,39,.268,.354,.392,.746,98,60,5,2,4,1,0,H79/8
44,Denny Bautista,27,PIT,35,5,5,0,1,0,0,0,1,0,0,0,3,.200,.200,.200,.400,8,1,0,0,0,0,0,1
45,José Bautista,27,PIT,107,363,314,38,76,15,0,12,44,1,1,38,77,.242,.325,.404,.729,94,127,10,2,6,3,4,5H/D
46,Jason Bay,29,PIT,106,459,393,72,111,23,2,22,64,7,0,59,86,.282,.375,.519,.894,136,204,3,2,0,5,2,7/H
47,T.J. Beam,27,PIT,32,5,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
48,Joe Beimel*,31,LAD,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
49,Matt Belisle,28,CIN,6,11,8,0,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,-34,1,0,0,3,0,0,/1
50,Heath Bell,30,SDP,70,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Ronnie Belliard,33,WSN,96,337,296,37,85,22,0,11,46,3,2,37,58,.287,.372,.473,.845,123,140,6,3,1,0,1,354H/6
52,Edwin Bellorin,26,COL,3,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,70,1,0,0,0,0,0,/2H
53,Carlos Beltrán#,31,NYM,161,706,606,116,172,40,5,27,112,25,3,92,96,.284,.376,.500,.876,130,303,11,1,1,6,13,*8/HD
54,Gary Bennett,36,LAD,10,23,21,1,4,1,0,1,4,0,0,2,0,.190,.261,.381,.642,68,8,1,0,0,0,0,2/H
55,Jeff Bennett,28,ATL,68,12,9,0,2,1,0,0,1,0,0,2,2,.222,.364,.333,.697,87,3,0,0,1,0,0,1
56,Jason Bergmann,26,WSN,29,42,40,0,0,0,0,0,0,0,0,0,20,.000,.000,.000,.000,-100,0,1,0,2,0,0,1
57,Lance Berkman#,32,HOU,159,665,554,114,173,46,4,29,106,18,4,99,108,.312,.420,.567,.986,160,314,13,7,0,5,18,*3/DH
58,Roger Bernadina*,24,WSN,26,86,76,10,16,1,1,0,2,4,3,9,21,.211,.294,.250,.544,47,19,3,0,1,0,0,8/7H
59,Doug Bernier,28,COL,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4
60,Ángel Berroa,30,LAD,84,256,226,26,52,13,1,1,16,0,0,20,41,.230,.304,.310,.614,64,70,13,4,6,0,4,6/H4
61,Chad Billingsley,23,LAD,35,72,63,1,6,0,0,0,3,0,0,4,36,.095,.149,.095,.244,-33,6,0,0,5,0,0,1
62,Brian Bixler,25,PIT,50,120,108,16,17,2,1,0,2,1,0,6,36,.157,.229,.194,.423,15,21,1,4,2,0,2,6H
63,Casey Blake,34,LAD,58,233,211,25,53,12,1,10,23,1,0,16,52,.251,.313,.460,.773,102,97,9,4,0,2,5,5/34
64,Grégor Blanco*,24,ATL,144,519,430,52,108,14,4,1,38,13,5,74,99,.251,.366,.309,.676,82,133,3,6,6,3,2,*78H/9
65,Henry Blanco,36,CHC,58,128,120,15,35,3,0,3,12,0,0,6,22,.292,.325,.392,.717,83,47,4,0,2,0,1,2H/3
66,Joe Blanton,27,PHI,13,23,16,0,1,0,0,0,1,0,0,0,10,.063,.059,.063,.121,-68,1,0,0,6,1,0,1
67,Geoff Blum#,35,HOU,114,356,325,36,78,14,1,14,53,1,2,21,54,.240,.287,.418,.705,85,136,5,3,0,7,2,5H/436
68,Brian Bocock,23,SFG,32,93,77,4,11,1,0,0,2,4,2,12,29,.143,.258,.156,.414,12,12,2,0,4,0,0,6/H
69,Mitchell Boggs,24,STL,6,8,8,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
70,T.J. Bohn,28,PHI,14,5,5,1,2,1,0,0,3,0,0,0,1,.400,.400,.600,1.000,157,3,0,0,0,0,0,7/H
71,Emilio Bonifácio#,23,TOT,49,186,169,29,41,6,5,0,14,7,4,14,46,.243,.296,.337,.633,67,57,2,0,0,3,0,4H/97
72,Emilio Bonifácio#,23,ARI,8,12,12,3,2,1,0,0,2,1,0,0,5,.167,.167,.250,.417,5,3,0,0,0,0,0,/H97
73,Emilio Bonifácio#,23,WSN,41,174,157,26,39,5,5,0,12,6,4,14,41,.248,.305,.344,.649,72,54,2,0,0,3,0,4/H
74,Aaron Boone,35,WSN,104,255,232,23,56,13,1,6,28,0,1,18,52,.241,.299,.384,.683,80,89,8,2,1,2,1,3H5/4
75,Dave Borkowski,31,HOU,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
76,Michael Bourn*,25,HOU,138,514,467,57,107,10,4,5,29,41,10,37,111,.229,.288,.300,.588,57,140,3,2,7,1,0,*8H
77,Cedrick Bowers#,30,COL,5,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,/1
78,Micah Bowie*,33,COL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
79,John Bowker*,24,SFG,111,350,326,31,83,14,3,10,43,1,1,19,74,.255,.300,.408,.708,83,133,7,3,0,2,1,3H9/7D
80,Blaine Boyer,26,ATL,72,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
81,Russell Branyan*,32,MIL,50,152,132,24,33,8,0,12,20,1,0,19,42,.250,.342,.583,.925,140,77,0,0,0,1,4,5H/3
82,Ryan Braun,24,MIL,151,663,611,92,174,39,7,37,106,14,4,42,129,.285,.335,.553,.888,130,338,13,6,0,4,4,*7/HD
83,Bill Bray*,25,CIN,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
84,Yhency Brazobán,28,LAD,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
85,Doug Brocail*,41,HOU,65,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
86,Jonathan Broxton,24,LAD,70,3,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,-1,0,1,0,0,0,0,1
87,Jay Bruce*,21,CIN,108,452,413,63,105,17,1,21,52,4,6,33,110,.254,.314,.453,.767,97,187,8,4,0,2,1,987/H
88,Eric Bruntlett,30,PHI,120,238,212,37,46,9,1,2,15,9,2,21,35,.217,.297,.297,.594,56,63,7,3,2,0,3,H675/943
89,Taylor Buchholz,26,COL,59,1,0,0,0,0,0,0,1,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
90,Billy Buckner,24,ARI,10,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
91,Francisley Bueno*,27,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
92,Chris Burke,28,ARI,86,199,165,20,32,5,1,2,12,5,0,27,33,.194,.310,.273,.582,51,45,2,2,2,3,8,H47/3956D
93,Sean Burnett*,25,PIT,55,3,3,1,1,1,0,0,0,0,0,0,2,.333,.333,.667,1.000,159,2,0,0,0,0,0,1
94,Pat Burrell,31,PHI,157,645,536,74,134,33,3,33,86,0,0,102,136,.250,.367,.507,.875,125,272,10,1,0,6,8,*7/H
95,Emmanuel Burriss#,23,SFG,94,274,240,37,68,6,1,1,18,13,5,23,24,.283,.357,.329,.686,81,79,7,5,5,1,1,64H/9
96,Jared Burton,27,CIN,50,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
97,Dave Bush,28,MIL,31,63,57,2,5,1,0,0,0,0,0,1,21,.088,.103,.105,.209,-44,6,0,0,5,0,0,1/H
98,Tim Byrdak*,34,HOU,56,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-11,1,0,0,0,0,0,1
