Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Jeff Abbott,28,FLA,28,46,42,5,11,3,0,0,5,0,0,3,7,.262,.326,.333,.659,75,14,1,1,0,0,0,H/897
2,Kurt Abbott,32,ATL,6,9,9,0,2,0,0,0,0,1,0,0,3,.222,.222,.222,.444,15,2,0,0,0,0,0,/H46
3,Bobby Abreu*,27,PHI,162,704,588,118,170,48,4,31,110,36,14,106,137,.289,.393,.543,.936,142,319,13,1,0,9,11,*9/H
4,Jose Acevedo,23,CIN,18,36,34,1,4,1,0,0,1,0,0,0,18,.118,.118,.147,.265,-33,5,0,0,2,0,0,1
5,Juan Acevedo,31,TOT,56,4,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,154,2,0,0,1,0,0,1
6,Juan Acevedo,31,COL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
7,Juan Acevedo,31,FLA,20,4,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,154,2,0,0,1,0,0,1
8,Terry Adams,28,LAD,41,48,39,2,2,1,0,0,1,0,0,3,19,.051,.116,.077,.193,-46,3,0,0,5,1,0,1
9,Benny Agbayani,29,NYM,91,339,296,28,82,14,2,6,27,4,5,36,73,.277,.364,.399,.763,102,118,11,5,1,1,0,7/H
10,Kurt Ainsworth,22,SFG,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
11,Cory Aldridge*,22,ATL,8,5,5,1,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H987
12,Antonio Alfonseca,29,FLA,54,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
13,Edgardo Alfonzo,27,NYM,124,519,457,64,111,22,0,17,49,5,0,51,62,.243,.322,.403,.725,90,184,7,5,1,5,0,*4/H
14,Armando Almanza*,28,FLA,49,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
15,Moisés Alou,34,HOU,136,581,513,79,170,31,1,27,108,5,1,57,57,.331,.396,.554,.949,137,284,18,3,0,8,14,*9/DH
16,Brian Anderson#,29,ARI,31,37,37,1,5,1,1,0,2,0,0,0,9,.135,.135,.216,.351,-14,8,2,0,0,0,0,1/H
17,Jimmy Anderson*,25,PIT,32,69,59,2,7,1,0,0,3,0,0,4,15,.119,.175,.136,.310,-19,8,1,0,6,0,0,1
