Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Cristhian Adames#,24,COL,121,256,225,25,49,7,3,2,17,2,3,24,47,.218,.304,.302,.607,53,68,5,4,3,0,0,H645
2,Matt Adams*,27,STL,118,327,297,37,74,18,0,16,54,0,1,25,81,.249,.309,.471,.780,106,140,5,2,0,3,1,3H
3,Tim Adleman,28,CIN,12,23,21,2,4,2,0,0,3,0,0,0,11,.190,.190,.286,.476,24,6,0,0,2,0,0,1
4,Ehire Adrianza#,26,SFG,40,71,63,3,16,2,0,2,7,0,1,2,13,.254,.299,.381,.679,83,24,0,2,4,0,0,H6/45
5,Nick Ahmed,26,ARI,90,308,284,26,62,9,1,4,20,5,2,15,58,.218,.265,.299,.564,46,85,9,4,2,3,3,6/H
6,Jorge Alfaro,23,PHI,6,17,16,0,2,0,0,0,0,0,0,1,8,.125,.176,.125,.301,-17,2,0,0,0,0,1,/2H
7,Albert Almora,22,CHC,47,117,112,14,31,9,1,3,14,0,0,5,20,.277,.308,.455,.763,99,51,5,0,0,0,0,8H/79
8,Aaron Altherr,25,PHI,57,227,198,23,39,6,0,4,22,7,2,23,69,.197,.300,.288,.587,59,57,4,6,0,0,2,978/H
9,Dario Álvarez*,27,ATL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
10,Alexi Amarista*,27,SDP,65,150,140,9,36,2,0,0,11,9,2,8,26,.257,.295,.271,.567,57,38,5,0,1,1,2,4H6/5791
11,Brett Anderson*,28,LAD,4,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
12,Chase Anderson,28,MIL,28,52,45,3,4,0,0,0,1,0,0,1,27,.089,.128,.089,.217,-41,4,0,1,5,0,0,1
13,Tyler Anderson*,26,COL,20,42,35,1,4,0,0,1,3,0,0,4,11,.114,.205,.200,.405,3,7,0,0,3,0,0,1/H
14,Robert Andino,32,MIA,13,24,24,2,7,0,0,0,1,0,0,0,4,.292,.292,.292,.583,62,7,0,0,0,0,0,/H4756
15,Elvis Araújo*,24,PHI,31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
16,Orlando Arcia,21,MIL,55,216,201,21,44,10,3,4,17,8,0,15,47,.219,.273,.358,.631,66,72,6,0,0,0,0,6/H
17,Oswaldo Arcia*,25,TOT,16,47,45,2,5,1,0,2,4,0,0,2,15,.111,.149,.267,.416,10,12,0,0,0,0,0,9/H
18,Oswaldo Arcia*,25,MIA,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H
19,Oswaldo Arcia*,25,SDP,14,45,43,2,5,1,0,2,4,0,0,2,14,.116,.156,.279,.435,15,12,0,0,0,0,0,9/H
20,Nolan Arenado,25,COL,160,696,618,116,182,35,6,41,133,2,3,68,103,.294,.362,.570,.932,129,352,17,2,0,8,10,*5
21,Jake Arrieta,30,CHC,27,70,65,7,17,2,1,2,7,0,0,4,28,.262,.304,.415,.720,89,27,1,0,1,0,0,1
22,Cody Asche*,26,PHI,71,218,197,22,42,15,0,4,18,3,1,18,54,.213,.284,.350,.635,69,69,1,2,0,1,0,7H
23,Alec Asher,24,PHI,5,11,11,0,1,0,0,0,2,0,0,0,6,.091,.091,.091,.182,-51,1,0,0,0,0,0,/1
24,Carlos Asuaje*,24,SDP,7,25,24,2,5,2,0,0,2,0,0,1,4,.208,.240,.292,.532,44,7,0,0,0,0,0,/4H
25,Luis Avilán*,26,LAD,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Erick Aybar#,32,ATL,97,368,335,27,81,14,2,2,26,3,5,20,59,.242,.293,.313,.607,64,105,14,6,3,4,5,6/H4
27,Javier Báez,23,CHC,142,450,421,50,115,19,1,14,59,12,3,15,108,.273,.314,.423,.737,94,178,8,11,1,2,3,546H/37
28,Pedro Báez,28,LAD,67,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
29,Andrew Bailey,32,PHI,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
30,Homer Bailey,30,CIN,6,11,10,0,1,0,0,0,0,0,0,1,1,.100,.182,.100,.282,-22,1,1,0,0,0,0,/1
31,Austin Barnes,26,LAD,21,37,32,3,5,1,0,0,2,0,0,5,9,.156,.270,.188,.458,28,6,0,0,0,0,0,/2H45
32,Brandon Barnes,30,COL,48,109,100,10,22,6,2,0,8,1,2,3,30,.220,.250,.320,.570,42,32,0,1,5,0,0,78H/9
33,Jacob Barnes,26,MIL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
34,Tucker Barnhart*,25,CIN,115,420,377,34,97,23,1,7,51,1,0,36,72,.257,.323,.379,.702,86,143,12,2,2,3,8,2/H
35,Kyle Barraclough,26,MIA,72,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
36,Jake Barrett,24,ARI,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
37,Antonio Bastardo,30,TOT,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
38,Antonio Bastardo,30,NYM,40,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
39,Antonio Bastardo,30,PIT,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
40,Buddy Baumann*,28,SDP,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
41,Gordon Beckham,29,TOT,88,279,245,25,52,16,1,5,31,1,0,26,52,.212,.294,.347,.641,72,85,12,4,0,4,1,4H56
42,Gordon Beckham,29,ATL,85,273,240,25,52,16,1,5,30,1,0,26,50,.217,.300,.354,.655,76,85,12,4,0,3,1,4H56
43,Gordon Beckham,29,SFG,3,6,5,0,0,0,0,0,1,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,1,0,/5
44,Matt Belisle,36,WSN,38,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
45,Josh Bell#,23,PIT,45,152,128,18,35,8,0,3,19,0,1,21,19,.273,.368,.406,.775,108,52,4,0,0,3,0,39H
46,Brandon Belt*,28,SFG,156,655,542,77,149,41,8,17,82,0,4,104,148,.275,.394,.474,.868,135,257,7,5,0,4,4,*3/H7
47,Christian Bergman,28,COL,15,3,3,1,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,69,1,0,0,0,0,0,1
48,Christian Bethancourt,24,SDP,73,204,193,20,44,9,0,6,25,1,2,10,56,.228,.265,.368,.633,70,71,9,0,0,1,0,2H/79D14
49,Chad Bettis,27,COL,28,58,49,2,2,0,0,0,2,0,0,4,21,.041,.113,.041,.154,-59,2,1,0,5,0,0,1
50,Ty Blach,25,SFG,4,4,4,1,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,174,2,0,0,0,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Charlie Blackmon*,29,COL,143,641,578,111,187,35,5,29,82,17,9,43,102,.324,.381,.552,.933,130,319,2,13,3,4,4,*8/H
52,Aaron Blair,24,ATL,15,23,21,0,1,0,0,0,0,0,0,0,9,.048,.048,.048,.095,-74,1,0,0,2,0,0,1
53,Andrés Blanco#,32,PHI,90,209,190,26,48,15,1,4,21,2,3,11,41,.253,.316,.405,.721,92,77,7,7,0,1,0,H5436/7
54,Grégor Blanco*,32,SFG,106,274,241,28,54,10,4,1,18,6,3,29,51,.224,.309,.311,.620,70,75,5,1,1,1,4,H978
55,Joe Blanton,35,LAD,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
56,Jabari Blash,26,SDP,38,84,71,7,12,2,0,3,5,1,0,11,34,.169,.298,.324,.622,70,23,3,2,0,0,0,9H/7
57,Michael Blazek,27,MIL,40,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H
58,Jerry Blevins*,32,NYM,69,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
59,Mike Bolsinger,28,LAD,5,9,9,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
60,Emilio Bonifácio#,31,ATL,24,43,38,6,8,0,0,0,3,1,0,3,12,.211,.268,.211,.479,32,8,0,0,2,0,0,H7/8
61,Wilfredo Boscán,26,PIT,5,3,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,80,1,0,0,0,0,0,/1
62,Justin Bour*,28,MIA,90,321,280,35,74,12,1,15,51,0,0,38,56,.264,.349,.475,.824,124,133,8,0,0,3,9,3/HD
63,Peter Bourjos,29,PHI,123,383,355,40,89,20,7,5,23,6,4,17,91,.251,.292,.389,.681,81,138,6,4,6,1,2,*98/H
64,Michael Bourn*,33,ARI,89,358,329,43,86,12,6,3,30,13,5,22,83,.261,.307,.362,.669,73,119,3,0,6,1,0,8/79H
65,Matt Bowman,25,STL,57,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
66,Blaine Boyer,34,MIL,57,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
67,Silvino Bracho,23,ARI,25,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
68,Archie Bradley,23,ARI,25,48,43,2,3,0,0,0,4,0,0,0,28,.070,.068,.070,.138,-64,3,0,0,4,1,0,1
69,Jed Bradley*,26,ATL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
70,Steven Brault*,24,PIT,8,9,8,1,2,0,0,0,0,0,0,0,0,.250,.250,.250,.500,35,2,0,0,1,0,0,/1
71,Ryan Braun,32,MIL,135,564,511,80,156,23,3,30,91,16,5,46,98,.305,.365,.538,.903,135,275,20,4,0,3,10,*7/HD9
72,Craig Breslow*,35,MIA,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
73,Austin Brice,24,MIA,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
74,Reid Brignac#,30,ATL,13,29,29,3,6,2,0,0,1,0,0,0,8,.207,.207,.276,.483,29,8,0,0,0,0,0,/H54
75,Sócrates Brito*,23,ARI,40,97,95,10,17,3,1,4,12,2,0,2,23,.179,.196,.358,.554,39,34,3,0,0,0,0,89/7H
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
76,Mike Broadway,29,SFG,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,/1
77,Trevor Brown,24,SFG,75,184,173,17,41,7,0,5,19,0,1,10,39,.237,.283,.364,.647,74,63,2,1,0,0,0,2H/D5
78,Jonathan Broxton,32,STL,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
79,Keon Broxton,26,MIL,75,244,207,28,50,10,1,9,19,23,4,36,88,.242,.354,.430,.784,107,89,2,0,1,0,0,8H
80,Jay Bruce*,29,TOT,147,589,539,74,135,27,6,33,99,4,2,44,126,.250,.309,.506,.815,113,273,14,3,0,3,7,*9/HD8
81,Jay Bruce*,29,CIN,97,402,370,60,98,22,6,25,80,4,2,27,83,.265,.316,.559,.875,126,207,11,2,0,3,3,9/8DH
82,Jay Bruce*,29,NYM,50,187,169,14,37,5,0,8,19,0,0,17,43,.219,.294,.391,.685,84,66,3,1,0,0,4,9/HD
83,Kris Bryant,24,CHC,155,699,603,121,176,35,3,39,102,8,5,75,154,.292,.385,.554,.939,146,334,3,18,0,3,5,579/38D6
84,Jake Buchanan,26,CHC,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
85,Ryan Buchter*,29,SDP,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
86,Madison Bumgarner,26,SFG,35,97,86,8,16,6,0,3,9,0,0,10,43,.186,.268,.360,.629,69,31,1,0,0,1,0,1/H
87,Enrique Burgos,25,ARI,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
88,Sean Burnett*,33,WSN,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
89,Emmanuel Burriss#,31,PHI,39,50,45,3,5,1,1,0,0,1,0,2,10,.111,.184,.178,.361,-2,8,1,2,1,0,0,H/4763D
90,Matt Buschmann,32,ARI,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
91,Eddie Butler,25,COL,16,19,15,0,1,0,0,0,0,0,0,0,2,.067,.067,.067,.133,-66,1,0,0,4,0,0,1
92,Asdrúbal Cabrera#,30,NYM,141,568,521,65,146,30,1,23,62,5,1,38,103,.280,.336,.474,.810,117,247,14,7,0,2,3,*6/H
93,Mauricio Cabrera,22,ATL,38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
94,Ramón Cabrera#,26,CIN,61,185,171,11,42,10,0,3,23,1,1,8,30,.246,.279,.357,.635,68,61,5,1,2,3,1,2H
95,Trevor Cahill,28,CHC,49,11,8,1,1,0,0,0,1,0,0,1,4,.125,.222,.125,.347,-4,1,0,0,2,0,0,1/H
96,Matt Cain,31,SFG,20,28,27,1,2,1,0,1,5,0,0,0,17,.074,.074,.222,.296,-24,6,0,0,1,0,0,1
97,Arquimedes Caminero,29,PIT,37,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
98,Eric Campbell,29,NYM,40,88,75,9,13,1,0,1,9,1,0,10,24,.173,.284,.227,.511,42,17,2,2,0,1,1,3H/574
99,Leonel Campos,28,SDP,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
100,Vicente Campos,23,ARI,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
101,Jeimer Candelario#,22,CHC,5,14,11,0,1,0,0,0,0,0,0,2,5,.091,.286,.091,.377,7,1,0,1,0,0,1,/5H
102,Chris Capuano*,37,MIL,16,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
103,Matt Carasiti,24,COL,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
104,Stephen Cardullo,28,COL,27,59,56,5,12,3,1,2,6,0,0,3,12,.214,.254,.411,.665,63,23,2,0,0,0,0,3H/97
105,Matt Carpenter*,30,STL,129,566,473,81,128,36,6,21,68,0,4,81,108,.271,.380,.505,.885,136,239,4,5,3,4,6,534/HD
106,Chris Carter,29,MIL,160,644,549,84,122,27,1,41,94,3,1,76,206,.222,.321,.499,.821,113,274,18,9,0,10,1,*3/HD
107,Andrew Cashner,29,TOT,25,40,34,3,6,0,0,0,1,0,0,3,13,.176,.243,.176,.420,18,6,0,0,3,0,0,1
108,Andrew Cashner,29,SDP,14,22,18,2,3,0,0,0,1,0,0,2,6,.167,.250,.167,.417,17,3,0,0,2,0,0,1
109,Andrew Cashner,29,MIA,11,18,16,1,3,0,0,0,0,0,0,1,7,.188,.235,.188,.423,19,3,0,0,1,0,0,1
110,Santiago Casilla,35,SFG,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
111,Welington Castillo,29,ARI,113,457,416,41,110,24,0,14,68,2,0,33,121,.264,.322,.423,.745,91,176,5,4,0,4,3,2/HD
112,Daniel Castro,23,ATL,47,139,130,8,26,1,0,0,7,1,1,7,24,.200,.241,.208,.449,23,27,4,0,2,0,1,64/5H
113,Miguel Castro,21,COL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
114,Gavin Cecchini,22,NYM,4,7,6,2,2,2,0,0,2,0,0,0,2,.333,.429,.667,1.095,192,4,0,1,0,0,0,/H6
115,Francisco Cervelli,30,PIT,101,393,326,42,86,14,1,1,33,6,2,56,72,.264,.377,.322,.699,91,105,14,6,0,5,1,2/H3D
116,Hunter Cervenka*,26,TOT,63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
117,Hunter Cervenka*,26,ATL,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
118,Hunter Cervenka*,26,MIA,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
119,Yoenis Céspedes,30,NYM,132,543,479,72,134,25,1,31,86,3,1,51,108,.280,.354,.530,.884,136,254,14,7,0,6,8,*78/HD
120,Jhoulys Chacín,28,ATL,4,8,8,0,2,0,0,0,1,0,0,0,1,.250,.250,.250,.500,36,2,0,0,0,0,0,/1
121,Andrew Chafin,26,ARI,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
122,Aroldis Chapman*,28,CHC,26,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
123,Tyler Chatwood,26,COL,27,58,53,3,10,0,1,0,4,0,0,2,14,.189,.218,.226,.445,12,12,1,0,3,0,0,1
124,Jesse Chavez,32,LAD,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
125,Wei-Yin Chen,30,MIA,21,49,44,0,0,0,0,0,0,0,0,0,18,.000,.000,.000,.000,-100,0,2,0,5,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
126,Tony Cingrani*,26,CIN,62,1,0,1,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,1
127,Paul Clemens,28,TOT,17,23,21,1,0,0,0,0,0,0,0,1,11,.000,.045,.000,.045,-86,0,1,0,1,0,0,1
