Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
22,Michael Aubrey*,27,BAL,31,95,90,12,26,7,0,4,14,0,0,5,10,.289,.326,.500,.826,113,45,2,0,0,0,0,3/HD
23,Alex Avila*,22,DET,29,72,61,9,17,4,0,5,14,0,0,10,18,.279,.375,.590,.965,148,36,0,0,0,1,0,2/H
24,Mike Aviles,28,KCR,36,127,120,10,22,3,1,1,8,1,0,4,26,.183,.208,.250,.458,22,30,3,0,2,1,0,6/5HD
25,Luis Ayala,31,MIN,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Erick Aybar#,25,LAA,137,556,504,70,157,23,9,5,58,14,7,30,54,.312,.353,.423,.776,104,213,9,5,12,5,1,*6/H
27,Willy Aybar#,26,TBR,105,336,296,38,75,12,0,12,41,1,0,34,54,.253,.331,.416,.747,97,123,4,2,1,3,2,34HD5
28,Danys Báez,31,BAL,3,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,428,1,0,0,0,0,0,1
29,Andrew Bailey,25,OAK,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
30,Jeff Bailey,30,BOS,26,91,77,14,16,3,2,3,9,0,0,10,21,.208,.330,.416,.745,91,32,5,4,0,0,0,3/H79
31,Scott Baker,27,MIN,2,6,6,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
32,Rocco Baldelli,27,BOS,62,164,150,23,38,4,1,7,23,1,0,11,37,.253,.311,.433,.744,90,65,6,2,0,1,0,9H/8D75
33,John Bale*,35,KCR,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
34,Wladimir Balentien,24,SEA,56,170,155,18,33,10,0,4,13,1,0,13,43,.213,.271,.355,.625,67,55,2,0,0,2,1,7H/9D
35,Grant Balfour,31,TBR,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
36,Brian Bannister,28,KCR,2,5,5,0,1,0,0,0,1,0,0,0,2,.200,.200,.200,.400,7,1,1,0,0,0,0,1
37,Rod Barajas,33,TOR,125,460,429,43,97,19,0,19,71,1,0,20,76,.226,.258,.403,.661,71,173,4,1,3,7,2,*2/H
38,Daniel Bard,24,BOS,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
39,Josh Barfield,26,CLE,17,20,20,5,8,1,0,0,2,0,1,0,7,.400,.400,.450,.850,129,9,0,0,0,0,0,H/4D7
40,Michael Barrett,32,TOR,7,19,18,3,3,0,0,1,2,0,0,1,5,.167,.211,.333,.544,40,6,0,0,0,0,1,/2
41,Jason Bartlett,29,TBR,137,567,500,90,160,29,7,14,66,30,7,54,89,.320,.389,.490,.879,132,245,5,5,4,4,2,*6/D
42,Daric Barton*,23,OAK,54,192,160,31,43,12,1,3,24,0,2,26,25,.269,.372,.413,.784,108,66,1,2,1,3,0,3/H
43,Brian Bass,27,BAL,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
44,Aaron Bates,25,BOS,5,12,11,2,4,2,0,0,2,0,0,1,4,.364,.417,.545,.962,146,6,0,0,0,0,0,/3H
45,Miguel Batista,38,SEA,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
46,José Bautista,28,TOR,113,404,336,54,79,13,3,13,40,4,0,56,85,.235,.349,.408,.757,99,137,9,4,6,2,1,795H/8D
47,Jason Bay,30,BOS,151,638,531,103,142,29,3,36,119,13,3,94,162,.267,.384,.537,.921,134,285,9,9,0,4,4,*7/D
48,Josh Beckett,29,BOS,2,5,5,1,1,0,0,1,1,0,0,0,3,.200,.200,.800,1.000,141,4,0,0,0,0,0,1
49,Gordon Beckham,22,CHW,103,430,378,58,102,28,1,14,63,7,4,41,65,.270,.347,.460,.808,106,174,10,6,1,4,0,5/H
50,Adrián Beltré,30,SEA,111,477,449,54,119,27,0,8,44,13,2,19,74,.265,.304,.379,.683,83,170,19,7,0,2,1,*5/D
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Jeff Bennett,29,TBR,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
52,Brad Bergesen*,23,BAL,2,7,5,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,6,1,0,0,2,0,0,1
53,Jason Berken,25,BAL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
54,Ángel Berroa,31,NYY,21,24,22,6,3,1,0,0,1,0,0,0,6,.136,.174,.182,.356,-8,4,1,1,1,0,0,5/HD
55,Rafael Betancourt,34,CLE,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
56,Yuniesky Betancourt,27,TOT,134,508,470,40,115,20,6,6,49,3,3,21,44,.245,.274,.351,.625,66,165,17,0,11,6,0,*6/H
57,Yuniesky Betancourt,27,SEA,63,245,224,15,56,10,1,2,22,3,1,10,18,.250,.278,.330,.609,64,74,9,0,8,3,0,6/H
58,Yuniesky Betancourt,27,KCR,71,263,246,25,59,10,5,4,27,0,2,11,26,.240,.269,.370,.639,68,91,8,0,3,3,0,6
59,Wilson Betemit#,27,CHW,20,50,45,2,9,5,0,0,3,0,0,5,13,.200,.280,.311,.591,53,14,2,0,0,0,0,/H35D
60,Nick Blackburn,27,MIN,1,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
61,Hank Blalock*,28,TEX,123,495,462,62,108,21,4,25,66,2,0,26,108,.234,.277,.459,.736,86,212,6,3,0,4,2,3D/H5
62,Willie Bloomquist,31,KCR,125,468,434,52,115,11,8,4,29,25,6,27,73,.265,.308,.355,.663,77,154,7,1,4,2,1,968H4/735D
63,Brandon Boggs#,26,TEX,9,18,17,0,1,1,0,0,0,0,0,1,8,.059,.111,.118,.229,-41,2,0,0,0,0,0,/87H
64,Julio Borbon*,23,TEX,46,179,157,30,49,4,0,4,20,19,4,15,28,.312,.376,.414,.790,105,65,3,1,6,0,0,D7/H8
65,Dallas Braden*,25,OAK,2,4,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
66,Michael Brantley*,22,CLE,28,121,112,10,35,4,0,0,11,4,4,8,19,.313,.358,.348,.707,92,39,3,0,1,0,0,8/7H
67,Russell Branyan*,33,SEA,116,505,431,64,108,21,1,31,76,2,0,58,149,.251,.347,.520,.867,130,224,6,9,1,6,6,*3
68,Craig Breslow*,28,TOT,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
69,Craig Breslow*,28,OAK,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
70,Reid Brignac#,23,TBR,31,93,90,10,25,8,2,1,6,2,2,3,20,.278,.301,.444,.746,95,40,1,0,0,0,0,6/H4
71,Dusty Brown,27,BOS,6,4,3,1,1,0,0,1,1,0,0,1,0,.333,.500,1.333,1.833,350,4,0,0,0,0,0,/21
72,Brian Bruney,27,NYY,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
73,Clay Buchholz*,24,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H
74,John Buck,28,KCR,59,202,186,16,46,12,4,8,36,1,1,13,55,.247,.299,.484,.782,104,90,2,1,1,1,0,2D/H
75,Travis Buck*,25,OAK,36,115,105,11,23,3,0,3,10,1,1,10,20,.219,.287,.333,.620,64,35,0,0,0,0,0,9/H7
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
76,Ryan Budde,29,LAA,3,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2DH
77,Mark Buehrle*,30,CHW,2,5,4,1,1,0,0,1,1,0,0,0,1,.250,.250,1.000,1.250,201,4,0,0,1,0,0,1
78,Jason Bulger,30,LAA,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
79,Jamie Burke,37,SEA,13,43,41,1,5,0,0,1,1,0,0,2,13,.122,.163,.195,.358,-4,8,2,0,0,0,0,2/3
80,A.J. Burnett,32,NYY,2,5,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,4,1,0,0,0,0,0,1
81,Pat Burrell,32,TBR,122,476,412,45,91,16,1,14,64,2,0,57,119,.221,.315,.367,.682,81,151,6,2,0,5,2,*D/H79
82,Brian Buscher*,28,MIN,61,164,136,14,32,3,1,2,12,0,0,24,35,.235,.360,.316,.676,82,43,3,3,0,1,0,5H3/D
83,Billy Butler,23,KCR,159,672,608,78,183,51,1,21,93,1,0,58,103,.301,.362,.492,.853,125,299,20,2,0,4,3,*3D/H
84,Marlon Byrd,31,TEX,146,599,547,66,155,43,2,20,89,8,4,32,98,.283,.329,.479,.808,106,262,11,10,0,10,2,*87/9H
85,Asdrúbal Cabrera#,23,CLE,131,581,523,81,161,42,4,6,68,17,4,44,89,.308,.361,.438,.799,114,229,13,1,10,3,1,64/H
86,Melky Cabrera#,24,NYY,154,540,485,66,133,28,1,13,68,10,2,43,59,.274,.336,.416,.752,93,202,15,4,4,4,4,*897/HD
87,Miguel Cabrera,26,DET,160,685,611,96,198,34,0,34,103,6,2,68,107,.324,.396,.547,.942,144,334,22,5,0,1,14,*3/DH
88,Orlando Cabrera,34,TOT,160,708,656,83,186,36,3,9,77,13,4,36,71,.284,.316,.389,.705,86,255,22,0,6,10,1,*6/H
89,Orlando Cabrera,34,OAK,101,448,414,41,116,23,0,4,41,11,4,25,39,.280,.318,.365,.683,81,151,13,0,5,4,1,6
90,Orlando Cabrera,34,MIN,59,260,242,42,70,13,3,5,36,2,0,11,32,.289,.313,.430,.742,95,104,9,0,1,6,0,6/H
91,Trevor Cahill,21,OAK,1,2,2,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,167,1,0,0,0,0,0,1
92,Alberto Callaspo#,26,KCR,155,634,576,79,173,41,8,11,73,2,1,52,51,.300,.356,.457,.813,115,263,15,1,0,5,4,*45/H6
93,Shawn Camp,33,TOR,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
94,Robinson Canó*,26,NYY,161,674,637,103,204,48,2,25,85,5,7,30,63,.320,.352,.520,.871,121,331,22,3,0,4,2,*4/H
95,Jesse Carlson*,28,TOR,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
96,Mike Carp*,23,SEA,21,65,54,7,17,3,1,1,5,0,0,8,10,.315,.415,.463,.878,138,25,1,2,0,1,0,3/H
97,D.J. Carrasco,32,CHW,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
98,Jamey Carroll,35,CLE,93,358,315,53,87,10,2,2,26,4,2,36,63,.276,.355,.340,.695,89,107,8,3,3,1,0,45H/97D
99,Matt Carson,27,OAK,10,22,21,1,6,0,0,1,5,0,0,0,7,.286,.273,.429,.701,83,9,0,0,0,1,0,/9D7H
100,Chris Carter*,26,BOS,4,6,5,0,0,0,0,0,1,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,1,0,/H9
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
101,Kevin Cash,31,NYY,10,28,26,1,6,2,0,0,3,0,0,0,5,.231,.250,.308,.558,43,8,1,1,0,1,0,2
102,Alexi Casilla#,24,MIN,80,256,228,25,46,7,3,0,17,11,0,22,36,.202,.280,.259,.538,45,59,6,3,2,1,0,4H/D6
103,Santiago Casilla,28,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
104,Ramón Castro,33,CHW,31,84,76,8,14,3,0,4,12,0,0,8,23,.184,.262,.382,.643,63,29,1,0,0,0,0,2/HD
105,Brett Cecil,22,TOR,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
106,Ronny Cedeño,26,SEA,59,206,186,15,31,4,2,5,17,3,2,10,50,.167,.213,.290,.504,35,54,6,1,9,0,1,64/7H5
107,Francisco Cervelli,23,NYY,42,101,94,13,28,4,0,1,11,0,3,2,11,.298,.309,.372,.682,75,35,1,0,4,1,0,2/H
108,Joba Chamberlain,23,NYY,1,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
109,Endy Chávez*,31,SEA,54,182,161,17,44,3,1,2,13,9,1,14,22,.273,.328,.342,.669,82,55,4,0,5,2,1,7/H8D9
110,Eric Chavez*,31,OAK,8,31,30,0,3,1,0,0,1,0,0,1,7,.100,.129,.133,.262,-30,4,0,0,0,0,0,/5
111,Raúl Chávez,36,TOR,51,168,159,10,41,8,0,2,15,1,1,6,23,.258,.285,.346,.631,65,55,4,0,3,0,0,2/H
112,Bruce Chen*,32,KCR,1,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,438,1,0,0,0,0,0,1
113,Randy Choate*,33,TBR,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
114,Shin-Soo Choo*,26,CLE,156,685,583,87,175,38,6,20,86,21,2,78,151,.300,.394,.489,.883,136,285,9,17,0,7,5,*97D/H8
115,Phil Coke*,26,NYY,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
116,Román Colón,29,KCR,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
117,José Contreras,37,CHW,2,6,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
118,Roy Corcoran,29,SEA,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
119,Lance Cormier,28,TBR,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
120,Jesse Crain,27,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
121,Carl Crawford*,27,TBR,156,672,606,96,185,28,8,15,68,60,16,51,99,.305,.364,.452,.816,116,274,7,8,2,5,1,*7/HD
122,Joe Crede,31,MIN,90,367,333,42,75,16,1,15,48,0,0,29,56,.225,.289,.414,.703,84,138,6,2,0,3,1,5/DH
123,Coco Crisp#,29,KCR,49,215,180,30,41,8,5,3,14,13,2,29,23,.228,.336,.378,.714,91,68,4,1,4,1,1,8
124,Bobby Crosby,29,OAK,97,272,238,35,53,10,2,6,29,2,1,24,44,.223,.295,.357,.652,72,85,7,2,4,4,0,35H/64D9
125,Trevor Crowe#,25,CLE,68,202,183,22,43,9,3,1,17,6,0,11,39,.235,.278,.333,.611,64,61,7,1,4,3,0,78/H9D
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
126,Juan Cruz,30,KCR,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
127,Nelson Cruz,28,TEX,128,515,462,75,120,21,1,33,76,20,4,49,118,.260,.332,.524,.856,117,242,9,2,0,2,6,*9/DH7
128,Michael Cuddyer,30,MIN,153,650,588,93,162,34,7,32,94,6,1,54,118,.276,.342,.520,.862,125,306,22,6,0,2,3,*93/8DH4
129,Aaron Cunningham,23,OAK,23,57,53,6,8,2,0,1,6,0,0,3,16,.151,.211,.245,.456,21,13,3,1,0,0,0,9/7H
130,Jack Cust*,30,OAK,149,612,513,88,123,16,0,25,70,4,1,93,185,.240,.356,.417,.773,105,214,7,2,0,4,5,D9/H
131,Johnny Damon*,35,NYY,143,626,550,107,155,36,3,24,82,12,0,71,98,.282,.365,.489,.854,118,269,9,2,2,1,1,*7/HD
132,John Danks*,24,CHW,1,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
133,Kyle Davies,25,KCR,1,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
134,Chris Davis*,23,TEX,113,419,391,48,93,15,1,21,59,0,0,24,150,.238,.284,.442,.726,85,173,6,2,0,2,2,35/DH
135,Rajai Davis,28,OAK,125,432,390,65,119,27,5,3,48,41,12,29,70,.305,.360,.423,.784,108,165,12,7,2,4,0,*8H/9D
136,David DeJesus*,29,KCR,144,627,558,74,157,28,9,13,71,4,9,51,87,.281,.347,.434,.781,107,242,10,8,5,5,0,*7/89H
137,Manny Delcarmen,27,BOS,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
138,David Dellucci*,35,TOT,22,74,65,5,12,4,0,0,3,0,0,5,19,.185,.270,.246,.516,40,16,3,3,0,1,1,D/7H
139,David Dellucci*,35,CLE,14,45,40,3,11,3,0,0,1,0,0,2,12,.275,.333,.350,.683,85,14,1,2,0,1,1,D/H7
140,David Dellucci*,35,TOR,8,29,25,2,1,1,0,0,2,0,0,3,7,.040,.172,.080,.252,-30,2,2,1,0,0,0,/7D
141,Chris Denorfia,28,OAK,4,2,2,1,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8D7H9
142,Mark DeRosa,34,CLE,71,314,278,47,75,13,0,13,50,1,1,29,63,.270,.342,.457,.799,113,127,6,3,1,3,1,57/93DH
143,R.A. Dickey,34,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
144,Joe Dillon,33,TBR,15,35,30,4,9,0,0,1,2,0,0,3,4,.300,.400,.400,.800,114,12,1,2,0,0,0,/DH54
145,Brent Dlugach,26,DET,5,3,3,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/56DH
146,Freddy Dolsi,26,DET,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
147,Octavio Dotel,35,CHW,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
148,Scott Downs*,33,TOR,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
149,J.D. Drew*,33,BOS,137,539,452,84,126,30,4,24,68,2,6,82,109,.279,.392,.522,.914,134,236,6,3,1,1,5,*9/HD
150,Shelley Duncan,29,NYY,11,15,15,1,3,0,0,0,1,0,0,0,5,.200,.200,.200,.400,4,3,1,0,0,0,0,/9HD
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
151,Jermaine Dye,35,CHW,141,574,503,78,126,19,1,27,81,0,2,64,108,.250,.340,.453,.793,102,228,15,5,0,2,2,*9/DH
152,Mark Ellis,32,OAK,105,410,377,52,99,23,0,10,61,10,3,23,54,.263,.305,.403,.708,86,152,10,2,3,5,1,4
153,Jacoby Ellsbury*,25,BOS,153,693,624,94,188,27,10,8,60,70,12,49,74,.301,.355,.415,.770,98,259,13,6,6,6,3,*8/H
154,Edwin Encarnación,26,TOR,42,173,154,25,37,5,1,8,23,1,0,13,29,.240,.306,.442,.748,94,68,2,3,0,3,0,5
155,Terry Evans,27,LAA,11,7,7,2,2,0,0,0,1,0,0,0,2,.286,.286,.286,.571,52,2,0,0,0,0,0,/9HD78
156,Adam Everett,32,DET,118,390,345,43,82,21,0,3,44,5,2,22,61,.238,.288,.325,.613,61,112,9,4,15,4,0,*6/HD
157,Tommy Everidge,26,OAK,24,97,85,13,19,6,0,2,7,0,0,8,17,.224,.302,.365,.667,76,31,6,2,1,1,1,3/DH
158,Kyle Farnsworth,33,KCR,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
159,Scott Feldman*,26,TEX,3,8,5,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,3,0,0,1
160,Josh Fields,26,CHW,79,268,239,29,53,5,2,7,30,2,3,25,76,.222,.301,.347,.648,67,83,5,2,2,0,0,53H/D
161,Alfredo Fígaro,24,DET,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
162,Chone Figgins#,31,LAA,158,729,615,114,183,30,7,5,54,42,17,101,114,.298,.395,.393,.789,110,242,8,1,8,4,0,*5/4D7
163,Jeff Fiorentino*,26,BAL,24,75,64,8,18,1,0,0,8,2,0,8,16,.281,.351,.297,.648,73,19,1,0,1,2,0,8/7H9
164,Tyler Flowers,23,CHW,10,20,16,3,3,1,0,0,0,0,0,3,8,.188,.350,.250,.600,59,4,1,1,0,0,0,/2DH
165,Gavin Floyd,26,CHW,1,3,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
166,Ben Francisco,27,CLE,89,355,308,48,77,21,1,10,33,13,3,33,59,.250,.336,.422,.758,103,130,11,8,4,2,0,789/HD
167,Frank Francisco,29,TEX,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
168,Jason Frasor,31,TOR,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
169,Ryan Freel,33,TOT,27,71,60,10,13,2,0,0,4,0,0,9,16,.217,.319,.250,.569,54,15,0,0,0,0,0,9/H7845
170,Ryan Freel,33,BAL,9,20,15,2,2,0,0,0,1,0,0,5,4,.133,.350,.133,.483,35,2,0,0,0,0,0,/745H9
171,Ryan Freel,33,KCR,18,51,45,8,11,2,0,0,3,0,0,4,12,.244,.306,.289,.595,60,13,0,0,0,0,0,9/H847
172,Brian Fuentes*,33,LAA,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
173,Armando Galarraga,27,DET,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
174,Nomar Garciaparra,35,OAK,65,169,160,17,45,8,0,3,16,2,0,8,28,.281,.314,.388,.701,85,62,4,0,0,1,1,HD3/5
175,Brett Gardner*,25,NYY,108,284,248,48,67,6,6,3,23,26,5,26,40,.270,.345,.379,.724,87,94,3,3,6,1,0,8H/D
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
176,Ryan Garko,28,CLE,78,273,239,29,68,10,0,11,39,0,0,20,40,.285,.362,.464,.826,120,111,6,10,2,2,1,3DH/79
177,Matt Garza,25,TBR,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
178,Joey Gathright*,28,BOS,17,17,16,7,5,0,0,0,0,1,0,1,2,.313,.353,.313,.665,74,5,2,0,0,0,0,/H78D9
179,Chad Gaudin,26,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
180,Craig Gentry,25,TEX,11,19,17,4,2,1,0,0,1,0,0,2,5,.118,.211,.176,.387,2,3,0,0,0,0,0,/8H9D
181,Esteban Germán,31,TEX,19,50,46,9,14,4,0,0,4,1,0,4,7,.304,.360,.391,.751,95,18,0,0,0,0,0,5/4H37
182,Chris Getz*,25,CHW,107,415,375,49,98,18,4,2,31,25,2,30,54,.261,.324,.347,.670,73,130,4,6,1,3,1,4/H
183,Jason Giambi*,38,OAK,83,328,269,39,52,13,0,11,40,0,0,50,72,.193,.332,.364,.697,85,98,6,7,0,2,1,3D/H
184,Chris Gimenez,26,CLE,45,130,111,12,16,2,0,3,7,1,1,17,36,.144,.256,.243,.499,36,27,3,0,1,1,0,37/29H
