Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Juan Acevedo,30,MIL,3,7,.300,3.81,62,0,18,0,0,0,82.2,77,38,35,11,31,9,51,1,2,3,347,120,4.79,1.306,8.4,1.2,3.4,5.6,1.65
2,Terry Adams,27,LAD,6,9,.400,3.52,66,0,18,0,0,2,84.1,80,42,33,6,39,0,56,0,0,5,369,123,4.12,1.411,8.5,0.6,4.2,6.0,1.44
3,Rick Aguilera,38,CHC,1,2,.333,4.91,54,0,44,0,0,29,47.2,47,28,26,11,18,2,38,4,0,1,210,93,5.92,1.364,8.9,2.1,3.4,7.2,2.11
4,Scott Aldred*,32,PHI,1,3,.250,5.75,23,0,5,0,0,0,20.1,23,14,13,3,10,0,21,1,0,1,95,83,4.61,1.623,10.2,1.3,4.4,9.3,2.10
5,Antonio Alfonseca,28,FLA,5,6,.455,4.24,68,0,62,0,0,45,70.0,82,35,33,7,24,3,47,1,2,0,311,104,4.16,1.514,10.5,0.9,3.1,6.0,1.96
6,Armando Almanza*,27,FLA,4,2,.667,4.86,67,0,8,0,0,0,46.1,38,27,25,3,43,6,46,2,0,1,216,91,4.90,1.748,7.4,0.6,8.4,8.9,1.07
7,Carlos Almánzar,26,SDP,4,5,.444,4.39,62,0,11,0,0,0,69.2,73,35,34,12,25,2,56,4,0,2,308,98,5.01,1.407,9.4,1.6,3.2,7.2,2.24
8,Brian Anderson*,28,ARI,11,7,.611,4.05,33,32,0,2,0,0,213.1,226,101,96,38,39,7,104,3,4,1,876,118,5.07,1.242,9.5,1.6,1.6,4.4,2.67
9,Jimmy Anderson*,24,PIT,5,11,.313,5.25,27,26,0,1,0,0,144.0,169,94,84,13,58,2,73,7,0,6,648,89,4.65,1.576,10.6,0.8,3.6,4.6,1.26
10,Rick Ankiel*,20,STL,11,7,.611,3.50,31,30,0,0,0,0,175.0,137,80,68,21,90,2,194,6,2,12,735,134,4.12,1.297,7.0,1.1,4.6,10.0,2.16
11,Tony Armas,22,MON,7,9,.438,4.36,17,17,0,0,0,0,95.0,74,49,46,10,50,2,59,3,0,3,403,111,4.93,1.305,7.0,0.9,4.7,5.6,1.18
12,Jamie Arnold,26,TOT,0,3,.000,6.18,14,4,5,0,0,1,39.1,38,31,27,1,24,0,16,4,0,2,181,74,4.79,1.576,8.7,0.2,5.5,3.7,0.67
13,Jamie Arnold,26,LAD,0,0,,4.05,2,0,2,0,0,0,6.2,4,3,3,0,5,0,3,1,0,1,30,112,4.93,1.350,5.4,0.0,6.8,4.1,0.60
14,Jamie Arnold,26,CHC,0,3,.000,6.61,12,4,3,0,0,1,32.2,34,28,24,1,19,0,13,3,0,1,151,69,4.76,1.622,9.4,0.3,5.2,3.6,0.68
15,Rolando Arrojo,34,COL,5,9,.357,6.04,19,19,0,0,0,0,101.1,120,77,68,14,46,6,80,12,2,1,470,96,5.07,1.638,10.7,1.2,4.1,7.1,1.74
16,Bronson Arroyo,23,PIT,2,6,.250,6.40,20,12,1,0,0,0,71.2,88,61,51,10,36,6,50,4,1,3,338,73,5.23,1.730,11.1,1.3,4.5,6.3,1.39
17,Andy Ashby,32,TOT,12,13,.480,4.92,31,31,0,3,1,0,199.1,216,124,109,29,61,9,106,6,1,6,867,95,4.97,1.390,9.8,1.3,2.8,4.8,1.74
18,Andy Ashby,32,PHI,4,7,.364,5.68,16,16,0,1,0,0,101.1,113,75,64,17,38,5,51,5,0,4,455,83,5.58,1.490,10.0,1.5,3.4,4.5,1.34
