Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Jose Acevedo,24,CIN,4,2,.667,7.23,6,5,0,0,0,0,23.2,28,21,19,8,12,0,14,2,0,1,112,60,7.95,1.690,10.6,3.0,4.6,5.3,1.17
2,Terry Adams,29,PHI,7,9,.438,4.35,46,19,10,0,0,0,136.2,132,76,66,9,58,5,96,3,0,8,590,89,3.75,1.390,8.7,0.6,3.8,6.3,1.66
3,Kurt Ainsworth,23,SFG,1,2,.333,2.10,6,4,0,0,0,0,25.2,22,7,6,1,12,0,15,1,0,1,108,187,3.82,1.325,7.7,0.4,4.2,5.3,1.25
4,Antonio Alfonseca,30,CHC,2,5,.286,4.00,66,0,55,0,0,19,74.1,73,34,33,5,36,3,61,3,0,1,330,101,3.77,1.466,8.8,0.6,4.4,7.4,1.69
5,Armando Almanza*,29,FLA,3,2,.600,4.34,51,0,10,0,0,2,45.2,36,22,22,8,23,1,57,0,1,2,190,93,4.25,1.292,7.1,1.6,4.5,11.2,2.48
6,Carlos Almánzar,28,CIN,0,1,.000,2.31,8,1,4,0,0,0,11.2,6,4,3,0,5,1,7,0,0,1,45,191,3.05,0.943,4.6,0.0,3.9,5.4,1.40
7,Victor Álvarez*,25,LAD,0,1,.000,4.35,4,1,1,0,0,0,10.1,9,5,5,1,2,0,7,0,0,0,40,90,3.45,1.065,7.8,0.9,1.7,6.1,3.50
8,Brian Anderson*,30,ARI,6,11,.353,4.79,35,24,1,0,0,0,156.0,174,86,83,23,32,3,81,1,5,2,659,95,4.47,1.321,10.0,1.3,1.8,4.7,2.53
9,Jimmy Anderson*,26,PIT,8,13,.381,5.44,28,25,1,1,0,0,140.2,167,91,85,20,63,5,47,5,0,4,636,78,5.59,1.635,10.7,1.3,4.0,3.0,0.75
10,Tony Armas,24,MON,12,12,.500,4.44,29,29,0,0,0,0,164.1,149,87,81,22,78,12,131,7,2,14,705,96,4.66,1.381,8.2,1.2,4.3,7.2,1.68
11,Bronson Arroyo,25,PIT,2,1,.667,4.00,9,4,1,0,0,0,27.0,30,14,12,1,15,3,22,0,0,0,123,107,3.48,1.667,10.0,0.3,5.0,7.3,1.47
12,Andy Ashby,34,LAD,9,13,.409,3.91,30,30,0,0,0,0,181.2,179,85,79,20,65,3,107,8,0,2,771,97,4.42,1.343,8.9,1.0,3.2,5.3,1.65
13,Pedro Astacio,33,NYM,12,11,.522,4.79,31,31,0,3,1,0,191.2,192,106,102,32,63,5,152,16,2,1,828,83,4.78,1.330,9.0,1.5,3.0,7.1,2.41
14,Manny Aybar,30,SFG,1,0,1.000,2.51,15,0,4,0,0,0,14.1,16,6,4,1,3,2,11,1,1,0,63,158,3.17,1.326,10.0,0.6,1.9,6.9,3.67
15,Mike Bacsik*,24,NYM,3,2,.600,4.37,11,9,1,1,0,0,55.2,63,29,27,8,19,3,30,4,0,0,247,92,4.99,1.473,10.2,1.3,3.1,4.9,1.58
16,Miguel Batista,31,ARI,8,9,.471,4.29,36,29,2,1,0,0,184.2,172,99,88,12,70,3,112,6,2,9,790,106,3.83,1.310,8.4,0.6,3.4,5.5,1.60
17,Josh Beckett,22,FLA,6,7,.462,4.10,23,21,0,0,0,0,107.2,93,56,49,13,44,2,113,1,0,5,454,98,3.69,1.272,7.8,1.1,3.7,9.4,2.57
18,Joe Beimel*,25,PIT,2,5,.286,4.64,53,8,8,0,0,0,85.1,88,49,44,9,45,12,53,4,0,2,389,92,4.81,1.559,9.3,0.9,4.7,5.6,1.18
19,Kevin Beirne,28,LAD,2,0,1.000,3.41,12,3,5,0,0,0,29.0,26,11,11,4,17,2,17,2,0,4,127,112,5.55,1.483,8.1,1.2,5.3,5.3,1.00
20,Francis Beltrán,22,CHC,0,0,,7.50,11,0,4,0,0,0,12.0,14,11,10,2,16,1,11,0,0,2,65,55,7.30,2.500,10.5,1.5,12.0,8.3,0.69
21,Alan Benes,30,CHC,2,2,.500,4.35,7,7,0,0,0,0,39.1,42,22,19,3,12,1,32,0,0,2,167,94,3.24,1.373,9.6,0.7,2.7,7.3,2.67
22,Andy Benes,34,STL,5,4,.556,2.78,18,17,0,1,0,0,97.0,80,39,30,10,51,3,64,5,0,0,417,144,4.71,1.351,7.4,0.9,4.7,5.9,1.25
23,Armando Benítez,29,NYM,1,0,1.000,2.27,62,0,52,0,0,33,67.1,46,20,17,8,25,0,79,3,0,1,275,177,3.41,1.054,6.1,1.1,3.3,10.6,3.16
24,Kris Benson,27,PIT,9,6,.600,4.70,25,25,0,0,0,0,130.1,152,76,68,18,50,8,79,3,1,3,576,91,4.77,1.550,10.5,1.2,3.5,5.5,1.58
25,Jason Bere,31,CHC,1,10,.091,5.67,16,16,0,0,0,0,85.2,98,63,54,13,28,1,65,3,0,5,379,71,4.50,1.471,10.3,1.4,2.9,6.8,2.32
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Brian Boehringer,33,PIT,4,4,.500,3.39,70,0,20,0,0,1,79.2,65,30,30,5,33,6,65,2,0,1,328,126,3.46,1.230,7.3,0.6,3.7,7.3,1.97
27,Jung Bong*,21,ATL,0,1,.000,7.50,1,1,0,0,0,0,6.0,8,5,5,0,2,0,4,0,0,0,27,59,2.63,1.667,12.0,0.0,3.0,6.0,2.00
28,Pedro Borbón*,34,HOU,3,2,.600,5.50,56,0,3,0,0,1,37.2,41,24,23,7,19,5,39,2,0,0,172,79,4.98,1.593,9.8,1.7,4.5,9.3,2.05
29,Toby Borland,33,FLA,1,0,1.000,5.27,15,0,3,0,0,0,13.2,14,8,8,3,5,0,11,3,0,2,62,78,5.96,1.390,9.2,2.0,3.3,7.2,2.20
30,Joe Borowski,31,CHC,4,4,.500,2.73,73,0,25,0,0,2,95.2,84,31,29,10,29,6,97,1,0,1,391,148,3.23,1.181,7.9,0.9,2.7,9.1,3.34
31,Ricky Bottalico,32,PHI,0,3,.000,4.61,30,0,6,0,0,0,27.1,33,16,14,3,13,2,24,2,0,2,128,85,4.28,1.683,10.9,1.0,4.3,7.9,1.85
32,Jason Boyd,29,SDP,1,0,1.000,7.94,23,0,6,0,0,0,28.1,33,29,25,6,15,1,18,0,0,3,131,48,6.03,1.694,10.5,1.9,4.8,5.7,1.20
33,Troy Brohawn*,29,SFG,0,1,.000,6.35,11,0,2,0,0,0,5.2,5,4,4,1,1,0,3,2,0,0,25,65,5.79,1.059,7.9,1.6,1.6,4.8,3.00
34,Jim Brower,29,TOT,3,2,.600,4.37,52,0,23,0,0,0,80.1,77,40,39,7,32,2,57,4,0,1,344,98,4.02,1.357,8.6,0.8,3.6,6.4,1.78
35,Jim Brower,29,CIN,2,0,1.000,3.89,22,0,11,0,0,0,39.1,38,18,17,2,10,1,24,0,0,0,158,111,3.17,1.220,8.7,0.5,2.3,5.5,2.40
36,Jim Brower,29,MON,1,2,.333,4.83,30,0,12,0,0,0,41.0,39,22,22,5,22,1,33,4,0,1,186,89,4.84,1.488,8.6,1.1,4.8,7.2,1.50
37,Kevin Brown,37,LAD,3,4,.429,4.81,17,10,0,0,0,0,63.2,68,36,34,9,23,1,58,5,0,2,278,79,4.30,1.429,9.6,1.3,3.3,8.2,2.52
38,Mike Buddie,31,MIL,1,2,.333,4.54,25,0,6,0,0,0,39.2,46,23,20,5,21,7,28,1,0,3,185,91,4.85,1.689,10.4,1.1,4.8,6.4,1.33
39,A.J. Burnett,25,FLA,12,9,.571,3.30,31,29,0,7,5,0,204.1,153,84,75,12,90,5,203,9,0,14,844,121,3.19,1.189,6.7,0.5,4.0,8.9,2.26
40,Mike Bynum*,24,SDP,1,0,1.000,5.27,14,3,3,0,0,0,27.1,33,16,16,3,15,2,17,3,0,2,130,72,5.12,1.756,10.9,1.0,4.9,5.6,1.13
