Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Bobby Abreu*,29,PHI,158,695,577,99,173,35,1,20,101,22,9,109,126,.300,.409,.468,.877,136,270,13,2,0,7,13,*9
2,Jose Acevedo,25,CIN,5,11,9,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,2,0,0,/1
3,Terry Adams,30,PHI,63,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
4,Kurt Ainsworth,24,SFG,12,26,22,0,1,0,0,0,0,0,0,0,7,.045,.045,.045,.091,-76,1,0,0,4,0,0,1/H
5,Antonio Alfonseca,31,CHC,54,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
6,Edgardo Alfonzo,29,SFG,142,586,514,56,133,25,2,13,81,5,2,58,41,.259,.334,.391,.726,90,201,14,4,3,7,4,*5/4H
7,Chad Allen,28,FLA,12,25,24,2,5,1,1,0,0,0,0,0,5,.208,.240,.333,.573,49,8,1,1,0,0,0,/7H98D
8,Luke Allen*,24,COL,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,/H
9,Armando Almanza*,30,FLA,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
10,Edwin Almonte,26,NYM,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
11,Héctor Almonte,27,MON,28,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
12,Roberto Alomar#,35,NYM,73,302,263,34,69,17,1,2,22,6,0,29,40,.262,.336,.357,.693,84,94,8,2,4,4,2,4/H
13,Moisés Alou,36,CHC,151,638,565,83,158,35,1,22,91,3,1,63,67,.280,.357,.462,.819,111,261,16,7,0,3,7,*7/DH
14,Juan Alvarez*,29,FLA,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
15,Victor Álvarez*,26,LAD,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
16,Wilson Álvarez*,33,LAD,20,31,29,1,5,0,0,0,0,0,0,1,9,.172,.200,.172,.372,1,5,2,0,1,0,0,1
17,Jason Anderson*,24,NYM,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
18,Jimmy Anderson*,27,CIN,8,13,9,1,1,0,0,0,0,0,0,2,4,.111,.273,.111,.384,8,1,0,0,2,0,0,/1
19,Tony Armas,25,MON,5,10,10,0,2,0,0,0,0,0,0,0,2,.200,.200,.200,.400,3,2,0,0,0,0,0,/1
20,Andy Ashby,35,LAD,20,17,14,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,-100,0,0,0,3,0,0,1
21,Pedro Astacio,34,NYM,7,14,11,1,1,0,0,0,0,0,0,0,2,.091,.091,.091,.182,-52,1,0,0,3,0,0,/1
22,Garrett Atkins,23,COL,25,73,69,6,11,2,0,0,4,0,0,3,14,.159,.205,.188,.394,-2,13,1,1,0,0,0,5/H
23,Rich Aurilia,31,SFG,129,545,505,65,140,26,1,13,58,2,2,36,82,.277,.325,.410,.735,91,207,18,1,0,3,0,*6/HD
24,Brad Ausmus,34,HOU,143,509,450,43,103,12,2,4,47,5,3,46,66,.229,.303,.291,.594,55,131,8,4,4,5,1,*2/H
25,Jeff Austin,26,CIN,7,10,8,0,1,0,0,0,0,0,0,0,5,.125,.125,.125,.250,-33,1,0,0,2,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Luis Ayala,25,MON,62,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
27,Manny Aybar,31,SFG,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
28,Mike Bacsik*,25,NYM,4,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
29,Carlos Baerga#,34,ARI,105,231,207,31,71,13,0,4,39,1,1,18,20,.343,.396,.464,.859,117,96,6,2,1,3,1,H34/D5
30,Jeff Bagwell,35,HOU,160,702,605,109,168,28,2,39,100,11,4,88,119,.278,.373,.524,.897,128,317,25,6,0,3,3,*3/H
31,Paul Bako*,31,CHC,70,213,188,19,43,13,3,0,17,0,1,22,47,.229,.311,.330,.641,67,62,2,1,1,1,3,2/H
32,John Bale*,29,CIN,10,17,17,0,2,0,0,0,0,0,0,0,8,.118,.118,.118,.235,-37,2,0,0,0,0,0,1
33,Brian Banks#,32,FLA,92,180,149,14,35,6,2,4,23,2,1,25,38,.235,.348,.383,.731,93,57,4,2,2,2,1,H739/D
34,Rod Barajas,27,ARI,80,239,220,19,48,15,0,3,28,0,0,14,43,.218,.265,.327,.592,49,72,6,1,1,3,7,2/H
35,Clint Barmes,24,COL,12,28,25,2,8,2,0,0,2,0,0,0,10,.320,.357,.400,.757,87,10,0,2,0,1,0,6/H
36,Larry Barnes*,28,LAD,30,39,38,2,8,2,0,0,2,0,0,1,9,.211,.231,.263,.494,32,10,0,0,0,0,0,H/37D
37,Michael Barrett,26,MON,70,252,226,33,47,9,2,10,30,0,0,21,37,.208,.280,.398,.678,71,90,6,2,2,1,7,2/H
38,Miguel Batista,32,ARI,34,62,57,3,4,1,0,0,0,0,0,1,33,.070,.086,.088,.174,-56,5,2,0,4,0,0,1
39,Danny Bautista,31,ARI,88,314,284,29,78,16,3,4,36,3,2,21,50,.275,.330,.394,.724,83,112,7,4,2,3,2,98H/7
40,Jason Bay,24,TOT,30,107,87,15,25,7,1,4,14,3,1,19,29,.287,.421,.529,.949,145,46,0,1,0,0,0,7/8H9
41,Jason Bay,24,SDP,3,10,8,2,2,1,0,1,2,0,0,1,1,.250,.400,.750,1.150,203,6,0,1,0,0,0,/8
42,Jason Bay,24,PIT,27,97,79,13,23,6,1,3,12,3,1,18,28,.291,.423,.506,.929,140,40,0,0,0,0,0,7/8H9
43,Rod Beck,34,SDP,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
44,Josh Beckett,23,FLA,24,52,46,3,7,2,0,0,3,0,0,1,14,.152,.170,.196,.366,-4,9,1,0,5,0,0,1
45,Joe Beimel*,26,PIT,67,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/H
46,Matt Belisle,23,CIN,6,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
47,David Bell,30,PHI,85,348,297,32,58,14,0,4,37,0,0,41,40,.195,.296,.283,.579,57,84,7,4,0,6,1,5/4
48,Jay Bell,37,NYM,72,142,116,11,21,1,0,0,3,0,0,22,38,.181,.319,.190,.509,39,22,4,2,1,1,1,H4536/D
49,Mark Bellhorn#,28,TOT,99,307,249,27,55,10,1,2,26,5,6,50,78,.221,.353,.293,.646,67,73,3,3,1,4,1,5H4/6893
50,Mark Bellhorn#,28,CHC,51,173,139,15,29,7,1,2,22,3,3,29,46,.209,.341,.317,.658,73,44,2,1,0,4,1,5H
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Mark Bellhorn#,28,COL,48,134,110,12,26,3,0,0,4,2,3,21,32,.236,.368,.264,.632,60,29,1,2,1,0,0,4H5/6893
52,Ronnie Belliard,28,COL,116,505,447,73,124,31,2,8,50,7,2,49,71,.277,.351,.409,.760,87,183,7,2,6,1,0,*4/H
53,Adrián Beltré,24,LAD,158,608,559,50,134,30,2,23,80,2,2,37,103,.240,.290,.424,.714,88,237,13,5,1,6,4,*5/H6
54,Marvin Benard*,32,SFG,46,77,71,5,14,3,1,0,4,1,0,4,9,.197,.237,.268,.504,32,19,3,0,1,1,0,H7/9
55,Alan Benes,31,CHC,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
56,Armando Benítez,30,NYM,43,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
57,Gary Bennett,31,SDP,96,338,307,26,73,15,0,2,42,3,0,24,48,.238,.296,.306,.602,64,94,8,2,3,2,3,2/H
58,Kris Benson,28,PIT,17,37,30,2,0,0,0,0,0,0,0,1,11,.000,.032,.000,.032,-91,0,1,0,6,0,0,1
59,Lance Berkman#,27,HOU,153,658,538,110,155,35,6,25,93,5,3,107,108,.288,.412,.515,.927,138,277,10,9,1,3,13,*7/8
60,Adam Bernero,26,COL,31,2,2,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
61,Rocky Biddle,27,MON,71,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
62,Craig Biggio,37,HOU,153,717,628,102,166,44,2,15,62,8,4,57,116,.264,.350,.412,.763,96,259,4,27,3,2,3,*8/H
63,Henry Blanco,31,ATL,55,166,151,11,30,8,0,1,13,0,0,10,21,.199,.252,.272,.523,36,41,3,1,3,1,2,2/H
64,Nate Bland*,28,HOU,19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
65,Geoff Blum#,30,HOU,123,449,420,51,110,19,0,10,52,0,0,20,50,.262,.295,.379,.674,72,159,15,2,2,5,1,54H6/379
66,Brian Boehringer#,34,PIT,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
67,Barry Bonds*,38,SFG,130,550,390,111,133,22,1,45,90,7,0,148,58,.341,.529,.749,1.278,231,292,7,10,0,2,61,*7/DH
68,Jung Bong*,22,ATL,42,7,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-51,0,0,0,1,0,0,1/H
69,Aaron Boone,30,CIN,106,447,403,61,110,19,3,18,65,15,3,35,74,.273,.339,.469,.808,113,189,6,5,3,0,2,54/6H
70,Pedro Borbón,35,STL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
71,Toby Borland,34,FLA,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
72,Joe Borowski,32,CHC,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
73,Ricky Bottalico*,33,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
74,Darren Bragg*,33,ATL,104,181,162,21,39,5,1,0,9,2,1,13,38,.241,.305,.284,.589,55,46,1,2,4,0,1,H978
75,Russell Branyan*,27,CIN,74,205,176,22,38,12,0,9,26,0,0,27,69,.216,.322,.438,.759,100,77,1,1,0,1,0,H573/D
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
76,Troy Brohawn*,30,LAD,12,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,440,1,0,0,0,0,0,1
77,Jim Brower,30,SFG,48,19,17,2,3,0,0,0,1,0,0,0,5,.176,.222,.176,.399,7,3,0,1,1,0,0,1
78,Kevin Brown,38,LAD,30,70,63,4,10,3,0,0,2,0,0,0,28,.159,.156,.206,.363,-4,13,1,0,6,1,0,1
79,Eric Bruntlett,25,HOU,31,56,54,3,14,3,0,1,4,0,0,0,10,.259,.255,.370,.625,59,20,1,0,1,1,0,H6/4587
80,Brian Buchanan,29,SDP,115,229,198,29,52,10,2,8,29,6,2,24,51,.263,.346,.455,.801,116,90,8,3,0,3,1,H937/D
81,Mark Budzinski*,29,CIN,4,7,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H8
82,Kirk Bullinger,33,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
83,Nate Bump*,26,FLA,31,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
84,Dave Burba,36,MIL,16,11,10,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,1,0,1,0,0,1
