Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Fernando Abad*,35,BAL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
2,Albert Abreu,25,NYY,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
3,Bryan Abreu,24,HOU,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
4,José Abreu,34,CHW,152,659,566,86,148,30,2,30,117,1,0,61,143,.261,.351,.481,.831,124,272,28,22,0,10,3,*3D/5
5,Willy Adames,25,TBR,41,142,132,16,26,6,1,5,15,1,2,10,51,.197,.254,.371,.625,74,49,1,0,0,0,0,6/H
6,Riley Adams,25,TOR,12,30,28,2,3,2,0,0,0,0,0,2,12,.107,.167,.179,.345,-6,5,1,0,0,0,0,2/H
7,Jo Adell,22,LAA,35,140,130,17,32,5,2,4,26,2,1,8,32,.246,.295,.408,.703,89,53,3,1,1,0,0,79
8,Keegan Akin*,26,BAL,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
9,Hanser Alberto,28,KCR,103,255,241,25,65,20,3,2,24,3,1,4,26,.270,.291,.402,.693,86,97,1,4,4,2,0,54H6D/1
10,Jorge Alcalá,25,MIN,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
11,Tyler Alexander,26,DET,4,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
12,Kolby Allard*,23,TEX,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
13,Austin Allen*,27,OAK,4,8,8,2,2,0,0,1,1,0,0,0,3,.250,.250,.625,.875,134,5,0,0,0,0,0,/2HD
14,Greg Allen#,28,NYY,15,48,37,9,10,4,1,0,2,5,0,5,13,.270,.417,.432,.849,136,16,0,5,0,1,0,/978H
15,Logan Allen,24,CLE,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
16,José Altuve,31,HOU,146,678,601,117,167,32,1,31,83,5,3,66,91,.278,.350,.489,.839,127,294,9,4,1,6,3,*4/HD
17,Yordan Álvarez*,24,HOU,144,598,537,92,149,35,1,33,104,1,0,50,145,.277,.346,.531,.877,136,285,16,8,0,3,3,D7/H
18,Trey Amburgey,26,NYY,2,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,1,0,0,0,0,/9
19,Tim Anderson,28,CHW,123,551,527,94,163,29,2,17,61,18,7,22,119,.309,.338,.469,.806,118,247,5,1,0,1,1,*6
