Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
11,Kolby Allard*,23,TEX,3,12,.200,5.41,32,17,3,0,0,0,124.2,128,80,75,29,31,0,104,4,0,4,534,82,5.37,1.275,9.2,2.1,2.2,7.5,3.35
12,Logan Allen*,24,CLE,2,7,.222,6.26,14,11,1,0,0,0,50.1,58,39,35,12,17,0,37,4,0,4,222,69,6.05,1.490,10.4,2.1,3.0,6.6,2.18
13,Nick Allgeyer*,25,TOR,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.17,0.000,0.0,0.0,0.0,0.0,
14,Drew Anderson,27,TEX,1,1,.500,3.27,9,1,3,0,0,0,22.0,20,8,8,1,6,0,9,1,0,1,91,137,3.90,1.182,8.2,0.4,2.5,3.7,1.50
15,Nick Anderson,30,TBR,0,1,.000,4.50,6,0,2,0,0,1,6.0,4,3,3,2,2,0,1,0,0,0,24,95,8.17,1.000,6.0,3.0,3.0,1.5,0.50
16,Shaun Anderson,26,TOT,0,0,,9.16,11,0,5,0,0,0,18.2,30,27,19,4,10,0,15,2,0,3,102,49,6.28,2.143,14.5,1.9,4.8,7.2,1.50
17,Shaun Anderson,26,MIN,0,0,,9.35,4,0,0,0,0,0,8.2,13,12,9,1,5,0,8,1,0,0,47,47,4.90,2.077,13.5,1.0,5.2,8.3,1.60
18,Shaun Anderson,26,BAL,0,0,,9.00,7,0,5,0,0,0,10.0,17,15,10,3,5,0,7,1,0,3,55,51,7.47,2.200,15.3,2.7,4.5,6.3,1.40
19,Tyler Anderson*,31,SEA,2,3,.400,4.81,13,13,0,0,0,0,63.2,71,35,34,11,13,2,48,0,1,1,273,86,4.52,1.319,10.0,1.6,1.8,6.8,3.69
20,Matt Andriese,31,TOT,2,3,.400,5.21,34,0,13,0,0,1,48.1,65,35,28,7,13,0,50,4,1,0,222,88,4.04,1.614,12.1,1.3,2.4,9.3,3.85
21,Matt Andriese,31,BOS,2,3,.400,6.03,26,0,7,0,0,1,37.1,55,29,25,7,11,0,38,3,1,0,177,78,4.70,1.768,13.3,1.7,2.7,9.2,3.45
22,Matt Andriese,31,SEA,0,0,,2.45,8,0,6,0,0,0,11.0,10,6,3,0,2,0,12,1,0,0,45,173,1.81,1.091,8.2,0.0,1.6,9.8,6.00
23,Jonathan Araúz,22,BOS,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,0,0,0,0,0,0,5,69,3.17,2.000,18.0,0.0,0.0,0.0,
24,Chris Archer,32,TBR,1,1,.500,4.66,6,5,0,0,0,0,19.1,18,11,10,3,8,0,21,0,0,1,83,88,4.26,1.345,8.4,1.4,3.7,9.8,2.63
25,Kohei Arihara,28,TEX,2,4,.333,6.64,10,10,0,0,0,0,40.2,45,31,30,11,13,0,24,4,0,1,178,67,6.76,1.426,10.0,2.4,2.9,5.3,1.85
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Shawn Armstrong,30,TOT,1,0,1.000,6.75,31,0,11,0,0,0,36.0,39,28,27,10,15,0,44,2,0,0,165,64,5.75,1.500,9.8,2.5,3.8,11.0,2.93
27,Shawn Armstrong,30,BAL,0,0,,8.55,20,0,8,0,0,0,20.0,28,20,19,5,10,0,22,1,0,0,100,53,5.87,1.900,12.6,2.3,4.5,9.9,2.20
28,Shawn Armstrong,30,TBR,1,0,1.000,4.50,11,0,3,0,0,0,16.0,11,8,8,5,5,0,22,1,0,0,65,92,5.61,1.000,6.2,2.8,2.8,12.4,4.40
29,Christian Arroyo,26,BOS,0,0,,0.00,1,0,1,0,0,0,1.0,1,2,0,1,1,0,0,0,0,0,5,,19.17,2.000,9.0,9.0,9.0,0.0,0.00
30,Willians Astudillo,29,MIN,0,0,,2.25,4,0,4,0,0,0,4.0,1,1,1,1,2,0,0,0,0,0,16,205,7.92,0.750,2.3,2.3,4.5,0.0,0.00
31,Pedro Báez,33,HOU,0,0,,2.08,4,0,3,0,0,0,4.1,2,1,1,1,1,0,5,0,0,1,15,223,4.55,0.692,4.2,2.1,2.1,10.4,5.00
32,Bryan Baker,26,TOR,0,0,,0.00,1,0,0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,2,4,,1.17,1.000,9.0,0.0,0.0,9.0,
33,Joe Barlow,25,TEX,0,2,.000,1.55,31,0,18,0,0,11,29.0,12,9,5,2,12,0,27,0,0,1,111,288,3.45,0.828,3.7,0.6,3.7,8.4,2.25
34,Scott Barlow,28,KCR,5,3,.625,2.42,71,0,28,0,0,16,74.1,61,20,20,4,28,2,91,2,0,4,306,188,2.63,1.197,7.4,0.5,3.4,11.0,3.25
35,Charlie Barnes*,25,MIN,0,3,.000,5.92,9,8,1,0,0,0,38.0,46,27,25,4,16,0,20,4,0,0,175,72,5.06,1.632,10.9,0.9,3.8,4.7,1.25
36,Jacob Barnes,31,TOR,0,1,.000,6.30,10,0,1,0,0,0,10.0,12,7,7,1,6,0,15,1,0,0,49,73,3.57,1.800,10.8,0.9,5.4,13.5,2.50
37,Matt Barnes,31,BOS,6,5,.545,3.79,60,0,44,0,0,24,54.2,41,25,23,8,20,2,84,2,0,3,222,124,3.21,1.116,6.8,1.3,3.3,13.8,4.20
38,Kyle Barraclough,31,MIN,2,0,1.000,5.54,10,0,2,0,0,0,13.0,12,8,8,4,8,0,18,2,0,0,60,79,6.71,1.538,8.3,2.8,5.5,12.5,2.25
39,Manny Barreda,32,BAL,1,0,1.000,13.50,3,0,2,0,0,0,2.2,4,4,4,2,2,0,2,0,0,0,14,37,13.67,2.250,13.5,6.8,6.8,6.8,1.00
40,Jaime Barría,24,LAA,2,4,.333,4.61,13,11,0,0,0,0,56.2,70,29,29,8,19,0,35,2,0,0,250,97,4.88,1.571,11.1,1.3,3.0,5.6,1.84
41,Chris Bassitt,32,OAK,12,4,.750,3.15,27,27,0,1,1,0,157.1,127,55,55,15,39,1,159,11,1,5,637,131,3.34,1.055,7.3,0.9,2.2,9.1,4.08
42,Mike Baumann,25,BAL,1,1,.500,9.90,4,0,0,0,0,0,10.0,13,12,11,2,6,0,5,1,0,0,50,47,6.87,1.900,11.7,1.8,5.4,4.5,0.83
43,Shane Baz,22,TBR,2,0,1.000,2.03,3,3,0,0,0,0,13.1,6,3,3,3,3,0,18,0,0,1,49,204,4.07,0.675,4.1,2.0,2.0,12.2,6.00
44,Eduard Bazardo,25,BOS,0,0,,0.00,2,0,1,0,0,0,3.0,1,0,0,0,2,0,3,0,0,0,12,,3.17,1.000,3.0,0.0,6.0,9.0,1.50
45,Jeremy Beasley,25,TOR,0,1,.000,7.71,8,0,6,0,0,0,9.1,7,9,8,3,9,2,13,2,0,2,47,60,8.10,1.714,6.8,2.9,8.7,12.5,1.44
46,Cam Bedrosian,29,OAK,0,0,,2.00,9,0,4,0,0,0,9.0,9,2,2,2,4,0,8,0,0,0,38,214,5.61,1.444,9.0,2.0,4.0,8.0,2.00
47,Anthony Bemboom,31,LAA,0,0,,18.00,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,7,33,16.17,3.000,27.0,9.0,0.0,0.0,
48,Wes Benjamin*,27,TEX,0,2,.000,8.74,13,2,4,0,0,0,22.2,29,23,22,6,17,0,19,0,0,1,112,51,7.18,2.029,11.5,2.4,6.8,7.5,1.12
49,Travis Bergen*,27,TOR,2,0,1.000,1.69,10,1,2,0,0,0,10.2,5,2,2,1,8,0,6,2,0,0,46,273,6.08,1.219,4.2,0.8,6.8,5.1,0.75
50,José Berríos,27,TOT,12,9,.571,3.52,32,32,0,1,0,0,192.0,159,83,75,22,45,0,204,15,0,3,781,123,3.47,1.063,7.5,1.0,2.1,9.6,4.53
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
51,José Berríos,27,MIN,7,5,.583,3.48,20,20,0,1,0,0,121.2,95,53,47,14,32,0,126,8,0,3,490,122,3.58,1.044,7.0,1.0,2.4,9.3,3.94
52,José Berríos,27,TOR,5,4,.556,3.58,12,12,0,0,0,0,70.1,64,30,28,8,13,0,78,7,0,0,291,125,3.28,1.095,8.2,1.0,1.7,10.0,6.00
53,Shane Bieber,26,CLE,7,4,.636,3.17,16,16,0,0,0,0,96.2,84,36,34,11,33,0,134,4,0,5,405,136,3.03,1.210,7.8,1.0,3.1,12.5,4.06
54,Brandon Bielak,25,HOU,3,4,.429,4.50,28,2,6,0,0,1,50.0,48,29,25,5,21,0,46,3,0,4,218,96,4.07,1.380,8.6,0.9,3.8,8.3,2.19
55,Paul Blackburn,27,OAK,1,4,.200,5.87,9,9,0,0,0,0,38.1,52,26,25,8,10,0,26,2,0,1,175,71,5.47,1.617,12.2,1.9,2.3,6.1,2.60
56,Scott Blewett,25,KCR,0,0,,1.80,3,0,2,0,0,0,5.0,3,1,1,0,5,0,4,0,0,0,21,269,4.57,1.600,5.4,0.0,9.0,7.2,0.80
57,Ronald Bolaños,24,KCR,0,0,,1.42,3,0,0,0,0,0,6.1,4,1,1,0,2,0,10,0,0,0,25,337,0.96,0.947,5.7,0.0,2.8,14.2,5.00
58,Ryan Borucki*,27,TOR,3,1,.750,4.94,24,0,6,0,0,0,23.2,18,14,13,5,11,0,21,1,0,2,98,91,5.66,1.225,6.8,1.9,4.2,8.0,1.91
59,Matthew Boyd*,30,DET,3,8,.273,3.89,15,15,0,0,0,0,78.2,77,37,34,9,23,0,67,7,0,4,337,109,4.10,1.271,8.8,1.0,2.6,7.7,2.91
60,Ryan Brasier,33,BOS,1,1,.500,1.50,13,0,2,0,0,0,12.0,12,5,2,2,4,0,9,0,0,0,50,320,4.84,1.333,9.0,1.5,3.0,6.8,2.25
61,Brandon Brennan,29,BOS,0,0,,0.00,1,0,0,0,0,0,3.0,3,0,0,0,2,0,1,0,0,0,11,,4.50,1.667,9.0,0.0,6.0,3.0,0.50
62,Jake Brentz*,26,KCR,5,2,.714,3.66,72,0,10,0,0,2,64.0,45,32,26,7,37,1,76,6,2,8,278,125,4.23,1.281,6.3,1.0,5.2,10.7,2.05
63,Colten Brewer,28,BOS,0,0,,36.00,1,0,0,0,0,0,1.0,4,4,4,0,3,0,1,0,0,0,9,17,10.17,7.000,36.0,0.0,27.0,9.0,0.33
64,Austin Brice,29,BOS,0,0,,6.59,13,0,4,0,0,0,13.2,14,10,10,2,7,0,12,4,0,0,64,73,5.73,1.537,9.2,1.3,4.6,7.9,1.71
65,Zack Britton*,33,NYY,0,1,.000,5.89,22,0,4,0,0,1,18.1,17,14,12,2,14,0,16,2,0,2,82,74,5.46,1.691,8.3,1.0,6.9,7.9,1.14
66,Kris Bubic*,23,KCR,6,7,.462,4.43,29,20,3,0,0,0,130.0,121,67,64,22,59,0,114,7,1,0,556,103,5.14,1.385,8.4,1.5,4.1,7.9,1.93
67,Aaron Bummer*,27,CHW,5,5,.500,3.51,62,0,6,0,0,2,56.1,42,28,22,3,29,3,75,4,0,5,242,125,2.96,1.260,6.7,0.5,4.6,12.0,2.59
68,Dylan Bundy,28,LAA,2,9,.182,6.06,23,19,1,0,0,0,90.2,89,64,61,20,34,0,84,6,0,1,397,74,5.51,1.357,8.8,2.0,3.4,8.3,2.47
69,Zack Burdi,26,TOT,0,0,,5.40,7,0,2,0,0,0,10.0,13,7,6,3,5,0,7,2,0,0,49,87,7.77,1.800,11.7,2.7,4.5,6.3,1.40
70,Zack Burdi,26,CHW,0,0,,6.00,6,0,1,0,0,0,9.0,13,7,6,3,4,0,6,2,0,0,45,76,8.17,1.889,13.0,3.0,4.0,6.0,1.50
71,Zack Burdi,26,BAL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,,4.17,1.000,0.0,0.0,9.0,9.0,1.00
72,Ryan Burr,27,CHW,2,1,.667,2.45,34,1,8,0,0,0,36.2,28,11,10,3,21,0,33,1,0,5,151,180,4.23,1.336,6.9,0.7,5.2,8.1,1.57
73,Beau Burrows,24,TOT,0,1,.000,13.91,6,1,2,0,0,0,11.0,16,18,17,5,10,0,8,0,0,0,58,32,10.35,2.364,13.1,4.1,8.2,6.5,0.80
74,Beau Burrows,24,DET,0,0,,21.60,1,0,0,0,0,0,1.2,2,4,4,0,2,0,3,0,0,0,9,24,3.17,2.400,10.8,0.0,10.8,16.2,1.50
75,Beau Burrows,24,MIN,0,1,.000,12.54,5,1,2,0,0,0,9.1,14,14,13,5,8,0,5,0,0,0,49,35,11.63,2.357,13.5,4.8,7.7,4.8,0.63
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
76,Matt Bush,35,TEX,0,0,,6.75,4,0,1,0,0,0,4.0,4,3,3,3,1,0,5,0,0,0,17,71,11.17,1.250,9.0,6.8,2.3,11.3,5.00
77,Griffin Canning,25,LAA,5,4,.556,5.60,14,13,0,0,0,0,62.2,65,41,39,14,28,0,62,1,0,3,277,80,5.48,1.484,9.3,2.0,4.0,8.9,2.21
78,Drew Carlton,25,DET,0,0,,4.91,4,0,1,0,0,0,3.2,6,2,2,1,4,0,1,0,0,0,19,95,9.44,2.727,14.7,2.5,9.8,2.5,0.25
79,Diego Castillo,27,TOT,5,5,.500,2.78,61,0,32,0,0,16,58.1,40,23,18,9,17,2,75,5,0,2,233,148,3.74,0.977,6.2,1.4,2.6,11.6,4.41
80,Diego Castillo,27,TBR,2,4,.333,2.72,37,0,26,0,0,14,36.1,26,14,11,5,10,2,49,1,0,1,145,149,3.17,0.991,6.4,1.2,2.5,12.1,4.90
81,Diego Castillo,27,SEA,3,1,.750,2.86,24,0,6,0,0,2,22.0,14,9,7,4,7,0,26,4,0,1,88,146,4.67,0.955,5.7,1.6,2.9,10.6,3.71
82,Anthony Castro,26,TOR,1,2,.333,4.74,25,0,7,0,0,1,24.2,23,15,13,4,8,2,32,3,0,4,109,95,4.02,1.257,8.4,1.5,2.9,11.7,4.00
83,Harold Castro,27,DET,0,0,,0.00,3,0,3,0,0,0,2.2,0,0,0,0,3,0,0,0,0,0,11,,6.55,1.125,0.0,0.0,10.1,0.0,0.00
84,Dylan Cease,25,CHW,13,7,.650,3.91,32,32,0,1,1,0,165.2,139,77,72,20,68,0,226,9,2,13,708,112,3.41,1.249,7.6,1.1,3.7,12.3,3.32
85,Luis Cessa,29,NYY,3,1,.750,2.82,29,0,13,0,0,0,38.1,31,17,12,2,17,1,31,0,0,0,161,153,3.56,1.252,7.3,0.5,4.0,7.3,1.82
86,Andrew Chafin*,31,OAK,2,2,.500,1.53,28,0,10,0,0,5,29.1,24,5,5,3,7,0,27,0,0,1,116,271,3.37,1.057,7.4,0.9,2.1,8.3,3.86
87,Aroldis Chapman*,33,NYY,6,4,.600,3.36,61,0,46,0,0,30,56.1,36,23,21,9,38,2,97,3,0,7,243,128,3.99,1.314,5.8,1.4,6.1,15.5,2.55
88,JT Chargois,30,TOT,6,1,.857,2.52,56,0,3,0,0,0,53.2,38,16,15,5,20,3,53,6,1,2,216,164,3.86,1.081,6.4,0.8,3.4,8.9,2.65
89,JT Chargois,30,SEA,1,0,1.000,3.00,31,0,0,0,0,0,30.0,23,11,10,2,6,0,29,5,1,2,118,139,3.20,0.967,6.9,0.6,1.8,8.7,4.83
90,JT Chargois,30,TBR,5,1,.833,1.90,25,0,3,0,0,0,23.2,15,5,5,3,14,3,24,1,0,0,98,215,4.69,1.225,5.7,1.1,5.3,9.1,1.71
91,Tyler Chatwood,31,TOR,1,2,.333,5.46,30,0,3,0,0,1,28.0,20,17,17,1,20,0,32,3,0,1,125,83,3.81,1.429,6.4,0.3,6.4,10.3,1.60
92,Adam Cimber,30,TOR,2,2,.500,1.69,39,0,9,0,0,1,37.1,31,10,7,2,5,0,30,2,0,0,146,266,2.82,0.964,7.5,0.5,1.2,7.2,6.00
93,Steve Cishek,35,LAA,0,2,.000,3.42,74,0,9,0,0,0,68.1,61,32,26,2,41,5,64,6,2,4,308,131,3.74,1.493,8.0,0.3,5.4,8.4,1.56
94,José Cisnero,32,DET,4,4,.500,3.65,67,0,11,0,0,4,61.2,51,34,25,6,31,1,62,4,0,4,265,117,4.13,1.330,7.4,0.9,4.5,9.0,2.00
95,Aaron Civale,26,CLE,12,5,.706,3.84,21,21,0,0,0,0,124.1,108,56,53,23,31,0,99,4,1,3,498,112,4.83,1.118,7.8,1.7,2.2,7.2,3.19
96,Emmanuel Clase,23,CLE,4,5,.444,1.29,71,0,51,0,0,24,69.2,51,18,10,2,16,3,74,0,1,3,279,333,2.11,0.962,6.6,0.3,2.1,9.6,4.63
97,Alex Claudio*,29,LAA,1,2,.333,5.51,41,0,11,0,0,1,32.2,37,22,20,6,15,1,30,0,0,1,148,82,5.10,1.592,10.2,1.7,4.1,8.3,2.00
98,Alex Cobb,33,LAA,8,3,.727,3.76,18,18,0,0,0,0,93.1,85,46,39,5,33,0,98,3,0,4,393,119,2.92,1.264,8.2,0.5,3.2,9.5,2.97
99,Kyle Cody,26,TEX,0,2,.000,7.94,7,0,2,0,0,0,11.1,16,11,10,3,2,0,14,3,0,1,55,57,5.46,1.588,12.7,2.4,1.6,11.1,7.00
100,A.J. Cole,29,TOR,0,0,,1.13,6,0,4,0,0,1,8.0,6,1,1,1,1,0,7,0,0,0,30,413,3.42,0.875,6.8,1.1,1.1,7.9,7.00
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
101,Gerrit Cole,30,NYY,16,8,.667,3.23,30,30,0,2,1,0,181.1,151,69,65,24,41,0,243,2,1,5,726,133,2.92,1.059,7.5,1.2,2.0,12.1,5.93
102,Dylan Coleman,24,KCR,0,0,,1.42,5,0,1,0,0,0,6.1,5,1,1,0,1,0,7,0,0,1,25,337,1.43,0.947,7.1,0.0,1.4,9.9,7.00
103,Alex Colomé,32,MIN,4,4,.500,4.15,67,0,31,0,0,17,65.0,68,41,30,8,23,1,58,4,0,2,290,103,4.23,1.400,9.4,1.1,3.2,8.0,2.52
104,Adam Conley*,31,TBR,0,0,,2.29,17,0,3,0,0,0,19.2,14,5,5,2,6,0,16,2,0,0,76,179,4.09,1.017,6.4,0.9,2.7,7.3,2.67
105,Nestor Cortes*,26,NYY,2,3,.400,2.90,22,14,3,0,0,0,93.0,75,32,30,14,25,0,103,2,1,2,374,148,3.78,1.075,7.3,1.4,2.4,10.0,4.12
106,Jharel Cotton,29,TEX,2,0,1.000,3.52,23,0,5,0,0,0,30.2,28,12,12,2,15,0,30,2,0,1,137,127,3.72,1.402,8.2,0.6,4.4,8.8,2.00
107,Danny Coulombe*,31,MIN,3,2,.600,3.67,29,1,13,0,0,0,34.1,35,17,14,5,7,1,33,0,0,0,139,117,3.75,1.223,9.2,1.3,1.8,8.7,4.71
108,Kutter Crawford,25,BOS,0,1,.000,22.50,1,1,0,0,0,0,2.0,5,5,5,1,2,0,2,0,0,0,13,24,10.67,3.500,22.5,4.5,9.0,9.0,1.00
109,Cooper Criswell,24,LAA,0,1,.000,20.25,1,1,0,0,0,0,1.1,6,3,3,0,0,0,0,0,0,0,10,28,3.17,4.500,40.5,0.0,0.0,0.0,
110,Garrett Crochet*,22,CHW,3,5,.375,2.82,54,0,12,0,0,0,54.1,42,22,17,2,27,2,65,1,0,4,230,156,2.80,1.270,7.0,0.3,4.5,10.8,2.41
111,Charlie Culberson,32,TEX,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,0,0,0,0,0,0,7,,3.17,1.000,9.0,0.0,0.0,0.0,
112,Austin Davis*,28,BOS,1,1,.500,4.86,19,0,5,0,0,0,16.2,18,10,9,2,7,2,17,0,0,1,75,98,3.95,1.500,9.7,1.1,3.8,9.2,2.43
113,Wade Davis,35,KCR,0,3,.000,6.75,40,0,25,0,0,2,42.2,44,33,32,8,19,0,38,2,0,4,190,68,5.30,1.477,9.3,1.7,4.0,8.0,2.00
114,Brett de Geus,23,TEX,0,0,,8.44,19,0,7,0,0,0,26.2,31,25,25,3,13,0,26,6,0,3,127,53,4.82,1.650,10.5,1.0,4.4,8.8,2.00
115,Miguel Del Pozo*,28,DET,0,0,,3.38,5,0,1,0,0,0,5.1,8,2,2,0,2,0,4,0,0,0,25,134,2.80,1.875,13.5,0.0,3.4,6.8,2.00
116,Reid Detmers*,21,LAA,1,3,.250,7.40,5,5,0,0,0,0,20.2,26,17,17,5,11,1,19,2,0,1,101,61,6.36,1.790,11.3,2.2,4.8,8.3,1.73
117,Jhonathan Díaz*,24,LAA,1,0,1.000,4.15,3,2,1,0,0,0,13.0,11,6,6,1,7,0,9,1,0,0,59,110,4.63,1.385,7.6,0.7,4.8,6.2,1.29
118,Jake Diekman*,34,OAK,3,3,.500,3.86,67,0,17,0,0,7,60.2,47,29,26,10,34,2,83,4,0,8,262,107,4.46,1.335,7.0,1.5,5.0,12.3,2.44
119,Marcos Diplán,24,BAL,2,0,1.000,4.50,23,0,4,0,0,0,30.0,22,16,15,6,15,0,24,0,0,3,123,100,5.67,1.233,6.6,1.8,4.5,7.2,1.60
120,Randy Dobnak,26,MIN,1,7,.125,7.64,14,6,3,0,0,1,50.2,66,44,43,11,12,0,27,1,0,2,228,56,5.70,1.539,11.7,2.0,2.1,4.8,2.25
121,Rafael Dolis,33,TOR,2,3,.400,5.63,39,0,18,0,0,3,32.0,29,21,20,2,27,2,39,3,1,4,156,80,4.36,1.750,8.2,0.6,7.6,11.0,1.44
122,Sean Doolittle*,34,SEA,0,0,,4.76,11,0,2,0,0,0,11.1,10,6,6,1,5,0,12,1,0,2,50,89,3.79,1.324,7.9,0.8,4.0,9.5,2.40
123,Tyler Duffey,30,MIN,3,3,.500,3.18,64,0,6,0,0,3,62.1,48,25,22,4,28,1,61,2,0,5,254,134,3.49,1.219,6.9,0.6,4.0,8.8,2.18
124,Danny Duffy*,32,KCR,4,3,.571,2.51,13,12,0,0,0,0,61.0,52,19,17,6,22,1,65,0,0,3,252,182,3.40,1.213,7.7,0.9,3.2,9.6,2.95
125,Robert Dugger,25,SEA,0,2,.000,7.36,12,4,5,0,0,0,25.2,34,24,21,4,12,0,19,1,0,1,121,57,5.23,1.792,11.9,1.4,4.2,6.7,1.58
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
126,Justin Dunn,25,SEA,1,3,.250,3.75,11,11,0,0,0,0,50.1,37,21,21,6,29,0,49,4,0,1,218,110,4.74,1.311,6.6,1.1,5.2,8.8,1.69
127,Dane Dunning,26,TEX,5,10,.333,4.51,27,25,0,0,0,0,117.2,126,61,59,13,43,0,114,7,0,8,511,98,3.94,1.436,9.6,1.0,3.3,8.7,2.65
128,Adam Eaton*,32,TOT,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,,3.17,2.000,18.0,0.0,0.0,0.0,
129,Adam Eaton*,32,LAA,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,5,,3.17,2.000,18.0,0.0,0.0,0.0,
130,Carl Edwards Jr.,29,TOR,0,0,,6.75,6,0,1,0,0,0,5.1,8,4,4,2,2,0,5,0,0,1,26,70,7.30,1.875,13.5,3.4,3.4,8.4,2.50
131,Chris Ellis,28,TOT,1,0,1.000,2.15,7,6,1,0,0,0,29.1,21,7,7,3,14,0,23,2,0,3,121,210,4.57,1.193,6.4,0.9,4.3,7.1,1.64
132,Chris Ellis,28,TBR,1,0,1.000,0.00,1,0,1,0,0,0,4.0,3,0,0,0,1,0,7,0,0,1,16,,0.42,1.000,6.8,0.0,2.3,15.8,7.00
133,Chris Ellis,28,BAL,0,0,,2.49,6,6,0,0,0,0,25.1,18,7,7,3,13,0,16,2,0,2,105,182,5.22,1.224,6.4,1.1,4.6,5.7,1.23
134,Kent Emanuel*,29,HOU,1,0,1.000,2.55,10,0,5,0,0,0,17.2,12,5,5,4,4,0,13,1,0,0,68,172,5.49,0.906,6.1,2.0,2.0,6.6,3.25
135,Dietrich Enns*,30,TBR,2,0,1.000,2.82,9,0,3,0,0,2,22.1,17,8,7,1,6,0,25,0,0,0,88,145,2.32,1.030,6.9,0.4,2.4,10.1,4.17
136,Nathan Eovaldi,31,BOS,11,9,.550,3.75,32,32,0,0,0,0,182.1,182,81,76,15,35,2,195,7,0,6,764,125,2.79,1.190,9.0,0.7,1.7,9.6,5.57
137,Thomas Eshelman,27,BAL,0,3,.000,7.16,9,6,1,0,0,0,27.2,34,22,22,6,10,0,11,1,0,0,126,63,6.39,1.590,11.1,2.0,3.3,3.6,1.10
138,Raynel Espinal,29,BOS,0,0,,9.00,1,0,1,0,0,0,2.0,2,2,2,0,1,0,0,0,0,0,8,60,4.67,1.500,9.0,0.0,4.5,0.0,0.00
