Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,David Aardsma,22,SFG,1,0,1.000,6.75,11,0,5,0,0,0,10.2,20,8,8,1,10,0,5,2,0,0,61,67,6.71,2.813,16.9,0.8,8.4,4.2,0.50
2,Paul Abbott,36,PHI,1,6,.143,6.24,10,10,0,0,0,0,49.0,57,37,34,14,31,1,21,1,0,3,229,72,7.87,1.796,10.5,2.6,5.7,3.9,0.68
3,Jose Acevedo,26,CIN,5,12,.294,5.94,39,27,3,0,0,0,157.2,188,108,104,30,45,8,117,5,1,3,704,71,4.99,1.478,10.7,1.7,2.6,6.7,2.60
4,Mike Adams,25,MIL,2,3,.400,3.40,46,0,13,0,0,0,53.0,50,21,20,5,14,2,39,2,0,2,225,129,3.71,1.208,8.5,0.8,2.4,6.6,2.79
5,Antonio Alfonseca,32,ATL,6,4,.600,2.57,79,0,11,0,0,0,73.2,71,24,21,5,28,5,45,0,0,5,313,167,3.85,1.344,8.7,0.6,3.4,5.5,1.61
6,Armando Almanza*,31,ATL,1,1,.500,6.17,13,0,5,0,0,0,11.2,9,8,8,3,7,2,13,1,1,0,54,71,6.22,1.371,6.9,2.3,5.4,10.0,1.86
7,Wilson Álvarez*,34,LAD,7,6,.538,4.03,40,15,6,0,0,1,120.2,109,56,54,12,31,2,102,5,0,1,499,102,3.55,1.160,8.1,0.9,2.3,7.6,3.29
8,Jimmy Anderson*,28,CHC,0,0,,4.66,7,0,2,0,0,1,9.2,9,5,5,0,3,0,3,2,0,1,42,98,3.98,1.241,8.4,0.0,2.8,2.8,1.00
9,Rick Ankiel*,24,STL,1,0,1.000,5.40,5,0,0,0,0,0,10.0,10,6,6,2,1,0,9,2,0,1,43,81,4.75,1.100,9.0,1.8,0.9,8.1,9.00
10,Greg Aquino,26,ARI,0,2,.000,3.06,34,0,26,0,0,16,35.1,24,15,12,4,17,2,26,2,0,4,147,151,4.66,1.160,6.1,1.0,4.3,6.6,1.53
11,Tony Armas,26,MON,2,4,.333,4.88,16,16,0,0,0,0,72.0,66,41,39,13,45,6,54,4,0,0,320,93,5.94,1.542,8.3,1.6,5.6,6.8,1.20
12,Andy Ashby,36,SDP,0,0,,0.00,2,0,2,0,0,0,2.0,1,0,0,0,0,0,2,0,0,0,7,,1.05,0.500,4.5,0.0,0.0,9.0,
13,Luis Ayala,26,MON,6,12,.333,2.69,81,0,28,0,0,2,90.1,92,30,27,6,15,2,63,5,1,3,367,169,3.18,1.185,9.2,0.6,1.5,6.3,4.20
14,Brandon Backe,26,HOU,5,3,.625,4.30,33,9,8,0,0,0,67.0,75,33,32,10,27,4,54,1,0,1,293,101,4.63,1.522,10.1,1.3,3.6,7.3,2.00
15,James Baldwin,32,NYM,0,2,.000,15.00,2,2,0,0,0,0,6.0,13,10,10,3,5,1,1,1,0,0,36,30,12.22,3.000,19.5,4.5,7.5,1.5,0.20
16,Rod Beck,35,SDP,0,2,.000,6.38,26,0,10,0,0,0,24.0,27,18,17,8,9,0,15,0,0,1,108,62,7.26,1.500,10.1,3.0,3.4,5.6,1.67
17,Josh Beckett,24,FLA,9,9,.500,3.79,26,26,0,1,1,0,156.2,137,72,66,16,54,3,152,6,0,5,654,108,3.59,1.219,7.9,0.9,3.1,8.7,2.81
18,Heath Bell,26,NYM,0,2,.000,3.33,17,0,2,0,0,0,24.1,22,9,9,5,6,0,27,0,0,0,94,130,4.24,1.151,8.1,1.8,2.2,10.0,4.50
19,Francis Beltrán,24,TOT,2,2,.500,5.47,45,0,13,0,0,1,49.1,47,31,30,11,27,1,48,2,0,2,221,82,5.77,1.500,8.6,2.0,4.9,8.8,1.78
20,Francis Beltrán,24,CHC,2,2,.500,4.63,34,0,10,0,0,0,35.0,27,19,18,8,22,0,40,0,0,1,152,96,5.62,1.400,6.9,2.1,5.7,10.3,1.82
21,Francis Beltrán,24,MON,0,0,,7.53,11,0,3,0,0,1,14.1,20,12,12,3,5,1,8,2,0,1,69,62,6.12,1.744,12.6,1.9,3.1,5.0,1.60
22,Rigo Beltrán*,34,MON,0,0,,13.50,2,0,0,0,0,0,0.2,1,1,1,0,0,0,0,0,0,0,3,51,3.05,1.500,13.5,0.0,0.0,0.0,
23,Armando Benítez,31,FLA,2,2,.500,1.29,64,0,59,0,0,47,69.2,36,11,10,6,21,4,62,0,0,0,262,319,3.29,0.818,4.7,0.8,2.7,8.0,2.95
24,Jeff Bennett,24,MIL,1,5,.167,4.79,60,0,20,0,0,0,71.1,78,43,38,12,26,2,45,2,0,6,316,91,5.15,1.458,9.8,1.5,3.3,5.7,1.73
25,Kris Benson,29,TOT,12,12,.500,4.31,31,31,0,1,1,0,200.1,202,106,96,15,61,8,134,10,0,5,854,99,3.75,1.313,9.1,0.7,2.7,6.0,2.20
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Kris Benson,29,PIT,8,8,.500,4.22,20,20,0,0,0,0,132.1,137,69,62,7,44,5,83,6,0,2,564,102,3.62,1.368,9.3,0.5,3.0,5.6,1.89
27,Kris Benson,29,NYM,4,4,.500,4.50,11,11,0,1,1,0,68.0,65,37,34,8,17,3,51,4,0,3,290,95,4.00,1.206,8.6,1.1,2.3,6.8,3.00
28,Chad Bentz*,24,MON,0,3,.000,5.86,36,0,5,0,0,0,27.2,23,19,18,5,23,3,18,2,0,1,126,78,6.81,1.663,7.5,1.6,7.5,5.9,0.78
29,Adam Bernero,27,COL,1,1,.500,5.57,16,2,4,0,0,0,32.1,36,20,20,7,17,2,21,0,0,0,147,89,6.14,1.639,10.0,1.9,4.7,5.8,1.24
30,Rocky Biddle,28,MON,4,8,.333,6.92,47,9,19,0,0,11,78.0,98,69,60,15,31,3,51,8,0,5,364,66,5.74,1.654,11.3,1.7,3.6,5.9,1.65
31,Brian Boehringer,35,PIT,1,1,.500,4.62,21,0,4,0,0,0,25.1,27,14,13,2,17,3,20,1,0,0,114,94,4.63,1.737,9.6,0.7,6.0,7.1,1.18
32,Jung Bong*,23,CIN,1,1,.500,4.70,3,3,0,0,0,0,15.1,17,13,8,3,10,0,11,0,0,1,75,92,6.11,1.761,10.0,1.8,5.9,6.5,1.10
