Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Winston Abreu,29,BAL,0,0,,10.13,7,0,2,0,0,0,8.0,10,10,9,1,6,1,6,1,0,0,42,47,5.90,2.000,11.3,1.1,6.8,6.8,1.00
2,Jeremy Accardo,24,TOR,1,1,.500,5.97,27,0,11,0,0,0,28.2,38,19,19,5,9,2,14,0,1,2,127,77,5.38,1.640,11.9,1.6,2.8,4.4,1.56
3,Jeremy Affeldt*,27,KCR,4,6,.400,5.91,27,9,3,0,0,0,70.0,71,51,46,9,42,0,28,1,0,2,320,80,5.86,1.614,9.1,1.2,5.4,3.6,0.67
4,Antonio Alfonseca,34,TEX,0,0,,5.63,19,0,3,0,0,0,16.0,23,10,10,3,7,0,5,0,0,0,74,84,6.27,1.875,12.9,1.7,3.9,2.8,0.71
5,Abe Alvarez*,23,BOS,0,0,,12.00,1,0,0,0,0,0,3.0,5,4,4,2,2,0,2,0,0,0,15,44,12.48,2.333,15.0,6.0,6.0,6.0,1.00
6,Steve Andrade,28,KCR,0,0,,9.64,4,0,2,0,0,0,4.2,5,5,5,0,4,0,5,0,0,1,23,52,3.58,1.929,9.6,0.0,7.7,9.6,1.25
7,Cha-Seung Baek,26,SEA,4,1,.800,3.67,6,6,0,0,0,0,34.1,26,15,14,6,13,0,23,2,0,1,140,122,5.39,1.136,6.8,1.6,3.4,6.0,1.77
8,Scott Baker,24,MIN,5,8,.385,6.37,16,16,0,0,0,0,83.1,114,63,59,17,16,1,62,3,0,0,377,70,5.00,1.560,12.3,1.8,1.7,6.7,3.88
9,Rick Bauer,29,TEX,3,1,.750,3.55,58,1,19,0,0,2,71.0,73,31,28,4,25,0,35,4,0,3,302,130,4.12,1.380,9.3,0.5,3.2,4.4,1.40
10,Denny Bautista,25,KCR,0,2,.000,5.66,8,7,0,0,0,0,35.0,38,24,22,5,17,0,22,4,0,5,161,84,5.55,1.571,9.8,1.3,4.4,5.7,1.29
11,T.J. Beam,25,NYY,2,0,1.000,8.50,20,0,5,0,0,0,18.0,26,17,17,5,6,2,12,2,1,1,85,54,6.76,1.778,13.0,2.5,3.0,6.0,2.00
12,Colter Bean,29,NYY,0,0,,9.00,2,0,1,0,0,0,2.0,2,2,2,0,2,0,1,1,0,0,10,59,6.65,2.000,9.0,0.0,9.0,4.5,0.50
