Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Fernando Abad*,25,HOU,1,4,.200,7.32,29,0,1,0,0,0,19.2,28,18,16,5,9,0,15,1,0,0,99,53,6.33,1.881,12.8,2.3,4.1,6.9,1.67
2,Juan Abreu,26,HOU,0,0,,2.70,7,0,2,0,0,0,6.2,6,2,2,1,3,0,12,5,0,0,34,149,4.98,1.350,8.1,1.4,4.1,16.2,4.00
3,Manny Acosta,30,NYM,4,1,.800,3.45,44,0,15,0,0,4,47.0,50,21,18,6,15,0,46,2,0,0,204,107,3.81,1.383,9.6,1.1,2.9,8.8,3.07
4,Mike Adams,32,SDP,3,1,.750,1.13,48,0,5,0,0,1,48.0,26,7,6,2,9,1,49,0,0,0,179,319,2.09,0.729,4.9,0.4,1.7,9.2,5.44
5,Jeremy Affeldt*,32,SFG,3,2,.600,2.63,67,0,12,0,0,3,61.2,47,22,18,5,24,3,54,4,0,4,259,133,3.69,1.151,6.9,0.7,3.5,7.9,2.25
6,José Arredondo,27,CIN,4,4,.500,3.23,53,0,10,0,0,0,53.0,43,21,19,5,31,5,48,2,2,4,226,123,4.31,1.396,7.3,0.8,5.3,8.2,1.55
7,Bronson Arroyo,34,CIN,9,12,.429,5.07,32,32,0,1,1,0,199.0,227,119,112,46,45,5,108,6,0,0,855,78,5.71,1.367,10.3,2.1,2.0,4.9,2.40
8,José Ascanio,26,PIT,0,0,,7.11,8,0,4,0,0,0,6.1,10,5,5,2,2,0,5,0,0,0,31,56,6.50,1.895,14.2,2.8,2.8,7.1,2.50
9,Jairo Asencio,28,ATL,0,0,,6.97,6,0,3,0,0,0,10.1,16,11,8,1,5,2,8,0,0,0,52,57,4.19,2.032,13.9,0.9,4.4,7.0,1.60
10,Bryan Augenstein,24,STL,0,1,.000,9.53,5,0,1,0,0,0,5.2,11,7,6,1,3,3,6,1,0,1,31,42,5.32,2.471,17.5,1.6,4.8,9.5,2.00
11,John Axford,28,MIL,2,2,.500,1.95,74,0,63,0,0,46,73.2,59,19,16,4,25,1,86,0,0,8,305,202,2.41,1.140,7.2,0.5,3.1,10.5,3.44
12,Burke Badenhop,28,FLA,2,3,.400,4.10,50,0,15,0,0,1,63.2,65,29,29,1,24,4,51,4,0,4,276,96,2.95,1.398,9.2,0.1,3.4,7.2,2.13
13,Danys Báez,33,PHI,2,4,.333,6.25,29,0,14,0,0,0,36.0,43,28,25,5,13,2,18,3,0,1,163,62,5.16,1.556,10.8,1.3,3.3,4.5,1.38
14,Homer Bailey,25,CIN,9,7,.563,4.43,22,22,0,0,0,0,132.0,136,68,65,18,33,2,106,5,0,4,561,89,4.06,1.280,9.3,1.2,2.3,7.2,3.21
15,Collin Balester,25,WSN,1,4,.200,4.54,23,0,9,0,0,0,35.2,38,21,18,7,14,0,34,1,1,2,159,85,4.93,1.458,9.6,1.8,3.5,8.6,2.43
