Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
30,Mitchell Boggs,24,STL,3,2,.600,7.41,8,6,1,0,0,0,34.0,42,29,28,5,22,0,13,2,0,2,164,57,6.40,1.882,11.1,1.3,5.8,3.4,0.59
31,Dave Borkowski,31,HOU,0,2,.000,7.50,26,0,5,0,0,0,36.0,54,30,30,9,14,5,24,1,0,0,173,57,6.30,1.889,13.5,2.3,3.5,6.0,1.71
32,Cedrick Bowers*,30,COL,0,0,,13.50,5,0,3,0,0,0,6.2,11,10,10,2,5,0,5,1,0,1,33,36,8.23,2.400,14.9,2.7,6.8,6.8,1.00
33,Micah Bowie*,33,COL,0,1,.000,9.00,10,0,1,0,0,0,8.0,11,8,8,1,3,0,5,1,0,0,38,54,5.01,1.750,12.4,1.1,3.4,5.6,1.67
34,Blaine Boyer,26,ATL,2,6,.250,5.88,76,0,18,0,0,1,72.0,73,51,47,10,25,4,67,2,0,2,313,71,4.20,1.361,9.1,1.3,3.1,8.4,2.68
35,Bill Bray*,25,CIN,2,2,.500,2.87,63,0,11,0,0,0,47.0,50,19,15,4,24,5,54,1,0,2,215,154,3.54,1.574,9.6,0.8,4.6,10.3,2.25
36,Yhency Brazobán,28,LAD,0,0,,6.00,2,0,1,0,0,0,3.0,4,2,2,0,3,0,3,0,0,1,16,78,4.13,2.333,12.0,0.0,9.0,9.0,1.00
37,Doug Brocail,41,HOU,7,5,.583,3.93,72,0,21,0,0,2,68.2,63,30,30,8,21,5,64,3,1,1,286,108,3.83,1.223,8.3,1.0,2.8,8.4,3.05
38,Jonathan Broxton,24,LAD,3,5,.375,3.13,70,0,32,0,0,14,69.0,54,29,24,2,27,5,88,3,0,3,285,134,2.26,1.174,7.0,0.3,3.5,11.5,3.26
39,Taylor Buchholz,26,COL,6,6,.500,2.17,63,0,19,0,0,1,66.1,45,23,16,5,18,2,56,2,1,5,263,217,3.33,0.950,6.1,0.7,2.4,7.6,3.11
40,Billy Buckner,24,ARI,1,0,1.000,3.21,10,0,5,0,0,0,14.0,16,5,5,3,4,1,11,1,0,2,59,146,5.42,1.429,10.3,1.9,2.6,7.1,2.75
41,Francisley Bueno*,27,ATL,0,0,,7.71,1,0,0,0,0,0,2.1,5,2,2,1,1,0,1,0,0,0,13,63,9.13,2.571,19.3,3.9,3.9,3.9,1.00
42,Sean Burnett*,25,PIT,1,1,.500,4.76,58,0,16,0,0,0,56.2,57,31,30,7,34,3,42,2,0,4,253,88,5.16,1.606,9.1,1.1,5.4,6.7,1.24
43,Jared Burton,27,CIN,5,1,.833,3.22,54,0,12,0,0,0,58.2,56,24,21,6,25,3,58,2,1,2,257,137,3.86,1.381,8.6,0.9,3.8,8.9,2.32
44,Dave Bush,28,MIL,9,10,.474,4.18,31,29,0,0,0,0,185.0,163,92,86,29,48,3,109,10,1,2,763,101,4.93,1.141,7.9,1.4,2.3,5.3,2.27
45,Tim Byrdak*,34,HOU,2,1,.667,3.90,59,0,9,0,0,0,55.1,45,24,24,10,29,2,47,2,0,0,237,109,5.46,1.337,7.3,1.6,4.7,7.6,1.62
46,Matt Cain,23,SFG,8,14,.364,3.76,34,34,0,1,1,0,217.2,206,95,91,19,91,9,186,7,2,7,933,117,3.91,1.364,8.5,0.8,3.8,7.7,2.04
47,Kevin Cameron,28,SDP,0,0,,3.60,10,0,4,0,0,0,10.0,10,9,4,0,6,2,5,0,0,0,46,109,3.93,1.600,9.0,0.0,5.4,4.5,0.83
48,Jorge Campillo,29,ATL,8,7,.533,3.91,39,25,3,1,0,0,158.2,158,74,69,18,38,2,107,1,0,2,655,107,4.00,1.235,9.0,1.0,2.2,6.1,2.82
49,José Capellán,27,COL,0,0,,4.50,1,0,1,0,0,0,2.0,3,1,1,0,0,0,2,0,0,0,9,121,1.13,1.500,13.5,0.0,0.0,9.0,
50,Matt Capps,24,PIT,2,3,.400,3.02,49,0,39,0,0,21,53.2,47,20,18,5,5,0,39,2,0,0,211,139,3.28,0.969,7.9,0.8,0.8,6.5,7.80
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
51,Buddy Carlyle,30,ATL,2,0,1.000,3.59,45,0,5,0,0,0,62.2,52,26,25,5,26,6,59,1,1,4,259,117,3.58,1.245,7.5,0.7,3.7,8.5,2.27
52,Chris Carpenter,33,STL,0,1,.000,1.76,4,3,0,0,0,0,15.1,16,5,3,0,4,0,7,0,0,0,63,245,3.00,1.304,9.4,0.0,2.3,4.1,1.75
53,Drew Carpenter,23,PHI,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,1,1,0,0,0,5,,4.13,2.000,9.0,0.0,9.0,9.0,1.00
54,Jack Cassel,27,HOU,1,1,.500,5.64,9,3,1,0,0,0,30.1,38,21,19,5,8,2,14,1,1,2,132,76,5.24,1.516,11.3,1.5,2.4,4.2,1.75
55,Shawn Chacón,30,HOU,2,3,.400,5.04,15,15,0,0,0,0,85.2,88,52,48,16,41,5,53,2,0,2,374,84,5.83,1.506,9.2,1.7,4.3,5.6,1.29
56,Jesse Chavez,24,PIT,0,1,.000,6.60,15,0,6,0,0,0,15.0,20,11,11,2,9,2,16,0,0,2,74,65,4.53,1.933,12.0,1.2,5.4,9.6,1.78
57,Matt Chico*,25,WSN,0,6,.000,6.19,11,8,0,0,0,0,48.0,63,34,33,10,17,1,31,1,0,1,219,70,5.67,1.667,11.8,1.9,3.2,5.8,1.82
58,Vinnie Chulk,29,SFG,0,3,.000,4.83,27,0,9,0,0,0,31.2,33,18,17,6,8,2,16,2,0,1,139,92,5.53,1.295,9.4,1.7,2.3,4.5,2.00
59,Tyler Clippard,23,WSN,1,1,.500,4.35,2,2,0,0,0,0,10.1,12,5,5,2,7,1,8,0,0,1,48,102,6.13,1.839,10.5,1.7,6.1,7.0,1.14
60,Todd Coffey,27,TOT,1,0,1.000,4.39,26,0,9,0,0,0,26.2,31,13,13,4,8,0,15,1,0,0,116,101,4.97,1.463,10.5,1.4,2.7,5.1,1.88
61,Todd Coffey,27,CIN,0,0,,6.05,17,0,6,0,0,0,19.1,25,13,13,4,6,0,8,1,0,0,87,74,6.08,1.603,11.6,1.9,2.8,3.7,1.33
62,Todd Coffey,27,MIL,1,0,1.000,0.00,9,0,3,0,0,0,7.1,6,0,0,0,2,0,7,0,0,0,29,,2.04,1.091,7.4,0.0,2.5,8.6,3.50
63,Jesús Colomé,30,WSN,2,2,.500,4.31,61,0,25,0,0,0,71.0,61,38,34,6,39,4,55,4,0,7,312,100,4.50,1.408,7.7,0.8,4.9,7.0,1.41
64,Clay Condrey,32,PHI,3,4,.429,3.26,56,0,30,0,0,1,69.0,85,26,25,6,19,8,34,2,0,1,303,134,4.19,1.507,11.1,0.8,2.5,4.4,1.79
65,Aaron Cook,29,COL,16,9,.640,3.96,32,32,0,2,1,0,211.1,236,102,93,13,48,2,96,4,0,6,886,118,3.76,1.344,10.1,0.6,2.0,4.1,2.00
66,Chad Cordero,26,WSN,0,0,,2.08,6,0,2,0,0,0,4.1,6,1,1,0,3,1,5,0,0,1,22,224,2.90,2.077,12.5,0.0,6.2,10.4,1.67
67,Francisco Cordero,33,CIN,5,4,.556,3.33,72,0,63,0,0,34,70.1,61,28,26,6,38,3,78,3,0,3,307,132,3.77,1.408,7.8,0.8,4.9,10.0,2.05
68,Bryan Corey,34,SDP,1,3,.250,6.23,39,0,8,0,0,0,39.0,42,27,27,7,9,3,18,0,1,2,167,61,5.23,1.308,9.7,1.6,2.1,4.2,2.00
69,Manny Corpas,25,COL,3,4,.429,4.52,76,0,20,0,0,4,79.2,93,41,40,7,23,4,50,2,0,1,346,104,3.96,1.456,10.5,0.8,2.6,5.6,2.17
70,Kevin Correia,27,SFG,3,8,.273,6.05,25,19,2,0,0,0,110.0,141,80,74,15,47,3,66,4,0,5,514,73,5.10,1.709,11.5,1.2,3.8,5.4,1.40
71,Neal Cotts*,28,CHC,0,2,.000,4.29,50,0,7,0,0,0,35.2,38,18,17,7,13,2,43,1,0,3,160,107,4.45,1.430,9.6,1.8,3.3,10.9,3.31
72,Juan Cruz,29,ARI,4,0,1.000,2.61,57,0,10,0,0,0,51.2,34,17,15,5,31,0,71,3,0,1,215,177,3.62,1.258,5.9,0.9,5.4,12.4,2.29
73,Johnny Cueto,22,CIN,9,14,.391,4.81,31,31,0,0,0,0,174.0,178,101,93,29,68,1,158,14,1,6,769,91,4.90,1.414,9.2,1.5,3.5,8.2,2.32
74,Doug Davis*,32,ARI,6,8,.429,4.32,26,26,0,0,0,0,146.0,160,76,70,13,64,4,112,4,0,7,650,107,4.15,1.534,9.9,0.8,3.9,6.9,1.75
75,Jason Davis,28,PIT,2,4,.333,5.29,14,4,2,0,0,0,34.0,38,24,20,2,17,0,13,3,0,5,153,80,4.90,1.618,10.1,0.5,4.5,3.4,0.76
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
76,Frankie De La Cruz,24,FLA,0,0,,18.00,6,1,1,0,0,0,9.0,15,20,18,2,11,0,4,0,0,1,53,25,8.80,2.889,15.0,2.0,11.0,4.0,0.36
77,Jorge De La Rosa*,27,COL,10,8,.556,4.92,28,23,0,0,0,0,130.0,128,77,71,13,62,3,128,7,1,14,571,95,4.06,1.462,8.9,0.9,4.3,8.9,2.06
78,Valerio De Los Santos*,35,COL,0,1,.000,5.63,2,2,0,0,0,0,8.0,6,5,5,1,11,0,10,0,0,0,40,87,6.38,2.125,6.8,1.1,12.4,11.3,0.91
79,Jesús Delgado,24,FLA,0,0,,4.50,2,0,1,0,0,0,2.0,1,1,1,0,3,0,0,0,0,1,10,113,7.63,2.000,4.5,0.0,13.5,0.0,0.00
80,Ryan Dempster,31,CHC,17,6,.739,2.96,33,33,0,1,0,0,206.2,174,75,68,14,76,1,187,7,0,5,856,154,3.41,1.210,7.6,0.6,3.3,8.1,2.46
81,Matt DeSalvo,27,ATL,0,0,,31.50,2,0,0,0,0,0,2.0,11,7,7,0,2,0,2,0,0,0,18,16,4.13,6.500,49.5,0.0,9.0,9.0,1.00
82,Elmer Dessens,37,ATL,0,1,.000,22.50,4,0,1,0,0,0,4.0,10,10,10,1,4,0,2,0,0,0,26,20,8.38,3.500,22.5,2.3,9.0,4.5,0.50
83,Mark DiFelice,31,MIL,1,0,1.000,2.84,15,0,5,0,0,0,19.0,17,7,6,4,4,0,20,0,0,1,78,151,4.40,1.105,8.1,1.9,1.9,9.5,5.00
84,Tim Dillard,24,MIL,0,0,,4.40,13,0,5,0,0,0,14.1,17,12,7,2,6,2,5,0,0,1,65,98,5.50,1.605,10.7,1.3,3.8,3.1,0.83
85,Zach Duke*,25,PIT,5,14,.263,4.82,31,31,0,1,1,0,185.0,230,111,99,19,47,1,87,7,2,2,829,87,4.40,1.497,11.2,0.9,2.3,4.2,1.85
86,Phil Dumatrait*,26,PIT,3,4,.429,5.26,21,11,4,0,0,0,78.2,82,48,46,7,42,2,52,2,0,1,351,80,4.64,1.576,9.4,0.8,4.8,5.9,1.24
87,Chad Durbin,30,PHI,5,4,.556,2.87,71,0,12,0,0,1,87.2,81,33,28,5,35,7,63,4,0,3,365,152,3.77,1.323,8.3,0.5,3.6,6.5,1.80
88,Adam Eaton,30,PHI,4,8,.333,5.80,21,19,0,0,0,0,107.0,131,71,69,15,44,5,57,6,0,2,478,75,5.29,1.636,11.0,1.3,3.7,4.8,1.30
89,Mike Ekstrom,24,SDP,0,2,.000,7.45,8,0,1,0,0,0,9.2,14,8,8,2,7,1,6,0,0,0,47,53,6.75,2.172,13.0,1.9,6.5,5.6,0.86
90,Scott Elbert*,22,LAD,0,1,.000,12.00,10,0,1,0,0,0,6.0,9,8,8,2,4,0,8,1,0,0,31,37,7.30,2.167,13.5,3.0,6.0,12.0,2.00
91,Geno Espineli*,25,SFG,2,0,1.000,5.06,15,0,5,0,0,0,16.0,17,10,9,5,8,2,8,0,0,2,69,88,7.69,1.563,9.6,2.8,4.5,4.5,1.00
92,Shawn Estes*,35,SDP,2,3,.400,4.74,9,8,0,0,0,0,43.2,50,26,23,6,18,0,19,2,0,2,198,80,5.42,1.557,10.3,1.2,3.7,3.9,1.06
93,Marco Estrada,24,WSN,0,0,,7.82,11,0,3,0,0,0,12.2,17,13,11,4,5,1,10,2,0,0,63,57,7.32,1.737,12.1,2.8,3.6,7.1,2.00
94,Scott Eyre*,36,TOT,5,0,1.000,4.21,38,0,3,0,0,0,25.2,23,12,12,2,7,2,32,2,0,1,106,108,2.70,1.169,8.1,0.7,2.5,11.2,4.57
95,Scott Eyre*,36,CHC,2,0,1.000,7.15,19,0,1,0,0,0,11.1,15,9,9,1,4,1,14,1,0,1,53,66,3.13,1.676,11.9,0.8,3.2,11.1,3.50
96,Scott Eyre*,36,PHI,3,0,1.000,1.88,19,0,2,0,0,0,14.1,8,3,3,1,3,1,18,1,0,0,53,236,2.36,0.767,5.0,0.6,1.9,11.3,6.00
97,Brian Falkenborg,30,TOT,2,3,.400,5.24,25,0,8,0,0,0,22.1,26,13,13,4,12,2,19,0,0,0,102,79,5.37,1.701,10.5,1.6,4.8,7.7,1.58
98,Brian Falkenborg,30,LAD,2,2,.500,6.17,16,0,2,0,0,0,11.2,11,8,8,2,4,1,9,0,0,0,49,70,4.85,1.286,8.5,1.5,3.1,6.9,2.25
99,Brian Falkenborg,30,SDP,0,1,.000,4.22,9,0,6,0,0,0,10.2,15,5,5,2,8,1,10,0,0,0,53,93,5.94,2.156,12.7,1.7,6.8,8.4,1.25
100,Pedro Feliciano*,31,NYM,3,4,.429,4.05,86,0,14,0,0,2,53.1,57,24,24,7,26,8,50,3,0,2,237,105,4.59,1.556,9.6,1.2,4.4,8.4,1.92
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
101,Nelson Figueroa,34,NYM,3,3,.500,4.57,16,6,2,0,0,0,45.1,48,26,23,3,26,1,36,2,0,0,211,93,4.26,1.632,9.5,0.6,5.2,7.1,1.38
102,Randy Flores*,32,STL,1,0,1.000,5.26,43,0,3,0,0,1,25.2,34,16,15,2,20,3,17,1,0,1,131,81,5.27,2.104,11.9,0.7,7.0,6.0,0.85
103,Josh Fogg,31,CIN,2,7,.222,7.58,22,14,3,0,0,0,78.1,97,69,66,17,27,1,45,6,0,1,362,58,6.07,1.583,11.1,2.0,3.1,5.2,1.67
104,Chad Fox,37,CHC,0,1,.000,5.40,3,0,1,0,0,0,3.1,2,2,2,1,3,0,1,0,0,1,14,93,9.13,1.500,5.4,2.7,8.1,2.7,0.33
105,Jeff Francis*,27,COL,4,10,.286,5.01,24,24,0,0,0,0,143.2,164,84,80,21,49,4,94,3,0,0,636,94,4.81,1.483,10.3,1.3,3.1,5.9,1.92
106,Ryan Franklin,35,STL,6,6,.500,3.55,74,0,39,0,0,17,78.2,86,34,31,10,30,4,51,3,0,3,346,119,4.75,1.475,9.8,1.1,3.4,5.8,1.70
107,Brian Fuentes*,32,COL,1,5,.167,2.73,67,0,48,0,0,30,62.2,47,22,19,3,22,1,82,1,0,1,256,172,2.24,1.101,6.8,0.4,3.2,11.8,3.73
108,Éric Gagné,32,MIL,4,3,.571,5.44,50,0,16,0,0,10,46.1,46,28,28,11,22,2,38,2,0,1,203,78,6.13,1.468,8.9,2.1,4.3,7.4,1.73
109,Sean Gallagher,22,CHC,3,4,.429,4.45,12,10,1,0,0,0,58.2,58,31,29,6,22,1,49,4,0,2,256,103,4.12,1.364,8.9,0.9,3.4,7.5,2.23
110,Yovani Gallardo,22,MIL,0,0,,1.88,4,4,0,0,0,0,24.0,22,5,5,3,8,0,20,0,0,0,97,228,4.09,1.250,8.3,1.1,3.0,7.5,2.50
111,Jaime García*,21,STL,1,1,.500,5.63,10,1,4,0,0,0,16.0,14,10,10,4,8,0,8,1,0,3,69,77,7.07,1.375,7.9,2.3,4.5,4.5,1.00
112,Lee Gardner,33,FLA,0,0,,10.80,7,0,0,0,0,0,6.2,14,8,8,2,4,0,4,0,0,0,38,42,7.63,2.700,18.9,2.7,5.4,5.4,1.00
113,Chad Gaudin,25,CHC,4,2,.667,6.26,24,0,5,0,0,0,27.1,29,21,19,5,10,2,27,0,1,0,119,74,4.63,1.427,9.5,1.6,3.3,8.9,2.70
114,Geoff Geary,31,HOU,2,3,.400,2.53,55,0,8,0,0,0,64.0,45,18,18,3,28,5,45,2,1,0,262,167,3.74,1.141,6.3,0.4,3.9,6.3,1.61
115,Josh Geer,25,SDP,2,1,.667,2.67,5,5,0,0,0,0,27.0,29,8,8,2,9,2,16,0,0,0,117,144,3.91,1.407,9.7,0.7,3.0,5.3,1.78
116,Justin Germano,25,SDP,0,3,.000,5.98,12,6,4,0,0,0,43.2,54,31,29,8,13,2,17,1,0,4,194,64,5.70,1.534,11.1,1.6,2.7,3.5,1.31
117,Tom Glavine*,42,ATL,2,4,.333,5.54,13,13,0,0,0,0,63.1,67,40,39,11,37,4,37,1,0,0,281,76,6.02,1.642,9.5,1.6,5.3,5.3,1.00
118,Édgar González,25,ARI,1,3,.250,6.00,17,6,3,0,0,0,48.0,58,34,32,8,21,2,32,3,0,4,221,77,5.47,1.646,10.9,1.5,3.9,6.0,1.52
119,Enrique González,25,SDP,1,0,1.000,10.80,4,0,3,0,0,0,3.1,4,4,4,0,2,0,1,0,0,0,15,39,4.33,1.800,10.8,0.0,5.4,2.7,0.50
120,Mike Gonzalez*,30,ATL,0,3,.000,4.28,36,0,29,0,0,14,33.2,26,21,16,6,14,3,44,1,0,0,142,98,4.17,1.188,7.0,1.6,3.7,11.8,3.14
121,Tom Gordon,40,PHI,5,4,.556,5.16,34,0,7,0,0,2,29.2,31,19,17,3,17,1,26,0,0,4,139,85,4.41,1.618,9.4,0.9,5.2,7.9,1.53
122,Tom Gorzelanny*,25,PIT,6,9,.400,6.66,21,21,0,0,0,0,105.1,120,79,78,20,70,0,67,1,1,5,490,63,6.35,1.804,10.3,1.7,6.0,5.7,0.96
123,John Grabow*,29,PIT,6,3,.667,2.84,74,0,18,0,0,4,76.0,60,25,24,9,37,2,62,1,2,4,322,147,4.54,1.276,7.1,1.1,4.4,7.3,1.68
124,Kevin Gregg,30,FLA,7,8,.467,3.41,72,0,59,0,0,29,68.2,51,30,26,3,37,4,58,4,0,7,296,128,3.80,1.282,6.7,0.4,4.8,7.6,1.57
125,Jason Grilli,31,COL,3,2,.600,2.93,51,0,12,0,0,1,61.1,55,22,20,1,31,6,59,1,0,3,264,160,2.99,1.402,8.1,0.1,4.5,8.7,1.90
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
126,Carlos Guevara,26,SDP,1,0,1.000,5.84,10,0,6,0,0,0,12.1,13,9,8,2,9,2,11,0,0,3,60,67,5.65,1.784,9.5,1.5,6.6,8.0,1.22
127,Ángel Guzmán,26,CHC,0,0,,5.59,6,1,1,0,0,0,9.2,10,6,6,1,4,0,10,1,0,1,44,84,3.96,1.448,9.3,0.9,3.7,9.3,2.50
128,Charlie Haeger,24,SDP,0,0,,16.62,4,0,1,0,0,0,4.1,8,10,8,2,5,0,4,2,0,0,28,25,12.13,3.000,16.6,4.2,10.4,8.3,0.80
129,Cole Hamels*,24,PHI,14,10,.583,3.09,33,33,0,2,2,0,227.1,193,89,78,28,53,7,196,1,0,0,914,141,3.72,1.082,7.6,1.1,2.1,7.8,3.70
130,Justin Hampson*,28,SDP,2,1,.667,2.93,35,0,8,0,0,0,30.2,31,11,10,1,10,2,19,0,0,0,126,131,3.30,1.337,9.1,0.3,2.9,5.6,1.90
131,Mike Hampton*,35,ATL,3,4,.429,4.85,13,13,0,0,0,0,78.0,83,45,42,10,28,6,38,1,0,0,331,86,4.94,1.423,9.6,1.2,3.2,4.4,1.36
132,Joel Hanrahan,26,WSN,6,3,.667,3.95,69,0,34,0,0,9,84.1,73,40,37,9,42,7,93,1,0,6,364,109,3.84,1.364,7.8,1.0,4.5,9.9,2.21
133,Craig Hansen,24,PIT,1,4,.200,7.47,16,0,9,0,0,1,15.2,11,14,13,1,20,1,7,1,0,3,78,57,7.09,1.979,6.3,0.6,11.5,4.0,0.35
134,J.A. Happ*,25,PHI,1,0,1.000,3.69,8,4,1,0,0,0,31.2,28,13,13,3,14,1,26,1,0,1,138,119,4.14,1.326,8.0,0.9,4.0,7.4,1.86
135,Aaron Harang,30,CIN,6,17,.261,4.78,30,29,0,1,1,0,184.1,205,104,98,35,50,5,153,2,0,2,793,92,4.79,1.383,10.0,1.7,2.4,7.5,3.06
136,Rich Harden,26,CHC,5,1,.833,1.77,12,12,0,0,0,0,71.0,39,17,14,6,30,1,89,2,0,2,284,258,3.08,0.972,4.9,0.8,3.8,11.3,2.97
137,Dan Haren,27,ARI,16,8,.667,3.33,33,33,0,1,1,0,216.0,204,86,80,19,40,4,206,6,0,11,881,138,3.01,1.130,8.5,0.8,1.7,8.6,5.15
138,Kevin Hart,25,CHC,2,2,.500,6.51,21,0,4,0,0,0,27.2,39,24,20,2,18,3,23,3,0,1,142,71,4.69,2.060,12.7,0.7,5.9,7.5,1.28
