Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,CJ Abrams*,22,WSN,151,614,563,83,138,28,6,18,64,47,4,32,118,.245,.300,.412,.712,95,232,7,13,3,3,2,*6/H
2,Ronald Acuna Jr.,25,ATL,159,735,643,149,217,35,4,41,106,73,14,80,84,.337,.416,.596,1.012,168,383,15,9,0,3,3,*9/D
3,Willy Adames,27,MIL,149,638,553,73,120,29,2,24,80,5,3,71,165,.217,.310,.407,.717,95,225,12,6,0,6,1,*6/D
4,Riley Adams,27,WSN,44,158,143,8,39,13,2,4,21,0,0,11,45,.273,.331,.476,.807,120,68,5,2,1,1,0,2/HD
5,Ehire Adrianza#,33,ATL,5,11,10,0,0,0,0,0,0,0,0,1,4,.000,.091,.000,.091,-72,0,0,0,0,0,0,/H6
6,Nick Ahmed,33,ARI,72,210,198,14,42,10,1,2,17,5,1,12,52,.212,.257,.303,.560,53,60,0,0,0,0,0,6H/D
7,Ozzie Albies#,26,ATL,148,660,596,96,167,30,5,33,109,13,1,46,107,.280,.336,.513,.849,124,306,9,8,0,8,2,*4
8,Scott Alexander*,33,SFG,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
9,Jorge Alfaro,30,COL,10,32,31,2,5,4,0,1,4,0,0,0,12,.161,.188,.387,.575,43,12,2,1,0,0,0,/DH2
10,Abraham Almonte#,34,NYM,8,16,15,1,1,1,0,0,0,0,0,1,8,.067,.125,.133,.258,-28,2,0,0,0,0,0,/HD79
11,Pete Alonso,28,NYM,154,658,568,92,123,21,2,46,118,4,1,65,151,.217,.318,.504,.821,122,286,17,21,0,4,6,*3/D
12,Jake Alu*,26,WSN,51,175,159,14,36,2,1,2,16,5,1,10,42,.226,.282,.289,.571,59,46,2,3,1,2,0,74/5H
13,Francisco Álvarez,21,NYM,123,423,382,51,80,12,0,25,63,2,0,34,110,.209,.284,.437,.721,95,167,14,6,0,1,0,2H/D
14,Jacob Amaya,24,MIA,4,9,9,1,2,0,0,0,2,1,0,0,1,.222,.222,.222,.444,22,2,0,0,0,0,0,/64
15,Miguel Amaya,24,CHC,53,156,131,17,28,4,0,5,18,0,0,12,40,.214,.329,.359,.688,86,47,2,11,1,1,0,2/DH
16,Brian Anderson,30,MIL,96,361,318,38,72,12,3,9,40,1,3,36,108,.226,.310,.368,.678,86,117,10,4,0,3,0,59/HD
17,Miguel Andújar,28,PIT,30,90,84,9,21,7,0,4,18,2,0,6,13,.250,.300,.476,.776,108,40,1,0,0,0,0,9/HD7
18,Jonathan Araúz#,24,NYM,27,66,59,3,8,0,0,3,9,0,0,5,18,.136,.203,.288,.491,34,17,1,0,2,0,0,5/46H
19,Orlando Arcia,28,ATL,139,533,488,66,129,25,0,17,65,1,0,39,102,.264,.321,.420,.741,98,205,14,3,0,3,0,*6/H
20,Nolan Arenado,32,STL,144,612,560,71,149,26,2,26,93,3,3,41,101,.266,.315,.459,.774,109,257,21,3,0,8,5,*5D/H
21,Luis Arráez*,26,MIA,147,617,574,71,203,30,3,10,69,3,2,35,34,.354,.393,.469,.861,133,269,18,4,1,3,10,*43/HD
22,José Azocar,27,SDP,55,102,91,16,21,6,0,2,9,8,2,4,24,.231,.278,.363,.641,78,33,2,2,5,0,0,98H/7D
23,Harrison Bader,29,CIN,14,34,31,4,5,1,0,0,3,3,1,3,3,.161,.235,.194,.429,18,6,1,0,0,0,0,8/HD
24,Ji Hwan Bae*,23,PIT,111,371,334,54,77,17,2,2,32,24,9,30,92,.231,.296,.311,.608,67,104,4,2,3,2,0,48H/6
25,Patrick Bailey#,24,SFG,97,353,326,29,76,18,1,7,48,1,0,21,100,.233,.285,.359,.644,77,117,8,3,2,1,0,2/HD
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Luken Baker,26,STL,33,99,86,9,18,3,0,2,10,0,0,13,31,.209,.313,.314,.627,73,27,1,0,0,0,0,D3/H
27,Austin Barnes,33,LAD,59,200,178,15,32,5,0,2,11,2,1,17,43,.180,.256,.242,.498,36,43,7,2,1,2,0,2/H4D
28,Tucker Barnhart*,32,CHC,43,123,109,6,22,3,0,1,9,1,0,12,42,.202,.285,.257,.541,48,28,4,1,0,1,0,2/1H
29,Tres Barrera,28,STL,6,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/2H
30,José Barrero,25,CIN,46,149,133,15,29,8,0,2,17,3,2,15,44,.218,.295,.323,.619,67,43,1,0,0,1,0,68/HD
31,Joey Bart,26,SFG,30,95,87,9,18,5,0,0,5,0,0,3,23,.207,.263,.264,.528,47,23,0,4,0,1,0,2/H
32,Matthew Batten,28,SDP,43,139,120,19,31,6,0,2,11,2,2,17,30,.258,.355,.358,.713,101,43,0,1,1,0,0,45/3HD6
33,Brett Baty*,23,NYM,108,389,353,41,75,12,0,9,34,2,0,29,109,.212,.275,.323,.598,65,114,8,2,1,1,0,5/HD7
34,Matt Beaty*,30,SFG,4,5,5,1,1,0,0,0,1,0,0,0,2,.200,.200,.200,.400,12,1,0,0,0,0,0,/DH1
35,Josh Bell#,30,MIA,53,224,200,26,54,9,0,11,26,0,0,20,53,.270,.338,.480,.818,119,96,6,1,0,1,1,3D
36,Cody Bellinger*,27,CHC,130,556,499,95,153,29,1,26,97,20,6,40,87,.307,.356,.525,.881,133,262,7,5,0,12,3,83/DH
37,Will Benson*,25,CIN,108,329,287,51,79,15,8,11,31,19,3,40,103,.275,.365,.498,.863,130,143,3,1,0,1,0,97H/D8
38,Jon Berti,33,MIA,133,424,388,53,114,16,3,7,33,16,6,29,77,.294,.344,.405,.748,103,157,10,2,2,3,2,65H74/D9
39,Mookie Betts,30,LAD,152,693,584,126,179,40,1,39,107,14,3,96,107,.307,.408,.579,.987,163,338,5,8,0,5,3,946/H
40,Charlie Blackmon*,36,COL,96,413,359,57,100,24,5,8,40,4,1,39,55,.279,.363,.440,.803,107,158,6,11,0,4,0,D9/H
41,Travis Blankenhorn*,26,WSN,10,37,31,2,5,0,0,1,1,0,0,6,6,.161,.297,.258,.555,57,8,0,0,0,0,0,/79
42,Xander Bogaerts,30,SDP,155,665,596,83,170,31,2,19,58,19,2,56,110,.285,.350,.440,.790,120,262,21,7,0,6,0,*6/DH
43,Alec Bohm,26,PHI,145,611,558,74,153,31,0,20,97,4,1,42,94,.274,.327,.437,.765,108,244,23,5,0,6,1,53/DH
44,Sean Bouchard,27,COL,21,43,38,11,12,2,0,4,7,0,1,4,14,.316,.372,.684,1.056,165,26,0,0,0,1,0,9/H7D
45,Ryan Brasier,35,LAD,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
46,Mike Brosseau,29,MIL,29,78,73,4,15,2,0,4,8,0,0,4,20,.205,.256,.397,.654,76,29,2,1,0,0,0,5/H31D4
47,Kris Bryant,31,COL,80,335,300,36,70,10,0,10,31,0,0,29,68,.233,.313,.367,.680,76,110,6,6,0,0,0,9D/37H
48,Peyton Burdick,26,MIA,14,37,33,4,6,2,0,1,2,1,0,3,18,.182,.270,.333,.604,63,11,0,1,0,0,0,9/8H7
49,Jake Burger,27,MIA,53,217,198,27,60,13,0,9,28,0,0,10,47,.303,.355,.505,.860,130,100,1,7,0,2,0,5/D
50,Alec Burleson*,24,STL,107,347,315,34,77,20,1,8,36,3,1,23,45,.244,.300,.390,.691,87,123,13,3,1,2,0,7DH39/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Michael Busch*,25,LAD,27,81,72,9,12,3,0,2,7,1,0,8,27,.167,.247,.292,.539,45,21,0,0,0,1,0,5/D3H47
52,Génesis Cabrera*,26,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
53,Alex Call,28,WSN,128,439,375,43,75,14,1,8,38,9,8,53,78,.200,.307,.307,.614,72,115,1,6,3,2,0,*87/9H
54,Johan Camargo#,29,SFG,8,20,18,0,4,0,0,0,2,0,0,1,4,.222,.300,.222,.522,49,4,2,1,0,0,0,/65
55,Luis Campusano,24,SDP,49,174,163,27,52,7,0,7,30,0,0,7,21,.319,.356,.491,.847,134,80,8,3,0,1,0,2/DH
56,Alexander Canario,23,CHC,6,17,17,1,5,1,1,1,6,0,0,0,8,.294,.294,.647,.941,143,11,0,0,0,0,0,/DH879
57,Jeimer Candelario#,29,TOT,140,576,505,77,127,39,3,22,70,8,1,53,127,.251,.336,.471,.807,119,238,11,13,0,4,1,*53/DH
58,Jeimer Candelario#,29,WSN,99,419,368,57,95,30,2,16,53,6,1,36,88,.258,.342,.481,.823,125,177,10,12,0,2,1,5/D
59,Jeimer Candelario#,29,CHC,41,157,137,20,32,9,1,6,17,2,0,17,39,.234,.318,.445,.764,103,61,1,1,0,2,0,35/DH
60,Mark Canha,34,TOT,139,507,435,51,114,25,1,11,62,11,1,49,79,.262,.355,.400,.755,108,174,11,17,0,6,1,7D93H/5
61,Mark Canha,34,NYM,89,303,257,28,63,15,1,6,29,7,0,32,52,.245,.343,.381,.725,100,98,8,9,0,5,0,7D39H/5
62,Mark Canha,34,MIL,50,204,178,23,51,10,0,5,33,4,1,17,27,.287,.373,.427,.800,120,76,3,8,0,1,1,D79/3H
63,Dominic Canzone*,25,ARI,15,41,38,4,9,2,0,1,8,0,0,2,8,.237,.293,.368,.661,80,14,1,1,0,0,0,/DH9
64,Vinny Capra,26,PIT,9,21,18,3,3,1,0,0,1,0,0,2,5,.167,.250,.222,.472,31,4,0,0,1,0,0,/54H
