Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,David Aardsma,24,CHC,3,0,1.000,4.08,45,0,9,0,0,0,53.0,41,25,24,9,28,0,49,1,0,1,225,114,5.15,1.302,7.0,1.5,4.8,8.3,1.75
2,Jeremy Accardo,24,SFG,1,3,.250,4.91,38,0,16,0,0,3,40.1,38,23,22,2,11,3,40,1,0,2,170,92,2.70,1.215,8.5,0.4,2.5,8.9,3.64
3,Mike Adams,27,MIL,0,0,,11.57,2,0,0,0,0,0,2.1,4,3,3,1,2,0,1,0,0,0,13,45,10.43,2.571,15.4,3.9,7.7,3.9,0.50
4,Jon Adkins,28,SDP,2,1,.667,3.98,55,0,15,0,0,0,54.1,55,26,24,3,20,4,30,2,0,0,232,102,3.98,1.380,9.1,0.5,3.3,5.0,1.50
5,Jeremy Affeldt*,27,COL,4,2,.667,6.91,27,0,9,0,0,1,27.1,31,23,21,4,13,3,20,1,0,0,128,72,5.12,1.610,10.2,1.3,4.3,6.6,1.54
6,Matt Albers,23,HOU,0,2,.000,6.00,4,2,0,0,0,0,15.0,17,10,10,1,7,0,11,0,0,0,66,76,3.95,1.600,10.2,0.6,4.2,6.6,1.57
7,Greg Aquino,28,ARI,2,0,1.000,4.47,42,0,12,0,0,0,48.1,54,27,24,8,24,2,51,4,0,2,220,106,4.93,1.614,10.1,1.5,4.5,9.5,2.13
8,Tony Armas,28,WSN,9,12,.429,5.03,30,30,0,0,0,0,154.0,167,96,86,19,64,7,97,13,1,6,693,85,4.99,1.500,9.8,1.1,3.7,5.7,1.52
9,Bronson Arroyo,29,CIN,14,11,.560,3.29,35,35,0,3,1,0,240.2,222,98,88,31,64,7,184,5,0,6,992,142,4.15,1.188,8.3,1.2,2.4,6.9,2.88
10,Miguel Asencio,25,COL,1,0,1.000,4.70,3,1,0,0,0,0,7.2,9,8,4,1,4,0,7,1,0,0,37,109,4.97,1.696,10.6,1.2,4.7,8.2,1.75
11,Ezequiel Astacio,26,HOU,2,0,1.000,11.12,6,0,2,0,0,0,5.2,7,7,7,2,6,3,6,0,0,0,30,42,8.79,2.294,11.1,3.2,9.5,9.5,1.00
12,Pedro Astacio,37,WSN,5,5,.500,5.98,17,17,0,1,1,0,90.1,109,64,60,14,31,3,42,1,1,0,407,72,5.29,1.550,10.9,1.4,3.1,4.2,1.35
13,Brandon Backe,28,HOU,3,2,.600,3.77,8,8,0,0,0,0,43.0,43,18,18,4,18,0,19,3,0,2,189,119,4.94,1.419,9.0,0.8,3.8,4.0,1.06
14,Danys Báez,28,TOT,5,6,.455,4.53,57,0,28,0,0,9,59.2,60,35,30,3,17,3,39,7,0,3,257,100,3.70,1.291,9.1,0.5,2.6,5.9,2.29
15,Danys Báez,28,LAD,5,5,.500,4.35,46,0,27,0,0,9,49.2,53,29,24,3,11,2,29,6,0,3,213,104,3.79,1.289,9.6,0.5,2.0,5.3,2.64
16,Danys Báez,28,ATL,0,1,.000,5.40,11,0,1,0,0,0,10.0,7,6,6,0,6,1,10,1,0,0,44,85,3.25,1.300,6.3,0.0,5.4,9.0,1.67
17,Jeff Bajenaru,28,ARI,0,1,.000,36.00,1,0,0,0,0,0,1.0,4,4,4,3,0,0,0,0,0,0,7,17,42.15,4.000,36.0,27.0,0.0,0.0,
18,Brian Bannister,25,NYM,2,1,.667,4.26,8,6,1,0,0,0,38.0,34,18,18,4,22,2,19,2,0,2,171,103,5.41,1.474,8.1,0.9,5.2,4.5,0.86
19,Kevin Barry,27,ATL,1,1,.500,5.61,19,1,7,0,0,0,25.2,24,16,16,2,14,0,19,1,0,0,115,80,4.43,1.481,8.4,0.7,4.9,6.7,1.36
20,Philip Barzilla*,27,HOU,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,2,,3.15,3.000,27.0,0.0,0.0,0.0,
21,Miguel Batista,35,ARI,11,8,.579,4.58,34,33,0,3,1,0,206.1,231,116,105,18,84,5,110,6,1,14,910,103,4.52,1.527,10.1,0.8,3.7,4.8,1.31
