Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
94,Milton Bradley#,22,MON,42,172,154,20,34,8,1,2,15,2,1,14,32,.221,.288,.325,.613,53,50,3,1,1,1,0,8/H
95,Darren Bragg*,30,COL,71,169,149,16,33,7,1,3,21,4,1,17,41,.221,.296,.342,.638,47,51,3,0,0,3,1,7H/9
96,Jeff Branson*,33,LAD,18,18,17,3,4,1,0,0,0,0,0,1,6,.235,.278,.294,.572,49,5,1,0,0,0,0,/6H45
97,Jeff Brantley,36,PHI,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
98,Chris Brock,30,PHI,58,11,9,1,2,1,0,1,2,0,0,0,2,.222,.222,.667,.889,113,6,0,0,2,0,0,1
99,Tarrik Brock*,26,CHC,13,16,12,1,2,0,0,0,0,1,1,4,4,.167,.375,.167,.542,46,2,0,0,0,0,0,/7H8
100,Rico Brogna*,30,PHI,38,139,129,12,32,14,0,1,13,1,0,7,28,.248,.295,.380,.675,69,49,4,2,0,1,1,3/H
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
101,Adrian Brown#,26,PIT,104,340,308,64,97,18,3,4,28,13,1,29,34,.315,.373,.432,.805,104,133,1,0,2,1,1,8H9/7
102,Brant Brown*,29,TOT,95,178,162,11,28,7,0,5,16,3,1,13,62,.173,.237,.309,.546,39,50,3,1,1,1,0,H73/89
103,Brant Brown*,29,FLA,41,76,73,4,14,6,0,2,6,1,0,3,33,.192,.224,.356,.580,47,26,1,0,0,0,0,H/739
104,Brant Brown*,29,CHC,54,102,89,7,14,1,0,3,10,2,1,10,29,.157,.248,.270,.517,33,24,2,1,1,1,0,H7/839
105,Emil Brown,25,PIT,50,135,119,13,26,5,0,3,16,3,1,11,34,.218,.299,.336,.635,61,40,3,3,1,1,0,9H78
106,Kevin Brown,35,LAD,32,84,66,2,5,0,0,0,3,0,0,2,29,.076,.129,.076,.204,-45,5,0,2,14,0,0,1
107,Kevin Brown,27,MIL,5,18,17,3,4,3,0,0,1,0,0,1,5,.235,.278,.412,.690,74,7,0,0,0,0,0,/2
108,Roosevelt Brown*,24,CHC,45,98,91,11,32,8,0,3,14,0,1,4,22,.352,.378,.538,.916,131,49,0,1,0,2,0,7H/98
109,Mark Brownson*,25,PHI,1,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,,0,0,0,0,0,0,/1
110,Justin Brunette*,24,STL,4,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,407,1,0,0,0,0,0,/1
111,Jim Bruske,35,MIL,15,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
112,Mike Buddie,29,MIL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
113,Damon Buford,30,CHC,150,556,495,64,124,18,3,15,48,4,6,47,118,.251,.324,.390,.714,82,193,9,8,4,2,3,*8H/97
114,Kirk Bullinger,30,PHI,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
115,John Burkett,35,ATL,30,51,42,2,6,1,0,0,3,0,0,3,15,.143,.200,.167,.367,-6,7,0,0,6,0,0,1
116,Ellis Burks,35,SFG,122,458,393,74,135,21,5,24,96,5,1,56,49,.344,.419,.606,1.025,163,238,10,1,0,8,5,9H/D
117,A.J. Burnett,23,FLA,13,30,25,3,7,1,1,1,3,0,0,3,10,.280,.357,.520,.877,124,13,0,0,2,0,0,1
118,Jeromy Burnitz*,31,MIL,161,686,564,91,131,29,2,31,98,6,4,99,121,.232,.356,.456,.811,106,257,12,14,0,9,10,*9/HD
119,Pat Burrell,23,PHI,111,474,408,57,106,27,1,18,79,0,0,63,139,.260,.359,.463,.822,106,189,5,1,0,2,2,37/DH
120,Paul Byrd,29,PHI,16,24,20,2,3,0,0,0,0,0,0,1,6,.150,.227,.150,.377,-2,3,0,1,2,0,0,1
121,Alex Cabrera,28,ARI,31,87,80,10,21,2,1,5,14,0,0,4,21,.263,.299,.500,.799,94,40,3,1,0,2,0,39/H7
122,José Cabrera,28,HOU,49,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
123,Orlando Cabrera,25,MON,125,454,422,47,100,25,1,13,55,4,4,25,28,.237,.279,.393,.673,66,166,12,1,3,3,3,*6/H4
124,Ken Caminiti#,37,HOU,59,253,208,42,63,13,0,15,45,3,0,42,37,.303,.419,.582,1.001,143,121,7,1,0,2,8,5/H
125,Eric Cammack,24,NYM,8,1,1,0,1,0,1,0,1,0,0,0,0,1.000,1.000,3.000,4.000,875,3,0,0,0,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
126,Buddy Carlyle*,22,SDP,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
127,Bubba Carpenter*,31,COL,15,31,27,4,6,0,0,3,5,0,0,4,13,.222,.323,.556,.878,97,15,0,0,0,0,0,/H7D9
128,Giovanni Carrara,32,COL,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
129,Raúl Casanova#,27,MIL,86,265,231,20,57,13,3,6,36,1,2,26,48,.247,.331,.407,.738,88,94,5,4,2,2,1,2H/D
130,Sean Casey*,25,CIN,133,545,480,69,151,33,2,20,85,1,0,52,80,.315,.385,.517,.902,124,248,16,7,0,6,4,*3/H
131,Luis Castillo#,24,FLA,136,626,539,101,180,17,3,2,17,62,22,78,86,.334,.418,.388,.806,111,209,11,0,9,0,0,*4/H
132,Juan Castro,28,CIN,82,244,224,20,54,12,2,4,23,0,2,14,33,.241,.283,.366,.649,61,82,9,0,4,2,1,64/5H
133,Ramón Castro,24,FLA,50,157,138,10,33,4,0,2,14,0,0,16,36,.239,.318,.312,.630,65,43,1,1,0,2,7,2
134,Roger Cedeño#,25,HOU,74,305,259,54,73,2,5,6,26,25,11,43,47,.282,.383,.398,.781,93,103,6,0,2,1,0,879/H
135,Frank Charles,31,HOU,4,7,7,1,3,1,0,0,2,0,0,0,2,.429,.429,.571,1.000,143,4,0,0,0,0,0,/H2
136,Norm Charlton#,37,CIN,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
137,Raúl Chávez,27,HOU,14,47,43,3,11,2,0,1,5,0,0,3,6,.256,.298,.372,.670,64,16,5,0,0,1,2,2
138,Bruce Chen*,23,TOT,35,38,30,0,1,0,0,0,1,0,0,1,20,.033,.065,.033,.098,-74,1,0,0,7,0,0,1
139,Bruce Chen*,23,ATL,21,7,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
140,Bruce Chen*,23,PHI,14,31,25,0,1,0,0,0,1,0,0,1,17,.040,.077,.040,.117,-69,1,0,0,5,0,0,1
141,Bobby Chouinard,28,COL,31,3,3,1,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,55,1,0,0,0,0,0,1
142,Jason Christiansen,30,TOT,62,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
143,Jason Christiansen,30,PIT,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
144,Jason Christiansen,30,STL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
145,Jeff Cirillo,30,COL,157,684,598,111,195,53,2,11,115,3,4,67,72,.326,.392,.477,.869,100,285,19,6,1,12,4,*5/H
146,Chris Clapinski#,28,FLA,34,55,49,12,15,4,1,1,7,0,0,5,7,.306,.370,.490,.860,121,24,1,0,1,0,0,H4/576
147,Brady Clark,27,CIN,11,11,11,1,3,1,0,0,2,0,0,0,2,.273,.273,.364,.636,58,4,0,0,0,0,0,/H97
148,Will Clark*,36,STL,51,197,171,29,59,15,1,12,42,1,0,22,24,.345,.426,.655,1.081,167,112,3,3,0,1,0,3/H
149,Matt Clement,25,SDP,31,69,60,3,4,0,1,0,2,0,0,4,33,.067,.125,.100,.225,-40,6,0,0,5,0,0,1
150,Brad Clontz,29,PIT,5,1,0,1,0,0,0,0,0,0,0,0,0,,1.000,,,,0,0,1,0,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
151,Dave Coggin,23,PHI,4,8,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1
152,Greg Colbrunn,30,ARI,116,385,329,48,103,22,1,15,57,0,1,43,45,.313,.405,.523,.928,129,172,13,10,0,3,2,3H/D5
153,Lou Collier,26,MIL,14,39,32,9,7,1,0,1,2,0,0,6,4,.219,.333,.344,.677,74,11,1,0,0,1,0,/87H5
154,Jason Conti*,25,ARI,47,99,91,11,21,4,3,1,15,3,0,7,30,.231,.293,.374,.667,65,34,2,1,0,0,2,9H/87
155,Dennis Cook*,37,NYM,63,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
156,Trace Coquillette,26,MON,34,67,59,6,12,4,0,1,8,0,0,7,19,.203,.284,.322,.606,51,19,2,0,0,1,0,5/4H79
157,Alex Cora*,24,LAD,109,394,353,39,84,18,6,4,32,4,1,26,53,.238,.302,.357,.658,70,126,6,7,6,2,4,6/4H
158,Wil Cordero,28,PIT,89,378,348,46,98,24,3,16,51,1,2,25,58,.282,.336,.506,.842,110,176,11,4,0,1,1,7/HD
159,Francisco Córdova,28,PIT,17,37,35,0,4,0,0,0,3,0,0,2,15,.114,.162,.114,.276,-28,4,1,0,0,0,0,1
160,Reid Cornelius,30,FLA,21,41,37,1,5,2,0,0,1,0,0,0,12,.135,.135,.189,.324,-17,7,1,0,4,0,0,1/H
161,Craig Counsell*,29,ARI,67,177,152,23,48,8,1,2,11,3,3,20,18,.316,.400,.421,.821,105,64,4,2,1,1,0,H45/6
162,Felipe Crespo#,27,SFG,89,150,131,17,38,6,1,4,29,3,2,10,23,.290,.351,.443,.794,106,58,3,4,2,3,2,H73/94D
163,D.T. Cromer*,29,CIN,35,51,47,7,16,4,0,2,8,0,0,1,14,.340,.360,.553,.913,125,26,0,1,1,1,1,H3
164,Tripp Cromer,32,HOU,9,10,8,2,1,0,0,0,0,0,0,1,1,.125,.222,.125,.347,-11,1,0,0,1,0,0,/H546
165,Rich Croushore,29,COL,6,2,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,365,1,0,0,1,0,0,/1
166,Iván Cruz*,32,PIT,8,11,11,0,1,0,0,0,0,0,0,0,8,.091,.091,.091,.182,-54,1,1,0,0,0,0,/H3
167,Will Cunnane,26,SDP,27,7,7,0,1,1,0,0,0,0,0,0,3,.143,.143,.286,.429,9,2,0,0,0,0,0,1
168,Jeff D'Amico,24,MIL,22,54,44,2,4,1,0,1,2,0,0,3,19,.091,.146,.182,.328,-17,8,3,0,6,1,0,1
169,Omar Daal*,28,TOT,30,54,45,3,12,3,0,1,6,0,0,4,8,.267,.327,.400,.727,81,18,1,0,5,0,0,1
170,Omar Daal*,28,ARI,18,31,27,2,7,1,0,1,4,0,0,1,3,.259,.286,.407,.693,70,11,1,0,3,0,0,1
171,Omar Daal*,28,PHI,12,23,18,1,5,2,0,0,2,0,0,3,5,.278,.381,.389,.770,96,7,0,0,2,0,0,1
172,Vic Darensbourg*,29,FLA,53,8,8,0,2,0,0,0,0,0,0,0,2,.250,.250,.250,.500,31,2,0,0,0,0,0,1
173,Mike Darr*,24,SDP,58,228,205,21,55,14,4,1,30,9,1,23,45,.268,.342,.390,.732,92,80,9,0,0,0,1,98/7H
174,Tom Davey,26,SDP,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
175,Ben Davis#,23,SDP,43,148,130,12,29,6,0,3,14,1,1,14,35,.223,.297,.338,.635,66,44,2,0,3,1,1,2/HD
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
176,Eric Davis,38,STL,92,293,254,38,77,14,0,6,40,1,1,36,60,.303,.389,.429,.818,106,109,7,1,0,2,0,9H/D
177,Kane Davis,25,MIL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
178,Russ Davis,30,SFG,80,192,180,27,47,5,0,9,24,0,3,9,29,.261,.302,.439,.741,90,79,1,2,0,1,0,5H/3D
179,Travis Dawkins,21,CIN,14,44,41,5,9,2,0,0,3,0,0,2,7,.220,.256,.268,.524,32,11,3,0,1,0,1,6
180,Tomás de la Rosa,22,MON,32,77,66,7,19,3,1,2,9,2,1,7,11,.288,.365,.455,.819,103,30,2,1,3,0,0,6/HD
181,Valerio De Los Santos*,27,MIL,62,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
182,Kory DeHaan*,23,SDP,90,110,103,19,21,7,0,2,13,4,2,5,39,.204,.239,.330,.569,47,34,2,0,1,1,0,9H7/8D
183,Mike DeJean,29,COL,51,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
