Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Austin Adams,26,WSN,0,0,,3.60,6,0,3,0,0,0,5.0,4,4,2,0,8,0,10,1,0,1,29,133,4.56,2.400,7.2,0.0,14.4,18.0,1.25
2,Tim Adleman,29,CIN,5,11,.313,5.52,30,20,4,0,0,0,122.1,124,79,75,29,51,1,108,6,1,1,531,81,5.87,1.431,9.1,2.1,3.8,7.9,2.12
3,Matt Albers,34,WSN,7,2,.778,1.62,63,0,23,0,0,2,61.0,35,12,11,6,17,0,63,4,0,0,233,277,3.40,0.852,5.2,0.9,2.5,9.3,3.71
4,Sandy Alcántara,21,STL,0,0,,4.32,8,0,3,0,0,0,8.1,9,6,4,2,6,0,10,0,0,0,39,102,6.04,1.800,9.7,2.2,6.5,10.8,1.67
5,Henderson Alvarez III,27,PHI,0,1,.000,4.30,3,3,0,0,0,0,14.2,14,7,7,2,11,1,6,0,1,0,67,102,6.36,1.705,8.6,1.2,6.8,3.7,0.55
6,Brett Anderson*,29,CHC,2,2,.500,8.18,6,6,0,0,0,0,22.0,34,22,20,2,12,0,16,0,0,1,111,54,4.52,2.091,13.9,0.8,4.9,6.5,1.33
7,Chase Anderson,29,MIL,12,4,.750,2.74,25,25,0,0,0,0,141.1,113,47,43,14,41,1,133,7,0,0,569,160,3.58,1.090,7.2,0.9,2.6,8.5,3.24
8,Drew Anderson,23,PHI,0,0,,23.14,2,0,1,0,0,0,2.1,6,7,6,0,1,0,2,0,0,0,14,21,2.73,3.000,23.1,0.0,3.9,7.7,2.00
9,Tyler Anderson*,27,COL,6,6,.500,4.81,17,15,1,0,0,0,86.0,88,48,46,16,26,0,81,2,2,6,362,105,4.67,1.326,9.2,1.7,2.7,8.5,3.12
10,Víctor Arano,22,PHI,1,0,1.000,1.69,10,0,2,0,0,0,10.2,6,2,2,0,4,0,13,0,0,0,42,263,1.85,0.938,5.1,0.0,3.4,11.0,3.25
11,Jake Arrieta,31,CHC,14,10,.583,3.53,30,30,0,0,0,0,168.1,150,82,66,23,55,3,163,10,0,14,707,124,4.16,1.218,8.0,1.2,2.9,8.7,2.96
12,Bronson Arroyo,40,CIN,3,6,.333,7.35,14,14,0,0,0,0,71.0,94,59,58,23,19,2,45,2,0,1,322,61,6.99,1.592,11.9,2.9,2.4,5.7,2.37
13,Barrett Astin,25,CIN,0,0,,6.75,6,0,1,0,0,0,8.0,9,6,6,2,7,0,2,2,0,0,41,69,9.28,2.000,10.1,2.3,7.9,2.3,0.29
14,Luis Avilán*,27,LAD,2,3,.400,2.93,61,0,5,0,0,0,46.0,42,16,15,2,22,3,52,1,0,1,194,142,2.96,1.391,8.2,0.4,4.3,10.2,2.36
15,Erick Aybar,33,SDP,0,0,,0.00,2,0,2,0,0,0,1.1,0,0,0,0,1,0,0,0,0,0,4,,5.41,0.750,0.0,0.0,6.8,0.0,0.00
16,Pedro Báez,29,LAD,3,6,.333,2.95,66,0,6,0,0,0,64.0,56,24,21,9,29,2,64,2,1,1,280,140,4.44,1.328,7.9,1.3,4.1,9.0,2.21
17,Homer Bailey,31,CIN,6,9,.400,6.43,18,18,0,0,0,0,91.0,112,67,65,11,42,2,67,8,0,4,420,70,4.91,1.692,11.1,1.1,4.2,6.6,1.60
18,Anthony Banda*,23,ARI,2,3,.400,5.96,8,4,1,0,0,0,25.2,26,17,17,1,10,1,25,3,0,2,115,80,3.24,1.403,9.1,0.4,3.5,8.8,2.50
19,Johnny Barbato,24,PIT,0,1,.000,4.08,24,0,7,0,0,0,28.2,25,13,13,4,18,0,23,2,0,1,130,106,5.46,1.500,7.8,1.3,5.7,7.2,1.28
20,Jacob Barnes,27,MIL,3,4,.429,4.00,73,0,8,0,0,2,72.0,57,35,32,8,33,4,80,3,0,6,304,110,3.88,1.250,7.1,1.0,4.1,10.0,2.42
21,Kyle Barraclough,27,MIA,6,2,.750,3.00,66,0,12,0,0,1,66.0,53,25,22,5,38,3,76,2,1,6,286,132,3.66,1.379,7.2,0.7,5.2,10.4,2.00
22,Jake Barrett,25,ARI,1,1,.500,5.00,28,0,5,0,0,0,27.0,27,18,15,7,15,2,26,0,0,1,121,95,6.27,1.556,9.0,2.3,5.0,8.7,1.73
23,Antonio Bastardo*,31,PIT,0,1,.000,15.00,9,0,5,0,0,0,9.0,16,15,15,5,9,0,8,0,0,2,52,29,11.60,2.778,16.0,5.0,9.0,8.0,0.89
24,Buddy Baumann*,29,SDP,2,1,.667,2.55,23,0,2,0,0,0,17.2,11,5,5,4,7,2,21,3,0,0,72,169,5.42,1.019,5.6,2.0,3.6,10.7,3.00
25,Pedro Beato,30,PHI,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,,0.16,0.000,0.0,0.0,0.0,13.5,
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Joaquín Benoit,39,TOT,1,6,.143,4.65,52,0,13,0,0,2,50.1,43,28,26,7,22,1,46,1,0,1,213,94,4.51,1.291,7.7,1.3,3.9,8.2,2.09
27,Joaquín Benoit,39,PHI,1,4,.200,4.07,44,0,12,0,0,2,42.0,32,19,19,5,16,1,43,0,0,0,171,106,3.80,1.143,6.9,1.1,3.4,9.2,2.69
28,Joaquín Benoit,39,PIT,0,2,.000,7.56,8,0,1,0,0,0,8.1,11,9,7,2,6,0,3,1,0,1,42,59,8.08,2.040,11.9,2.2,6.5,3.2,0.50
29,Christian Bethancourt,25,SDP,0,0,,14.73,4,0,1,0,0,0,3.2,6,9,6,1,8,0,2,0,0,2,25,31,12.16,3.818,14.7,2.5,19.6,4.9,0.25
30,Chad Bettis,28,COL,2,4,.333,5.05,9,9,0,0,0,0,46.1,52,27,26,8,11,0,30,1,0,3,200,100,4.88,1.360,10.1,1.6,2.1,5.8,2.73
31,Ty Blach*,26,SFG,8,12,.400,4.78,34,24,3,1,1,0,163.2,179,91,87,17,43,2,73,1,0,3,692,89,4.42,1.356,9.8,0.9,2.4,4.0,1.70
32,Aaron Blair,25,ATL,0,1,.000,15.00,1,1,0,0,0,0,3.0,5,5,5,1,5,0,3,0,0,1,19,32,10.49,3.333,15.0,3.0,15.0,9.0,0.60
33,Andrés Blanco,33,PHI,0,0,,27.00,1,0,1,0,0,0,0.1,1,1,1,1,0,0,0,0,0,0,2,33,42.16,3.000,27.0,27.0,0.0,0.0,
34,Joe Blanton,36,WSN,2,4,.333,5.68,51,0,13,0,0,0,44.1,53,29,28,10,13,2,39,1,0,1,195,79,5.28,1.489,10.8,2.0,2.6,7.9,3.00
35,Michael Blazek,28,MIL,0,1,.000,8.31,5,1,2,0,0,0,8.2,12,9,8,6,1,0,7,0,0,0,37,55,10.89,1.500,12.5,6.2,1.0,7.3,7.00
36,Jerry Blevins*,33,NYM,6,0,1.000,2.94,75,0,5,0,0,1,49.0,43,16,16,4,24,2,69,4,0,2,217,141,3.12,1.367,7.9,0.7,4.4,12.7,2.88
37,Lisalverto Bonilla,27,CIN,1,3,.250,8.10,10,4,0,1,0,0,36.2,42,33,33,8,22,0,28,2,0,3,172,56,6.43,1.745,10.3,2.0,5.4,6.9,1.27
38,Matt Bowman,26,STL,3,6,.333,3.99,75,0,10,0,0,2,58.2,52,29,26,4,18,2,46,5,0,1,247,106,3.65,1.193,8.0,0.6,2.8,7.1,2.56
39,Silvino Bracho,24,ARI,0,0,,5.66,21,0,10,0,0,0,20.2,18,14,13,5,7,0,25,0,0,1,87,84,4.90,1.210,7.8,2.2,3.0,10.9,3.57
