Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,José Abreu,33,CHW,60,262,240,43,76,15,0,19,60,0,0,18,59,.317,.370,.617,.987,165,148,10,3,0,1,1,*3/D
2,Willy Adames,24,TBR,54,205,185,29,48,15,1,8,23,2,1,20,74,.259,.332,.481,.813,126,89,4,0,0,0,0,*6/H
3,Jo Adell,21,LAA,38,132,124,9,20,4,0,3,7,0,1,7,55,.161,.212,.266,.478,30,33,3,1,0,0,0,9/8H
4,Ehire Adrianza#,30,MIN,44,101,89,10,17,7,0,0,3,1,0,11,23,.191,.287,.270,.557,57,24,3,1,0,0,0,5H/64D1
5,Hanser Alberto,27,BAL,54,231,219,35,62,15,0,3,22,3,0,5,30,.283,.306,.393,.698,88,86,6,3,2,2,0,*4/5DH
6,Sergio Alcántara#,23,DET,10,23,21,2,3,0,1,1,1,0,0,2,4,.143,.217,.381,.598,60,8,0,0,0,0,0,/45H
7,Anthony Alford,25,TOR,13,16,16,3,3,0,0,1,3,3,0,0,7,.188,.188,.375,.563,49,6,0,0,0,0,0,/7H8D9
8,Austin Allen*,26,OAK,14,32,31,1,6,1,0,1,3,0,0,1,14,.194,.219,.323,.541,49,10,0,0,0,0,0,2
9,Greg Allen#,27,CLE,15,28,25,3,4,1,0,1,4,1,0,1,9,.160,.214,.320,.534,44,8,0,1,0,1,0,7/8H
10,Dan Altavilla,27,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
11,José Altuve,30,HOU,48,210,192,32,42,9,0,5,18,2,3,17,39,.219,.286,.344,.629,71,66,5,1,0,0,0,*4
12,Yordan Álvarez*,23,HOU,2,9,8,2,2,0,0,1,4,0,0,0,1,.250,.333,.625,.958,153,5,1,1,0,0,0,/D
13,Tim Anderson,27,CHW,49,221,208,45,67,11,1,10,21,5,2,10,50,.322,.357,.529,.886,140,110,4,2,0,1,0,*6
14,Elvis Andrus,31,TEX,29,111,103,11,20,5,0,3,7,3,1,8,15,.194,.252,.330,.582,60,34,5,0,0,0,0,6/H
15,Miguel Andújar,25,NYY,21,65,62,5,15,2,1,1,5,0,0,3,9,.242,.277,.355,.632,75,22,1,0,0,0,0,/D75H
16,Sherten Apostel,21,TEX,7,21,20,1,2,1,0,0,0,0,0,1,9,.100,.143,.150,.293,-19,3,0,0,0,0,0,/35
17,Jonathan Araúz#,21,BOS,25,80,72,8,18,2,0,1,9,0,0,8,21,.250,.325,.319,.644,73,23,0,0,0,0,0,4/56HD
18,Randy Arozarena,25,TBR,23,76,64,15,18,2,0,7,11,4,0,6,22,.281,.382,.641,1.022,182,41,2,5,0,1,0,7/DH98
19,Luis Arráez*,23,MIN,32,121,112,16,36,9,0,0,13,0,0,8,11,.321,.364,.402,.765,113,45,2,0,0,1,0,4/H
20,Christian Arroyo,25,TOT,15,54,50,7,12,1,0,3,8,0,0,4,11,.240,.296,.440,.736,93,22,2,0,0,0,0,4/65
21,Christian Arroyo,25,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/5
22,Christian Arroyo,25,BOS,14,54,50,7,12,1,0,3,8,0,0,4,11,.240,.296,.440,.736,93,22,2,0,0,0,0,4/6
23,Willians Astudillo,28,MIN,8,16,16,4,4,1,0,1,3,0,0,0,2,.250,.250,.500,.750,101,8,0,0,0,0,0,/2H
24,Alex Avila*,33,MIN,23,62,49,6,9,2,0,1,2,0,0,11,22,.184,.355,.286,.641,82,14,2,2,0,0,0,2/DH
25,Franklin Barreto,24,TOT,21,28,27,5,2,0,0,0,2,1,0,0,15,.074,.107,.074,.181,-48,2,0,1,0,0,0,H/465D7
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Franklin Barreto,24,OAK,15,10,10,5,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,H/46D
27,Franklin Barreto,24,LAA,6,18,17,0,2,0,0,0,2,1,0,0,8,.118,.167,.118,.284,-20,2,0,1,0,0,0,/457H6
28,Cam Bedrosian,28,LAA,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
29,Anthony Bemboom*,30,LAA,21,60,48,9,10,1,0,3,5,0,1,7,13,.208,.328,.417,.744,103,20,0,2,2,1,0,2/1H
30,Andrew Benintendi*,25,BOS,14,52,39,4,4,1,0,0,1,1,2,11,17,.103,.314,.128,.442,25,5,1,1,1,0,0,7/H
31,Bo Bichette,22,TOR,29,128,123,18,37,9,1,5,23,4,1,5,27,.301,.328,.512,.840,127,63,2,0,0,0,1,6/D
32,Cavan Biggio*,25,TOR,59,265,220,41,55,16,0,8,28,6,0,41,61,.250,.375,.432,.807,122,95,2,3,0,0,0,495/8HD7
33,Braden Bishop,26,SEA,12,34,30,2,5,2,0,0,4,1,0,2,10,.167,.242,.233,.476,35,7,0,1,1,0,0,/987
34,Travis Blankenhorn*,23,MIN,1,4,3,0,1,1,0,0,0,0,0,0,0,.333,.500,.667,1.167,221,2,0,1,0,0,0,/4
35,Xander Bogaerts,27,BOS,56,225,203,36,61,8,0,11,28,8,0,21,41,.300,.364,.502,.867,128,102,3,0,0,1,2,*6/HD
36,Jorge Bonifacio,27,DET,30,94,86,8,19,3,0,2,17,0,0,5,26,.221,.277,.326,.602,65,28,1,2,0,1,0,79/H
37,Jackie Bradley Jr.*,30,BOS,55,217,191,32,54,11,0,7,22,5,2,23,48,.283,.364,.450,.814,116,86,2,2,0,1,1,*8
38,Michael Brantley*,33,HOU,46,187,170,24,51,15,0,5,22,2,0,17,28,.300,.364,.476,.840,127,81,3,0,0,0,0,D7/H
39,Ryan Brasier,32,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
40,Alex Bregman,26,HOU,42,180,153,19,37,12,1,6,22,0,0,24,26,.242,.350,.451,.801,117,69,2,2,0,1,1,*5/H
41,José Briceño,27,LAA,2,6,5,0,1,0,0,0,0,0,0,1,1,.200,.333,.200,.533,52,1,0,0,0,0,0,/2
42,Mike Brosseau,26,TBR,36,98,86,12,26,5,1,5,12,2,0,8,31,.302,.378,.558,.936,160,48,1,3,0,1,0,35/4H7D19
43,Seth Brown*,27,OAK,7,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H3D
44,Byron Buxton,26,MIN,39,135,130,19,33,3,0,13,27,2,1,2,36,.254,.267,.577,.844,125,75,2,1,0,2,0,8
45,Miguel Cabrera,37,DET,57,231,204,28,51,4,0,10,35,1,0,24,51,.250,.329,.417,.746,104,85,3,1,0,2,1,*D/H
46,Willie Calhoun*,25,TEX,29,108,100,3,19,2,1,1,13,0,0,5,17,.190,.231,.260,.491,36,26,1,1,0,2,0,D/7H
47,Daz Cameron,23,DET,17,59,57,4,11,2,1,0,3,1,0,2,19,.193,.220,.263,.483,33,15,1,0,0,0,0,9/H
48,Jeimer Candelario#,26,DET,52,206,185,30,55,11,3,7,29,1,1,20,49,.297,.369,.503,.872,137,93,3,1,0,0,0,*35/H
49,Mark Canha,31,OAK,59,243,191,32,47,12,2,5,33,4,0,37,54,.246,.387,.408,.795,124,78,2,10,0,5,1,D97/83
50,Harold Castro*,26,DET,22,54,49,6,17,4,0,0,3,0,0,5,11,.347,.407,.429,.836,131,21,1,0,0,0,0,/H759348D6
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Jason Castro*,33,LAA,18,62,52,5,10,4,0,2,6,0,0,10,23,.192,.323,.385,.707,93,20,1,0,0,0,0,2/H
52,Willi Castro#,23,DET,36,140,129,21,45,4,2,6,24,0,1,7,38,.349,.381,.550,.932,153,71,0,1,1,2,0,6/54DH
53,Jake Cave*,27,MIN,42,123,113,17,25,3,2,4,15,0,2,5,44,.221,.285,.389,.674,85,44,0,5,0,0,0,89H/7D
54,Yu Chang,24,CLE,10,13,11,1,2,0,0,0,1,0,0,2,4,.182,.308,.182,.490,40,2,2,0,0,0,0,/H654
55,Matt Chapman,27,OAK,37,152,142,22,33,9,2,10,25,0,0,8,54,.232,.276,.535,.812,120,76,2,1,0,1,0,5/6
56,Michael Chavis,24,BOS,42,158,146,16,31,5,2,5,19,3,0,8,50,.212,.259,.377,.636,67,55,6,2,0,2,0,37/4DH
57,Robinson Chirinos,36,TEX,14,49,42,3,5,1,0,0,2,0,0,5,12,.119,.224,.143,.367,5,6,3,1,0,1,0,2/DH
58,Ji Man Choi*,29,TBR,42,145,122,16,28,13,0,3,16,0,0,20,36,.230,.331,.410,.741,108,50,1,0,0,3,2,3H/D
59,Shin-Soo Choo*,37,TEX,33,127,110,13,26,3,0,5,15,6,2,13,33,.236,.323,.400,.723,99,44,1,2,0,2,1,7D/H9
60,Zack Collins*,25,CHW,9,18,16,1,1,1,0,0,0,0,0,2,5,.063,.167,.125,.292,-17,2,0,0,0,0,0,/DH23
61,Franchy Cordero*,25,KCR,16,42,38,7,8,3,0,2,7,1,0,4,4,.211,.286,.447,.733,94,17,1,0,0,0,0,/98HD7
62,Carlos Correa,25,HOU,58,221,201,22,53,9,0,5,25,0,0,16,49,.264,.326,.383,.709,93,77,4,3,0,1,2,*6/H
63,J.P. Crawford*,25,SEA,53,232,204,33,52,7,2,2,24,6,3,23,39,.255,.336,.338,.674,91,69,4,3,0,2,0,*6
64,C.J. Cron,30,DET,13,52,42,9,8,3,0,4,8,0,0,9,16,.190,.346,.548,.894,141,23,2,1,0,0,0,3
65,Nelson Cruz,39,MIN,53,214,185,33,56,6,0,16,33,0,0,25,58,.303,.397,.595,.992,171,110,8,4,0,0,5,*D/H
66,Cheslor Cuthbert,27,CHW,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/5H
67,Bobby Dalbec,25,BOS,23,92,80,13,21,3,0,8,16,0,0,10,39,.263,.359,.600,.959,149,48,0,2,0,0,0,3/5D
68,Chris Davis*,34,BAL,16,55,52,3,6,3,0,0,1,0,0,3,17,.115,.164,.173,.337,-8,9,0,0,0,0,0,3/H
69,Jonathan Davis,28,TOR,13,34,27,4,7,2,0,1,6,1,0,3,11,.259,.364,.444,.808,121,12,1,2,0,1,0,/987H
70,Khris Davis,32,OAK,30,99,85,9,17,5,0,2,10,0,0,10,26,.200,.303,.329,.632,78,28,5,3,0,1,0,D/H
71,Nicky Delmonico*,27,CHW,6,22,20,0,3,0,0,0,3,0,0,2,2,.150,.227,.150,.377,8,3,2,0,0,0,0,/97
72,Travis Demeritte,25,DET,18,33,29,5,5,1,0,0,4,0,0,3,14,.172,.273,.207,.480,36,6,0,1,0,0,0,9/HD71
73,Delino DeShields,27,CLE,37,120,107,10,27,3,2,0,7,3,2,9,29,.252,.310,.318,.628,73,34,0,0,4,0,0,8/HD
74,Rafael Devers*,23,BOS,57,248,232,32,61,16,1,11,43,0,0,13,67,.263,.310,.483,.793,107,112,8,3,0,0,0,*5/H
75,Aledmys Díaz,29,HOU,17,59,58,8,14,5,0,3,6,0,0,1,12,.241,.254,.483,.737,95,28,1,0,0,0,0,4/53D7H
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
76,Yandy Díaz,28,TBR,34,138,114,16,35,3,0,2,11,0,0,23,17,.307,.428,.386,.814,133,44,6,1,0,0,1,5/DH3
77,Derek Dietrich*,30,TEX,25,75,61,9,12,1,0,5,8,1,1,9,21,.197,.347,.459,.806,121,28,4,5,0,0,0,/D3H45
78,Brandon Dixon,28,DET,5,14,13,0,1,1,0,0,2,0,0,1,4,.077,.143,.154,.297,-18,2,1,0,0,0,0,/37H4
79,Josh Donaldson,34,MIN,28,102,81,14,18,2,0,6,11,0,0,18,24,.222,.373,.469,.842,132,38,4,2,0,1,1,5/H
80,Hunter Dozier,28,KCR,44,186,158,29,36,4,2,6,12,4,0,27,48,.228,.344,.392,.736,99,62,3,1,0,0,0,39/75
81,Brandon Drury,27,TOR,21,49,46,3,7,1,0,0,1,0,0,2,9,.152,.184,.174,.358,0,8,0,0,0,1,0,5/46H
82,Jarrod Dyson*,35,CHW,11,11,10,3,3,0,0,0,0,2,0,0,1,.300,.300,.300,.600,67,3,0,0,1,0,0,/7H8D9
83,Edwin Encarnación,37,CHW,44,181,159,19,25,5,0,10,19,0,0,16,54,.157,.250,.377,.627,70,60,3,4,0,1,0,*D/H
84,Adam Engel,28,CHW,36,93,88,11,26,5,1,3,12,1,0,3,19,.295,.333,.477,.811,120,42,1,2,0,0,0,9H/78
85,Phil Ervin,27,SEA,18,47,39,5,8,3,0,0,4,0,0,8,14,.205,.340,.282,.622,79,11,1,0,0,0,0,9/H
86,Santiago Espinal,25,TOR,26,66,60,10,16,4,0,0,6,1,0,4,16,.267,.308,.333,.641,77,20,1,0,1,1,0,6/H51
87,Thairo Estrada,24,NYY,26,52,48,8,8,0,0,1,3,1,0,1,19,.167,.231,.229,.460,29,11,0,3,0,0,0,4/5H6
88,Derek Fisher*,26,TOR,16,39,31,5,7,2,1,1,7,0,1,7,11,.226,.359,.452,.811,122,14,0,0,0,1,0,9/7HD
89,David Fletcher,26,LAA,49,230,207,31,66,13,0,3,18,2,1,20,25,.319,.376,.425,.801,120,88,4,0,1,2,0,64/59
90,Estevan Florial*,22,NYY,1,3,3,0,1,0,0,0,0,0,0,0,2,.333,.333,.333,.667,87,1,0,0,0,0,0,/8
91,Mike Ford*,27,NYY,29,84,74,5,10,4,0,2,11,0,0,7,16,.135,.226,.270,.496,38,20,4,2,0,1,0,3H/D
92,Matt Foster,25,CHW,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
93,Jake Fraley*,25,SEA,7,29,26,3,4,1,1,0,0,2,1,2,11,.154,.241,.269,.511,44,7,0,1,0,0,0,/97
