Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
1,Andy Abad*,30,BOS,9,19,17,1,2,0,0,0,0,0,1,2,5,.118,.211,.118,.328,-11,2,1,0,0,0,0,/3H9
2,Brent Abernathy,25,TOT,12,37,34,3,2,0,0,0,0,1,0,1,3,.059,.086,.059,.145,-61,2,2,0,2,0,0,4/H
3,Brent Abernathy,25,TBD,2,7,7,1,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4H
4,Brent Abernathy,25,KCR,10,30,27,2,2,0,0,0,0,0,0,1,3,.074,.107,.074,.181,-52,2,2,0,2,0,0,/4H
5,Juan Acevedo,33,TOT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
6,Juan Acevedo,33,NYY,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
7,Jeremy Affeldt*,24,KCR,3,7,6,0,2,0,0,0,2,0,0,1,1,.333,.429,.333,.762,100,2,0,0,0,0,0,1
8,Erick Almonte,25,NYY,31,111,100,17,26,6,0,1,11,1,0,8,24,.260,.321,.350,.671,79,35,3,1,2,0,0,6
9,Héctor Almonte,27,BOS,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
10,Roberto Alomar#,35,CHW,67,296,253,42,64,11,1,3,17,6,2,30,37,.253,.330,.340,.670,77,86,9,1,8,4,1,4/H
11,Sandy Alomar,37,CHW,75,204,194,22,52,12,0,5,26,0,0,4,17,.268,.281,.407,.689,78,79,4,0,5,1,0,2/H
12,Alfredo Amézaga#,25,ANA,37,120,105,15,22,3,2,2,7,2,2,9,23,.210,.278,.333,.612,62,35,2,1,5,0,0,65/HD
13,Brian Anderson#,31,TOT,3,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,52,0,0,0,0,0,0,1/HD
14,Brian Anderson#,31,CLE,3,2,1,0,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,52,0,0,0,0,0,0,1/HD
15,Garret Anderson*,31,ANA,159,673,638,80,201,49,4,29,116,6,3,31,83,.315,.345,.541,.885,131,345,15,0,0,4,10,*7D
16,Jason Anderson*,24,NYY,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
17,Marlon Anderson*,29,TBD,145,535,482,59,130,27,3,6,67,19,3,41,60,.270,.328,.376,.703,90,181,6,3,4,5,5,*4H/D7
18,Kevin Appier,35,TOT,2,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
19,Kevin Appier,35,ANA,2,5,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
20,Steve Avery*,33,DET,2,1,1,1,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,450,1,0,0,0,0,0,1/H
21,Brandon Backe,25,TBD,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H
22,Danys Báez,25,CLE,5,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
23,Rocco Baldelli,21,TBD,156,684,637,89,184,32,8,11,78,27,10,30,128,.289,.326,.416,.742,99,265,10,8,3,6,4,*8/HD
24,Josh Bard#,25,CLE,91,330,303,25,74,13,1,8,36,0,2,22,53,.244,.293,.373,.666,78,113,9,0,1,3,1,2/HD
25,Tony Batista,29,BAL,161,670,631,76,148,20,1,26,99,4,3,28,102,.235,.270,.393,.663,73,248,20,5,0,6,4,*5/D
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
26,Rick Bauer,26,BAL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
27,Rob Bell,26,TBD,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
28,Carlos Beltrán#,26,KCR,141,602,521,102,160,14,10,26,100,41,4,72,81,.307,.389,.522,.911,132,272,8,2,0,7,4,*8/DH
29,Joaquín Benoit,25,TEX,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
30,Dave Berg,32,TOR,61,174,161,26,41,6,1,4,18,0,1,11,34,.255,.301,.379,.679,76,61,7,0,1,1,0,4H5/D9376
31,Brandon Berger,28,KCR,13,38,32,3,7,0,0,0,3,0,0,5,4,.219,.324,.219,.543,44,7,0,0,1,0,0,9/HD
32,Adam Bernero,26,DET,3,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/H
33,Ángel Berroa,25,KCR,158,635,567,92,163,28,7,17,73,21,5,29,100,.287,.338,.451,.789,101,256,13,18,13,8,3,*6
34,Rafael Betancourt,28,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
35,Nick Bierbrodt*,25,TOT,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
36,Nick Bierbrodt*,25,TBD,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
37,Larry Bigbie*,25,BAL,83,319,287,43,87,15,1,9,31,7,1,29,60,.303,.365,.456,.821,117,131,2,0,1,2,3,7/H98
38,Casey Blake,29,CLE,152,621,557,80,143,35,0,17,67,7,9,38,109,.257,.312,.411,.723,93,229,11,10,8,8,1,*53/H
39,Hank Blalock*,22,TEX,143,615,567,89,170,33,3,29,90,2,3,44,97,.300,.350,.522,.872,117,296,16,1,0,3,1,*5/H4
40,Willie Bloomquist,25,SEA,89,220,196,30,49,7,2,1,14,4,1,19,39,.250,.317,.321,.638,73,63,6,1,2,2,1,5H6D7/439
41,Hiram Bocachica,27,DET,6,22,22,1,1,1,0,0,0,0,0,0,7,.045,.045,.091,.136,-64,2,0,0,0,0,0,/87
42,Jeremy Bonderman,20,DET,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
43,Aaron Boone,30,NYY,54,209,189,31,48,13,0,6,31,8,0,11,30,.254,.302,.418,.720,90,79,7,3,3,2,0,5
44,Bret Boone,34,SEA,159,705,622,111,183,35,5,35,117,16,3,68,125,.294,.366,.535,.902,140,333,17,7,1,7,3,*4
45,Joe Borchard#,24,CHW,16,57,49,5,9,1,0,1,5,0,1,5,18,.184,.246,.265,.511,34,13,0,0,0,3,0,8
46,Pat Borders,40,SEA,12,15,14,1,2,1,0,0,1,0,0,1,5,.143,.200,.214,.414,12,3,0,0,0,0,0,/2H5D
47,Mike Bordick,37,TOR,102,379,343,39,94,18,2,5,54,3,1,33,60,.274,.340,.382,.722,88,131,8,2,0,1,0,654/HD
48,Rob Bowen#,22,MIN,7,11,10,0,1,0,0,0,1,0,0,0,4,.100,.091,.100,.191,-50,1,1,0,0,1,0,/2H
49,Jason Boyd,30,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
50,Chad Bradford,28,OAK,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
51,Milton Bradley#,25,CLE,101,451,377,61,121,34,2,10,56,17,7,64,73,.321,.421,.501,.923,147,189,10,5,0,5,8,8/D
52,Dewon Brazelton,23,TBD,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
53,Ben Broussard*,26,CLE,116,429,386,53,96,21,3,16,55,5,2,32,75,.249,.312,.443,.755,100,171,6,5,3,3,2,*3/H
54,Adrian Brown#,29,BOS,9,16,15,2,3,0,0,0,1,2,0,1,4,.200,.250,.200,.450,19,3,0,0,0,0,0,/87H
55,Dee Brown*,25,KCR,50,143,132,16,30,7,0,2,14,1,1,8,37,.227,.280,.326,.605,55,43,0,2,0,1,1,79DH
56,Mark Buehrle*,24,CHW,2,6,6,0,1,0,0,0,1,0,0,0,3,.167,.167,.167,.333,-12,1,0,0,0,0,0,1
57,Ryan Bukvich,25,KCR,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
58,Jamie Burke,31,CHW,6,8,8,0,3,0,0,0,2,0,0,0,0,.375,.375,.375,.750,98,3,0,0,0,0,0,/23DH
