Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
1,Mike Adams,35,PHI,2,1,.667,2.89,22,0,0,0,0,0,18.2,16,8,6,1,8,1,21,0,0,0,79,132,2.86,1.286,7.7,0.5,3.9,10.1,2.63
2,Jeremy Affeldt*,35,SFG,4,2,.667,2.28,62,0,9,0,0,0,55.1,47,14,14,1,14,1,41,4,1,4,225,152,2.86,1.102,7.6,0.2,2.3,6.7,2.93
3,Dario Álvarez*,25,NYM,0,0,,13.50,4,0,0,0,0,0,1.1,4,2,2,1,0,0,1,0,0,0,8,34,11.38,3.000,27.0,6.8,0.0,6.8,
4,Henderson Alvarez III,24,MIA,12,7,.632,2.65,30,30,0,3,3,0,187.0,198,65,55,14,33,3,111,8,0,4,772,140,3.58,1.235,9.5,0.7,1.6,5.3,3.36
5,R.J. Alvarez,23,SDP,0,0,,1.13,10,0,4,0,0,0,8.0,3,1,1,0,5,1,9,1,0,1,33,317,3.13,1.000,3.4,0.0,5.6,10.1,1.80
6,Héctor Ambriz,30,SDP,0,0,,4.50,1,0,0,0,0,0,2.0,2,2,1,0,2,0,1,0,0,0,9,92,5.13,2.000,9.0,0.0,9.0,4.5,0.50
7,Brett Anderson*,26,COL,1,3,.250,2.91,8,8,0,0,0,0,43.1,44,18,14,1,13,3,29,0,0,0,180,147,2.99,1.315,9.1,0.2,2.7,6.0,2.23
8,Chase Anderson,26,ARI,9,7,.563,4.01,21,21,0,0,0,0,114.1,117,56,51,16,40,2,105,2,0,4,486,93,4.22,1.373,9.2,1.3,3.1,8.3,2.63
9,Jake Arrieta,28,CHC,10,5,.667,2.53,25,25,0,1,1,0,156.2,114,46,44,5,41,2,167,3,0,8,614,150,2.26,0.989,6.5,0.3,2.4,9.6,4.07
10,Bronson Arroyo,37,ARI,7,4,.636,4.08,14,14,0,1,0,0,86.0,92,40,39,10,19,1,47,3,0,2,357,92,4.32,1.291,9.6,1.0,2.0,4.9,2.47
11,Phillippe Aumont,25,PHI,0,1,.000,19.06,5,0,4,0,0,0,5.2,14,12,12,3,5,0,6,0,0,0,35,21,10.54,3.353,22.2,4.8,7.9,9.5,1.20
12,Luis Avilán*,24,ATL,4,1,.800,4.57,62,0,14,0,0,0,43.1,47,22,22,2,21,7,25,3,0,5,193,79,4.24,1.569,9.8,0.4,4.4,5.2,1.19
13,Dylan Axelrod,28,CIN,2,1,.667,2.95,5,4,1,0,0,0,18.1,14,6,6,5,4,1,20,0,0,0,72,127,5.15,0.982,6.9,2.5,2.0,9.8,5.00
14,John Axford,31,PIT,0,1,.000,4.09,13,0,4,0,0,0,11.0,9,5,5,0,6,0,12,1,0,1,47,91,2.86,1.364,7.4,0.0,4.9,9.8,2.00
15,Pedro Báez,26,LAD,0,0,,2.63,20,0,8,0,0,0,24.0,16,7,7,3,5,1,18,0,0,0,92,135,3.88,0.875,6.0,1.1,1.9,6.8,3.60
16,Homer Bailey,28,CIN,9,5,.643,3.71,23,23,0,1,1,0,145.2,134,60,60,16,45,1,124,7,1,5,604,99,3.93,1.229,8.3,1.0,2.8,7.7,2.76
17,John Baker,33,CHC,1,0,1.000,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,3,,6.13,1.000,0.0,0.0,9.0,0.0,0.00
18,Aaron Barrett,26,WSN,3,0,1.000,2.66,50,0,12,0,0,0,40.2,33,17,12,1,20,2,49,1,1,6,174,142,2.59,1.303,7.3,0.2,4.4,10.8,2.45
19,Antonio Bastardo*,28,PHI,5,7,.417,3.94,67,0,17,0,0,0,64.0,43,31,28,4,34,4,81,2,0,5,271,95,3.10,1.203,6.0,0.6,4.8,11.4,2.38
20,Pedro Beato,27,ATL,0,0,,0.00,3,0,1,0,0,0,4.1,3,0,0,0,3,0,3,0,0,0,19,,3.82,1.385,6.2,0.0,6.2,6.2,1.00
21,Josh Beckett,34,LAD,6,6,.500,2.88,20,20,0,1,1,0,115.2,96,41,37,17,39,2,107,5,0,1,475,121,4.33,1.167,7.5,1.3,3.0,8.3,2.74
22,Dallas Beeler,25,CHC,0,2,.000,3.27,2,2,0,0,0,0,11.0,10,5,4,0,7,1,6,0,0,1,46,120,3.95,1.545,8.2,0.0,5.7,4.9,0.86
23,Matt Belisle,34,COL,4,7,.364,4.87,66,1,13,0,0,0,64.2,74,35,35,5,19,2,43,1,0,3,282,88,3.74,1.438,10.3,0.7,2.6,6.0,2.26
24,Trevor Bell,27,CIN,0,0,,67.50,2,0,0,0,0,0,0.2,5,5,5,0,2,0,0,0,0,0,9,9,12.13,10.500,67.5,0.0,27.0,0.0,0.00
25,Joaquín Benoit,36,SDP,4,2,.667,1.49,53,0,17,0,0,11,54.1,28,10,9,3,14,2,64,1,1,3,205,228,2.32,0.773,4.6,0.5,2.3,10.6,4.57
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Christian Bergman,26,COL,3,5,.375,5.93,10,10,0,0,0,0,54.2,75,37,36,9,10,2,31,1,0,0,249,72,4.74,1.555,12.3,1.5,1.6,5.1,3.10
27,Chad Bettis,25,COL,0,2,.000,9.12,21,0,9,0,0,0,24.2,42,26,25,4,10,2,13,1,0,5,127,47,5.52,2.108,15.3,1.5,3.6,4.7,1.30
28,Vic Black,26,NYM,2,3,.400,2.60,41,0,9,0,0,0,34.2,26,12,10,2,19,0,32,1,0,1,148,134,3.77,1.298,6.8,0.5,4.9,8.3,1.68
29,Jerry Blevins*,30,WSN,2,3,.400,4.87,64,0,25,0,0,0,57.1,48,31,31,3,23,6,66,1,0,2,240,77,2.77,1.238,7.5,0.5,3.6,10.4,2.87
30,Brett Bochy,26,SFG,0,0,,5.40,3,0,2,0,0,0,3.1,1,2,2,1,2,0,3,1,0,0,14,72,7.93,0.900,2.7,2.7,5.4,8.1,1.50
31,Mike Bolsinger,26,ARI,1,6,.143,5.50,10,9,0,0,0,0,52.1,66,36,32,7,17,1,48,0,1,0,238,68,4.01,1.586,11.4,1.2,2.9,8.3,2.82
32,Blaine Boyer,32,SDP,0,1,.000,3.57,32,0,11,0,0,0,40.1,34,16,16,2,8,0,29,0,0,1,160,95,2.93,1.041,7.6,0.4,1.8,6.5,3.63
33,Rex Brothers*,26,COL,4,6,.400,5.59,74,0,15,0,0,0,56.1,65,38,35,7,39,0,55,2,1,5,273,76,4.98,1.846,10.4,1.1,6.2,8.8,1.41
34,Brooks Brown,29,COL,0,1,.000,2.77,28,0,9,0,0,0,26.0,20,9,8,3,5,1,21,1,0,1,104,156,3.71,0.962,6.9,1.0,1.7,7.3,4.20
35,Jonathan Broxton,30,TOT,4,3,.571,2.30,62,0,18,0,0,7,58.2,41,15,15,4,19,0,49,1,0,0,231,162,3.37,1.023,6.3,0.6,2.9,7.5,2.58
36,Jonathan Broxton,30,CIN,4,2,.667,1.86,51,0,16,0,0,7,48.1,32,10,10,3,17,0,37,1,0,0,189,198,3.53,1.014,6.0,0.6,3.2,6.9,2.18
37,Jonathan Broxton,30,MIL,0,1,.000,4.35,11,0,2,0,0,0,10.1,9,5,5,1,2,0,12,0,0,0,42,90,2.65,1.065,7.8,0.9,1.7,10.5,6.00
38,David Buchanan,25,PHI,6,8,.429,3.75,20,20,0,0,0,0,117.2,120,55,49,12,32,2,71,8,0,0,503,100,4.27,1.292,9.2,0.9,2.4,5.4,2.22
39,Ryan Buchter*,27,ATL,1,0,1.000,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,3,,4.13,1.000,0.0,0.0,9.0,9.0,1.00
40,Billy Buckner,30,SDP,0,1,.000,4.76,1,1,0,0,0,0,5.2,6,3,3,1,4,1,4,0,0,0,27,76,6.13,1.765,9.5,1.6,6.4,6.4,1.00
