Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Fernando Abad,26,HOU,37,6,0,46.0,9,3,6,0,0,1.000,,,-1,-4,0,1.76,0.24,P
2,Bobby Abreu,38,LAD,47,43,15,324.2,62,59,2,1,1,.984,-9,-35,-14,-51,0,1.69,1.30,OF
3,Manny Acosta,31,NYM,45,0,0,47.1,6,3,2,1,0,.833,,,-1,-4,0,0.95,0.11,P
4,Matt Adams,23,STL,24,23,19,194.2,225,210,12,3,13,.987,-2,-12,1,6,0,10.26,9.25,1B
5,Jeremy Affeldt,33,SFG,67,0,0,63.1,19,5,13,1,1,.947,,,-1,-3,-1,2.56,0.27,P
6,Jonathan Albaladejo,29,ARI,3,0,0,3.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
7,Matt Albers,29,ARI,23,0,0,21.0,2,0,1,1,0,.500,,,0,0,0,0.43,0.04,P
8,Yonder Alonso,25,SDP,149,144,138,1276.1,1377,1269,96,12,77,.991,6,5,2,2,2,9.63,9.16,1B
9,José Altuve,22,HOU,147,142,135,1226.2,678,257,410,11,83,.984,-11,-10,-18,-18,-2,4.89,4.54,2B
10,Pedro Álvarez,25,PIT,145,143,139,1273.0,364,73,264,27,23,.926,-8,-7,-5,-5,-1,2.38,2.32,3B
11,Alexi Amarista,23,SDP,86,64,43,594.1,252,120,128,4,22,.984,-7,-13,-4,-8,2,3.76,2.51,2B-OF-SS-3B
12,Héctor Ambriz,28,HOU,18,0,0,19.1,5,2,3,0,0,1.000,,,1,10,0,2.33,0.28,P
13,Bryan Anderson,25,STL,3,2,1,17.0,16,14,1,1,1,.938,0,0,-1,-71,-1,7.94,5.00,1B-C
14,Rick Ankiel,32,WSN,62,37,34,382.0,119,115,2,2,0,.983,1,3,-10,-31,-2,2.76,1.89,OF
15,Nori Aoki,30,MIL,133,119,109,1092.0,242,231,8,3,2,.988,5,6,6,6,2,1.97,1.80,OF
16,Joaquín Arias,27,SFG,108,79,57,750.0,277,73,195,9,25,.968,-9,-14,-5,-8,1,3.22,2.09,3B-SS-2B
17,José Arredondo,28,CIN,66,0,0,61.0,17,7,9,1,1,.941,,,0,0,0,2.36,0.24,P
18,Bronson Arroyo,35,CIN,32,32,1,202.0,47,16,31,0,1,1.000,,,4,4,0,2.09,1.47,P
19,Jairo Asencio,29,CHC,12,0,0,14.2,0,0,0,0,0,,,,-1,-14,,0.00,0.00,P
20,Phillippe Aumont,23,PHI,18,0,0,14.2,3,0,3,0,0,1.000,,,1,14,0,1.84,0.17,P
21,Luis Avilán,22,ATL,31,0,0,36.0,4,1,2,1,1,.750,,,-2,-11,0,0.75,0.10,P
22,John Axford,29,MIL,75,0,0,69.1,7,2,4,1,0,.857,,,0,0,0,0.78,0.08,P
23,Homer Bailey,26,CIN,33,33,2,208.0,43,14,26,3,0,.930,,,4,4,0,1.73,1.21,P
24,Jeff Baker,31,TOT,43,37,18,309.0,194,173,19,2,14,.990,-5,-19,-5,-19,-1,5.59,4.00,1B-OF-2B
25,John Baker,31,SDP,56,52,49,460.1,395,368,23,4,0,.990,-9,-23,1,3,-2,7.64,6.98,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Rod Barajas,36,PIT,99,98,81,827.0,748,701,41,6,4,.992,-10,-15,-21,-30,-2,8.07,7.42,C-1B
27,Clint Barmes,33,PIT,143,135,109,1161.0,562,147,399,16,72,.972,12,12,13,14,1,4.23,3.82,SS-1B
28,Brandon Barnes,26,HOU,37,24,16,227.1,68,65,3,0,1,1.000,7,35,8,42,2,2.69,1.84,OF
29,Darwin Barney,26,CHC,155,147,137,1281.1,744,315,426,3,98,.996,16,15,29,27,4,5.20,4.69,2B-SS
30,Jason Bartlett,32,SDP,27,26,24,233.2,105,32,68,5,12,.952,0,2,-3,-15,-2,3.85,3.70,SS
31,Anthony Bass,24,SDP,24,15,1,97.0,21,9,12,0,0,1.000,,,-1,-2,0,1.95,0.88,P
32,Antonio Bastardo,26,PHI,65,0,0,52.0,3,2,0,1,1,.667,,,-1,-4,0,0.35,0.03,P
33,Miguel Batista,41,TOT,35,5,0,52.2,8,0,7,1,0,.875,,,0,0,0,1.20,0.20,P
34,Trevor Bauer,21,ARI,4,4,0,16.1,6,1,3,2,1,.667,,,-2,-24,0,2.20,1.00,P
35,Mike Baxter,27,NYM,63,44,32,406.1,85,81,3,1,2,.988,-1,-3,-8,-23,-4,1.86,1.33,OF
36,Jason Bay,33,NYM,65,54,42,457.1,117,113,2,2,0,.983,1,3,-4,-10,4,2.26,1.77,OF
37,Brandon Beachy,25,ATL,13,13,1,81.0,8,1,7,0,1,1.000,,,0,0,0,0.89,0.62,P
38,Pedro Beato,25,NYM,7,0,0,4.1,1,0,1,0,0,1.000,,,0,0,0,2.08,0.14,P
39,Josh Beckett,32,LAD,7,7,0,43.0,12,5,6,1,0,.917,,,-1,-5,0,2.30,1.57,P
40,Érik Bédard,33,PIT,24,24,0,125.2,14,5,9,0,2,1.000,,,-1,-2,0,1.00,0.58,P
41,Ronald Belisario,29,LAD,68,0,0,71.0,19,4,14,1,0,.947,,,2,6,1,2.28,0.26,P
42,Matt Belisle,32,COL,80,0,0,80.0,14,6,7,1,0,.929,,,-3,-8,0,1.46,0.16,P
43,Jeff Beliveau,25,CHC,22,0,0,17.2,4,0,4,0,0,1.000,,,1,11,0,2.04,0.18,P
44,Heath Bell,34,MIA,73,0,0,63.2,15,1,14,0,2,1.000,,,1,3,-1,2.12,0.21,P
45,Josh Bell,25,ARI,12,12,12,106.0,25,6,18,1,1,.960,-4,-50,0,0,0,2.04,2.00,3B
46,Brandon Belt,24,SFG,140,106,94,1003.2,998,917,73,8,85,.992,-3,-4,3,3,-1,8.88,6.92,1B-OF
47,Carlos Beltrán,35,STL,133,132,109,1174.0,233,221,10,2,0,.991,-2,-2,10,10,4,1.77,1.74,OF
48,Brad Bergesen,26,ARI,19,0,0,29.2,6,1,4,1,0,.833,,,0,0,0,1.52,0.26,P
49,Jason Berken,28,CHC,4,4,0,18.2,6,1,5,0,0,1.000,,,0,0,0,2.89,1.50,P
50,Lance Berkman,36,STL,23,22,17,173.1,187,170,13,4,22,.979,-2,-12,0,0,0,9.50,7.96,1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
51,Roger Bernadina,28,WSN,94,49,36,503.2,120,117,3,0,1,1.000,4,9,-2,-4,-4,2.14,1.28,OF
52,Rafael Betancourt,37,COL,60,0,0,57.2,4,3,1,0,0,1.000,,,-2,-7,0,0.62,0.07,P
53,Jeff Bianchi,25,MIL,23,15,15,151.0,58,18,39,1,7,.983,1,10,1,9,0,3.40,2.38,SS-3B-2B
54,Chad Billingsley,27,LAD,25,25,0,149.2,39,9,29,1,2,.974,,,4,5,0,2.29,1.52,P
55,Brian Bixler,29,HOU,26,18,14,177.0,61,29,32,0,5,1.000,-2,-10,4,27,-1,3.10,2.26,OF-SS-2B-3B
56,Travis Blackley,29,SFG,4,0,0,5.0,3,2,1,0,0,1.000,,,0,0,0,5.40,0.75,P
57,Charlie Blackmon,25,COL,33,24,23,230.0,58,54,4,0,2,1.000,10,50,10,52,2,2.27,1.76,OF
58,Grégor Blanco,28,SFG,125,89,72,878.1,186,181,3,2,0,.989,-1,-2,14,19,-2,1.89,1.47,OF
59,Henry Blanco,40,ARI,21,18,15,160.2,157,141,14,2,5,.987,1,7,-1,-7,-1,8.68,7.38,C
60,Kyle Blanks,25,SDP,2,1,1,9.2,6,6,0,0,0,1.000,0,0,0,0,0,5.59,3.00,1B-OF
61,Joe Blanton,31,TOT,31,30,2,191.0,43,14,25,4,3,.907,,,-1,-6,-1,1.84,1.26,P
