Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
16,Joaquín Benoit,29,TEX,7,4,.636,2.85,70,0,22,0,0,6,82.0,68,28,26,6,28,2,87,2,0,3,337,160,3.17,1.171,7.5,0.7,3.1,9.5,3.11
17,Rafael Betancourt,32,CLE,5,1,.833,1.47,68,0,15,0,0,3,79.1,51,13,13,4,9,3,80,0,0,0,289,307,2.22,0.756,5.8,0.5,1.0,9.1,8.89
18,Kurt Birkins*,26,BAL,1,2,.333,8.13,19,2,7,0,0,0,34.1,52,31,31,3,14,0,30,3,0,1,170,57,4.11,1.922,13.6,0.8,3.7,7.9,2.14
19,Nick Blackburn,25,MIN,0,2,.000,7.71,6,0,3,0,0,0,11.2,19,12,10,2,2,0,8,0,0,0,54,57,4.61,1.800,14.7,1.5,1.5,6.2,4.00
20,Joe Blanton,26,OAK,14,10,.583,3.95,34,34,0,3,1,0,230.0,240,106,101,16,40,4,140,4,1,3,950,108,3.50,1.217,9.4,0.6,1.6,5.5,3.50
21,Jerry Blevins*,23,OAK,0,1,.000,9.64,6,0,1,0,0,0,4.2,8,6,5,1,2,0,3,0,0,0,25,47,6.03,2.143,15.4,1.9,3.9,5.8,1.50
22,Jeremy Bonderman,24,DET,11,9,.550,5.01,28,28,0,0,0,0,174.1,193,105,97,23,48,6,145,4,1,12,753,91,4.19,1.382,10.0,1.2,2.5,7.5,3.02
23,Boof Bonser,25,MIN,8,12,.400,5.10,31,30,0,0,0,0,173.0,199,108,98,27,65,4,136,5,1,3,772,84,4.91,1.526,10.4,1.4,3.4,7.1,2.09
24,Chris Bootcheck,28,LAA,3,3,.500,4.77,51,0,17,0,0,0,77.1,81,43,41,7,24,3,56,5,1,6,331,95,4.09,1.358,9.4,0.8,2.8,6.5,2.33
25,Joe Borowski,36,CLE,4,5,.444,5.07,69,0,58,0,0,45,65.2,77,39,37,9,17,4,58,2,0,2,292,89,4.12,1.431,10.6,1.2,2.3,7.9,3.41
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
26,Dallas Braden*,23,OAK,1,8,.111,6.72,20,14,1,0,0,0,72.1,91,59,54,9,26,1,55,2,1,6,332,63,4.50,1.618,11.3,1.1,3.2,6.8,2.12
27,Chad Bradford,32,BAL,4,7,.364,3.34,78,0,14,0,0,2,64.2,77,28,24,1,16,3,29,6,0,0,289,139,3.56,1.438,10.7,0.1,2.2,4.0,1.81
28,Ryan Braun,26,KCR,2,0,1.000,6.64,26,0,10,0,0,0,39.1,46,32,29,4,22,1,24,0,0,3,183,69,5.02,1.729,10.5,0.9,5.0,5.5,1.09
29,Chris Britton,24,NYY,0,1,.000,3.55,11,0,4,0,0,0,12.2,9,5,5,2,4,0,5,0,0,0,51,131,5.45,1.026,6.4,1.4,2.8,3.6,1.25
30,Lance Broadway,23,CHW,1,1,.500,0.87,4,1,1,0,0,0,10.1,5,2,1,0,5,0,14,0,0,0,41,556,1.98,0.968,4.4,0.0,4.4,12.2,2.80
31,Jim Brower,34,NYY,0,0,,13.50,3,0,0,0,0,0,3.1,8,7,5,0,2,0,1,1,0,0,21,37,5.34,3.000,21.6,0.0,5.4,2.7,0.50
32,Andrew Brown,26,OAK,3,3,.500,4.54,33,0,5,0,0,0,41.2,38,21,21,1,17,3,43,3,0,6,178,94,2.93,1.320,8.2,0.2,3.7,9.3,2.53
33,Brian Bruney,25,NYY,3,2,.600,4.68,58,0,16,0,0,0,50.0,44,28,26,5,37,2,39,3,0,4,228,97,5.38,1.620,7.9,0.9,6.7,7.0,1.05
34,Clay Buchholz,22,BOS,3,1,.750,1.59,4,3,0,1,1,0,22.2,14,6,4,0,10,0,22,1,0,0,88,303,2.75,1.059,5.6,0.0,4.0,8.7,2.20
35,Billy Buckner,23,KCR,1,2,.333,5.29,7,5,1,0,0,0,34.0,37,20,20,5,16,0,17,0,0,0,143,87,5.56,1.559,9.8,1.3,4.2,4.5,1.06
36,Mark Buehrle*,28,CHW,10,9,.526,3.63,30,30,0,3,1,0,201.0,208,86,81,22,45,5,115,5,0,1,835,130,4.26,1.259,9.3,1.0,2.0,5.1,2.56
37,Ryan Bukvich,29,CHW,1,0,1.000,5.05,45,0,7,0,0,0,35.2,36,23,20,5,24,1,18,3,0,3,170,94,6.32,1.682,9.1,1.3,6.1,4.5,0.75
38,Jason Bulger,28,LAA,0,0,,2.84,6,0,4,0,0,0,6.1,5,2,2,0,3,0,8,0,0,1,25,167,2.13,1.263,7.1,0.0,4.3,11.4,2.67
39,A.J. Burnett,30,TOR,10,8,.556,3.75,25,25,0,2,0,0,165.2,131,74,69,23,66,2,176,12,0,5,691,119,4.33,1.189,7.1,1.2,3.6,9.6,2.67
40,Brian Burres*,26,BAL,6,8,.429,5.95,37,17,9,0,0,0,121.0,140,81,80,14,66,1,96,5,0,8,559,78,4.92,1.702,10.4,1.0,4.9,7.1,1.45
41,Paul Byrd,36,CLE,15,8,.652,4.59,31,31,0,2,2,0,192.1,239,107,98,27,28,3,88,6,0,5,835,99,4.68,1.388,11.2,1.3,1.3,4.1,3.14
42,Tim Byrdak*,33,DET,3,0,1.000,3.20,39,0,3,0,0,1,45.0,38,23,16,3,26,4,49,1,0,3,199,144,3.73,1.422,7.6,0.6,5.2,9.8,1.88
43,Daniel Cabrera,26,BAL,9,18,.333,5.55,34,34,0,1,0,0,204.1,207,133,126,25,108,6,166,15,2,7,922,83,5.01,1.542,9.1,1.1,4.8,7.3,1.54
44,Fernando Cabrera,25,TOT,1,2,.333,7.21,33,0,13,0,0,1,43.2,50,36,35,9,31,3,48,0,0,2,207,64,5.85,1.855,10.3,1.9,6.4,9.9,1.55
45,Fernando Cabrera,25,CLE,1,2,.333,5.61,24,0,9,0,0,0,33.2,38,22,21,7,22,3,39,0,0,1,157,81,5.59,1.782,10.2,1.9,5.9,10.4,1.77
46,Fernando Cabrera,25,BAL,0,0,,12.60,9,0,4,0,0,1,10.0,12,14,14,2,9,0,9,0,0,1,50,38,6.74,2.100,10.8,1.8,8.1,8.1,1.00
47,Kiko Calero,32,OAK,1,5,.167,5.75,46,0,6,0,0,1,40.2,46,26,26,3,21,2,31,2,0,1,185,74,4.37,1.648,10.2,0.7,4.6,6.9,1.48
48,Carmen Cali*,28,MIN,0,1,.000,4.71,24,0,7,0,0,0,21.0,22,11,11,2,16,3,14,2,0,2,101,93,5.72,1.810,9.4,0.9,6.9,6.0,0.88
49,Shawn Camp,31,TBD,0,3,.000,7.20,50,0,8,0,0,0,40.0,63,33,32,7,18,6,36,3,0,2,198,63,5.29,2.025,14.2,1.6,4.1,8.1,2.00
50,Jorge Campillo,28,SEA,0,0,,6.75,5,0,2,0,0,0,13.1,18,12,10,2,6,0,9,1,0,0,63,67,5.42,1.800,12.2,1.4,4.1,6.1,1.50
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
51,José Capellán,26,DET,0,1,.000,6.43,10,0,6,0,0,0,14.0,18,13,10,5,3,1,12,1,0,1,63,73,7.03,1.500,11.6,3.2,1.9,7.7,4.00
52,Héctor Carrasco,37,LAA,2,1,.667,6.57,29,1,9,0,0,0,38.1,44,34,28,8,23,1,33,1,0,3,187,69,6.11,1.748,10.3,1.9,5.4,7.7,1.43
53,Santiago Casilla,26,OAK,3,1,.750,4.44,46,0,10,0,0,2,50.2,43,25,25,6,23,6,52,1,0,5,219,96,4.15,1.303,7.6,1.1,4.1,9.2,2.26
54,Gustavo Chacín*,26,TOR,2,1,.667,5.60,5,5,0,0,0,0,27.1,29,17,17,6,7,1,11,2,0,0,118,81,6.28,1.317,9.5,2.0,2.3,3.6,1.57
55,Joba Chamberlain,21,NYY,2,0,1.000,0.38,19,0,3,0,0,1,24.0,12,2,1,1,6,0,34,1,0,1,91,1221,1.82,0.750,4.5,0.4,2.3,12.8,5.67
56,Bruce Chen*,30,TEX,0,0,,7.20,5,0,3,0,0,0,10.0,11,11,8,3,6,1,7,0,0,0,46,65,7.54,1.700,9.9,2.7,5.4,6.3,1.17
57,Rocky Cherry,27,BAL,0,0,,7.71,10,0,0,0,0,0,16.1,17,14,14,3,13,1,10,2,0,0,79,61,7.16,1.837,9.4,1.7,7.2,5.5,0.77
58,Roger Clemens,44,NYY,6,6,.500,4.18,18,17,0,0,0,0,99.0,99,52,46,9,31,0,68,5,0,7,420,108,4.14,1.313,9.0,0.8,2.8,6.2,2.19
59,Tyler Clippard,22,NYY,3,1,.750,6.33,6,6,0,0,0,0,27.0,29,19,19,6,17,1,18,0,1,2,124,72,6.68,1.704,9.7,2.0,5.7,6.0,1.06
60,Bartolo Colón,34,LAA,6,8,.429,6.34,19,18,0,0,0,0,99.1,132,74,70,15,29,1,76,5,0,1,453,71,4.70,1.621,12.0,1.4,2.6,6.9,2.62
61,José Contreras,35,CHW,10,17,.370,5.57,32,30,2,2,2,0,189.0,232,134,117,21,62,1,113,15,0,3,858,84,4.71,1.556,11.0,1.0,3.0,5.4,1.82
62,Tim Corcoran,29,TBD,0,0,,6.75,9,0,3,0,0,0,17.1,17,14,13,2,12,3,6,1,0,1,79,68,6.30,1.673,8.8,1.0,6.2,3.1,0.50
63,Bryan Corey,33,BOS,1,0,1.000,1.93,9,0,2,0,0,0,9.1,6,2,2,0,4,0,6,0,0,0,32,254,3.24,1.071,5.8,0.0,3.9,5.8,1.50
64,Jesse Crain,25,MIN,1,2,.333,5.51,18,0,5,0,0,0,16.1,19,16,10,4,4,0,10,1,1,0,71,80,6.12,1.408,10.5,2.2,2.2,5.5,2.50
65,John Danks*,22,CHW,6,13,.316,5.50,26,26,0,0,0,0,139.0,160,92,85,28,54,4,109,4,0,3,622,86,5.54,1.540,10.4,1.8,3.5,7.1,2.02
66,Kyle Davies,23,KCR,3,7,.300,6.66,11,11,0,0,0,0,50.0,63,41,37,10,26,1,40,3,0,7,239,69,5.98,1.780,11.3,1.8,4.7,7.2,1.54
67,Jason Davis,27,TOT,2,0,1.000,5.84,24,0,9,0,0,0,37.0,42,27,24,4,25,2,19,2,2,2,177,77,5.81,1.811,10.2,1.0,6.1,4.6,0.76
68,Jason Davis,27,CLE,0,0,,4.76,8,0,4,0,0,0,11.1,13,6,6,0,9,1,5,0,0,0,56,98,4.74,1.941,10.3,0.0,7.1,4.0,0.56
69,Jason Davis,27,SEA,2,0,1.000,6.31,16,0,5,0,0,0,25.2,29,21,18,4,16,1,14,2,2,2,121,70,6.28,1.753,10.2,1.4,5.6,4.9,0.88
70,Dewon Day,26,CHW,0,1,.000,11.25,13,0,6,0,0,0,12.0,19,15,15,1,9,0,7,2,0,1,65,43,5.91,2.333,14.3,0.8,6.8,5.3,0.78
71,Jordan De Jong,28,TOR,0,0,,8.00,6,0,4,0,0,0,9.0,11,9,8,0,5,0,7,0,0,0,42,58,3.35,1.778,11.0,0.0,5.0,7.0,1.40
72,Frankie De La Cruz,23,DET,0,0,,6.75,6,0,4,0,0,0,6.2,10,8,5,1,4,1,5,0,0,3,32,71,5.49,2.100,13.5,1.4,5.4,6.8,1.25
73,Jorge De La Rosa*,26,KCR,8,12,.400,5.82,26,23,1,0,0,0,130.0,160,88,84,20,53,6,82,3,1,4,589,79,5.27,1.638,11.1,1.4,3.7,5.7,1.55
74,Julio De Paula,24,MIN,0,1,.000,8.55,16,0,7,0,0,0,20.0,30,20,19,5,10,1,8,3,0,0,99,51,7.64,2.000,13.5,2.3,4.5,3.6,0.80
75,Manny Delcarmen,25,BOS,0,0,,2.05,44,0,5,0,0,1,44.0,28,11,10,4,17,1,41,2,0,0,176,233,3.85,1.023,5.7,0.8,3.5,8.4,2.41
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
76,Matt DeSalvo,26,NYY,1,3,.250,6.18,7,6,0,0,0,0,27.2,34,20,19,2,18,0,10,3,0,2,135,74,5.73,1.880,11.1,0.7,5.9,3.3,0.56
77,Lenny DiNardo*,27,OAK,8,10,.444,4.11,35,20,9,0,0,0,131.1,136,74,60,13,50,2,59,3,0,2,555,104,4.84,1.416,9.3,0.9,3.4,4.0,1.18
78,Scott Dohmann,29,TBD,3,0,1.000,3.31,31,0,8,0,0,0,32.2,29,13,12,3,18,1,26,0,0,0,136,138,4.50,1.439,8.0,0.8,5.0,7.2,1.44
79,Brendan Donnelly,35,BOS,2,1,.667,3.05,27,0,4,0,0,0,20.2,19,8,7,0,5,0,15,4,0,2,90,158,3.09,1.161,8.3,0.0,2.2,6.5,3.00
80,Octavio Dotel,33,KCR,2,1,.667,3.91,24,0,22,0,0,11,23.0,24,11,10,3,11,4,29,4,0,2,108,118,4.37,1.522,9.4,1.2,4.3,11.3,2.64
81,Scott Downs*,31,TOR,4,2,.667,2.17,81,0,13,0,0,1,58.0,47,15,14,3,24,3,57,1,1,2,239,207,3.24,1.224,7.3,0.5,3.7,8.8,2.38
82,Cory Doyne,25,BAL,0,0,,14.73,5,0,3,0,0,0,3.2,7,6,6,1,3,0,2,1,0,0,22,34,8.97,2.727,17.2,2.5,7.4,4.9,0.67
83,Justin Duchscherer,29,OAK,3,3,.500,4.96,17,0,2,0,0,0,16.1,18,9,9,3,8,3,13,0,0,0,75,87,5.51,1.592,9.9,1.7,4.4,7.2,1.63
84,Brandon Duckworth,31,KCR,3,5,.375,4.63,26,3,6,0,0,1,46.2,51,30,24,3,23,2,21,1,0,7,211,99,4.72,1.586,9.8,0.6,4.4,4.1,0.91
85,Chad Durbin,29,DET,8,7,.533,4.72,36,19,7,0,0,1,127.2,133,71,67,21,49,4,66,8,0,2,561,97,5.68,1.426,9.4,1.5,3.5,4.7,1.35
86,Scott Elarton,31,KCR,2,4,.333,10.46,9,9,0,0,0,0,37.0,53,44,43,12,21,0,13,3,0,2,185,44,8.70,2.000,12.9,2.9,5.1,3.2,0.62
87,Alan Embree*,37,OAK,1,2,.333,3.97,68,0,36,0,0,17,68.0,67,30,30,5,19,5,51,0,0,0,284,107,3.53,1.265,8.9,0.7,2.5,6.8,2.68
88,Kelvim Escobar,31,LAA,18,7,.720,3.40,30,30,0,3,1,0,195.2,182,79,74,11,66,2,160,3,0,9,812,133,3.39,1.267,8.4,0.5,3.0,7.4,2.42
89,Willie Eyre,28,TEX,4,6,.400,5.16,33,2,10,0,0,1,68.0,78,42,39,8,32,4,42,1,0,5,307,89,4.99,1.618,10.3,1.1,4.2,5.6,1.31
90,Kyle Farnsworth,31,NYY,2,1,.667,4.80,64,0,11,0,0,0,60.0,60,35,32,9,27,2,48,2,2,4,266,95,5.04,1.450,9.0,1.4,4.1,7.2,1.78
91,Ryan Feierabend*,21,SEA,1,6,.143,8.03,13,9,0,0,0,0,49.1,73,44,44,10,23,2,27,4,0,3,236,55,6.42,1.946,13.3,1.8,4.2,4.9,1.17
92,Scott Feldman,24,TEX,1,2,.333,5.77,29,0,10,0,0,0,39.0,44,26,25,3,32,5,19,3,2,2,192,80,5.96,1.949,10.2,0.7,7.4,4.4,0.59
93,Ron Flores*,27,OAK,0,2,.000,3.57,17,0,4,0,0,0,17.2,16,8,7,2,12,5,15,0,0,0,81,121,5.05,1.585,8.2,1.0,6.1,7.6,1.25
94,Gavin Floyd,24,CHW,1,5,.167,5.27,16,10,4,0,0,0,70.0,85,45,41,17,19,0,49,6,0,1,314,89,6.07,1.486,10.9,2.2,2.4,6.3,2.58
95,Casey Fossum*,29,TBD,5,8,.385,7.70,40,10,7,0,0,0,76.0,109,71,65,15,27,1,53,6,0,3,364,59,5.71,1.789,12.9,1.8,3.2,6.3,1.96
96,Frank Francisco,27,TEX,1,1,.500,4.55,59,0,16,0,0,0,59.1,57,33,30,3,38,4,49,2,0,8,268,101,4.27,1.601,8.6,0.5,5.8,7.4,1.29
97,Jason Frasor,29,TOR,1,5,.167,4.58,51,0,18,0,0,3,57.0,47,29,29,3,23,1,59,2,1,2,242,98,3.17,1.228,7.4,0.5,3.6,9.3,2.57
98,Aaron Fultz*,33,CLE,4,3,.571,2.92,49,0,10,0,0,0,37.0,31,12,12,2,18,2,28,1,0,1,158,156,3.97,1.324,7.5,0.5,4.4,6.8,1.56
99,Kason Gabbard*,25,TOT,6,1,.857,4.65,15,15,0,1,1,0,81.1,68,42,42,8,41,1,55,7,0,5,344,101,4.94,1.340,7.5,0.9,4.5,6.1,1.34
100,Kason Gabbard*,25,BOS,4,0,1.000,3.73,7,7,0,1,1,0,41.0,28,17,17,3,18,0,29,4,0,0,165,128,4.39,1.122,6.1,0.7,4.0,6.4,1.61
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
101,Kason Gabbard*,25,TEX,2,1,.667,5.58,8,8,0,0,0,0,40.1,40,25,25,5,23,1,26,3,0,5,179,82,5.50,1.562,8.9,1.1,5.1,5.8,1.13
102,Éric Gagné,31,TOT,4,2,.667,3.81,54,0,41,0,0,16,52.0,49,22,22,3,21,0,51,1,0,1,222,123,3.30,1.346,8.5,0.5,3.6,8.8,2.43
103,Éric Gagné,31,TEX,2,0,1.000,2.16,34,0,30,0,0,16,33.1,23,8,8,2,12,0,29,1,0,1,133,213,3.45,1.050,6.2,0.5,3.2,7.8,2.42
104,Éric Gagné,31,BOS,2,2,.500,6.75,20,0,11,0,0,0,18.2,26,14,14,1,9,0,22,0,0,0,89,71,3.03,1.875,12.5,0.5,4.3,10.6,2.44
105,Armando Galarraga,25,TEX,0,0,,6.23,3,1,2,0,0,0,8.2,8,6,6,2,7,0,6,0,0,0,40,76,7.28,1.731,8.3,2.1,7.3,6.2,0.86
106,Jon Garland,27,CHW,10,13,.435,4.23,32,32,0,2,1,0,208.1,219,114,98,19,57,3,98,4,0,1,883,111,4.36,1.325,9.5,0.8,2.5,4.2,1.72
107,Matt Garza,23,MIN,5,7,.417,3.69,16,15,1,0,0,0,83.0,96,44,34,8,32,4,67,4,0,4,367,117,4.18,1.542,10.4,0.9,3.5,7.3,2.09
108,Chad Gaudin,24,OAK,11,13,.458,4.42,34,34,0,1,0,0,199.1,205,108,98,21,100,8,154,8,1,3,886,96,4.69,1.530,9.3,0.9,4.5,7.0,1.54
109,Gary Glover,30,TBD,6,5,.545,4.89,67,0,18,0,0,2,77.1,87,44,42,12,27,3,51,1,0,2,334,93,5.02,1.474,10.1,1.4,3.1,5.9,1.89
110,Jimmy Gobble*,25,KCR,4,1,.800,3.02,74,0,12,0,0,1,53.2,56,23,18,6,23,6,50,2,1,6,233,152,4.23,1.472,9.4,1.0,3.9,8.4,2.17
111,Sean Green,28,SEA,5,2,.714,3.84,64,0,10,0,0,0,68.0,77,31,29,2,34,6,53,3,0,2,304,115,3.70,1.632,10.2,0.3,4.5,7.0,1.56
112,Zack Greinke,23,KCR,7,7,.500,3.69,52,14,7,0,0,1,122.0,122,52,50,12,36,5,106,3,1,3,507,124,3.74,1.295,9.0,0.9,2.7,7.8,2.94
113,Jason Grilli,30,DET,5,3,.625,4.74,57,0,13,0,0,0,79.2,81,46,42,5,32,1,62,5,0,5,352,97,3.89,1.418,9.2,0.6,3.6,7.0,1.94
114,Lee Gronkiewicz,28,TOR,0,0,,2.25,1,0,0,0,0,0,4.0,2,1,1,1,2,0,2,0,0,0,15,216,6.99,1.000,4.5,2.3,4.5,4.5,1.00
115,Matt Guerrier,28,MIN,2,4,.333,2.35,73,0,16,0,0,1,88.0,71,23,23,9,21,1,68,5,0,6,351,183,3.91,1.045,7.3,0.9,2.1,7.0,3.24
116,Jeremy Guthrie,28,BAL,7,5,.583,3.70,32,26,3,0,0,0,175.1,165,78,72,23,47,2,123,4,1,8,723,125,4.41,1.209,8.5,1.2,2.4,6.3,2.62
117,Marcus Gwyn,29,LAA,0,0,,11.81,3,0,2,0,0,1,5.1,9,9,7,3,5,0,3,0,0,1,31,41,12.24,2.625,15.2,5.1,8.4,5.1,0.60
118,Charlie Haeger,23,CHW,0,1,.000,7.15,8,0,5,0,0,0,11.1,17,11,9,3,8,2,1,1,0,0,59,68,8.89,2.206,13.5,2.4,6.4,0.8,0.13
119,Roy Halladay,30,TOR,16,7,.696,3.71,31,31,0,7,1,0,225.1,232,101,93,15,48,3,139,3,0,4,927,121,3.55,1.243,9.3,0.6,1.9,5.6,2.90
120,Jason Hammel,24,TBD,3,5,.375,6.14,24,14,2,0,0,0,85.0,100,58,58,12,40,1,64,2,0,3,384,74,5.05,1.647,10.6,1.3,4.2,6.8,1.60
121,Devern Hansack,29,BOS,0,1,.000,4.70,3,1,0,0,0,0,7.2,9,5,4,2,5,0,5,0,0,0,38,105,7.28,1.826,10.6,2.3,5.9,5.9,1.00
122,Rich Harden,25,OAK,1,2,.333,2.45,7,4,2,0,0,0,25.2,18,7,7,3,11,1,27,0,0,0,100,175,3.94,1.130,6.3,1.1,3.9,9.5,2.45
123,Dan Haren,26,OAK,15,9,.625,3.07,34,34,0,0,0,0,222.2,214,91,76,24,55,1,192,3,0,10,935,138,3.70,1.208,8.6,1.0,2.2,7.8,3.49
124,Sean Henn*,26,NYY,2,2,.500,7.12,29,1,8,0,0,0,36.2,44,32,29,6,27,1,28,3,0,1,181,64,6.29,1.936,10.8,1.5,6.6,6.9,1.04
125,Félix Hernández,21,SEA,14,7,.667,3.92,30,30,0,1,1,0,190.1,209,88,83,20,53,4,165,3,1,7,808,112,3.75,1.377,9.9,0.9,2.5,7.8,3.11
Rk,Name,Age,Tm,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W
126,Roberto Hernández,26,CLE,19,8,.704,3.06,32,32,0,2,1,0,215.0,199,78,73,16,61,2,137,11,1,5,879,148,3.94,1.209,8.3,0.7,2.6,5.7,2.25
127,Roberto Hernández,42,CLE,3,1,.750,6.23,28,0,8,0,0,0,26.0,33,21,18,2,16,3,18,1,0,4,125,73,4.82,1.885,11.4,0.7,5.5,6.2,1.13
128,Luke Hochevar,23,KCR,0,1,.000,2.13,4,1,1,0,0,0,12.2,11,4,3,1,4,0,5,3,0,1,54,220,5.13,1.184,7.8,0.7,2.8,3.6,1.25
129,Jim Hoey,24,BAL,3,4,.429,7.30,23,0,1,0,0,0,24.2,25,21,20,2,18,1,18,1,0,1,115,64,5.15,1.743,9.1,0.7,6.6,6.6,1.00
130,J.P. Howell*,24,TBD,1,6,.143,7.59,10,10,0,0,0,0,51.0,69,45,43,8,21,0,49,3,0,3,244,60,4.77,1.765,12.2,1.4,3.7,8.6,2.33
131,Jon Huber,25,SEA,0,0,,4.76,9,0,3,0,0,0,11.1,13,6,6,1,4,0,8,0,0,0,47,95,4.03,1.500,10.3,0.8,3.2,6.4,2.00
132,Luke Hudson,30,KCR,0,1,.000,18.00,1,1,0,0,0,0,2.0,2,5,4,1,4,0,0,0,0,0,13,30,15.74,3.000,9.0,4.5,18.0,0.0,0.00
133,Phil Hughes,21,NYY,5,3,.625,4.46,13,13,0,0,0,0,72.2,64,39,36,8,29,0,58,2,0,4,306,102,4.35,1.280,7.9,1.0,3.6,7.2,2.00
134,Kei Igawa*,27,NYY,2,3,.400,6.25,14,12,0,0,0,0,67.2,76,48,47,15,37,1,53,4,1,5,313,73,6.37,1.670,10.1,2.0,4.9,7.0,1.43
135,Edwin Jackson,23,TBD,5,15,.250,5.76,32,31,0,1,1,0,161.0,195,116,103,19,88,3,128,4,1,7,755,79,4.90,1.758,10.9,1.1,4.9,7.2,1.45
136,Casey Janssen,25,TOR,2,3,.400,2.35,70,0,21,0,0,6,72.2,67,22,19,4,20,2,39,3,0,4,297,191,3.83,1.197,8.3,0.5,2.5,4.8,1.95
137,Bobby Jenks,26,CHW,3,5,.375,2.77,66,0,62,0,0,40,65.0,45,20,20,2,13,4,56,1,0,4,249,170,2.56,0.892,6.2,0.3,1.8,7.8,4.31
138,Jim Johnson,24,BAL,0,0,,9.00,1,0,1,0,0,0,2.0,3,2,2,0,2,0,1,0,0,0,11,60,5.24,2.500,13.5,0.0,9.0,4.5,0.50
