Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Eduardo Nunez 2B,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.321,0.348,0.455,0.804,19.0,13.0,-0.128,2.39,0.117,-0.244%,-0.08%,2.47,0.2,0.0,0.0,
Mookie Betts RF,4.0,0.0,3.0,3.0,0.0,0.0,5.0,0.269,0.343,0.453,0.796,22.0,12.0,0.805,2.11,0.861,-0.056%,0.50%,2.18,1.8,1.0,0.0,"2B,SF"
Andrew Benintendi LF,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.279,0.361,0.449,0.81,19.0,9.0,0.031,1.36,0.117,-0.086%,0.02%,1.4,-0.2,0.0,0.0,GDP
Hanley Ramirez DH,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.25,0.338,0.434,0.772,11.0,7.0,-0.275,1.79,0.0,-0.275%,-0.17%,1.85,-1.9,,,GDP
Rafael Devers 3B,3.0,0.0,1.0,0.0,1.0,2.0,4.0,0.348,0.416,0.667,1.082,23.0,15.0,0.062,0.94,0.111,-0.049%,0.04%,0.97,0.5,1.0,2.0,2B
Xander Bogaerts SS,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.279,0.335,0.404,0.739,14.0,8.0,0.036,1.45,0.115,-0.079%,0.02%,1.49,0.3,3.0,2.0,HR
Mitch Moreland 1B,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.245,0.332,0.422,0.754,23.0,10.0,0.174,1.66,0.193,-0.019%,0.11%,1.71,0.5,7.0,1.0,
Chris Young PR,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.244,0.326,0.415,0.74,,,0.0,,0.0,0.000%,0%,,0.0,,,
Christian Vazquez C,3.0,1.0,1.0,0.0,0.0,0.0,3.0,0.277,0.317,0.377,0.694,11.0,7.0,-0.172,1.53,0.033,-0.206%,-0.11%,1.58,-1.1,12.0,0.0,GDP
Brock Holt PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.192,0.281,0.218,0.499,8.0,5.0,-0.13,5.4,0.0,-0.130%,-0.08%,5.57,-0.4,,,
Jackie Bradley Jr. CF,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.255,0.335,0.418,0.753,14.0,5.0,0.105,2.25,0.18,-0.075%,0.07%,2.32,0.5,2.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Addison Reed P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,31.0,5.0,9.0,4.0,6.0,6.0,38.0,0.29,0.395,0.452,0.846,164.0,91.0,0.508,1.85,1.727,-1.219%,0.31%,1.91,0.4,27.0,6.0,
