Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Lance Lynn,6.0,7,2,1,3,3,0,3.05,26,110,63,35,6,22,14,6,3,0,52.0,,,0.203,1.22,0.19%,1.94,1.3
"Seunghwan Oh, H (7)",1.0,0,0,0,0,1,0,3.46,3,10,6,2,1,3,0,2,0,0,,0.0,0.0,0.088,1.12,0.08%,1.79,0.6
"Tyler Lyons, H (10)",1.0,0,0,0,1,1,0,2.84,3,12,6,1,1,4,1,0,0,0,,0.0,0.0,0.098,1.85,0.09%,2.96,0.6
Trevor Rosenthal,0.0,1,2,2,1,0,1,3.4,2,8,3,1,0,2,0,1,0,0,,0.0,0.0,-0.251,2.79,-0.24%,4.46,-1.4
"Zach Duke, H (4), L (0-1)",0.1,0,1,1,1,1,0,3.86,2,14,7,3,3,1,0,0,0,0,,1.0,0.0,0.004,5.11,0.00%,8.16,-0.0
"John Brebbia, BS (1)",0.1,1,0,0,0,0,0,2.16,2,10,6,5,1,0,0,2,1,0,,2.0,2.0,-0.65,6.98,-0.62%,11.15,-1.4
Team Totals,8.2,9,5,4,6,6,1,4.15,38,164,91,47,12,32,15,11,4,0,52.0,3.0,2.0,-0.508,1.85,-0.49%,2.96,-0.4
