Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"6,(2-2) CBFFBS",O,STL,Matt Carpenter,Eduardo Rodriguez,2%,52%,Strikeout Swinging
t1,0-0,1,---,"1,(0-0) X",,STL,Tommy Pham,Eduardo Rodriguez,-4%,48%,Ground-rule Double
t1,0-0,1,-2-,"5,(1-2) CFFBS",O,STL,Paul DeJong,Eduardo Rodriguez,3%,52%,Strikeout Swinging
t1,0-0,2,-2-,"7,(3-2) BCBFBFX",O,STL,Dexter Fowler,Eduardo Rodriguez,3%,55%,Groundout: 3B-1B (SS-3B Hole)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Cardinals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Cardinals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Cardinals 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Cardinals' Lance Lynn facing 1-2-3"
b1,0-0,0,---,"3,(1-1) FBX",O,BOS,Eduardo Nunez,Lance Lynn,-2%,53%,Groundout: SS-1B
b1,0-0,1,---,"6,(3-2) CCBBBX",,BOS,Mookie Betts,Lance Lynn,2%,55%,Single to 3B (Ground Ball)
b1,0-0,1,1--,"5,(3-1) BBF*BX",OO,BOS,Andrew Benintendi,Lance Lynn,-5%,50%,Ground Ball Double Play: 2B-SS-1B (2B-1B)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 0 LOB. Cardinals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Cardinals 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 0 LOB. Cardinals 0, Red Sox 0."
"Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7","Top of the 2nd, Cardinals Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 5-6-7"
t2,0-0,0,---,"1,(0-0) X",,STL,Yadier Molina,Eduardo Rodriguez,-6%,44%,Double to CF (Fly Ball to Deep LF-CF)
t2,0-0,0,-2-,"5,(3-1) BBBFB",,STL,Jedd Gyorko,Eduardo Rodriguez,-3%,41%,Walk
t2,0-0,0,12-,"4,(0-2) LLFX",R,STL,Kolten Wong,Eduardo Rodriguez,-9%,32%,Single to CF (Line Drive to CF-RF); Molina Scores; Gyorko to 2B
t2,1-0,0,12-,"6,(2-2) CS*BBFX",R,STL,Luke Voit,Eduardo Rodriguez,-11%,21%,Double to LF (Line Drive to Deep LF Line); Gyorko Scores; Wong to 3B
t2,2-0,0,-23,"3,(1-1) CBX",O,STL,Randal Grichuk,Eduardo Rodriguez,4%,25%,Popfly: SS (SS-2B)
t2,2-0,1,-23,"3,(1-1) BCB",R,STL,Matt Carpenter,Eduardo Rodriguez,-4%,20%,Passed Ball; Wong Scores/No RBI; Voit to 3B
t2,3-0,1,--3,"6,(3-2) BCB.FBX",R,STL,Matt Carpenter,Eduardo Rodriguez,-6%,14%,Single to CF (Fly Ball); Voit Scores; Carpenter to 3B/Adv on E2/Adv on throw
t2,4-0,1,--3,"4,(2-1) *BBFX",O,STL,Tommy Pham,Eduardo Rodriguez,3%,18%,Single to CF (Line Drive); Carpenter out at Hm/CF-C; Pham to 2B/Adv on throw
t2,4-0,2,-2-,"3,(0-2) CFS",O,STL,Paul DeJong,Eduardo Rodriguez,2%,19%,Strikeout Swinging
,,,,,,,,,"4 runs, 5 hits, 1 error, 1 LOB. Cardinals 4, Red Sox 0.","4 runs, 5 hits, 1 error, 1 LOB. Cardinals 4, Red Sox 0.","4 runs, 5 hits, 1 error, 1 LOB. Cardinals 4, Red Sox 0."
"Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6","Bottom of the 2nd, Red Sox Batting, Behind 0-4, Cardinals' Lance Lynn facing 4-5-6"
b2,0-4,0,---,"5,(2-2) CFBBC",O,BOS,Hanley Ramirez,Lance Lynn,-2%,17%,Strikeout Looking
b2,0-4,1,---,"9,(3-2) BBBCCFFFB",,BOS,Rafael Devers,Lance Lynn,2%,20%,Walk
b2,0-4,1,1--,"6,(3-2) BCBSBS",O,BOS,Xander Bogaerts,Lance Lynn,-3%,17%,Strikeout Swinging
b2,0-4,2,1--,"6,(2-2) CBCFBX",O,BOS,Mitch Moreland,Lance Lynn,-2%,15%,Groundout: 3B-SS/Forceout at 2B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 1 LOB. Cardinals 4, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Cardinals 4, Red Sox 0.","0 runs, 0 hits, 0 errors, 1 LOB. Cardinals 4, Red Sox 0."
