Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Indians Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3"
t1,0-0,0,---,"6,(1-2) CFBFFC",O,CLE,Francisco Lindor,Doug Fister,-2%,48%,Strikeout Looking
t1,0-0,1,---,"5,(2-2) CBBFC",O,CLE,Jason Kipnis,Doug Fister,-2%,46%,Strikeout Looking
t1,0-0,2,---,"4,(2-1) BCBX",,CLE,Jose Ramirez,Doug Fister,1%,47%,Single to CF (Ground Ball thru SS-2B)
t1,0-0,2,1--,"2,(0-1) SX",O,CLE,Edwin Encarnacion,Doug Fister,-2%,45%,Popfly: 2B (Short CF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Indians 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Indians 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Indians 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Indians' Trevor Bauer facing 1-2-3"
b1,0-0,0,---,"1,(0-0) X",,BOS,Eduardo Nunez,Trevor Bauer,-3%,42%,Single to RF (Ground Ball thru 2B-1B)
b1,0-0,0,1--,"2,(1-0) BX",O,BOS,Andrew Benintendi,Trevor Bauer,3%,45%,Flyball: RF (Deep CF-RF)
b1,0-0,1,1--,"3,(0-2) 1CSS",O,BOS,Mookie Betts,Trevor Bauer,3%,48%,Strikeout Swinging
