Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Trevor Bauer, W (11-8)",6.2,7,3,3,2,11,3,4.75,28,116,70,34,18,18,5,10,2,0,57.0,,,0.049,0.9,0.04%,1.39,0.6
Tyler Olson,1.0,0,0,0,0,1,0,0.0,4,15,11,5,1,5,1,2,0,0,,1.0,0.0,0.034,0.81,0.03%,1.26,0.5
Bryan Shaw,0.1,0,0,0,0,1,0,3.25,2,7,6,2,1,3,1,0,0,0,,1.0,0.0,0.015,0.77,0.01%,1.18,0.3
Joe Smith,1.0,1,0,0,0,2,0,2.83,4,20,10,3,3,4,2,0,0,0,,0.0,0.0,0.022,0.27,0.02%,0.41,0.6
Team Totals,9.0,8,3,3,2,15,3,3.0,38,158,97,44,23,30,9,12,2,0,57.0,2.0,0.0,0.12,0.82,0.11%,1.26,2.0
