Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Chris Sale, W (7-4)",7,4,0,0,1,13,0,2.56,25,93,71,28,25,18,7,4,1,0,81.0,,,0.356,0.77,0.23%,0.82,3.7
Joe Kelly,1,0,0,0,0,0,0,3.0,3,14,7,3,1,3,1,2,2,0,,0.0,0.0,0.013,0.17,0.01%,0.18,0.5
Matt Barnes,1,0,0,0,0,0,0,2.67,3,10,6,5,1,0,2,1,1,0,,0.0,0.0,0.007,0.09,0.00%,0.09,0.5
Team Totals,9,4,0,0,1,13,0,0.0,31,117,84,36,27,21,10,7,4,0,81.0,0.0,0.0,0.376,0.65,0.24%,0.69,4.8
