Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Dee Strange-Gordon 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.287,0.308,0.355,0.663,18.0,12.0,-0.083,0.81,0.0,-0.083%,-0.06%,1.04,-0.9,0.0,2.0,
Mitch Haniger RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.263,0.349,0.491,0.84,16.0,11.0,-0.063,0.58,0.0,-0.063%,-0.05%,0.75,-0.8,0.0,0.0,
Nelson Cruz DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.274,0.358,0.573,0.93,10.0,8.0,0.01,0.34,0.032,-0.022%,0.01%,0.44,-0.3,,,3B
Ryon Healy 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.258,0.292,0.476,0.768,15.0,11.0,-0.06,0.7,0.011,-0.070%,-0.05%,0.9,-0.5,8.0,0.0,
Kyle Seager 3B,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.224,0.274,0.416,0.69,10.0,9.0,-0.06,0.77,0.0,-0.060%,-0.05%,0.99,-0.7,1.0,2.0,
Guillermo Heredia CF,2.0,0.0,0.0,0.0,1.0,1.0,3.0,0.234,0.333,0.331,0.665,10.0,6.0,-0.025,0.52,0.008,-0.033%,-0.02%,0.66,-0.1,6.0,0.0,
Mike Zunino C,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.194,0.256,0.417,0.673,13.0,9.0,-0.056,0.72,0.0,-0.056%,-0.04%,0.92,-0.8,7.0,1.0,
Denard Span LF,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.256,0.356,0.403,0.759,13.0,8.0,-0.03,0.72,0.028,-0.058%,-0.02%,0.92,-0.5,2.0,0.0,CS
Andrew Romine SS,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.192,0.244,0.205,0.449,12.0,9.0,-0.009,0.7,0.028,-0.036%,-0.01%,0.9,-0.2,0.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Marco Gonzales P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chasen Bradford P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Nick Vincent P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,30.0,0.0,4.0,0.0,1.0,13.0,31.0,0.133,0.161,0.2,0.361,117.0,83.0,-0.376,0.65,0.107,-0.481%,-0.29%,0.83,-4.8,24.0,6.0,
