game_id,HmBat1ID,HmBat2ID,HmBat3ID,HmBat4ID,HmBat5ID,HmBat6ID,HmBat7ID,HmBat8ID,HmBat9ID,VisStPchID,VisBat1ID,VisBat2ID,VisBat3ID,VisBat4ID,VisBat5ID,VisBat6ID,VisBat7ID,VisBat8ID,VisBat9ID
748344,666152,694377,676628,681468,687208,656627,805367,694359,689651,809685,801296,701527,688462,809695,809688,809694,801300,801298,806275
748263,543760,694497,694671,663993,665750,669087,622110,677649,669701,663738,641658,686469,676369,686681,679845,671221,670712,694355,506702
748341,664023,666624,665804,670223,672744,691718,676679,621529,807713,445926,607680,657557,683734,682868,671284,666150,542364,455117,670032
748260,500743,518692,669257,571970,622534,678246,572008,687221,682947,666745,642180,668751,688363,543309,676946,672596,669369,640458,669200
748264,656248,686668,666134,660707,669911,676701,691182,679734,680862,674072,606466,664983,672515,572233,592626,553993,672695,699471,678489
748265,686797,543877,670242,669304,663616,691181,670870,592348,680737,801757,703519,703526,703522,809730,809731,701753,809727,689941,804994
