game_id,HmBat1ID,HmBat2ID,HmBat3ID,HmBat4ID,HmBat5ID,HmBat6ID,HmBat7ID,HmBat8ID,HmBat9ID,VisStPchID,VisBat1ID,VisBat2ID,VisBat3ID,VisBat4ID,VisBat5ID,VisBat6ID,VisBat7ID,VisBat8ID,VisBat9ID
748266,665487,593428,630105,669134,673490,701538,666703,668751,640492,694813,605141,621035,681546,606192,605131,666158,572008,681624,656821
