Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jose Bautista RF,5.0,0.0,0.0,0.0,0.0,4.0,5.0,0.23,0.343,0.406,0.749,23.0,15.0,-0.082,0.61,0.0,-0.082%,-0.03%,0.31,-1.2,1.0,0.0,
Russell Martin C,5.0,1.0,1.0,0.0,0.0,2.0,5.0,0.23,0.369,0.388,0.756,26.0,15.0,-0.027,0.52,0.024,-0.051%,-0.01%,0.26,-0.6,8.0,0.0,
Josh Donaldson 3B,3.0,0.0,0.0,0.0,2.0,1.0,5.0,0.25,0.374,0.455,0.829,30.0,19.0,-0.015,0.51,0.03,-0.045%,-0.01%,0.26,-0.0,1.0,3.0,
Justin Smoak 1B,2.0,1.0,1.0,0.0,2.0,1.0,4.0,0.292,0.363,0.571,0.933,14.0,6.0,0.088,1.02,0.107,-0.018%,0.03%,0.52,0.7,9.0,1.0,
Ezequiel Carrera PR-LF,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.284,0.349,0.421,0.77,,,0.0,,0.0,0.000%,0%,,0.0,1.0,0.0,
Kendrys Morales DH,4.0,0.0,3.0,2.0,0.0,0.0,4.0,0.258,0.311,0.464,0.775,11.0,9.0,0.311,1.49,0.362,-0.051%,0.10%,0.75,2.1,,,"2B,GDP"
Ryan Goins PR-DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.268,0.327,0.595,,,,,,,,,,,,
Troy Tulowitzki SS,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.239,0.288,0.376,0.664,15.0,10.0,-0.176,1.16,0.0,-0.176%,-0.05%,0.58,-1.8,0.0,6.0,
Steve Pearce LF-1B,3.0,1.0,2.0,2.0,1.0,0.0,4.0,0.279,0.337,0.476,0.814,17.0,8.0,0.211,1.35,0.225,-0.015%,0.06%,0.69,1.7,2.0,0.0,HR
Kevin Pillar CF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.251,0.305,0.41,0.715,16.0,11.0,-0.051,0.89,0.026,-0.077%,-0.02%,0.45,-0.7,2.0,1.0,2B
Darwin Barney 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.222,0.27,0.281,0.551,16.0,11.0,-0.094,0.86,0.0,-0.094%,-0.03%,0.43,-1.3,3.0,4.0,
,,,,,,,,,,,,,,,,,,,,,,,
Marcus Stroman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Dominic Leone P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Tepera P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Roberto Osuna P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,4.0,8.0,4.0,5.0,13.0,39.0,0.235,0.333,0.382,0.716,168.0,104.0,0.165,0.9,0.774,-0.609%,0.05%,0.46,-1.0,27.0,15.0,
