Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Blue Jays Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"3,(0-2) FFS",O,TOR,Jose Bautista,Eduardo Rodriguez,-2%,48%,Strikeout Swinging
t1,0-0,1,---,"4,(1-2) SBSX",,TOR,Russell Martin,Eduardo Rodriguez,2%,50%,Single to CF (Line Drive to CF-RF)
t1,0-0,1,1--,"6,(2-2) FFBFBT",O,TOR,Josh Donaldson,Eduardo Rodriguez,-3%,47%,Strikeout Swinging
t1,0-0,2,1--,"5,(3-1) BBBCB",,TOR,Justin Smoak,Eduardo Rodriguez,2%,49%,Walk; Martin to 2B
t1,0-0,2,12-,"4,(1-2) FSBX",RR,TOR,Kendrys Morales,Eduardo Rodriguez,17%,66%,Double to CF (Fly Ball to Deep LF-CF); Martin Scores; Smoak Scores
t1,2-0,2,-2-,"4,(1-2) FFBX",O,TOR,Troy Tulowitzki,Eduardo Rodriguez,-3%,64%,Groundout: SS-1B
,,,,,,,,,"2 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 1 LOB. Blue Jays 2, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Behind 0-2, Blue Jays' Marcus Stroman facing 1-2-3"
b1,0-2,0,---,"3,(1-1) BCX",O,BOS,Mookie Betts,Marcus Stroman,2%,66%,Groundout: SS-1B (SS-3B Hole)
