Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"4,(1-2) BSFX",,SEA,Jean Segura,Rick Porcello,3%,53%,Single to CF (Ground Ball)
t1,0-0,0,1--,"2,(0-1) C>B",O,SEA,Ben Gamel,Rick Porcello,-6%,48%,Segura Caught Stealing 2B (C-SS)
t1,0-0,1,---,"3,(1-1) C>B.X",O,SEA,Ben Gamel,Rick Porcello,-2%,46%,Popfly: 2B
t1,0-0,2,---,"6,(2-2) CBSBFX",,SEA,Robinson Canó,Rick Porcello,2%,48%,Double to LF (Fly Ball to Deep LF Line)
t1,0-0,2,-2-,"6,(3-2) SCBBBX",O,SEA,Nelson Cruz,Rick Porcello,-3%,45%,Flyball: LF (Deep LF-CF)
,,,,,,,,,"0 runs, 2 hits, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Mariners 0, Red Sox 0.","0 runs, 2 hits, 0 errors, 1 LOB. Mariners 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' Christian Bergman facing 1-2-3"
b1,0-0,0,---,"4,(1-2) CCBX",O,BOS,Mookie Betts,Christian Bergman,2%,47%,Groundout: 1B-P (2B-1B)
b1,0-0,1,---,"3,(1-1) CBX",,BOS,Dustin Pedroia,Christian Bergman,-4%,43%,Double to CF (Line Drive to Deep LF-CF)
