Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 1-2-3"
t1,0-0,0,---,"3,(0-2) CCC",O,LAA,Cameron Maybin,Doug Fister,-2%,48%,Strikeout Looking
t1,0-0,1,---,"10,(3-2) CBFBFFFBFX",O,LAA,Kole Calhoun,Doug Fister,-2%,46%,Flyball: CF (Deep CF)
t1,0-0,2,---,"3,(0-2) FFX",O,LAA,Albert Pujols,Doug Fister,-1%,45%,Flyball: RF (Short RF)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Parker Bridwell facing 1-2-3"
b1,0-0,0,---,"2,(1-0) BX",O,BOS,Mookie Betts,Parker Bridwell,2%,47%,Groundout: 2B-1B
b1,0-0,1,---,"1,(0-0) X",O,BOS,Dustin Pedroia,Parker Bridwell,2%,49%,Lineout: RF (Deep RF)
b1,0-0,2,---,"3,(0-2) CSS",O,BOS,Xander Bogaerts,Parker Bridwell,1%,50%,Strikeout Swinging
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0."
"Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6","Top of the 2nd, Angels Batting, Tied 0-0, Red Sox' Doug Fister facing 4-5-6"
t2,0-0,0,---,"5,(2-2) BFCBS",O,LAA,Luis Valbuena,Doug Fister,-2%,48%,Strikeout Swinging
t2,0-0,1,---,"4,(2-1) BFBX",,LAA,Andrelton Simmons,Doug Fister,3%,50%,Single to LF (Line Drive to LF Line)
t2,0-0,1,1--,"3,(1-1) 1CB1>X",,LAA,Ben Revere,Doug Fister,6%,57%,Single to RF (Ground Ball thru 2B-1B); Simmons to 3B
t2,0-0,1,1-3,"1,(0-0) X",RO,LAA,Danny Espinosa,Doug Fister,1%,57%,Groundout: 1B-SS/Forceout at 2B; Simmons Scores
,,,,,,,,,Challenged by LAA manager (Mike Scioscia): Original call (36(1)3/GDP) overturned as shown.,Challenged by LAA manager (Mike Scioscia): Original call (36(1)3/GDP) overturned as shown.,Challenged by LAA manager (Mike Scioscia): Original call (36(1)3/GDP) overturned as shown.
t2,1-0,2,1--,"3,(1-1) CBX",R,LAA,Kaleb Cowart,Doug Fister,10%,68%,Double to CF (Fly Ball to Deep CF); Espinosa Scores
t2,2-0,2,-2-,"1,(0-0) X",RO,LAA,Juan Graterol,Doug Fister,6%,73%,Single to RF (Line Drive); Cowart Scores; Graterol out at 2B
