Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Chris Sale,7.2,3,0,0,2,13,0,2.59,29,118,85,37,20,28,7,7,2,0,84.0,,,0.547,1.27,0.56%,2.17,4.2
"Craig Kimbrel, BS (3)",1.1,1,1,1,0,3,1,1.38,6,26,20,10,6,4,1,2,0,0,,1.0,0.0,-0.117,2.9,-0.12%,4.95,-0.2
Heath Hembree,1.0,0,0,0,2,1,0,3.48,5,20,9,4,2,3,2,0,0,0,,0.0,0.0,0.066,2.09,0.07%,3.56,0.2
Robby Scott,1.0,0,0,0,0,0,0,3.75,3,9,6,4,0,2,1,2,2,0,,1.0,0.0,0.23,2.97,0.24%,5.07,1.0
Blaine Boyer,1.0,0,0,0,1,0,0,3.0,3,15,9,6,1,2,1,1,0,0,,0.0,0.0,0.148,2.4,0.15%,4.09,0.6
Brandon Workman,1.0,0,0,0,1,1,0,2.84,3,13,7,2,2,3,0,1,0,0,,0.0,0.0,0.148,2.44,0.15%,4.17,0.6
Fernando Abad,0.1,1,0,0,1,0,0,2.89,3,13,5,4,0,1,1,1,1,0,,0.0,0.0,-0.079,3.14,-0.08%,5.35,-0.4
"Doug Fister, L (0-3)",2.2,4,3,3,2,1,0,6.75,14,53,32,20,6,6,2,9,5,0,,2.0,0.0,-0.077,1.97,-0.08%,3.35,-0.9
Team Totals,16.0,9,4,4,9,19,1,2.25,66,267,173,87,37,49,15,23,10,0,84.0,4.0,0.0,0.866,1.92,0.89%,3.27,4.9
