Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mauricio Dubon SS,2.0,2.0,1.0,0.0,2.0,1.0,4.0,0.275,0.315,0.464,0.779,22.0,12.0,0.054,0.47,0.061,-0.008%,0%,0.0,0.7,0.0,1.0,
Brandon Crawford PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.235,0.311,0.363,0.673,4.0,3.0,-0.145,5.55,0.0,-0.145%,0%,0.0,-0.8,,,
Austin Slater RF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.25,0.352,0.447,0.8,15.0,12.0,-0.076,1.0,0.0,-0.076%,0%,0.0,-1.0,3.0,0.0,
Mike Yastrzemski PH-LF,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.267,0.327,0.513,0.84,6.0,5.0,-0.125,3.27,0.013,-0.137%,0%,0.0,-0.6,0.0,0.0,
Kevin Pillar CF,4.0,0.0,2.0,3.0,1.0,0.0,5.0,0.263,0.289,0.443,0.732,20.0,12.0,0.193,1.75,0.223,-0.030%,0%,0.0,3.1,2.0,0.0,2B
Evan Longoria 3B,3.0,0.0,0.0,1.0,1.0,2.0,5.0,0.258,0.328,0.444,0.772,26.0,13.0,-0.235,2.65,0.032,-0.267%,0%,0.0,-1.1,0.0,1.0,SF
Buster Posey C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.254,0.318,0.362,0.679,13.0,10.0,0.009,1.17,0.062,-0.053%,0%,0.0,-0.4,9.0,1.0,
Joey Rickard LF,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.218,0.311,0.353,0.663,10.0,8.0,-0.027,0.55,0.01,-0.037%,0%,0.0,-0.3,1.0,0.0,
Stephen Vogt PH,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.261,0.311,0.498,0.809,6.0,5.0,-0.136,5.07,0.0,-0.136%,0%,0.0,-0.8,,,
Mike Gerber RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.091,0.095,0.186,,,,,,,,,,0.0,0.0,
Jaylin Davis DH,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.13,0.259,0.13,0.39,15.0,8.0,-0.022,0.59,0.027,-0.049%,0%,0.0,-0.4,,,CS
Brandon Belt PH-DH,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.238,0.342,0.412,0.754,1.0,1.0,0.079,1.64,0.079,0.000%,0%,0.0,0.4,,,
Cristhian Adames 2B,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.4,0.4,0.4,0.8,16.0,13.0,0.055,1.38,0.121,-0.067%,0%,0.0,-0.3,2.0,1.0,
Aramis Garcia 1B,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.133,0.212,0.367,0.579,15.0,6.0,-0.032,0.6,0.0,-0.032%,0%,0.0,-0.5,6.0,1.0,
Chris Shaw PH-1B,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.091,0.231,0.091,0.322,8.0,3.0,0.14,2.35,0.149,-0.009%,0%,0.0,0.6,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Madison Bumgarner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Wandy Peralta P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Sam Coonrod P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Andrew Suarez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,4.0,7.0,4.0,6.0,17.0,40.0,0.212,0.325,0.242,0.567,177.0,111.0,-0.268,1.6,0.777,-1.046%,0.00%,0.0,-1.3,24.0,6.0,
