Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Andrew Benintendi LF,4.0,2.0,2.0,0.0,1.0,0.0,5.0,0.268,0.346,0.437,0.782,16.0,8.0,0.077,0.46,0.083,-0.006%,0%,0.0,1.0,1.0,0.0,2B
Christian Vazquez C,4.0,2.0,2.0,0.0,1.0,0.0,5.0,0.273,0.313,0.471,0.784,19.0,13.0,0.048,0.63,0.064,-0.016%,0%,0.0,0.4,16.0,2.0,
Rafael Devers 3B,5.0,1.0,2.0,2.0,0.0,0.0,5.0,0.311,0.362,0.555,0.918,14.0,9.0,0.171,0.96,0.207,-0.036%,0%,0.0,1.1,0.0,1.0,
Xander Bogaerts DH,4.0,0.0,2.0,3.0,0.0,1.0,4.0,0.303,0.379,0.549,0.928,21.0,13.0,0.149,0.81,0.162,-0.013%,0%,0.0,1.7,,,
Brock Holt 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.309,0.384,0.419,0.803,13.0,9.0,-0.039,0.55,0.018,-0.057%,0%,0.0,-0.4,5.0,0.0,2B
Gorkys Hernandez RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.105,0.105,0.105,0.211,20.0,13.0,-0.062,0.58,0.0,-0.062%,0%,0.0,-1.4,2.0,0.0,
Jackie Bradley Jr. CF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.222,0.32,0.421,0.741,13.0,10.0,-0.063,0.58,0.0,-0.063%,0%,0.0,-1.3,0.0,0.0,
Chris Owings SS,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.128,0.192,0.213,0.406,14.0,8.0,-0.016,0.39,0.012,-0.028%,0%,0.0,-0.1,0.0,2.0,2B
Marco Hernandez 2B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.26,0.289,0.358,0.647,10.0,9.0,-0.036,0.44,0.008,-0.044%,0%,0.0,-0.8,3.0,1.0,
,,,,,,,,,,,,,,,,,,,,,,,
Eduardo Rodriguez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ryan Brasier P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Marcus Walden P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Matt Barnes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Workman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,5.0,10.0,5.0,3.0,9.0,39.0,0.278,0.333,0.361,0.694,140.0,92.0,0.229,0.61,0.554,-0.325%,0.00%,0.0,0.3,27.0,6.0,
