Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Bobby Abreu,31,PHI,158,158,141,1364.0,277,266,7,4,0,.986,-1,0,-16,-14,-4,1.80,1.73,OF
2,Jeremy Accardo,23,SFG,28,0,0,29.2,6,1,4,1,1,.833,,,1,7,0,1.52,0.18,P
3,Jose Acevedo,27,COL,36,5,0,64.0,15,8,7,0,1,1.000,,,1,3,0,2.11,0.42,P
4,Mike Adams,26,MIL,13,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0,0.68,0.08,P
5,Terry Adams,32,PHI,16,0,0,13.1,2,0,2,0,0,1.000,,,0,0,0,1.35,0.13,P
6,Chris Aguila,26,FLA,42,12,8,144.1,41,40,1,0,0,1.000,-3,-22,-2,-16,2,2.56,0.98,OF
7,Manny Alexander,34,SDP,10,4,3,52.0,20,5,14,1,1,.950,0,-2,-1,-23,0,3.29,1.73,SS-2B-3B-1B
8,Antonio Alfonseca,33,FLA,33,0,0,27.1,7,3,4,0,2,1.000,,,0,0,0,2.30,0.21,P
9,Edgardo Alfonzo,31,SFG,99,94,79,825.1,250,80,162,8,12,.968,-12,-17,-8,-11,0,2.64,2.44,3B-2B
10,Armando Almanza,32,ARI,6,0,0,4.0,2,1,1,0,1,1.000,,,0,0,0,4.50,0.33,P
11,Moisés Alou,38,SFG,117,117,86,988.2,235,222,5,8,3,.966,-2,-2,-6,-7,-4,2.07,1.94,OF
12,Wilson Álvarez,35,LAD,21,2,0,24.0,2,0,2,0,0,1.000,,,0,0,0,0.75,0.10,P
13,Alfredo Amézaga,27,TOT,2,0,0,7.0,3,1,2,0,1,1.000,0,0,0,0,0,3.86,1.50,SS-3B
14,Marlon Anderson,31,NYM,61,45,31,414.2,298,230,65,3,28,.990,2,5,4,11,-1,6.40,4.47,1B-2B-OF
15,Matt Anderson,28,COL,12,0,0,10.0,1,1,0,0,0,1.000,,,-1,-18,0,0.90,0.08,P
16,Robert Andino,21,FLA,17,13,8,120.0,45,18,25,2,7,.956,-5,-54,-5,-51,-1,3.23,2.53,SS
17,Greg Aquino,27,ARI,35,0,0,31.1,11,4,7,0,0,1.000,,,2,13,0,3.16,0.31,P
18,Danny Ardoin,30,COL,80,66,52,591.0,506,452,48,6,5,.988,4,8,9,18,0,7.61,6.25,C
19,Tony Armas,27,WSN,19,19,0,101.1,23,7,14,2,1,.913,,,3,6,0,1.87,1.11,P
20,Ezequiel Astacio,25,HOU,22,14,0,81.0,12,5,6,1,1,.917,,,-1,-2,0,1.22,0.50,P
