Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
241,Chris Hammond,36,ATL,63,0,0,76.0,19,2,17,0,2,1.000,,,2.25,0.30,P
242,Jeffrey Hammonds,31,MIL,125,121,98,1038.1,252,247,3,2,1,.992,-12,-14,2.17,2.00,OF
243,Mike Hampton,29,COL,30,30,0,178.2,48,12,35,1,1,.979,,,2.37,1.57,P
244,Dave Hansen,33,LAD,36,12,8,138.2,100,80,18,2,3,.980,-1,-7,6.36,2.58,1B-3B
245,Lenny Harris,37,MIL,40,28,21,256.1,103,82,21,0,4,1.000,1,4,3.62,2.45,OF-3B-1B
246,Jimmy Haynes,29,CIN,34,34,0,196.2,41,10,28,3,4,.927,,,1.74,1.12,P
247,Rick Helling,31,ARI,30,30,0,175.2,22,4,17,1,1,.955,,,1.08,0.70,P
248,Wes Helms,26,ATL,73,48,39,496.1,365,308,52,5,34,.986,2,5,6.53,4.62,1B-3B-OF
249,Todd Helton,28,COL,156,155,143,1342.0,1477,1357,113,7,138,.995,11,10,9.86,9.42,1B
250,Matt Herges,32,MON,62,0,0,64.2,12,5,7,0,0,1.000,,,1.67,0.19,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
251,Chad Hermansen,24,TOT,81,52,40,496.1,133,124,5,4,1,.970,-2,-6,2.34,1.59,OF
252,Carlos Hernández,22,HOU,23,21,0,111.0,29,7,22,0,1,1.000,,,2.35,1.26,P
253,José Hernández,32,MIL,149,148,134,1268.1,714,244,451,19,107,.973,10,10,4.93,4.66,SS
254,Liván Hernández,27,SFG,33,33,5,216.0,74,18,53,3,7,.959,,,2.96,2.15,P
255,Richard Hidalgo,27,HOU,110,101,95,914.1,217,210,6,1,3,.995,4,5,2.13,1.96,OF
256,Bobby Hill,24,CHC,55,48,40,421.2,216,96,117,3,31,.986,-2,-4,4.55,3.80,2B-SS
257,Trey Hodges,24,ATL,4,0,0,11.2,2,0,2,0,0,1.000,,,1.54,0.50,P
258,Trevor Hoffman,34,SDP,61,0,0,59.1,8,5,2,1,0,.875,,,1.06,0.11,P
259,Todd Hollandsworth,29,COL,90,73,64,673.2,149,138,7,4,0,.973,4,6,1.94,1.61,OF
260,Dave Hollins,36,PHI,5,5,2,30.0,38,37,1,0,3,1.000,1,28,11.40,7.60,1B
261,Darren Holmes,36,ATL,55,0,0,54.2,16,4,9,3,1,.813,,,2.14,0.24,P
262,Mike Holtz,29,SDP,33,0,0,21.0,4,3,1,0,0,1.000,,,1.71,0.12,P
263,Tyler Houston,31,TOT,86,78,56,677.2,264,145,108,11,17,.958,-5,-9,3.36,2.91,3B-1B
264,Ben Howard,23,SDP,3,2,0,10.2,1,0,1,0,0,1.000,,,0.84,0.33,P
265,Trent Hubbard,38,SDP,66,20,13,268.1,66,53,11,2,2,.970,-4,-18,2.15,0.96,OF-3B-2B
266,Luke Hudson,25,CIN,3,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P
267,Todd Hundley,33,CHC,79,71,51,604.1,673,622,40,11,8,.984,-5,-10,9.86,8.38,C
268,Brian Hunter,31,HOU,88,40,36,440.0,125,121,4,0,1,1.000,1,1,2.56,1.42,OF
269,Adam Hyzdu,30,PIT,50,39,26,358.0,90,88,2,0,0,1.000,-5,-18,2.26,1.76,OF-1B
270,Kazuhisa Ishii,28,LAD,28,28,0,154.0,25,3,21,1,1,.960,,,1.40,0.86,P
271,Jason Isringhausen,29,STL,60,0,0,65.1,11,3,6,2,0,.818,,,1.24,0.15,P
272,Hansel Izquierdo,25,FLA,20,2,0,29.2,6,1,4,1,1,.833,,,1.52,0.25,P
273,César Izturis,22,LAD,129,109,97,995.2,475,156,309,10,69,.979,1,1,4.20,3.60,SS-2B
274,Mike James,34,COL,13,0,0,11.1,1,0,1,0,0,1.000,,,0.79,0.08,P
275,Kevin Jarvis,32,SDP,7,7,0,35.0,4,1,2,1,0,.750,,,0.77,0.43,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
276,Geoff Jenkins,27,MIL,66,65,62,570.1,132,124,7,1,1,.992,0,0,2.07,1.98,OF
277,Jason Jennings,23,COL,32,32,0,185.1,43,14,28,1,1,.977,,,2.04,1.31,P
278,Marcus Jensen,29,MIL,15,10,8,95.1,84,73,9,2,1,.976,1,13,7.74,5.47,C
279,Ryan Jensen,26,SFG,32,30,1,171.2,30,11,19,0,4,1.000,,,1.57,0.94,P
280,D'Angelo Jimenez,24,SDP,87,82,73,705.0,376,135,229,12,53,.968,0,0,4.65,4.18,2B-3B-P
281,José Jiménez,28,COL,74,0,0,73.1,27,11,15,1,2,.963,,,3.19,0.35,P
282,Charles Johnson,30,FLA,82,77,59,638.1,540,488,49,3,9,.994,1,2,7.57,6.55,C
283,Jonathan Johnson,27,SDP,16,0,0,15.1,1,0,0,1,0,.000,,,0.00,0.00,P
284,Mark Johnson,34,NYM,16,10,4,90.2,91,84,6,1,7,.989,-2,-26,8.93,5.63,1B-OF
285,Randy Johnson,38,ARI,35,35,8,260.0,27,5,20,2,2,.926,,,0.87,0.71,P
286,Andruw Jones,25,ATL,154,152,143,1358.0,412,404,5,3,1,.993,19,17,2.71,2.66,OF
287,Bobby Jones,32,SDP,19,18,0,108.0,21,7,14,0,1,1.000,,,1.75,1.11,P
288,Bobby Jones,30,TOT,16,2,0,26.2,3,0,3,0,0,1.000,,,1.01,0.19,P
289,Chipper Jones,30,ATL,152,152,141,1343.1,283,268,8,7,0,.975,3,3,1.85,1.82,OF
290,Todd Jones,34,COL,79,0,0,82.1,24,11,13,0,1,1.000,,,2.62,0.30,P
291,Brian Jordan,35,LAD,125,123,102,1054.2,227,213,10,4,4,.982,8,9,1.90,1.78,OF
292,Félix José,37,ARI,5,4,3,34.1,5,5,0,0,0,1.000,-2,-56,1.31,1.00,OF
293,Kevin Joseph,25,STL,11,0,0,11.0,1,0,1,0,0,1.000,,,0.82,0.09,P
294,Eric Junge,25,PHI,4,1,0,12.2,3,1,2,0,0,1.000,,,2.13,0.75,P
295,Gabe Kapler,26,COL,38,24,21,255.2,65,62,3,0,0,1.000,3,15,2.29,1.71,OF
296,Eric Karros,34,LAD,142,141,105,1191.0,1285,1175,106,4,101,.997,4,4,9.68,9.02,1B
297,Austin Kearns,22,CIN,103,99,79,871.2,235,223,8,4,2,.983,12,17,2.39,2.24,OF
298,Jason Kendall,28,PIT,143,140,123,1191.2,870,797,64,9,13,.990,3,3,6.50,6.02,C
299,Jeff Kent,34,SFG,151,151,136,1326.0,777,348,413,16,120,.979,3,3,5.17,4.82,2B-1B
300,Jason Kershner,25,SDP,15,0,0,18.2,5,3,1,1,1,.800,,,1.93,0.27,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
301,Darryl Kile,33,STL,14,14,0,84.2,22,3,18,1,2,.955,,,2.23,1.50,P
302,Byung-Hyun Kim,23,ARI,72,0,0,84.0,16,3,12,1,2,.938,,,1.61,0.21,P
303,Sun-Woo Kim,24,MON,4,3,0,20.1,3,1,2,0,0,1.000,,,1.33,0.75,P
304,Ray King,28,MIL,76,0,0,65.0,33,10,21,2,1,.939,,,4.29,0.41,P
305,Gene Kingsale,25,SDP,82,46,36,488.0,133,127,4,2,0,.985,0,0,2.42,1.60,OF
306,Mike Kinkade,29,LAD,17,7,3,90.2,47,43,4,0,3,1.000,-1,-11,4.67,2.47,1B-OF
307,Danny Klassen,26,ARI,3,0,0,5.0,1,0,1,0,0,1.000,0,-24,1.80,0.33,3B-SS
308,Ryan Klesko,31,SDP,143,141,115,1206.1,1037,957,73,7,92,.993,-10,-10,7.68,7.20,1B-OF
309,Steve Kline,29,STL,66,0,0,58.1,10,4,6,0,0,1.000,,,1.54,0.15,P
310,Gary Knotts,25,FLA,28,0,0,30.2,4,1,3,0,0,1.000,,,1.17,0.14,P
311,Satoru Komiyama,36,NYM,25,0,0,43.1,4,3,1,0,0,1.000,,,0.83,0.16,P
312,Mike Koplove,25,ARI,55,0,0,61.2,14,2,12,0,2,1.000,,,2.04,0.25,P
313,Mark Kotsay,26,SDP,147,143,125,1229.1,364,349,11,4,3,.989,-10,-10,2.64,2.45,OF
314,Chad Kreuter,37,LAD,41,24,22,247.2,216,197,16,3,1,.986,1,5,7.74,5.20,C
315,Tom Lampkin,38,SDP,94,79,68,711.1,600,553,42,5,7,.992,1,2,7.53,6.33,C
316,Jason Lane,25,HOU,38,18,12,184.0,51,47,3,1,1,.980,2,11,2.45,1.32,OF
317,Ryan Langerhans,22,ATL,1,0,0,2.0,0,0,0,0,0,,-1,-300,0.00,0.00,OF
318,Ray Lankford,35,SDP,59,54,32,440.0,107,98,4,5,1,.953,-4,-10,2.09,1.73,OF
319,Barry Larkin,38,CIN,135,131,104,1092.1,573,191,370,12,89,.979,-7,-7,4.62,4.16,SS
320,Brandon Larson,26,CIN,14,12,7,103.0,30,20,10,0,4,1.000,-1,-8,2.62,1.88,OF-3B-1B
321,Jason LaRue,28,CIN,110,100,94,906.0,686,626,56,4,5,.994,1,1,6.77,6.20,C
322,Brian Lawrence,26,SDP,35,31,2,210.0,53,22,31,0,1,1.000,,,2.27,1.51,P
323,Ricky Ledée,28,PHI,51,42,25,371.2,97,97,0,0,0,1.000,0,1,2.35,1.90,OF
324,Derrek Lee,26,FLA,162,161,156,1441.1,1445,1312,121,12,138,.992,-5,-4,8.95,8.85,1B
325,Travis Lee,27,PHI,148,130,130,1230.0,1343,1262,75,6,120,.996,9,8,9.78,9.03,1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
326,Al Leiter,36,NYM,33,33,2,204.1,35,1,31,3,2,.914,,,1.41,0.97,P
327,Darren Lewis,34,CHC,47,15,8,169.1,48,46,2,0,1,1.000,3,19,2.55,1.02,OF
328,Brad Lidge,25,HOU,6,1,0,8.2,2,0,2,0,0,1.000,,,2.08,0.33,P
329,Jon Lieber,32,CHC,21,21,3,141.0,24,5,19,0,1,1.000,,,1.53,1.14,P
330,Mike Lieberthal,30,PHI,129,126,121,1127.1,902,840,56,6,8,.993,-3,-3,7.15,6.95,C
331,Kerry Ligtenberg,31,ATL,52,0,0,66.2,10,1,8,1,1,.900,,,1.22,0.17,P
332,Mike Lincoln,27,PIT,55,0,0,72.1,15,4,11,0,2,1.000,,,1.87,0.27,P
333,Scott Linebrink,25,HOU,22,0,0,24.1,3,1,2,0,0,1.000,,,1.11,0.14,P
334,Mark Little,29,TOT,49,27,13,271.2,80,76,2,2,1,.975,4,16,2.58,1.59,OF
335,Graeme Lloyd,35,TOT,66,0,0,57.0,5,3,2,0,2,1.000,,,0.79,0.08,P
336,Paul Lo Duca,30,LAD,147,141,120,1263.2,1101,1014,78,9,12,.992,2,2,7.78,6.66,C-1B-OF
337,Keith Lockhart,37,ATL,90,72,57,648.1,380,142,230,8,46,.979,15,28,5.16,4.13,2B-3B
338,Kenny Lofton,35,SFG,44,44,34,372.1,119,116,3,0,0,1.000,7,21,2.88,2.70,OF
339,Braden Looper,27,FLA,78,0,0,86.0,17,3,14,0,2,1.000,,,1.78,0.22,P
340,Albie Lopez,30,ATL,30,4,0,55.2,7,4,3,0,1,1.000,,,1.13,0.23,P
341,Javy Lopez,31,ATL,103,92,74,814.1,699,635,54,10,8,.986,4,6,7.61,6.69,C
342,Luis Lopez,31,MIL,4,0,0,14.1,4,3,1,0,0,1.000,0,0,2.51,1.00,SS
343,Mark Loretta,30,TOT,81,71,53,619.2,227,97,125,5,18,.978,-6,-12,3.22,2.58,3B-SS-2B-1B
344,Andrew Lorraine,29,MIL,5,1,0,12.0,2,0,1,1,0,.500,,,0.75,0.20,P
345,Sean Lowe,31,TOT,51,1,0,79.1,21,6,15,0,2,1.000,,,2.38,0.41,P
346,Mike Lowell,28,FLA,159,159,146,1400.1,450,150,286,14,36,.969,0,0,2.80,2.74,3B
347,Julio Lugo,26,HOU,84,81,73,716.0,334,121,205,8,32,.976,-3,-4,4.10,3.88,SS
348,David Lundquist,29,SDP,3,0,0,2.2,0,0,0,0,0,,,,0.00,0.00,P
349,Trey Lunsford,23,SFG,3,0,0,7.0,5,4,0,1,0,.800,0,0,5.14,1.33,C
350,John Mabry,31,PHI,2,2,0,12.0,8,7,1,0,0,1.000,1,90,6.00,4.00,1B-OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
351,Robert Machado,29,TOT,71,60,48,526.0,458,395,57,6,8,.987,2,4,7.73,6.28,C-1B
352,Jose Macias,30,MON,77,52,45,489.1,185,109,70,6,8,.968,4,11,3.29,2.21,OF-3B-2B-SS
353,Rob Mackowiak,26,PIT,125,100,60,881.1,232,166,60,6,8,.974,-2,-3,2.31,1.67,OF-3B-2B
354,Greg Maddux,36,ATL,34,34,0,199.1,70,21,48,1,3,.986,,,3.12,2.03,P
355,Ron Mahay,31,CHC,11,0,0,14.2,3,1,1,1,0,.667,,,1.23,0.18,P
356,Pat Mahomes,31,CHC,16,2,0,32.2,7,1,6,0,0,1.000,,,1.93,0.44,P
357,Mike Mahoney,29,CHC,16,9,3,83.1,83,76,7,0,0,1.000,2,29,8.96,5.19,C
358,Oswaldo Mairena,26,FLA,31,0,0,33.2,5,0,5,0,0,1.000,,,1.34,0.16,P
359,Brian Mallette,27,MIL,5,0,0,5.0,2,0,2,0,0,1.000,,,3.60,0.40,P
360,Marty Malloy,30,FLA,5,0,0,19.0,9,5,4,0,1,1.000,0,13,4.26,1.80,2B-3B
361,Jim Mann,27,HOU,17,0,0,22.0,2,0,2,0,0,1.000,,,0.82,0.12,P
362,Matt Mantei,28,ARI,31,0,0,26.2,2,0,2,0,0,1.000,,,0.68,0.06,P
363,Josias Manzanillo,34,PIT,13,0,0,13.0,3,2,1,0,0,1.000,,,2.08,0.23,P
364,Jason Marquis,23,ATL,22,22,0,114.1,29,18,10,1,1,.966,,,2.20,1.27,P
365,Eli Marrero,28,STL,128,101,55,937.1,374,349,18,7,8,.981,2,2,3.52,2.38,OF-C-1B
366,Ramon Martinez,29,SFG,65,44,35,418.1,227,109,110,8,35,.965,-2,-7,4.71,3.32,SS-2B-1B-OF-3B
367,Tino Martinez,34,STL,149,141,122,1218.0,1311,1220,86,5,119,.996,4,4,9.65,8.77,1B
368,Henry Mateo,25,MON,5,3,3,29.0,20,4,15,1,1,.950,1,50,5.90,3.80,SS-2B
369,Ruben Mateo,24,CIN,24,19,8,152.0,34,33,1,0,0,1.000,-3,-22,2.01,1.42,OF
370,Mike Matheny,31,STL,107,96,72,831.1,631,563,64,4,7,.994,6,9,6.79,5.86,C-1B
371,T.J. Mathews,32,HOU,12,0,0,18.1,4,0,4,0,1,1.000,,,1.96,0.33,P
372,Julius Matos,27,SDP,70,39,30,423.0,228,88,131,9,30,.961,-4,-12,4.66,2.92,2B-3B-SS-OF-1B
373,Mike Matthews,28,TOT,47,0,0,45.2,10,0,9,1,1,.900,,,1.77,0.19,P
374,Quinton McCracken,31,ARI,97,78,64,741.0,188,182,5,1,1,.995,4,6,2.27,1.93,OF
375,Joe McEwing,29,NYM,85,41,23,434.0,209,131,71,7,14,.967,5,13,4.19,2.04,OF-SS-3B-2B-1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
376,Fred McGriff,38,CHC,137,136,105,1149.1,1072,1005,60,7,84,.993,-6,-6,8.34,7.77,1B
377,Walt McKeel,30,COL,5,3,3,28.1,22,22,0,0,0,1.000,-2,-85,6.99,4.40,C
378,Brian Meadows,26,PIT,11,11,0,62.2,17,3,12,2,1,.882,,,2.15,1.36,P
379,Hector Mercado,28,PHI,31,3,0,39.0,4,1,3,0,0,1.000,,,0.92,0.13,P
380,Orlando Merced,35,HOU,64,52,24,446.2,155,142,11,2,9,.987,6,15,3.08,2.39,OF-1B-3B
381,Kent Mercker,34,COL,58,0,0,44.0,6,3,2,1,0,.833,,,1.02,0.09,P
382,Jose Mesa,36,PHI,74,0,0,75.2,20,4,16,0,0,1.000,,,2.38,0.27,P
383,Jason Michaels,26,PHI,27,10,6,114.0,26,22,2,2,0,.923,-3,-32,1.89,0.89,OF-3B
384,Jason Middlebrook,27,TOT,15,5,0,51.1,4,0,4,0,0,1.000,,,0.70,0.27,P
385,Kevin Millar,30,FLA,110,110,68,916.2,210,194,12,4,1,.981,0,0,2.02,1.84,OF-3B-1B
386,Corky Miller,26,CIN,38,35,27,301.0,245,220,23,2,4,.992,1,4,7.27,6.39,C
387,Damian Miller,32,ARI,100,90,65,763.0,767,716,49,2,8,.997,1,2,9.02,7.65,C
388,Wade Miller,25,HOU,26,26,1,164.2,43,22,19,2,1,.953,,,2.24,1.58,P
389,Kevin Millwood,27,ATL,35,34,1,217.0,35,8,25,2,2,.943,,,1.37,0.94,P
390,Damon Minor,28,SFG,44,35,22,302.2,331,310,20,1,29,.997,0,1,9.81,7.50,1B
391,Dave Mlicki,34,HOU,22,16,0,86.0,13,4,8,1,0,.923,,,1.26,0.55,P
392,Brian Moehler,30,CIN,10,9,0,43.1,16,4,12,0,0,1.000,,,3.32,1.60,P
393,Chad Moeller,27,ARI,35,31,25,277.2,318,310,7,1,0,.997,0,0,10.27,9.06,C
394,Gabe Molina,27,STL,12,0,0,11.1,2,0,2,0,1,1.000,,,1.59,0.17,P
395,Mike Mordecai,34,TOT,67,33,25,346.2,167,67,95,5,20,.970,-1,-3,4.21,2.28,SS-3B-1B-2B-OF
396,Juan Moreno,27,SDP,4,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P
397,Mike Morgan,42,ARI,29,0,0,34.0,5,1,3,1,0,.800,,,1.06,0.14,P
398,Matt Morris,27,STL,32,32,1,210.1,33,11,22,0,0,1.000,,,1.41,1.03,P
399,Damian Moss,25,ATL,33,29,0,179.0,44,5,37,2,3,.955,,,2.11,1.27,P
400,Guillermo Mota,28,LAD,43,0,0,60.2,9,2,7,0,0,1.000,,,1.34,0.21,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
401,Bill Mueller,31,TOT,104,90,85,834.2,227,62,159,6,19,.974,1,2,2.38,2.13,3B
402,Terry Mulholland,39,LAD,21,0,0,32.0,12,2,9,1,1,.917,,,3.09,0.52,P
403,Peter Munro,27,HOU,19,14,0,80.2,33,14,18,1,1,.970,,,3.57,1.68,P
404,Calvin Murray,30,SFG,10,2,0,32.2,12,10,1,1,0,.917,0,-11,3.03,1.10,OF
405,Brett Myers,21,PHI,12,12,1,72.0,17,6,11,0,2,1.000,,,2.13,1.42,P
406,Mike Myers,33,ARI,69,0,0,37.0,13,2,11,0,0,1.000,,,3.16,0.19,P
407,Rodney Myers,33,SDP,14,0,0,21.1,5,3,2,0,1,1.000,,,2.11,0.36,P
408,Shane Nance,24,MIL,4,0,0,6.1,2,1,1,0,0,1.000,,,2.84,0.50,P
409,Joe Nathan,27,SFG,4,0,0,3.2,2,0,2,0,0,1.000,,,4.91,0.50,P
410,Denny Neagle,33,COL,35,28,1,164.1,34,8,25,1,1,.971,,,1.81,0.94,P
411,Blaine Neal,24,FLA,32,0,0,33.0,4,3,1,0,0,1.000,,,1.09,0.13,P
412,Robb Nen,32,SFG,67,0,0,73.2,12,7,5,0,0,1.000,,,1.47,0.18,P
413,Nick Neugebauer,21,MIL,12,12,0,55.1,8,4,4,0,0,1.000,,,1.30,0.67,P
414,Phil Nevin,31,SDP,107,107,82,889.1,489,318,153,18,47,.963,-1,-2,4.77,4.40,3B-1B
415,Chris Nichting,36,COL,29,0,0,36.1,5,2,3,0,1,1.000,,,1.24,0.17,P
416,Doug Nickle,27,TOT,14,0,0,16.0,4,1,2,1,0,.750,,,1.69,0.21,P
417,Wil Nieves,24,SDP,27,20,14,182.1,173,160,8,5,0,.971,-2,-13,8.29,6.22,C
418,Hideo Nomo,33,LAD,34,34,0,220.1,35,10,21,4,2,.886,,,1.27,0.91,P
419,Takahito Nomura,33,MIL,21,0,0,13.2,1,0,1,0,0,1.000,,,0.66,0.05,P
420,Greg Norton,29,COL,36,27,14,232.2,110,75,30,5,9,.955,-3,-17,4.06,2.69,3B-1B-OF
421,Abraham Nunez,26,PIT,69,52,42,479.2,300,103,190,7,50,.977,8,21,5.50,4.19,2B-SS
422,Abraham Nunez,25,FLA,15,2,2,45.0,12,12,0,0,0,1.000,1,35,2.40,0.80,OF
423,Jose Nunez,23,SDP,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,P
424,Vladimir Núñez,27,FLA,77,0,0,97.2,17,4,13,0,1,1.000,,,1.57,0.22,P
425,Troy O'Leary,32,MON,70,68,46,562.2,130,126,1,3,0,.977,-2,-5,2.03,1.81,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
426,Alex Ochoa,30,MIL,72,53,40,507.2,141,135,5,1,1,.993,6,14,2.48,1.94,OF
427,Tomo Ohka,26,MON,32,31,2,192.2,54,24,30,0,2,1.000,,,2.52,1.69,P
428,Augie Ojeda,27,CHC,30,20,14,194.0,96,34,59,3,8,.969,0,-1,4.31,3.00,SS-2B-3B
429,Kevin Olsen,25,FLA,17,8,0,55.2,13,8,4,1,0,.923,,,1.94,0.71,P
430,Rey Ordóñez,31,NYM,142,134,114,1164.2,615,208,388,19,82,.969,-5,-5,4.61,4.20,SS
431,Kevin Orie,29,CHC,12,9,7,81.0,19,4,13,2,1,.895,-2,-25,1.89,1.42,3B
432,Eddie Oropesa,30,ARI,32,0,0,25.1,6,1,4,1,0,.833,,,1.78,0.16,P
433,Jesse Orosco,45,LAD,56,0,0,27.0,5,2,3,0,0,1.000,,,1.67,0.09,P
434,Jose Ortiz,25,COL,54,53,39,437.0,241,104,134,3,24,.988,2,4,4.90,4.41,2B-3B
435,Russ Ortiz,28,SFG,33,33,2,214.1,63,15,47,1,2,.984,,,2.60,1.88,P
436,Donovan Osborne,33,CHC,11,0,0,16.0,2,0,2,0,0,1.000,,,1.13,0.18,P
437,Keith Osik,33,PIT,36,21,16,211.2,161,127,33,1,3,.994,1,3,6.80,4.44,C-3B-1B-2B-OF
438,Jimmy Osting,25,MIL,3,3,0,12.0,4,1,3,0,0,1.000,,,3.00,1.33,P
439,Roy Oswalt,24,HOU,35,34,0,233.0,52,13,38,1,3,.981,,,1.97,1.46,P
440,Eric Owens,31,FLA,121,89,71,863.0,239,223,10,6,1,.975,8,12,2.43,1.93,OF
441,Pablo Ozuna,27,FLA,11,6,6,61.0,30,13,16,1,3,.967,-2,-43,4.28,2.64,2B-OF
442,Vicente Padilla,24,PHI,32,32,1,206.0,43,10,32,1,1,.977,,,1.83,1.31,P
443,Jose Parra,29,ARI,16,0,0,14.0,2,1,1,0,0,1.000,,,1.29,0.13,P
444,Corey Patterson,22,CHC,147,136,125,1217.1,311,303,5,3,1,.990,-5,-5,2.28,2.10,OF
445,John Patterson,24,ARI,7,5,0,30.2,6,1,5,0,0,1.000,,,1.76,0.86,P
446,Carl Pavano,26,TOT,37,22,0,136.0,23,3,19,1,4,.957,,,1.46,0.59,P
447,Jay Payton,29,TOT,126,109,91,974.2,262,252,9,1,1,.996,9,11,2.41,2.07,OF
448,Josh Pearce,24,STL,3,3,0,13.0,3,2,1,0,1,1.000,,,2.08,1.00,P
449,Jason Pearson,26,SDP,2,0,0,1.2,0,0,0,0,0,,,,0.00,0.00,P
450,Jake Peavy,21,SDP,17,17,0,97.2,28,9,19,0,0,1.000,,,2.58,1.65,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
451,Alex Pelaez,26,SDP,3,2,2,19.0,15,13,2,0,3,1.000,0,-6,7.11,5.00,3B-1B-2B
452,Dave Pember,24,MIL,4,1,0,8.2,1,1,0,0,0,1.000,,,1.04,0.25,P
453,Wily Mo Peña,20,CIN,4,4,1,26.1,4,4,0,0,0,1.000,-1,-46,1.37,1.00,OF
454,Brad Penny,24,FLA,24,24,1,129.1,26,12,14,0,1,1.000,,,1.81,1.08,P
455,Eduardo Perez,32,STL,49,25,10,238.1,109,102,5,2,6,.982,1,7,4.04,2.10,OF-1B-3B
456,Odalis Perez,24,LAD,32,32,4,222.1,76,23,51,2,3,.974,,,3.00,2.31,P
457,Oliver Pérez,20,SDP,16,15,0,90.0,12,2,9,1,1,.917,,,1.10,0.69,P
458,Timo Perez,27,NYM,122,107,71,933.2,281,266,9,6,3,.979,7,9,2.65,2.25,OF
459,Tomas Perez,28,PHI,74,44,36,465.0,264,112,148,4,34,.985,2,4,5.03,3.21,2B-SS-3B-1B-P
460,Robert Person,32,PHI,16,16,0,87.2,13,4,9,0,0,1.000,,,1.33,0.81,P
461,Ben Petrick,25,COL,30,25,17,212.2,115,109,3,3,0,.974,-1,-3,4.74,3.73,C-OF
462,Jason Phillips,25,NYM,7,2,2,37.0,28,27,1,0,0,1.000,1,32,6.81,4.00,C
463,Mike Piazza,33,NYM,121,119,92,1007.2,869,811,46,12,3,.986,-12,-14,7.65,7.08,C
464,Hipolito Pichardo,32,HOU,1,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P
465,Kevin Pickford,27,SDP,16,4,0,30.0,9,3,5,1,1,.889,,,2.40,0.50,P
466,Juan Pierre,24,COL,149,133,129,1197.2,367,363,2,2,1,.995,3,3,2.74,2.45,OF
467,Luis Pineda,27,CIN,26,2,0,32.1,2,1,1,0,1,1.000,,,0.56,0.08,P
468,Dan Plesac,40,PHI,41,0,0,23.0,3,0,3,0,0,1.000,,,1.17,0.07,P
469,Placido Polanco,26,TOT,144,129,120,1203.1,442,120,313,9,47,.980,14,14,3.24,2.89,3B-SS-2B
470,Cliff Politte,28,PHI,13,0,0,16.1,0,0,0,0,0,,,,0.00,0.00,P
471,Andy Pratt,22,ATL,1,0,0,1.1,1,0,1,0,0,1.000,,,6.75,1.00,P
472,Todd Pratt,35,PHI,36,34,27,299.2,269,258,11,0,4,1.000,-1,-2,8.08,7.47,C-1B
473,Bret Prinz,25,ARI,20,0,0,13.1,2,0,2,0,0,1.000,,,1.35,0.10,P
474,Mark Prior,21,CHC,19,19,1,116.2,9,1,8,0,0,1.000,,,0.69,0.47,P
475,Brandon Puffer,26,HOU,55,0,0,69.0,23,10,13,0,0,1.000,,,3.00,0.42,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
476,Albert Pujols,22,STL,154,154,94,1312.2,432,338,83,11,30,.975,-4,-4,2.89,2.33,OF-3B-1B-SS
477,Nick Punto,24,PHI,2,0,0,4.0,4,2,1,1,1,.750,-1,-240,6.75,1.50,SS-2B
478,Paul Quantrill,33,LAD,86,0,0,76.2,17,4,13,0,2,1.000,,,2.00,0.20,P
479,Ruben Quevedo,23,MIL,26,25,1,139.0,16,2,13,1,1,.938,,,0.97,0.58,P
480,Tim Raines,42,FLA,14,4,1,43.1,12,10,1,1,0,.917,1,25,2.28,0.79,OF
481,Aramis Ramirez,24,PIT,131,130,81,1066.2,352,78,255,19,32,.946,-4,-4,2.81,2.54,3B
