Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
1,Cory Abbott,26,WSN,16,9,0,48.0,3,2,1,0,0,1.000,,,0,0,0,0.56,0.19,P
2,CJ Abrams,21,TOT,87,78,72,696.2,327,106,206,15,37,.954,-4,-8,-5,-8,-2,4.03,3.43,SS-2B-OF
3,Ronald Acuna Jr.,24,ATL,92,88,80,793.0,158,150,4,4,0,.975,1,2,0,0,0,1.75,1.67,OF
4,Willy Adames,26,MIL,136,136,132,1199.2,526,178,334,14,68,.973,9,9,9,9,0,3.84,3.76,SS
5,Austin Adams,31,SDP,2,0,0,2.1,1,1,0,0,0,1.000,,,0,0,0,3.86,0.50,P
6,Riley Adams,26,WSN,45,44,41,375.2,345,327,16,2,1,.994,-2,-6,-6,-19,0,8.22,7.62,C-1B
7,Joan Adon,23,WSN,14,14,0,64.2,17,8,7,2,0,.882,,,0,0,-1,2.09,1.07,P
8,Ehire Adrianza,32,TOT,33,26,20,243.1,79,37,41,1,7,.987,0,-2,-1,-4,0,2.88,1.95,3B-2B-OF-SS-P
9,Jesús Aguilar,32,MIA,59,55,48,487.2,478,433,41,4,42,.992,4,10,-4,-10,-1,8.75,7.77,1B-3B
10,Nick Ahmed,32,ARI,16,15,14,134.0,58,16,41,1,6,.983,-2,-16,-3,-27,-1,3.83,3.56,SS
11,Hanser Alberto,29,LAD,66,37,20,365.0,147,62,82,3,20,.980,0,0,1,3,0,3.55,1.89,2B-3B-SS-P-1B-OF
12,Ozzie Albies,25,ATL,64,63,61,554.1,235,81,151,3,33,.987,6,13,-1,-2,0,3.77,3.63,2B
13,Sandy Alcántara,26,MIA,32,32,6,228.2,48,20,28,0,2,1.000,,,-2,-2,0,1.89,1.50,P
14,Sergio Alcántara,25,TOT,86,58,45,552.0,226,66,151,9,21,.960,1,2,-4,-8,0,3.54,2.31,3B-SS-2B
15,Jason Alexander,29,MIL,18,11,0,71.2,17,2,14,1,2,.941,,,0,0,0,2.01,0.89,P
16,Scott Alexander,32,SFG,17,4,0,17.1,7,2,5,0,1,1.000,,,1,12,0,3.63,0.41,P
17,Jorge Alfaro,29,SDP,65,59,53,530.2,573,544,27,2,4,.997,-4,-9,-4,-9,-1,9.68,8.78,C
18,Anthony Alford,27,PIT,2,1,0,9.0,1,1,0,0,0,1.000,-2,-227,0,0,0,1.00,0.50,OF
19,Cam Alldred,25,PIT,1,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P
20,Greg Allen,29,PIT,43,32,28,293.1,70,70,0,0,0,1.000,2,8,2,8,0,2.15,1.63,OF
21,Yency Almonte,28,LAD,33,0,0,35.1,8,4,3,1,0,.875,,,-1,-6,0,1.78,0.21,P
22,Albert Almora,28,CIN,62,59,48,523.0,142,135,5,2,0,.986,3,7,8,18,-1,2.41,2.26,OF
23,Pete Alonso,27,NYM,134,133,108,1141.2,1013,913,92,8,102,.992,-8,-8,-2,-2,0,7.92,7.50,1B
24,José Alvarado,27,PHI,59,0,0,51.0,9,3,6,0,1,1.000,,,0,0,0,1.59,0.15,P
25,Eddy Alvarez,32,LAD,12,7,3,60.0,19,13,5,1,2,.947,1,24,-1,-20,0,2.70,1.50,OF-3B-SS
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary
26,Francisco Álvarez,20,NYM,2,1,1,13.0,12,12,0,0,0,1.000,0,0,0,0,0,8.31,6.00,C
27,José Álvarez,33,SFG,21,0,0,15.1,3,1,2,0,0,1.000,,,0,0,0,1.76,0.14,P
28,R.J. Alvarez,31,NYM,1,0,0,2.1,1,1,0,0,0,1.000,,,0,0,0,3.86,1.00,P
29,Adbert Alzolay,27,CHC,6,0,0,13.1,3,1,2,0,0,1.000,,,1,15,0,2.03,0.50,P
30,Brian Anderson,29,MIA,86,83,72,733.0,215,102,103,10,9,.953,-6,-10,-2,-3,0,2.52,2.20,3B-OF-2B
31,Chase Anderson,34,CIN,9,7,0,24.0,2,0,2,0,0,1.000,,,0,0,0,0.75,0.22,P
32,Ian Anderson,24,ATL,22,22,0,111.2,18,8,10,0,0,1.000,,,2,4,0,1.45,0.82,P
33,Tyler Anderson,32,LAD,30,28,0,178.2,47,13,31,3,2,.936,,,5,6,0,2.22,1.47,P
34,Miguel Andújar,27,PIT,4,4,3,34.0,7,7,0,0,0,1.000,-1,-21,-1,-35,0,1.85,1.75,OF
35,Mark Appel,30,PHI,6,0,0,10.1,0,0,0,0,0,,,,-1,-19,,0.00,0.00,P
36,Aristides Aquino,28,CIN,78,70,63,608.1,157,140,12,5,4,.968,5,10,20,39,1,2.25,1.95,OF
37,Víctor Arano,27,WSN,43,0,0,42.0,3,0,2,1,0,.667,,,-2,-10,0,0.43,0.05,P
38,Orlando Arcia,27,ATL,60,53,42,481.2,208,70,133,5,26,.976,2,4,-3,-7,1,3.79,3.27,2B-OF-3B-SS-P
39,Nolan Arenado,31,STL,131,131,113,1118.2,379,84,283,12,42,.968,17,18,19,20,2,2.95,2.80,3B
40,Shawn Armstrong,31,MIA,7,0,0,6.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P
