Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
236,Sterling Hitchcock,30,NYY,10,9,1,51.1,8,3,5,0,0,1.000,,,1.40,0.80,P
237,Denny Hocking,31,MIN,90,68,56,642.1,318,163,150,5,36,.984,-4,-8,4.39,3.23,SS-OF-2B-1B-3B
238,Chris Holt,29,DET,30,22,1,151.1,27,9,17,1,1,.963,,,1.55,0.87,P
239,Mike Holtz,28,ANA,63,0,0,37.0,14,4,9,1,0,.929,,,3.16,0.21,P
240,Paul Hoover,25,TBD,2,1,1,10.0,3,2,1,0,0,1.000,0,0,2.70,1.50,C
241,Bob Howry,27,CHW,69,0,0,78.2,12,2,10,0,0,1.000,,,1.37,0.17,P
242,Mike Hubbard,30,TEX,5,4,2,29.1,17,15,2,0,0,1.000,-1,-41,5.22,3.40,C
243,Trent Hubbard,37,KCR,3,2,1,18.0,2,2,0,0,0,1.000,-1,-93,1.00,0.67,OF
244,Tim Hudson,25,OAK,35,35,3,235.0,69,21,43,5,3,.928,,,2.45,1.83,P
245,Aubrey Huff,24,TBD,90,88,80,767.0,331,170,141,20,26,.940,-6,-10,3.65,3.38,3B-1B
246,Torii Hunter,25,MIN,147,147,142,1295.1,478,460,14,4,3,.992,20,18,3.29,3.22,OF
247,Raúl Ibañez,29,KCR,50,37,20,337.0,130,114,11,5,11,.962,-2,-8,3.34,2.36,OF-1B-3B
248,Brandon Inge,24,DET,79,60,43,537.2,374,330,40,4,3,.989,7,16,6.19,4.68,C
249,Jason Isringhausen,28,OAK,65,0,0,71.1,11,1,8,2,0,.818,,,1.14,0.14,P
250,César Izturis,21,TOR,46,40,33,357.0,197,73,121,3,28,.985,-1,-2,4.89,4.13,2B-SS
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
251,Ryan Jackson,29,DET,65,24,19,288.1,173,159,12,2,14,.988,-2,-7,5.34,2.48,OF-1B
252,Stan Javier,37,SEA,78,66,29,587.2,170,165,4,1,5,.994,10,21,2.59,2.06,OF-1B
253,Robin Jennings,29,OAK,17,13,10,118.0,52,48,4,0,2,1.000,-2,-15,3.97,2.74,OF-1B
254,Marcus Jensen,28,TOT,12,7,5,68.0,51,47,4,0,0,1.000,1,18,6.75,4.25,C
255,Derek Jeter,27,NYY,150,150,133,1312.1,570,212,343,15,68,.974,-17,-15,3.81,3.70,SS
256,Brett Jodie,24,NYY,1,1,0,2.0,0,0,0,0,0,,,,0.00,0.00,P
257,Adam Johnson,21,MIN,7,4,0,25.0,4,1,3,0,0,1.000,,,1.44,0.57,P
258,Jason Johnson,27,BAL,32,32,2,196.0,24,4,16,4,1,.833,,,0.92,0.63,P
259,Jonathan Johnson,26,TEX,5,0,0,10.1,0,0,0,0,0,,,,0.00,0.00,P
260,Mark Johnson,25,CHW,61,56,48,495.1,360,326,31,3,2,.992,3,7,6.49,5.85,C
261,Nick Johnson,22,NYY,15,10,10,102.0,95,90,5,0,4,1.000,1,8,8.38,6.33,1B
262,Russ Johnson,28,TBD,72,61,57,542.2,227,84,136,7,27,.969,-3,-7,3.65,2.93,2B-3B-SS
263,Jacque Jones,26,MIN,140,123,109,1095.0,291,278,8,5,0,.983,2,2,2.35,2.04,OF
264,Todd Jones,33,TOT,69,0,0,68.0,18,7,10,1,0,.944,,,2.25,0.25,P
265,Wally Joyner,39,ANA,39,31,19,267.1,289,270,18,1,27,.997,4,18,9.70,7.38,1B
266,Mike Judd,26,TOT,12,3,0,29.0,4,3,1,0,0,1.000,,,1.24,0.33,P
267,Jorge Julio,22,BAL,18,0,0,21.1,3,0,2,1,0,.667,,,0.84,0.11,P
268,David Justice,35,NYY,25,22,13,189.1,54,49,4,1,1,.981,1,6,2.52,2.12,OF
269,Gabe Kapler,25,TEX,133,130,128,1156.1,353,344,8,1,3,.997,-17,-18,2.74,2.65,OF
270,Steve Karsay,29,CLE,31,0,0,43.1,13,3,10,0,1,1.000,,,2.70,0.42,P
271,Randy Keisler,25,NYY,10,10,0,50.2,10,2,6,2,0,.800,,,1.42,0.80,P
272,Adam Kennedy,25,ANA,131,123,118,1102.2,622,236,376,10,64,.984,7,8,5.00,4.67,2B
273,Joe Kennedy,22,TBD,20,20,0,117.2,22,8,14,0,2,1.000,,,1.68,1.10,P
274,Bobby Kielty,24,MIN,34,28,21,260.2,68,63,2,3,1,.956,0,1,2.24,1.91,OF
275,Sun-Woo Kim,23,BOS,20,2,0,41.2,7,2,5,0,1,1.000,,,1.51,0.35,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
276,Gene Kingsale,24,TOT,10,4,3,51.0,13,13,0,0,0,1.000,1,19,2.29,1.30,OF
277,Mike Kinkade,28,BAL,46,33,27,296.0,87,72,13,2,0,.977,-4,-17,2.58,1.81,OF-3B-C-1B
278,Brandon Knight,25,NYY,4,0,0,10.2,1,1,0,0,0,1.000,,,0.84,0.25,P
279,Chuck Knoblauch,32,NYY,108,104,86,890.0,181,171,8,2,4,.989,-2,-3,1.81,1.66,OF
280,Billy Koch,26,TOR,69,0,0,69.1,11,4,6,1,1,.909,,,1.30,0.14,P
281,Ryan Kohlmeier,24,BAL,34,1,0,40.2,2,0,2,0,0,1.000,,,0.44,0.06,P
282,Danny Kolb,26,TEX,17,0,0,15.1,0,0,0,0,0,,,,0.00,0.00,P
283,Paul Konerko,25,CHW,144,144,135,1260.1,1374,1276,90,8,120,.994,-4,-4,9.75,9.49,1B
284,Corey Koskie,28,MIN,150,147,139,1308.0,416,95,306,15,19,.964,16,14,2.76,2.67,3B
285,Tim Laker,31,CLE,15,8,6,85.1,83,76,6,1,2,.988,-2,-28,8.65,5.47,C-P
286,Mike Lamb,25,TEX,74,71,66,634.1,209,52,139,18,14,.914,0,-1,2.71,2.58,3B
287,Tom Lampkin,37,SEA,72,56,36,507.0,400,375,23,2,2,.995,1,2,7.07,5.53,C-OF
288,Mike Lansing,33,BOS,105,97,82,856.2,422,161,247,14,52,.967,-6,-9,4.29,3.81,SS-2B
289,Chris Latham,28,TOR,31,16,15,166.0,49,47,2,0,1,1.000,3,18,2.66,1.58,OF
290,Matt Lawton,29,MIN,94,90,85,799.2,199,193,2,4,2,.980,-1,-2,2.19,2.07,OF
291,Matt LeCroy,25,MIN,5,0,0,15.0,11,10,1,0,0,1.000,0,-16,6.60,2.20,C-1B
292,Ricky Ledée,27,TEX,72,62,52,563.1,141,137,1,3,0,.979,-6,-12,2.20,1.92,OF
293,Carlos Lee,25,CHW,130,129,80,1048.0,258,241,9,8,0,.969,2,2,2.15,1.92,OF
294,Al Levine,33,ANA,64,1,0,75.2,14,3,9,2,1,.857,,,1.43,0.19,P
295,Darren Lewis,33,BOS,69,41,31,417.1,106,102,4,0,2,1.000,3,8,2.29,1.54,OF
296,Mark Lewis,31,CLE,6,3,1,30.0,12,4,7,1,1,.917,0,-12,3.30,1.57,3B-2B
297,Cory Lidle,29,OAK,29,29,1,188.0,45,13,30,2,0,.956,,,2.06,1.48,P
298,Jeff Liefer,26,CHW,64,58,36,506.0,196,159,30,7,14,.964,-8,-18,3.36,2.78,OF-3B-1B
299,Ted Lilly,25,NYY,26,21,0,120.2,29,5,22,2,0,.931,,,2.01,1.04,P
300,José Lima,28,DET,18,18,2,112.2,15,3,11,1,2,.933,,,1.12,0.78,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
301,Esteban Loaiza,29,TOR,36,30,1,190.0,39,15,21,3,0,.923,,,1.71,1.00,P
302,James Lofton,27,BOS,7,6,5,54.0,25,9,14,2,3,.920,-2,-38,3.83,3.29,SS
303,Kenny Lofton,34,CLE,130,123,108,1076.2,319,310,3,6,0,.981,1,1,2.62,2.41,OF
304,Kyle Lohse,22,MIN,19,16,0,90.1,22,9,12,1,2,.955,,,2.09,1.11,P
305,Terrence Long,25,OAK,162,158,151,1425.1,344,332,5,7,3,.980,1,1,2.13,2.08,OF
306,Albie Lopez,29,TBD,20,20,1,124.2,25,6,18,1,1,.960,,,1.73,1.20,P
307,Felipe Lopez,21,TOR,49,49,45,435.2,146,32,105,9,7,.938,3,8,2.83,2.74,3B-SS
308,Luis Lopez,27,TOR,30,28,20,246.0,89,27,57,5,4,.944,-2,-10,3.07,2.55,3B-1B
309,Derek Lowe,28,BOS,67,3,0,91.2,24,6,17,1,2,.958,,,2.26,0.34,P
310,Sean Lowe,30,CHW,45,11,0,127.0,29,8,21,0,0,1.000,,,2.06,0.64,P
311,Mark Lukasiewicz,28,ANA,24,0,0,22.1,1,0,1,0,0,1.000,,,0.40,0.04,P
312,Fernando Lunar,24,BAL,64,46,42,429.2,303,267,32,4,3,.987,4,11,6.26,4.67,C
313,Brandon Lyon,21,TOR,11,11,0,63.0,12,3,9,0,0,1.000,,,1.71,1.09,P
314,Mike MacDougal,24,KCR,3,3,0,15.1,1,1,0,0,0,1.000,,,0.59,0.33,P
315,Jose Macias,29,DET,129,118,106,1057.0,396,165,219,12,26,.970,6,7,3.27,2.82,3B-OF-2B
316,Calvin Maduro,26,BAL,22,12,0,93.2,10,2,8,0,0,1.000,,,0.96,0.45,P
317,Wendell Magee,28,DET,74,47,40,468.2,131,123,7,1,0,.992,3,9,2.50,1.76,OF
318,Mike Magnante,36,OAK,65,0,0,55.1,10,2,7,1,0,.900,,,1.46,0.14,P
319,Chris Magruder,24,TEX,12,5,5,60.1,22,21,1,0,0,1.000,1,20,3.28,1.83,OF
320,Pat Mahomes,30,TEX,56,4,0,107.1,30,15,14,1,2,.967,,,2.43,0.52,P
321,Al Martin,33,SEA,73,71,16,512.2,139,132,3,4,2,.971,6,13,2.37,1.85,OF
322,Edgar Martinez,38,SEA,1,1,0,5.0,8,8,0,0,0,1.000,0,48,14.40,8.00,1B
323,Felix Martinez,27,TBD,77,66,55,588.0,301,118,168,15,41,.950,-7,-13,4.38,3.71,SS-2B
324,Pedro Martinez,29,BOS,18,18,1,116.2,10,5,5,0,0,1.000,,,0.77,0.56,P
325,Tino Martinez,33,NYY,149,146,131,1293.1,1248,1144,99,5,105,.996,-2,-1,8.65,8.34,1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
326,Ruben Mateo,23,TEX,39,37,37,330.1,71,70,0,1,0,.986,-8,-29,1.91,1.79,OF
327,T.J. Mathews,31,OAK,20,0,0,23.0,4,1,3,0,0,1.000,,,1.57,0.20,P
328,Luis Matos,22,BAL,31,26,22,241.2,68,65,2,1,2,.985,1,4,2.50,2.16,OF
329,Jason Maxwell,29,MIN,32,20,14,183.0,74,20,51,3,4,.959,-2,-10,3.49,2.22,3B-SS-2B
330,Brent Mayne,33,KCR,49,48,42,416.1,290,269,19,2,2,.993,-3,-9,6.23,5.88,C
331,Joe Mays,25,MIN,34,34,4,233.2,46,17,28,1,2,.978,,,1.73,1.32,P
332,Dave McCarty,31,KCR,76,47,43,472.0,500,447,45,8,56,.984,-5,-14,9.38,6.39,1B-OF
333,Quinton McCracken,30,MIN,10,6,5,63.0,13,13,0,0,0,1.000,0,4,1.86,1.30,OF
334,Allen McDill,29,BOS,15,0,0,14.2,0,0,0,0,0,,,,0.00,0.00,P
335,Donzell McDonald,26,NYY,3,0,0,8.0,2,2,0,0,0,1.000,0,15,2.25,0.67,OF
336,John McDonald,26,CLE,15,3,2,60.2,28,10,17,1,3,.964,0,-4,4.01,1.80,SS-3B-2B
337,Chuck McElroy,33,BAL,18,5,0,45.1,16,1,15,0,1,1.000,,,3.18,0.89,P
338,Fred McGriff,37,TBD,74,74,67,628.2,626,558,59,9,53,.986,0,0,8.83,8.34,1B
339,Mark McLemore,36,SEA,115,100,54,916.1,324,165,147,12,33,.963,3,4,3.06,2.11,OF-SS-3B-2B
340,Billy McMillon,29,TOT,23,17,12,170.1,30,28,1,1,0,.967,-2,-15,1.53,1.26,OF
341,Rusty Meacham,33,TBD,24,0,0,35.1,8,1,7,0,0,1.000,,,2.04,0.33,P
342,Brian Meadows,25,KCR,10,10,0,50.1,12,4,8,0,1,1.000,,,2.15,1.20,P
343,Jim Mecir,31,OAK,54,0,0,63.0,15,3,11,1,1,.933,,,2.00,0.26,P
344,Ramiro Mendoza,29,NYY,56,2,0,100.2,21,7,14,0,1,1.000,,,1.88,0.38,P
345,Frank Menechino,30,OAK,137,128,121,1173.1,676,253,407,16,90,.976,7,8,5.06,4.71,2B-SS-3B
346,Jose Mercedes,30,BAL,33,31,2,184.0,24,15,9,0,2,1.000,,,1.17,0.73,P
347,Lou Merloni,30,BOS,50,39,33,361.1,175,64,108,3,22,.983,2,8,4.28,3.37,SS-2B-3B
348,Bart Miadich,25,ANA,11,0,0,10.0,2,1,1,0,0,1.000,,,1.80,0.18,P
349,Chris Michalak,30,TOT,35,18,0,136.2,45,14,30,1,2,.978,,,2.90,1.26,P
350,Doug Mientkiewicz,27,MIN,148,143,136,1269.1,1336,1263,69,4,95,.997,-1,0,9.44,9.00,1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
351,Matt Miller,26,DET,13,0,0,9.2,6,3,3,0,0,1.000,,,5.59,0.46,P
352,Travis Miller,28,MIN,45,0,0,48.2,5,1,2,2,0,.600,,,0.55,0.07,P
353,Alan Mills,34,BAL,15,0,0,14.0,0,0,0,0,0,,,,0.00,0.00,P
354,Eric Milton,25,MIN,35,34,2,220.2,20,7,13,0,1,1.000,,,0.82,0.57,P
355,Doug Mirabelli,30,TOT,75,59,54,540.1,465,413,49,3,12,.994,4,9,7.70,6.16,C
356,Dave Mlicki,33,DET,15,15,0,81.0,12,1,11,0,2,1.000,,,1.33,0.80,P
357,Brian Moehler,29,DET,1,1,0,8.0,2,0,2,0,0,1.000,,,2.25,2.00,P
358,Dustan Mohr,25,MIN,19,16,11,141.0,45,45,0,0,0,1.000,3,27,2.87,2.37,OF
359,Bengie Molina,26,ANA,94,89,81,781.2,568,527,36,5,4,.991,3,5,6.48,5.99,C
360,José Molina,26,ANA,15,12,6,103.0,84,78,6,0,1,1.000,2,23,7.34,5.60,C
361,Raul Mondesí,30,TOR,149,149,138,1318.2,289,263,18,8,2,.972,-4,-4,1.92,1.89,OF
362,Craig Monroe,24,TEX,24,15,10,135.0,45,42,3,0,1,1.000,3,28,3.00,1.88,OF
363,Melvin Mora,29,BAL,123,119,105,1048.0,428,287,130,11,22,.974,5,5,3.58,3.16,OF-SS-2B
364,Juan Moreno,26,TEX,45,0,0,41.1,5,4,0,1,0,.800,,,0.87,0.09,P
365,Jamie Moyer,38,SEA,33,33,1,209.2,44,17,27,0,0,1.000,,,1.89,1.33,P
366,Mark Mulder,23,OAK,34,34,6,229.1,54,12,40,2,2,.963,,,2.04,1.53,P
367,Scott Mullen,26,KCR,17,0,0,10.0,2,1,1,0,1,1.000,,,1.80,0.12,P
368,Eric Munson,23,DET,17,17,15,146.0,157,142,14,1,14,.994,-2,-12,9.62,9.18,1B
369,Heath Murray,28,DET,40,4,0,63.1,13,4,9,0,2,1.000,,,1.85,0.33,P
370,Mike Mussina,32,NYY,34,34,4,228.2,44,18,25,1,4,.977,,,1.69,1.26,P
371,Greg Myers,35,TOT,36,31,26,282.2,212,193,19,0,2,1.000,2,8,6.75,5.89,C
372,Aaron Myette,23,TEX,19,15,0,80.2,13,5,7,1,0,.923,,,1.34,0.63,P
373,Charles Nagy,34,CLE,15,13,0,70.1,22,9,12,1,1,.955,,,2.69,1.40,P
374,Jeff Nelson,34,SEA,69,0,0,65.1,10,2,6,2,1,.800,,,1.10,0.12,P
375,Jose Nieves,26,ANA,22,13,10,125.0,80,33,46,1,13,.988,1,8,5.69,3.29,2B-SS-3B-1B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
376,C.J. Nitkowski,28,DET,56,0,0,45.1,9,2,7,0,0,1.000,,,1.79,0.16,P
377,Trot Nixon,27,BOS,145,137,127,1248.1,295,280,7,8,4,.973,-8,-7,2.07,1.98,OF
378,Hideo Nomo,32,BOS,33,33,2,198.0,36,17,18,1,2,.972,,,1.59,1.06,P
379,Troy O'Leary,31,BOS,89,83,73,750.2,167,163,3,1,0,.994,-5,-8,1.99,1.87,OF
380,Paul O'Neill,38,NYY,130,127,104,1094.1,215,210,1,4,0,.981,-15,-17,1.74,1.62,OF
381,Jose Offerman,32,BOS,126,126,112,1122.2,760,458,288,14,70,.982,3,3,5.98,5.57,2B-1B
382,Tomo Ohka,25,BOS,12,11,0,52.1,12,8,3,1,2,.917,,,1.89,0.92,P
383,John Olerud,32,SEA,158,149,142,1347.2,1341,1211,121,9,116,.993,7,7,8.90,8.43,1B
384,Darren Oliver,30,TEX,28,28,1,154.0,33,7,26,0,1,1.000,,,1.93,1.18,P
385,Joe Oliver,35,TOT,17,15,12,140.1,141,134,5,2,0,.986,-3,-26,8.91,8.18,C
386,Luis Ordaz,25,KCR,27,16,10,154.2,96,27,66,3,17,.969,4,28,5.41,3.32,2B-SS-3B
387,Magglio Ordonez,27,CHW,155,151,144,1329.1,302,286,11,5,0,.983,-13,-12,2.01,1.92,OF
388,David Ortiz,25,MIN,8,7,5,55.0,62,60,2,0,2,1.000,0,7,10.15,7.75,1B
389,Héctor Ortiz,31,KCR,55,46,40,410.0,311,280,28,3,1,.990,2,6,6.76,5.60,C
390,Jose Ortiz,24,OAK,10,10,9,87.0,41,16,23,2,7,.951,-2,-29,4.03,3.90,2B
391,Ramon Ortiz,28,ANA,32,32,2,208.2,44,18,20,6,1,.864,,,1.64,1.19,P
392,Antonio Osuna,28,CHW,4,0,0,4.1,0,0,0,0,0,,,,0.00,0.00,P
393,Lance Painter,33,TOR,10,0,0,18.1,5,2,3,0,2,1.000,,,2.45,0.50,P
394,Orlando Palmeiro,32,ANA,59,36,32,363.1,90,87,2,1,1,.989,0,-1,2.20,1.51,OF
395,Rafael Palmeiro,36,TEX,113,113,108,996.1,997,906,83,8,112,.992,-3,-4,8.93,8.75,1B
396,Jose Paniagua,27,SEA,60,0,0,66.0,6,2,3,1,1,.833,,,0.68,0.08,P
397,Christian Parker,25,NYY,1,1,0,3.0,2,0,2,0,0,1.000,,,6.00,2.00,P
398,Chad Paronto,25,BAL,24,0,0,27.0,8,2,6,0,0,1.000,,,2.67,0.33,P
399,Jim Parque,26,CHW,5,5,1,28.0,10,2,8,0,0,1.000,,,3.21,2.00,P
400,Steve Parris,33,TOR,19,19,1,105.2,15,4,11,0,0,1.000,,,1.28,0.79,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
401,John Parrish,23,BAL,16,1,0,22.0,4,0,3,1,0,.750,,,1.23,0.19,P
402,Danny Patterson,30,DET,60,0,0,64.2,15,5,10,0,0,1.000,,,2.09,0.25,P
403,Jarrod Patterson,27,DET,13,12,10,103.0,26,9,15,2,0,.923,-3,-29,2.10,1.85,3B
404,Josh Paul,26,CHW,56,43,34,392.0,296,266,24,6,3,.980,-7,-21,6.66,5.18,C
405,Carlos Pena,23,TEX,16,16,15,142.0,155,138,15,2,13,.987,-2,-14,9.70,9.56,1B
406,Troy Percival,31,ANA,57,0,0,57.2,4,3,1,0,0,1.000,,,0.62,0.07,P
407,Neifi Perez,28,KCR,49,49,44,427.2,254,105,144,5,39,.980,4,11,5.24,4.98,SS-2B
408,Robert Perez,32,NYY,5,3,2,28.1,7,7,0,0,0,1.000,-1,-42,2.22,1.40,OF
409,Matt Perisho,26,DET,30,4,0,39.1,6,1,5,0,0,1.000,,,1.37,0.20,P
410,Herbert Perry,31,CHW,73,68,53,596.2,230,105,115,10,13,.957,-2,-3,3.32,2.75,3B-1B
411,Mark Petkovsek,35,TEX,55,0,0,76.2,14,5,9,0,0,1.000,,,1.64,0.25,P
412,Andy Pettitte,29,NYY,31,31,2,200.2,49,9,40,0,2,1.000,,,2.20,1.58,P
413,Adam Pettyjohn,24,DET,16,9,0,65.0,11,3,8,0,1,1.000,,,1.52,0.69,P
414,Josh Phelps,23,TOR,7,4,1,37.0,30,28,2,0,0,1.000,1,32,7.30,4.29,C
415,Travis Phelps,23,TBD,49,0,0,62.0,17,5,11,1,1,.941,,,2.32,0.33,P
416,Adam Piatt,25,OAK,32,26,18,234.1,53,48,3,2,0,.962,-1,-7,1.96,1.59,OF
417,Hipolito Pichardo,31,BOS,30,0,0,34.2,13,3,10,0,1,1.000,,,3.38,0.43,P
418,Calvin Pickering,24,BOS,12,12,10,103.0,96,90,6,0,8,1.000,0,2,8.39,8.00,1B
419,A.J. Pierzynski,24,MIN,110,102,95,901.2,665,611,44,10,7,.985,1,1,6.54,5.95,C
420,Luis Pineda,26,DET,16,0,0,18.1,2,0,2,0,0,1.000,,,0.98,0.13,P
421,Joel Pineiro,22,SEA,17,11,0,75.1,8,4,4,0,0,1.000,,,0.96,0.47,P
422,Dan Plesac,39,TOR,62,0,0,45.1,4,0,4,0,0,1.000,,,0.79,0.06,P
423,Scott Podsednik,25,SEA,5,1,1,18.0,3,3,0,0,0,1.000,0,7,1.50,0.60,OF
424,Sidney Ponson,24,BAL,23,23,3,138.1,33,14,19,0,2,1.000,,,2.15,1.43,P
425,Bo Porter,28,TEX,40,22,16,221.2,64,61,1,2,0,.969,-3,-17,2.52,1.55,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
426,Jorge Posada,30,NYY,131,127,114,1120.2,1066,1003,52,11,12,.990,-4,-4,8.47,7.93,C-1B
427,Lou Pote,29,ANA,44,1,0,86.2,29,11,16,2,2,.931,,,2.80,0.61,P
428,Ariel Prieto,31,TBD,3,0,0,3.2,1,1,0,0,0,1.000,,,2.45,0.33,P
429,Tom Prince,36,MIN,64,60,52,530.2,421,380,41,0,3,1.000,5,11,7.14,6.58,C
430,Bill Pulsipher,27,TOT,37,0,0,30.0,9,2,6,1,1,.889,,,2.40,0.22,P
431,Paul Quantrill,32,TOR,80,0,0,83.0,16,2,12,2,1,.875,,,1.52,0.18,P
432,Mark Quinn,27,KCR,99,96,93,853.0,210,197,8,5,1,.976,1,2,2.16,2.07,OF
433,Scott Radinsky,33,CLE,2,0,0,2.0,2,0,2,0,0,1.000,,,9.00,1.00,P
434,Brad Radke,28,MIN,33,33,6,226.0,58,13,44,1,4,.983,,,2.27,1.73,P
435,Tim Raines,41,BAL,2,2,2,19.0,7,7,0,0,0,1.000,1,44,3.32,3.50,OF
436,Tim Raines Jr.,21,BAL,7,6,6,56.0,12,12,0,0,0,1.000,-1,-30,1.93,1.71,OF
437,Julio Ramirez,23,CHW,21,12,10,118.0,46,43,2,1,1,.978,2,21,3.43,2.14,OF
438,Manny Ramirez,29,BOS,55,55,53,482.0,99,98,1,0,0,1.000,0,1,1.85,1.80,OF
439,Joe Randa,31,KCR,137,137,127,1199.2,383,114,256,13,32,.966,5,5,2.78,2.68,3B-2B
440,Pat Rapp,33,ANA,31,28,1,170.0,46,19,26,1,1,.978,,,2.38,1.45,P
441,Mark Redman,27,TOT,11,11,0,58.0,11,1,10,0,1,1.000,,,1.71,1.00,P
442,Rick Reed,36,MIN,12,12,0,67.2,18,6,11,1,1,.944,,,2.26,1.42,P
443,Steve Reed,36,CLE,31,0,0,27.1,8,3,4,1,0,.875,,,2.30,0.23,P
444,Dan Reichert,24,KCR,27,19,0,123.0,31,17,14,0,3,1.000,,,2.27,1.15,P
445,Bryan Rekar,29,TBD,25,25,0,140.2,36,18,16,2,2,.944,,,2.18,1.36,P
446,Arthur Rhodes,31,SEA,71,0,0,68.0,13,4,9,0,0,1.000,,,1.72,0.18,P
447,Chris Richard,27,BAL,111,106,91,936.2,370,355,15,0,12,1.000,3,4,3.56,3.25,OF-1B
448,Juan Rincon,22,MIN,4,0,0,5.2,1,0,1,0,0,1.000,,,1.59,0.25,P
449,Ricardo Rincon,31,CLE,67,0,0,54.0,11,5,5,1,0,.909,,,1.67,0.15,P
450,Cal Ripken Jr.,40,BAL,111,111,106,981.2,320,97,209,14,23,.956,-1,-1,2.81,2.76,3B
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
451,David Riske,24,CLE,26,0,0,27.1,6,1,5,0,2,1.000,,,1.98,0.23,P
452,Luis Rivas,21,MIN,150,148,138,1304.1,580,230,335,15,65,.974,-14,-13,3.90,3.77,2B
453,Juan Rivera,22,NYY,3,0,0,12.0,1,1,0,0,0,1.000,0,0,0.75,0.33,OF
454,Mariano Rivera,31,NYY,71,0,0,80.2,33,17,15,1,0,.970,,,3.57,0.45,P
455,Mike Rivera,24,DET,4,3,2,26.0,28,24,2,2,0,.929,1,46,9.00,6.50,C
456,Brian Roberts,23,BAL,61,55,50,494.0,269,97,156,16,31,.941,-6,-14,4.61,4.02,SS-2B
457,Dave Roberts,29,CLE,13,0,0,34.0,8,8,0,0,0,1.000,0,7,2.12,0.62,OF
458,Willis Roberts,26,BAL,46,18,1,132.0,29,6,21,2,0,.931,,,1.84,0.59,P
459,John Rocker,26,CLE,38,0,0,34.2,9,2,4,3,0,.667,,,1.56,0.16,P
460,Alex Rodriguez,25,TEX,161,161,143,1395.1,749,279,452,18,118,.976,-9,-8,4.72,4.54,SS
461,Ivan Rodriguez,29,TEX,106,101,83,855.1,690,631,52,7,11,.990,12,17,7.19,6.44,C
462,Rich Rodriguez,38,CLE,53,0,0,39.0,10,0,10,0,1,1.000,,,2.31,0.19,P
463,Kenny Rogers,36,TEX,20,20,0,120.2,41,6,34,1,3,.976,,,2.98,2.00,P
464,Damian Rolls,23,TBD,68,57,56,521.0,234,110,118,6,21,.974,-1,-3,3.94,3.35,2B-OF-3B
465,J.C. Romero,25,MIN,14,11,0,65.0,22,9,11,2,0,.909,,,2.77,1.43,P
466,Brian Rose,25,TBD,7,3,0,20.1,5,0,5,0,0,1.000,,,2.21,0.71,P
467,Aaron Rowand,23,CHW,61,34,17,342.0,107,103,3,1,0,.991,3,12,2.79,1.74,OF
468,Ryan Rupe,26,TBD,28,26,0,143.1,19,5,12,2,0,.895,,,1.07,0.61,P
469,B.J. Ryan,25,BAL,61,0,0,53.0,6,0,4,2,0,.667,,,0.68,0.07,P
470,Rob Ryan,28,OAK,5,0,0,10.0,2,2,0,0,0,1.000,0,12,1.80,0.40,OF
471,CC Sabathia,20,CLE,33,33,0,180.1,25,3,21,1,1,.960,,,1.20,0.73,P
472,Bret Saberhagen,37,BOS,3,3,0,15.0,4,1,3,0,0,1.000,,,2.40,1.33,P
473,Donnie Sadler,26,KCR,47,33,20,292.2,157,71,84,2,20,.987,12,48,4.77,3.10,2B-OF-3B-SS
474,Olmedo Saenz,30,OAK,41,25,20,262.2,241,201,35,5,16,.979,2,9,8.09,5.62,1B-3B
475,Tim Salmon,32,ANA,125,124,116,1087.1,270,254,13,3,5,.989,-5,-6,2.21,2.14,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
476,Rey Sanchez,33,KCR,100,97,87,851.0,491,155,333,3,99,.994,19,26,5.16,4.88,SS
477,Jared Sandberg,23,TBD,38,38,37,340.2,107,33,68,6,7,.944,3,10,2.67,2.59,3B-1B
