Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
240,Wilton Guerrero,26,CIN,36,26,23,242.0,114,50,59,5,14,.956,-4,-20,4.05,2.95,SS-2B-3B-OF
241,Mike Gulan,30,FLA,1,1,1,9.0,4,2,2,0,0,1.000,0,13,4.00,4.00,3B
242,Ricky Gutiérrez,31,CHC,144,140,129,1224.1,549,173,360,16,67,.971,-4,-4,3.92,3.70,SS
243,Edwards Guzmán,24,SFG,43,19,10,214.0,149,127,19,3,4,.980,-2,-11,6.14,3.24,C-3B-1B-OF-2B
244,Geraldo Guzmán,28,ARI,4,0,0,9.1,0,0,0,0,0,,,,0.00,0.00,P
245,Tony Gwynn,41,SDP,17,16,4,103.0,19,17,2,0,0,1.000,-2,-27,1.66,1.12,OF
246,Luther Hackman,26,STL,35,0,0,35.2,6,1,5,0,0,1.000,,,1.51,0.17,P
247,Darryl Hamilton,36,NYM,37,32,24,284.1,68,66,2,0,0,1.000,-1,-4,2.15,1.84,OF
248,Joey Hamilton,30,CIN,4,4,0,17.1,7,2,5,0,1,1.000,,,3.63,1.75,P
249,Jeffrey Hammonds,30,MIL,46,46,43,401.2,110,106,2,2,0,.982,2,5,2.42,2.35,OF
250,Mike Hampton,28,COL,32,32,2,203.0,58,12,46,0,5,1.000,,,2.57,1.81,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
251,Dave Hansen,32,LAD,43,29,17,266.0,225,173,46,6,16,.973,0,0,7.41,4.76,1B-3B
252,Pete Harnisch,34,CIN,7,7,0,35.1,4,3,1,0,0,1.000,,,1.02,0.57,P
253,Lenny Harris,36,NYM,27,10,3,108.2,53,42,8,3,1,.943,-1,-10,4.14,1.85,1B-3B-OF-2B
254,Charlie Hayes,36,HOU,13,9,4,76.1,26,14,12,0,2,1.000,1,9,3.07,2.00,3B-1B
255,Jimmy Haynes,28,MIL,31,29,0,172.2,36,12,24,0,1,1.000,,,1.88,1.16,P
256,Wes Helms,25,ATL,92,51,37,516.1,484,439,41,4,42,.992,0,1,8.37,5.05,1B-3B-OF
257,Todd Helton,27,COL,157,157,144,1370.0,1424,1302,120,2,139,.999,7,6,9.34,9.06,1B
258,Rickey Henderson,42,SDP,104,98,67,812.2,166,158,5,3,2,.982,-10,-14,1.81,1.57,OF
259,Félix Heredia,26,CHC,48,0,0,35.0,4,3,1,0,0,1.000,,,1.03,0.08,P
260,Matt Herges,31,LAD,75,0,0,99.1,21,5,15,1,1,.952,,,1.81,0.27,P
261,Chad Hermansen,23,PIT,20,12,9,120.2,31,30,1,0,1,1.000,-1,-9,2.31,1.55,OF
262,Dustin Hermanson,28,STL,33,33,0,192.1,22,4,17,1,0,.955,,,0.98,0.64,P
263,Alex Hernández,24,PIT,6,2,2,23.0,8,7,1,0,1,1.000,0,-5,3.13,1.33,OF-1B
264,Carlos Hernández,21,HOU,3,3,0,17.2,3,1,2,0,1,1.000,,,1.53,1.00,P
265,José Hernández,31,MIL,151,147,134,1291.0,651,206,427,18,90,.972,5,5,4.41,4.16,SS-OF
266,Liván Hernández,26,SFG,34,34,2,226.2,57,13,44,0,2,1.000,,,2.26,1.68,P
267,Junior Herndon,22,SDP,12,8,0,42.2,12,2,10,0,2,1.000,,,2.53,1.00,P
268,Phil Hiatt,32,LAD,22,8,7,100.2,38,29,8,1,4,.974,-2,-23,3.31,1.61,3B-1B
269,Richard Hidalgo,26,HOU,144,137,87,1235.0,346,332,11,3,4,.991,4,4,2.50,2.38,OF
270,Brett Hinchliffe,26,NYM,1,1,0,2.0,0,0,0,0,0,,,,0.00,0.00,P
271,Sterling Hitchcock,30,SDP,3,3,0,19.0,2,0,2,0,0,1.000,,,0.95,0.67,P
272,Trevor Hoffman,33,SDP,62,0,0,60.1,9,5,4,0,0,1.000,,,1.34,0.15,P
273,Todd Hollandsworth,28,COL,31,28,15,248.0,54,51,2,1,0,.981,0,0,1.92,1.71,OF
274,Tyler Houston,30,MIL,65,57,50,503.1,151,42,99,10,11,.934,-1,-1,2.52,2.17,3B-1B
275,Ken Huckaby,30,ARI,1,0,0,3.0,5,5,0,0,0,1.000,0,0,15.00,5.00,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
276,Todd Hundley,32,CHC,70,67,50,558.1,576,547,25,4,3,.993,-8,-17,9.22,8.17,C
277,Brian Hunter,30,PHI,41,27,17,260.1,72,69,3,0,2,1.000,5,22,2.49,1.76,OF
278,Chad Hutchinson,24,STL,3,0,0,4.0,0,0,0,0,0,,,,0.00,0.00,P
279,Adam Hyzdu,29,PIT,31,12,7,135.0,44,42,2,0,0,1.000,0,-4,2.93,1.42,OF-1B
280,Hideki Irabu,32,MON,3,3,0,16.2,5,0,5,0,0,1.000,,,2.70,1.67,P
281,Damian Jackson,27,SDP,122,118,108,1030.2,582,245,329,8,68,.986,0,0,5.01,4.67,2B-SS-OF
282,Michael Jackson,36,HOU,67,0,0,69.0,11,7,4,0,0,1.000,,,1.43,0.16,P
283,Mike James,33,STL,40,0,0,38.0,7,3,4,0,1,1.000,,,1.66,0.18,P
284,Kevin Jarvis,31,SDP,32,32,1,193.1,54,20,33,1,0,.981,,,2.47,1.66,P
285,Geoff Jenkins,26,MIL,104,104,93,897.1,221,210,8,3,2,.986,1,2,2.19,2.10,OF
286,Jason Jennings,22,COL,7,7,1,39.1,11,4,7,0,3,1.000,,,2.52,1.57,P
287,Robin Jennings,29,TOT,22,20,14,175.1,86,74,8,4,10,.953,-2,-15,4.21,3.42,OF-1B
288,Ryan Jensen,25,SFG,10,7,0,42.1,10,5,4,1,1,.900,,,1.91,0.90,P
289,D'Angelo Jimenez,23,SDP,85,84,82,740.2,406,130,255,21,47,.948,-4,-6,4.68,4.53,SS
290,José Jiménez,27,COL,56,0,0,55.0,14,2,12,0,0,1.000,,,2.29,0.25,P
291,Brett Jodie,24,SDP,7,2,0,23.1,1,0,1,0,0,1.000,,,0.39,0.14,P
292,Brian Johnson,33,LAD,2,0,0,4.0,3,3,0,0,0,1.000,0,0,6.75,1.50,C
293,Charles Johnson,29,FLA,125,120,112,1061.0,912,846,62,4,15,.996,6,7,7.70,7.26,C
294,Mark Johnson,33,NYM,37,23,11,212.2,119,111,7,1,10,.992,-2,-8,4.99,2.95,1B-OF
295,Mike Johnson,25,MON,10,0,0,11.1,0,0,0,0,0,,,,0.00,0.00,P
296,Randy Johnson,37,ARI,35,34,3,249.2,33,2,27,4,1,.879,,,1.05,0.83,P
297,Andruw Jones,24,ATL,161,161,160,1435.1,477,461,10,6,6,.987,27,22,2.95,2.93,OF
298,Bobby Jones,31,SDP,33,33,1,195.0,35,7,28,0,0,1.000,,,1.62,1.06,P
299,Chipper Jones,29,ATL,156,156,138,1362.0,342,91,233,18,12,.947,-13,-12,2.14,2.06,3B-OF
300,Terry Jones,30,MON,22,15,12,151.0,44,41,2,1,1,.977,1,10,2.56,1.95,OF
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
301,Brian Jordan,34,ATL,144,141,127,1237.1,335,321,11,3,2,.991,21,20,2.41,2.31,OF
302,Kevin Jordan,31,PHI,29,21,16,187.1,112,70,37,5,8,.955,-2,-10,5.14,3.57,2B-1B-3B
303,Jason Karnuth,25,STL,4,0,0,5.0,0,0,0,0,0,,,,0.00,0.00,P
304,Eric Karros,33,LAD,119,118,102,1018.1,1038,963,71,4,82,.996,-1,-2,9.14,8.69,1B
305,Steve Karsay,29,ATL,43,0,0,44.2,11,4,6,1,0,.909,,,2.01,0.23,P
306,Jason Kendall,27,PIT,155,154,129,1307.1,856,786,53,17,7,.980,-8,-7,5.78,5.24,C-OF
307,Jeff Kent,33,SFG,159,156,135,1384.1,877,462,404,11,110,.987,3,3,5.63,5.09,2B-1B
308,Brooks Kieschnick,29,COL,13,3,2,40.2,12,10,0,2,0,.833,-1,-35,2.21,0.77,OF-1B
309,Darryl Kile,32,STL,34,34,2,227.1,42,11,29,2,2,.952,,,1.58,1.18,P
310,Byung-Hyun Kim,22,ARI,78,0,0,98.0,24,4,19,1,0,.958,,,2.11,0.29,P
311,Ray King,27,MIL,82,0,0,55.0,15,5,9,1,0,.933,,,2.29,0.17,P
312,Ryan Klesko,30,SDP,145,143,128,1240.0,1230,1135,84,11,92,.991,-6,-5,8.85,8.41,1B
313,Steve Kline,28,STL,89,0,0,75.0,13,3,10,0,0,1.000,,,1.56,0.15,P
314,Randy Knorr,32,MON,27,24,22,216.0,175,168,5,2,0,.989,-4,-22,7.21,6.41,C
315,Eric Knott,26,ARI,3,1,0,4.2,0,0,0,0,0,,,,0.00,0.00,P
316,Gary Knotts,24,FLA,2,1,0,6.0,1,1,0,0,0,1.000,,,1.50,0.50,P
317,Brandon Kolb,27,MIL,10,0,0,9.2,1,0,1,0,0,1.000,,,0.93,0.10,P
318,Mike Koplove,24,ARI,9,0,0,10.0,1,0,1,0,0,1.000,,,0.90,0.11,P
319,Mark Kotsay,25,SDP,111,99,88,878.0,285,277,4,4,1,.986,8,10,2.88,2.53,OF
320,Chad Kreuter,36,LAD,70,58,48,526.1,515,486,29,0,4,1.000,3,7,8.81,7.36,C
321,Ray Lankford,34,TOT,123,109,91,948.1,210,198,6,6,1,.971,-9,-12,1.94,1.66,OF
322,Barry Larkin,37,CIN,44,42,29,341.1,182,65,108,9,23,.951,-4,-13,4.56,3.93,SS
323,Brandon Larson,25,CIN,9,8,8,77.2,33,10,21,2,2,.939,1,12,3.59,3.44,3B
324,Jason LaRue,27,CIN,112,98,88,874.0,667,579,81,7,8,.990,9,12,6.80,5.84,C-3B-1B-OF
325,Brian Lawrence,25,SDP,27,15,1,114.2,32,2,26,4,0,.875,,,2.20,1.04,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
326,Matt Lawton,29,NYM,48,46,42,410.2,97,96,1,0,0,1.000,1,3,2.13,2.02,OF
327,Jalal Leach,32,SFG,3,1,1,13.0,1,1,0,0,0,1.000,0,-37,0.69,0.33,OF
328,David Lee,28,SDP,41,0,0,48.2,4,2,2,0,0,1.000,,,0.74,0.10,P
329,Derrek Lee,25,FLA,156,146,143,1309.2,1393,1271,114,8,142,.994,-2,-2,9.52,8.88,1B
330,Travis Lee,26,PHI,156,150,149,1351.2,1413,1332,75,6,121,.996,3,2,9.37,9.02,1B
331,Al Leiter,35,NYM,29,29,0,187.1,30,6,22,2,2,.933,,,1.35,0.97,P
332,Mark Leiter,38,MIL,20,3,0,36.0,11,4,7,0,0,1.000,,,2.75,0.55,P
333,Curt Leskanic,33,MIL,70,0,0,69.1,13,7,4,2,0,.846,,,1.43,0.16,P
334,Jesse Levis,33,MIL,11,9,9,82.0,63,59,3,1,1,.984,-1,-15,6.80,5.64,C
335,Allen Levrault,23,MIL,32,20,1,130.2,21,8,11,2,1,.905,,,1.31,0.59,P
336,Jon Lieber,31,CHC,34,34,5,232.1,51,16,35,0,4,1.000,,,1.98,1.50,P
337,Mike Lieberthal,29,PHI,33,33,31,283.2,254,243,9,2,3,.992,1,4,8.00,7.64,C
338,Kerry Ligtenberg,30,ATL,53,0,0,59.2,6,2,1,3,0,.500,,,0.45,0.06,P
339,José Lima,28,HOU,14,9,0,53.0,10,0,9,1,2,.900,,,1.53,0.64,P
340,Mike Lincoln,26,PIT,31,0,0,40.1,13,1,11,1,1,.923,,,2.68,0.39,P
341,Scott Linebrink,24,HOU,9,0,0,10.1,0,0,0,0,0,,,,0.00,0.00,P
342,Felipe Lira,29,MON,4,0,0,5.0,1,1,0,0,0,1.000,,,1.80,0.25,P
343,Mark Little,28,COL,29,14,7,141.1,39,36,3,0,3,1.000,2,15,2.48,1.34,OF
344,Graeme Lloyd,34,MON,84,0,0,70.1,21,7,13,1,3,.952,,,2.56,0.24,P
345,Paul Lo Duca,29,LAD,122,115,95,1042.2,916,837,70,9,25,.990,4,5,7.83,6.62,C-1B-OF
346,Keith Lockhart,36,ATL,51,34,27,319.1,151,66,85,0,20,1.000,1,4,4.26,2.96,2B-3B
347,Carlton Loewer,27,SDP,2,2,0,4.1,0,0,0,0,0,,,,0.00,0.00,P
348,Rich Loiselle,29,PIT,18,0,0,18.0,5,1,4,0,0,1.000,,,2.50,0.28,P
349,Braden Looper,26,FLA,71,0,0,71.0,12,4,8,0,1,1.000,,,1.52,0.17,P
350,Albie Lopez,29,ARI,13,13,2,81.0,13,1,12,0,0,1.000,,,1.44,1.00,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
351,Javy Lopez,30,ATL,127,115,100,1026.0,886,826,50,10,7,.989,1,1,7.68,6.90,C
352,Luis Lopez,30,MIL,70,51,37,477.1,194,70,116,8,21,.959,-3,-7,3.51,2.38,3B-2B-SS
353,Mendy López,27,TOT,24,12,10,126.1,66,27,38,1,9,.985,1,5,4.63,2.71,2B-SS-3B
354,Mark Loretta,29,MIL,97,93,73,781.1,368,142,218,8,35,.978,-3,-5,4.15,3.56,2B-3B-SS-P
355,Mike Lowell,27,FLA,144,142,135,1250.2,377,107,261,9,35,.976,7,6,2.65,2.56,3B
356,Julio Lugo,25,HOU,136,125,103,1117.2,608,213,373,22,74,.964,4,4,4.72,4.10,SS-OF-2B
357,David Lundquist,28,SDP,17,0,0,19.2,4,1,3,0,0,1.000,,,1.83,0.24,P
358,John Mabry,30,TOT,44,30,22,258.2,59,54,3,2,1,.966,-7,-33,1.98,1.27,OF-1B-P
359,Robert Machado,28,CHC,47,34,32,326.2,338,317,20,1,3,.997,1,4,9.28,7.17,C
360,Rob Mackowiak,25,PIT,66,56,31,470.1,170,104,60,6,10,.965,2,5,3.14,2.34,OF-2B-3B-1B
361,Scott MacRae,26,CIN,24,0,0,31.1,3,2,1,0,0,1.000,,,0.86,0.13,P
362,Greg Maddux,35,ATL,34,34,3,233.0,74,19,54,1,3,.986,,,2.82,2.15,P
363,Dave Magadan,38,SDP,33,15,10,169.0,67,39,25,3,4,.955,-3,-23,3.41,1.94,3B-1B-SS-2B
364,Ron Mahay,30,CHC,17,0,0,20.2,5,2,3,0,1,1.000,,,2.18,0.29,P
365,Jim Mann,26,HOU,4,0,0,5.1,1,0,1,0,0,1.000,,,1.69,0.25,P
366,Matt Mantei,27,ARI,8,0,0,7.0,0,0,0,0,0,,,,0.00,0.00,P
367,Josias Manzanillo,33,PIT,71,0,0,79.2,10,3,6,1,0,.900,,,1.02,0.13,P
368,Jason Marquis,22,ATL,38,16,0,129.1,33,9,21,3,2,.909,,,2.09,0.79,P
369,Eli Marrero,27,STL,80,50,43,497.2,412,382,23,7,6,.983,3,7,7.32,4.71,C-OF-1B
370,Damaso Marte,26,PIT,23,0,0,36.1,3,1,2,0,0,1.000,,,0.74,0.13,P
371,Tom Martin,31,NYM,14,0,0,17.0,2,1,1,0,0,1.000,,,1.06,0.14,P
372,Dave Martinez,36,ATL,60,41,32,400.0,128,120,8,0,7,1.000,0,0,2.88,2.06,OF-1B
373,Ramon Martinez,33,PIT,4,4,0,15.2,4,2,2,0,2,1.000,,,2.30,1.00,P
374,Ramon Martinez,28,SFG,123,105,78,956.0,392,123,261,8,44,.980,2,2,3.62,2.82,3B-2B-SS
375,Sandy Martinez,30,MON,1,0,0,1.1,2,2,0,0,0,1.000,0,0,13.50,2.00,C
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
376,Henry Mateo,24,MON,2,2,2,18.0,11,3,6,2,0,.818,0,-27,4.50,4.50,2B
377,Mike Matheny,30,STL,121,117,95,1009.0,852,779,69,4,11,.995,7,9,7.56,6.89,C-1B
378,T.J. Mathews,31,STL,10,0,0,14.2,3,0,3,0,0,1.000,,,1.84,0.30,P
379,Troy Mattes,25,MON,8,8,0,45.0,8,2,5,1,0,.875,,,1.40,0.88,P
380,Gary Matthews,26,TOT,144,105,92,1003.2,270,259,4,7,0,.974,-1,-1,2.36,1.83,OF
381,Mike Matthews,27,STL,51,10,0,89.0,12,4,7,1,0,.917,,,1.11,0.22,P
382,Dave Maurer,26,SDP,3,0,0,5.0,2,1,1,0,0,1.000,,,3.60,0.67,P
383,Brent Mayne,33,COL,44,42,35,370.0,337,317,19,1,4,.997,4,13,8.17,7.47,C-1B
384,Keith McDonald,28,STL,2,0,0,3.0,2,1,1,0,0,1.000,0,0,6.00,1.00,C
385,Chuck McElroy,33,SDP,31,0,0,29.2,9,3,6,0,0,1.000,,,2.73,0.29,P
386,Joe McEwing,28,NYM,95,66,30,601.2,162,101,58,3,10,.981,2,3,2.38,1.49,OF-3B-SS-2B-1B
387,Fred McGriff,37,CHC,49,49,35,393.1,393,366,23,4,29,.990,-1,-3,8.90,7.94,1B
388,Ryan McGuire,29,FLA,13,5,5,56.0,23,23,0,0,0,1.000,2,36,3.70,1.77,OF-1B
389,Mark McGwire,37,STL,90,88,66,724.2,723,686,33,4,60,.994,-2,-4,8.93,7.99,1B
390,Tony McKnight,24,TOT,15,15,0,87.1,18,4,13,1,2,.944,,,1.75,1.13,P
391,Pat Meares,32,PIT,84,75,62,644.0,372,149,213,10,53,.973,-3,-6,5.06,4.26,2B
392,Adam Melhuse,29,COL,24,16,14,143.0,110,105,4,1,0,.991,-3,-26,6.86,4.54,C-1B
393,Donaldo Mendez,23,SDP,46,34,22,300.2,150,47,91,12,15,.920,-3,-14,4.13,3.00,SS
394,Hector Mercado,27,CIN,56,0,0,53.0,6,0,5,1,0,.833,,,0.85,0.09,P
395,Orlando Merced,34,HOU,33,20,10,183.0,41,39,1,1,0,.976,-3,-16,1.97,1.18,OF-3B-1B
396,Jose Mesa,35,PHI,71,0,0,69.1,13,4,9,0,0,1.000,,,1.69,0.18,P
397,Chad Meyers,25,CHC,7,2,0,28.1,16,6,10,0,1,1.000,2,72,5.08,1.78,2B-OF-3B
398,Dan Miceli,30,TOT,51,0,0,45.0,6,2,3,1,0,.833,,,1.00,0.10,P
399,Jason Michaels,25,PHI,1,0,0,2.0,0,0,0,0,0,,0,-60,0.00,0.00,OF
400,Jason Middlebrook,26,SDP,4,3,0,19.1,2,0,2,0,0,1.000,,,0.93,0.50,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
401,Kevin Millar,29,FLA,110,110,58,890.2,287,266,19,2,11,.993,-4,-5,2.88,2.57,OF-1B-3B
402,Corky Miller,25,CIN,17,16,14,139.0,117,104,12,1,2,.991,2,17,7.51,6.82,C
403,Damian Miller,31,ARI,121,111,83,978.0,1054,966,81,7,6,.993,3,4,9.63,8.65,C
404,Wade Miller,24,HOU,32,32,1,212.0,54,16,36,2,3,.963,,,2.21,1.63,P
405,Kevin Millwood,26,ATL,21,21,0,121.0,22,10,12,0,1,1.000,,,1.64,1.05,P
406,Damon Minor,27,SFG,11,11,7,89.2,91,86,4,1,4,.989,-1,-12,9.03,8.18,1B
407,Ryan Minor,27,MON,27,17,14,170.1,37,15,20,2,0,.946,-4,-30,1.85,1.30,3B-OF-1B
408,Dave Mlicki,33,HOU,19,14,0,86.2,15,6,9,0,1,1.000,,,1.56,0.79,P
409,Chad Moeller,26,ARI,25,13,10,140.2,118,111,7,0,0,1.000,0,0,7.55,4.72,C
410,Mike Mohler,32,ARI,13,0,0,13.2,2,0,2,0,0,1.000,,,1.32,0.15,P
411,Trey Moore,28,ATL,2,0,0,4.0,0,0,0,0,0,,,,0.00,0.00,P
412,Mike Mordecai,33,MON,78,57,46,536.2,194,74,117,3,17,.985,-8,-18,3.20,2.36,3B-2B-SS-OF-1B-C
413,Mike Morgan,41,ARI,31,1,0,38.0,1,0,0,1,0,.000,,,0.00,0.00,P
414,Matt Morris,26,STL,34,34,2,216.1,41,8,31,2,0,.951,,,1.62,1.15,P
415,Warren Morris,27,PIT,30,24,12,198.0,115,41,70,4,15,.965,1,5,5.05,3.70,2B-3B
416,Damian Moss,24,ATL,5,1,0,9.0,2,0,1,1,0,.500,,,1.00,0.20,P
417,Guillermo Mota,27,MON,53,0,0,49.2,12,1,10,1,3,.917,,,1.99,0.21,P
418,Chad Mottola,29,FLA,5,2,0,24.0,9,8,1,0,0,1.000,0,-10,3.38,1.80,OF
419,James Mouton,32,MIL,53,27,22,286.2,86,81,2,3,1,.965,-1,-5,2.61,1.57,OF
420,Lyle Mouton,32,FLA,11,2,1,34.1,4,4,0,0,0,1.000,-1,-45,1.05,0.36,OF
421,Bill Mueller,30,CHC,65,56,51,496.2,138,33,97,8,6,.942,0,0,2.36,2.00,3B-2B
422,Terry Mulholland,38,TOT,41,4,0,65.2,16,2,14,0,1,1.000,,,2.19,0.39,P
423,Bobby Munoz,33,MON,15,7,0,42.0,13,3,9,1,3,.923,,,2.57,0.80,P
424,Calvin Murray,29,SFG,104,73,67,710.0,241,232,4,5,1,.979,10,17,2.99,2.27,OF
425,Mike Myers,32,COL,73,0,0,40.0,14,2,12,0,1,1.000,,,3.15,0.19,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
426,Rodney Myers,32,SDP,37,0,0,47.1,13,4,7,2,0,.846,,,2.09,0.30,P
427,Denny Neagle,32,COL,30,30,0,170.2,27,9,17,1,1,.963,,,1.37,0.87,P
428,Blaine Neal,23,FLA,4,0,0,5.1,0,0,0,0,0,,,,0.00,0.00,P
429,Joe Nelson,26,ATL,2,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P
430,Robb Nen,31,SFG,79,0,0,77.2,8,5,3,0,0,1.000,,,0.93,0.10,P
431,Nick Neugebauer,20,MIL,2,2,0,6.0,0,0,0,0,0,,,,0.00,0.00,P
432,Phil Nevin,30,SDP,145,144,123,1228.2,388,96,265,27,26,.930,-8,-8,2.64,2.49,3B
433,David Newhan,27,PHI,1,1,0,7.0,2,2,0,0,0,1.000,0,-34,2.57,2.00,2B
434,Chris Nichting,35,TOT,43,0,0,42.1,12,3,9,0,0,1.000,,,2.55,0.28,P
435,Doug Nickle,26,PHI,2,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P
436,C.J. Nitkowski,28,NYM,5,0,0,5.2,1,0,1,0,0,1.000,,,1.59,0.20,P
437,Greg Norton,28,COL,58,39,24,343.2,125,90,31,4,8,.968,-5,-18,3.17,1.95,3B-OF-1B
438,Abraham Nunez,25,PIT,92,64,57,613.2,382,144,234,4,51,.990,5,10,5.54,3.86,SS-2B-OF-3B
439,Jose Nunez,22,TOT,62,0,0,59.0,8,0,6,2,0,.750,,,0.92,0.10,P
440,Vladimir Núñez,26,FLA,52,3,0,92.0,18,7,11,0,1,1.000,,,1.76,0.35,P
441,Alex Ochoa,29,TOT,137,131,112,1162.1,281,266,12,3,5,.989,7,7,2.15,2.03,OF
442,Tomo Ohka,25,MON,10,10,0,54.2,12,4,8,0,0,1.000,,,1.98,1.20,P
443,Will Ohman,23,CHC,11,0,0,11.2,1,1,0,0,0,1.000,,,0.77,0.09,P
444,Augie Ojeda,26,CHC,73,32,23,371.2,159,50,103,6,17,.962,1,4,3.70,2.01,SS-3B-2B
445,Omar Olivares,33,PIT,45,12,1,110.0,23,4,19,0,1,1.000,,,1.88,0.51,P
446,Kevin Olsen,24,FLA,4,2,0,15.0,5,3,2,0,1,1.000,,,3.00,1.25,P
447,Gregg Olson,34,LAD,28,0,0,24.2,4,0,3,1,0,.750,,,1.09,0.11,P
448,Rey Ordóñez,30,NYM,148,140,119,1226.1,608,213,383,12,79,.980,4,4,4.37,4.03,SS
449,Eddie Oropesa,29,PHI,30,0,0,19.0,2,0,2,0,0,1.000,,,0.95,0.07,P
450,Jesse Orosco,44,LAD,35,0,0,16.0,2,1,1,0,0,1.000,,,1.13,0.06,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
451,Jose Ortiz,24,COL,51,48,44,422.0,231,86,137,8,30,.965,4,10,4.76,4.37,2B
452,Russ Ortiz,27,SFG,33,33,1,218.2,47,12,34,1,4,.979,,,1.89,1.39,P
453,Keith Osik,32,PIT,49,32,23,296.1,231,213,17,1,4,.996,-1,-4,6.99,4.60,C-1B-3B-2B-OF
454,Jimmy Osting,24,SDP,3,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P
455,Roy Oswalt,23,HOU,28,20,3,141.2,35,19,15,1,1,.971,,,2.16,1.21,P
456,Eric Owens,30,FLA,106,91,80,841.1,189,180,6,3,1,.984,-1,-1,1.99,1.75,OF
457,Vicente Padilla,23,PHI,23,0,0,34.0,6,4,2,0,1,1.000,,,1.59,0.26,P
458,Lance Painter,33,MIL,13,0,0,10.2,6,3,3,0,0,1.000,,,5.06,0.46,P
459,Craig Paquette,32,STL,104,79,50,727.1,275,218,52,5,23,.982,-1,-2,3.34,2.33,OF-3B-1B-2B
460,Chan Ho Park,28,LAD,36,35,2,234.0,54,12,40,2,2,.963,,,2.00,1.44,P
461,Corey Patterson,21,CHC,54,26,21,286.1,84,82,0,2,0,.976,1,4,2.58,1.52,OF
462,Carl Pavano,25,MON,8,8,0,42.2,4,1,3,0,0,1.000,,,0.84,0.50,P
463,Jay Payton,28,NYM,103,90,85,825.2,247,237,6,4,1,.984,1,1,2.65,2.36,OF
464,Angel Pena,26,LAD,15,13,12,119.0,136,125,11,0,0,1.000,1,10,10.29,9.07,C
465,Elvis Pena,24,MIL,11,8,8,81.0,51,14,36,1,7,.980,1,9,5.56,4.55,2B
466,Brad Penny,23,FLA,31,31,1,205.0,37,10,27,0,1,1.000,,,1.62,1.19,P
467,Eddie Pérez,33,ATL,5,2,0,21.0,11,10,1,0,0,1.000,0,0,4.71,2.20,C
468,Neifi Perez,28,COL,87,87,84,763.2,419,145,264,10,64,.976,9,14,4.82,4.70,SS
469,Odalis Perez,23,ATL,24,16,0,95.1,16,5,11,0,0,1.000,,,1.51,0.67,P
470,Robert Perez,32,MIL,1,1,1,9.0,3,3,0,0,0,1.000,0,27,3.00,3.00,OF
471,Santiago Perez,25,SDP,34,16,11,190.1,64,47,13,4,1,.938,0,0,2.84,1.67,OF-SS-2B
472,Timo Perez,26,NYM,73,54,42,514.1,133,128,5,0,1,1.000,5,12,2.33,1.82,OF
473,Tomas Perez,27,PHI,46,26,22,265.0,145,57,87,1,17,.993,7,30,4.89,3.06,2B-3B-SS-OF
474,Robert Person,31,PHI,33,33,3,208.1,24,5,19,0,1,1.000,,,1.04,0.73,P
475,Chris Peters,29,MON,13,6,0,31.0,6,0,6,0,0,1.000,,,1.74,0.46,P
Rk,Name,Age,Tm,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary
476,Kyle Peterson,25,MIL,3,2,0,14.2,3,1,2,0,0,1.000,,,1.84,1.00,P
477,Ben Petrick,24,COL,78,70,63,610.2,496,459,29,8,9,.984,-6,-12,7.19,6.18,C-1B
478,Jason Phillips,24,NYM,5,0,0,15.0,15,15,0,0,0,1.000,0,0,9.00,3.00,C
479,Mike Piazza,32,NYM,130,127,102,1085.1,986,919,58,9,5,.991,-11,-12,8.10,7.46,C
480,Juan Pierre,23,COL,154,140,134,1257.2,373,362,3,8,1,.979,4,4,2.61,2.37,OF
